source_file,family,mean_gr,gr_variance,full_region_volume,collapse_onset_radius,fragmentation_rate,admissibility_persistence,bifurcation_sharpness,recovery_elasticity,anisotropic_persistence
L_bkg2c14;1_bkg_hit.txt,raw_bkg,0.5851677751589439,0.028716175781120654,1.0,1.0,0.0,0.0,0.008336787349067398,0.19331666876044676,0.9716922151163438
L_bkg2c14;1_bkg_phi.txt,raw_bkg,0.4508267233067989,0.035707861050735784,0.09876543209876543,0.0,0.9012345679012346,0.0,0.006071410743929029,0.27379526913304525,0.9649221436525808
L_bkg2c14;1_bkg_theta.txt,raw_bkg,0.6099155202805341,0.027802979692378594,1.0,1.0,0.0,0.0,0.007256678974777997,0.17978549118924364,0.9725799659302414
L_bkg2c14;1_bkgdr_hit.txt,raw_bkg,0.45682923713432355,0.03404530147265522,0.1111111111111111,0.0,0.8888888888888888,0.0,0.007500503811418535,0.2698376494690335,0.9665277185167154
L_bkg2c14;1_bkgdr_phi.txt,raw_bkg,0.4370975493041007,0.034742030457855795,0.04938271604938271,0.0,0.9506172839506173,0.0,0.007282967310825672,0.28272957126319215,0.9658545451771455
L_bkg2c14;1_bkgdr_theta.txt,raw_bkg,0.4632778276379477,0.03489849048443833,0.1728395061728395,0.0,0.8271604938271605,0.0,0.006449305315625931,0.26575011632882856,0.9657034393706497
L_bkg2doubleC14.txt,raw_bkg,0.5970870215597428,0.029978571904525308,1.0,1.0,0.0,0.0,0.005419403104250153,0.18680232027953314,0.9704663285708521
L_bkg2fiveC14.txt,raw_bkg,0.586626387120037,0.03210009207362164,1.0,1.0,0.0,0.0,0.004289375815855201,0.19260779162121877,0.9684096470983736
L_bkg2fourC14.txt,raw_bkg,0.5819853252458292,0.03194447581130221,1.0,1.0,0.0,0.0,0.004583345580375653,0.19517189767355556,0.9685603591143653
L_bkg2singleC14.txt,raw_bkg,0.5888976091401724,0.029129621719421756,1.0,1.0,0.0,0.0,0.006859606985664901,0.19127015690045499,0.9712905559546212
L_bkg2tripleC14.txt,raw_bkg,0.5959302568372766,0.030816757007098662,1.0,1.0,0.0,0.0,0.004798565790945175,0.18745781299438255,0.969653238959098
L_deepL_Graph;1.txt,deepl,0.33371510762015255,0.03782123103384415,0.0,0.0,1.0,0.0,0.005484186934157087,0.35696514441879934,0.9628850594726196
L_deepL_Graph;2.txt,deepl,0.3297880205415856,0.03793811892102665,0.0,0.0,1.0,0.0,0.005376685238783818,0.36005266201557057,0.9627725164500044
L_deepL_Graph;3.txt,deepl,0.34413790212020695,0.03782798795516357,0.0,0.0,1.0,0.0,0.005520663253643365,0.34890644044273517,0.9628785533560137
L_deepL_Graph;4.txt,deepl,0.33959084792616495,0.038719510003744614,0.0,0.0,1.0,0.0,0.0048816649048897265,0.35248071614522514,0.9620205084354058
L_deepL_h_SigSB_significance_0;1.txt,deepl,0.4591829073777846,0.0393800988982649,0.19753086419753085,0.0,0.8024691358024691,0.0,0.0034697422662700594,0.2685997374521946,0.9613852182271629
L_deepL_h_SigSB_significance_1;1.txt,deepl,0.5192593406567897,0.03605135438224767,0.654320987654321,0.0,0.345679012345679,0.0,0.0040550083303965145,0.23133879799986443,0.9645907562487479
L_deepL_h_SigSB_significance_2;1.txt,deepl,0.5761326307670175,0.0326216975693259,1.0,1.0,0.0,0.0,0.004353077440470865,0.19845020116694834,0.9679046510201685
L_deepL_h_SigSB_significance_3;1.txt,deepl,0.6171978548571141,0.029961612904380142,1.0,1.0,0.0,0.0,0.004446747436939513,0.17592814504104842,0.9704827868490168
L_deepL_hBkgeff;1.txt,deepl,0.8858404238170476,0.009917966656978756,1.0,1.0,0.0,1.0,0.0023346199342323404,0.04735452245845052,0.9901310541781342
L_deepL_hBkgRejective;1.txt,deepl,0.5224142682210121,0.03215312250625301,0.7283950617283951,0.0,0.2716049382716049,0.0,0.007037019417073687,0.22931460358449654,0.9683582932774933
L_deepL_hSigeff;1.txt,deepl,0.33611971732463397,0.04135905599199904,0.0,0.0,1.0,0.0,0.0032349758215376445,0.3554140725038163,0.9594845594111557
L_deepL_hSigeff_purity;1.txt,deepl,0.6051699055666402,0.029507692494094278,1.0,1.0,0.0,0.0,0.005408824765508302,0.18239326749214713,0.9709234087898791
L_deepL_hSigpur;1.txt,deepl,0.8202834980164927,0.01506363994929335,1.0,1.0,0.0,1.0,0.003497831374971838,0.07624606873086302,0.9850492491240087
L_deepL_hSigSB;1.txt,deepl,0.5192593406567897,0.03605135438224767,0.654320987654321,0.0,0.345679012345679,0.0,0.0040550083303965145,0.23133879799986443,0.9645907562487479
L_deepL_hSigSB_ratio_0;1.txt,deepl,0.8979896456945328,0.010005871039187455,1.0,1.0,0.0,1.0,0.0011493254216906612,0.04214946189835508,0.9900440211448596
L_deepL_hSigSB_ratio_1;1.txt,deepl,0.8979896461897439,0.01000587101926894,1.0,1.0,0.0,1.0,0.0011493254009824483,0.042149461686945194,0.9900440211645798
L_deepL_hSigSB_ratio_2;1.txt,deepl,0.8979896471758233,0.010005870939217006,1.0,1.0,0.0,1.0,0.0011493253836691864,0.04214946126578733,0.9900440212438347
L_deepL_hSigSB_ratio_3;1.txt,deepl,0.8979896448522854,0.010005871126410668,1.0,1.0,0.0,1.0,0.0011493254253154284,0.042149462258171316,0.9900440210585048
L_deepL_MVA_BDTG_rejBvsS;1.txt,deepl,0.3556453129678234,0.04000509339626929,0.0,0.0,1.0,0.0,0.004084785974484806,0.3403600229432384,0.9607845454834409
L_deepL_test_B;1.txt,deepl,0.9269147508276487,0.00846180389677017,1.0,1.0,0.0,1.0,0.0012696086644000681,0.029917480937346735,0.9915738963985582
L_deepL_test_S;1.txt,deepl,0.7914753565673979,0.018933522092644036,1.0,1.0,0.0,1.0,0.0024104903934281108,0.0894050164513187,0.9812445911616657
L_deepL_train_B;1.txt,deepl,0.9269440136624206,0.008462005489913358,1.0,1.0,0.0,1.0,0.001282357273424295,0.02990523054396741,0.9915736965040799
L_deepL_train_S;1.txt,deepl,0.796523129859676,0.018530945760210332,1.0,1.0,0.0,1.0,0.002359973771806967,0.08708079355746576,0.981639696535096
L_Fib_Phi.txt,fib,0.4556670127171346,0.033972515625033305,0.1111111111111111,0.0,0.8888888888888888,0.0,0.007625080798144945,0.2705818971099597,0.9665980706162453
L_Fib_Theta.txt,fib,0.4899477833092946,0.034346968318392276,0.3950617283950617,0.0,0.6049382716049383,0.0,0.006141077763616054,0.24901171392717253,0.9662361931225368
L_Fib_X.txt,fib,0.45571087179338726,0.03397114245007061,0.1111111111111111,0.0,0.8888888888888888,0.0,0.007625309234282174,0.27055359313686017,0.966599397925426
L_Fib_Y.txt,fib,0.4557011650930365,0.033970952718990914,0.1111111111111111,0.0,0.8888888888888888,0.0,0.007625859033796534,0.2705598334436817,0.9665995813193909
L_Fib_Z.txt,fib,0.4556978397526293,0.03397136906498341,0.1111111111111111,0.0,0.8888888888888888,0.0,0.00762546199502756,0.2705619943508399,0.9665991788796127
L_sig2pp;1_sig_hit.txt,raw_sig,0.7098662694615417,0.022350787602648563,1.0,1.0,0.0,0.037037037037037035,0.005844459562415971,0.12826492030425343,0.9778971406844854
L_sig2pp;1_sig_phi.txt,raw_sig,0.44817034303016895,0.03677946490828721,0.08641975308641975,0.0,0.9135802469135802,0.0,0.005313856237745496,0.2755769482048515,0.9638886831902115
L_sig2pp;1_sig_theta.txt,raw_sig,0.5622689321140859,0.031030247574583756,1.0,1.0,0.0,0.0,0.006237295505415741,0.2061962115776229,0.9694462492348119
L_sig2pp;1_sigdr_hit.txt,raw_sig,0.459794855068157,0.03368356918202424,0.13580246913580246,0.0,0.8641975308641975,0.0,0.007849079891856459,0.26791785385879313,0.9668774060451151
L_sig2pp;1_sigdr_phi.txt,raw_sig,0.45056941472906,0.03434320372713629,0.08641975308641975,0.0,0.9135802469135802,0.0,0.0073534340558607525,0.2738934610000912,0.9662398306137076
L_sig2pp;1_sigdr_theta.txt,raw_sig,0.48806813815574773,0.03343887657511477,0.37037037037037035,0.0,0.6296296296296297,0.0,0.007079665781375644,0.25013227443901687,0.9671140227461602
L_sig2pp.txt,raw_sig,0.5900691769283382,0.02884837236382104,1.0,1.0,0.0,0.0,0.007227307166762231,0.19061781545730117,0.9715637692163105
L_TMVA_Bkg_Test;1.txt,tmva,0.8320898581792899,0.016995072806063712,1.0,1.0,0.0,1.0,0.0012236622023726884,0.07096546992973717,0.9831485287864451
L_TMVA_Bkg_Train;1.txt,tmva,0.8325515820453621,0.017002676618931293,1.0,1.0,0.0,1.0,0.0011959357099691204,0.07075928038857669,0.9831410531374329
L_TMVA_h_SigSB_0;1.txt,tmva,0.44351406377286673,0.03780115932997066,0.07407407407407407,0.0,0.9259259259259259,0.0,0.004704400696507349,0.27867355524664855,0.9629043864103591
L_TMVA_h_SigSB_1;1.txt,tmva,0.46800717436977135,0.03661477928000801,0.2222222222222222,0.0,0.7777777777777778,0.0,0.005006024743505866,0.2628271646789277,0.9640474348752955
L_TMVA_h_SigSB_2;1.txt,tmva,0.47694221933216335,0.0361146662754331,0.2962962962962963,0.0,0.7037037037037037,0.0,0.005141324775843503,0.25717198101022415,0.9645296881150106
L_TMVA_h_SigSB_3;1.txt,tmva,0.4808621571161192,0.03590888506705751,0.3333333333333333,0.0,0.6666666666666666,0.0,0.005187918501718625,0.25471243909058,0.9647281906230876
L_TMVA_hBkgrejec;1.txt,tmva,0.3739599252619585,0.04402404186965001,0.0,0.0,1.0,0.0,0.0057043252016716894,0.3271403351711383,0.9569309507873031
L_TMVA_hSigeff;1.txt,tmva,0.34198888831756263,0.04074167109608214,0.0,0.0,1.0,0.0,0.003617517555664862,0.3508115553768414,0.9600771135841781
L_TMVA_hSigeff_purity;1.txt,tmva,0.5237869862301935,0.032748419084568256,0.7530864197530864,0.0,0.24691358024691357,0.0,0.006345048839828338,0.22852394636049783,0.9677820044473251
L_TMVA_hSigpur;1.txt,tmva,0.8028884089020009,0.016135620481844658,1.0,1.0,0.0,1.0,0.004317336476464706,0.08414441812317491,0.9839938612840187
L_TMVA_hSigSB;1.txt,tmva,0.46800717436977135,0.03661477928000801,0.2222222222222222,0.0,0.7777777777777778,0.0,0.005006024743505866,0.2628271646789277,0.9640474348752955
L_TMVA_hSigSB_0;1.txt,tmva,0.8391088826687735,0.013624062009775688,1.0,1.0,0.0,1.0,0.003186923873100711,0.06781001940157036,0.9864683254828237
L_TMVA_hSigSB_1;1.txt,tmva,0.8391088780648991,0.013624062350533504,1.0,1.0,0.0,1.0,0.0031869239779065417,0.06781002145039819,0.9864683251466769
L_TMVA_hSigSB_2;1.txt,tmva,0.8391088826605128,0.013624062011169003,1.0,1.0,0.0,1.0,0.003186923871915659,0.06781001940525229,0.9864683254814492
L_TMVA_hSigSB_3;1.txt,tmva,0.8391088831393432,0.013624061983974528,1.0,1.0,0.0,1.0,0.003186923846533629,0.06781001919222145,0.9864683255082757
L_TMVA_MVA_BDT_rejBvsS;1.txt,tmva,0.35498069628809376,0.04021812580858373,0.0,0.0,1.0,0.0,0.0039544277825867,0.34087763533248283,0.9605798890340047
L_TMVA_MVA_BDTD_rejBvsS;1.txt,tmva,0.3551442166645253,0.03989595885865842,0.0,0.0,1.0,0.0,0.004152033493737939,0.34072749404667807,0.9608894059824029
L_TMVA_MVA_BDTG_rejBvsS;1.txt,tmva,0.3556453129678234,0.04000509339626929,0.0,0.0,1.0,0.0,0.004084785974484806,0.3403600229432384,0.9607845454834409
