time,amplitude
0.0,0.0
0.01,4.744207728890615e-07
0.02,2.5722329155541956e-06
0.03,7.232326424855273e-06
0.04,1.481496019550832e-05
0.05,2.5516399546177126e-05
0.06,3.981188638135791e-05
0.07,5.888992018299177e-05
0.08,8.449980668956414e-05
0.09,0.00011817989434348419
0.1,0.0001605417055543512
0.11,0.0002111699286615476
0.12,0.00026921567041426897
0.13,0.00033387000439688563
0.14,0.0004041747306473553
0.15,0.0004786688950844109
0.16,0.0005552986403927207
0.17,0.0006317042862065136
0.18,0.0007057666080072522
0.19,0.0007760559674352407
0.2,0.0008420479134656489
0.21,0.0009040755103342235
0.22,0.0009630386484786868
0.23,0.001020185649394989
0.24,0.0010771321831271052
0.25,0.0011359143536537886
0.26,0.0011992771178483963
0.27,0.001271086628548801
0.28,0.0013556722551584244
0.29,0.001456063357181847
0.3,0.001572504872456193
0.31,0.0017025538254529238
0.32,0.0018428232287988067
0.33,0.0019899329636245966
0.34,0.0021394239738583565
0.35,0.0022844173945486546
0.36,0.0024153967387974262
0.37,0.002521723508834839
0.38,0.0025944870430976152
0.39,0.002628934569656849
0.4,0.002625634428113699
0.41,0.002590032760053873
0.42,0.0025302725844085217
0.43,0.002455127192661166
0.44,0.0023734821006655693
0.45,0.0022944570519030094
0.46,0.002227880759164691
0.47,0.0021847374737262726
0.48,0.002175494097173214
0.49,0.0022066032979637384
0.5,0.0022778036072850227
0.51,0.0023822837974876165
0.52,0.0025099939666688442
0.53,0.0026505475398153067
0.54,0.0027931842487305403
0.55,0.0029257999267429113
0.56,0.003034939058125019
0.57,0.0031074569560587406
0.58,0.003133363788947463
0.59,0.0031080208718776703
0.6,0.0030329786241054535
0.61,0.0029150848276913166
0.62,0.0027637919411063194
0.63,0.0025890341494232416
0.64,0.002401175908744335
0.65,0.002211581449955702
0.66,0.002032998949289322
0.67,0.0018792228074744344
0.68,0.0017627080669626594
0.69,0.0016910805134102702
0.7,0.0016647580778226256
0.71,0.0016775812255218625
0.72,0.0017205729382112622
0.73,0.0017843650421127677
0.74,0.0018578602466732264
0.75,0.0019262285204604268
0.76,0.001971295801922679
0.77,0.0019753375090658665
0.78,0.0019254970829933882
0.79,0.0018154330318793654
0.8,0.0016449569957330823
0.81,0.001419402309693396
0.82,0.0011486434377729893
0.83,0.000844709575176239
0.84,0.0005184388137422502
0.85,0.00017688231309875846
0.86,-0.00017735292203724384
0.87,-0.0005440993700176477
0.88,-0.0009223534143529832
0.89,-0.0013081589713692665
0.9,-0.0016939039342105389
0.91,-0.002069010864943266
0.92,-0.0024222068022936583
0.93,-0.002743334975093603
0.94,-0.003023300087079406
0.95,-0.003253375645726919
0.96,-0.0034206192940473557
0.97,-0.003500533988699317
0.98,-0.003462333232164383
0.99,-0.003288453910499811
1.0,-0.0029916339553892612
1.01,-0.002615996403619647
1.02,-0.0022184529807418585
1.03,-0.0018481926526874304
1.04,-0.0015413860091939569
1.05,-0.0013239785330370069
1.06,-0.0012217274634167552
1.07,-0.0012750043533742428
1.08,-0.001531092799268663
1.09,-0.0020112234633415937
1.1,-0.0026817801408469677
1.11,-0.0034533797297626734
1.12,-0.0042154015973210335
1.13,-0.004876152612268925
1.14,-0.005376816727221012
1.15,-0.005689030513167381
1.16,-0.00580785796046257
1.17,-0.005741424858570099
1.18,-0.0055060675367712975
1.19,-0.005129462573677301
1.2,-0.004654146730899811
1.21,-0.004143817815929651
1.22,-0.0036898485850542784
1.23,-0.003394785802811384
1.24,-0.003334099194034934
1.25,-0.003524631727486849
1.26,-0.003920514136552811
1.27,-0.004441472701728344
1.28,-0.005005692597478628
1.29,-0.005540454760193825
1.3,-0.005980852525681257
1.31,-0.00627102330327034
1.32,-0.006371046416461468
1.33,-0.006264607887715101
1.34,-0.005960414651781321
1.35,-0.005488814786076546
1.36,-0.004901952110230923
1.37,-0.004277784377336502
1.38,-0.0037112256977707148
1.39,-0.0032895191106945276
1.4,-0.0030700108036398888
1.41,-0.0030756741762161255
1.42,-0.003310022410005331
1.43,-0.003769513452425599
1.44,-0.0044389935210347176
1.45,-0.005283356178551912
1.46,-0.006251789163798094
1.47,-0.00729487556964159
1.48,-0.008370758965611458
1.49,-0.009430324658751488
1.5,-0.010400809347629547
1.51,-0.011186857707798481
1.52,-0.01169629767537117
1.53,-0.011870140209794044
1.54,-0.01169256679713726
1.55,-0.01118704117834568
1.56,-0.01040616538375616
1.57,-0.009415552951395512
1.58,-0.008282237686216831
1.59,-0.0070733982138335705
1.6,-0.005858279298990965
1.61,-0.004719185642898083
1.62,-0.0037694526836276054
1.63,-0.0031404471956193447
1.64,-0.002932879840955138
1.65,-0.0031735238153487444
1.66,-0.0038078678771853447
1.67,-0.0047338055446743965
1.68,-0.005839564371854067
1.69,-0.00701333861798048
1.7,-0.008139992132782936
1.71,-0.009103006683290005
1.72,-0.009797518141567707
1.73,-0.010151193477213383
1.74,-0.010139490477740765
1.75,-0.009790201671421528
1.76,-0.009178077802062035
1.77,-0.008407572284340858
1.78,-0.0075888740830123425
1.79,-0.006818513385951519
1.8,-0.006168172229081392
1.81,-0.005683416500687599
1.82,-0.0053916266188025475
1.83,-0.005305806640535593
1.84,-0.0054186079651117325
1.85,-0.005696472711861134
1.86,-0.00607988191768527
1.87,-0.006492981221526861
1.88,-0.0068632992915809155
1.89,-0.007141841109842062
1.9,-0.007315137889236212
1.91,-0.007409587502479553
1.92,-0.007485151756554842
1.93,-0.007613562513142824
1.94,-0.007850635796785355
1.95,-0.008216630667448044
1.96,-0.008693775162100792
1.97,-0.009242920204997063
1.98,-0.00982002541422844
1.99,-0.010377544909715652
2.0,-0.010860438458621502
2.01,-0.011204510927200317
2.02,-0.011341695673763752
2.03,-0.011218508705496788
2.04,-0.010818840935826302
2.05,-0.010177785530686378
2.06,-0.009384384378790855
2.07,-0.008568871766328812
2.08,-0.007869986817240715
2.09,-0.007397057488560677
2.1,-0.007204397581517696
2.11,-0.007289874367415905
2.12,-0.00761877978220582
2.13,-0.008142856881022453
2.14,-0.008795686066150665
2.15,-0.009482966735959053
2.16,-0.010083917528390884
2.17,-0.010470879264175892
2.18,-0.010541986674070358
2.19,-0.010247294791042805
2.2,-0.00960010476410389
2.21,-0.008672142401337624
2.22,-0.007570051588118076
2.23,-0.006407023873180151
2.24,-0.005286016501486301
2.25,-0.004292522091418505
2.26,-0.0034939709585160017
2.27,-0.0029439579229801893
2.28,-0.002680076751857996
2.29,-0.002713682595640421
2.3,-0.003022143617272377
2.31,-0.003553234040737152
2.32,-0.004242682363837957
2.33,-0.005027686711400747
2.34,-0.0058453879319131374
2.35,-0.006627034395933151
2.36,-0.007298704236745834
2.37,-0.0077918595634400845
2.38,-0.008056262508034706
2.39,-0.008065201342105865
2.4,-0.007814498618245125
2.41,-0.007316604722291231
2.42,-0.006591344717890024
2.43,-0.00566432299092412
2.44,-0.0045750318095088005
2.45,-0.0033841156400740147
2.46,-0.002172214211896062
2.47,-0.0010277221444994211
2.48,-3.0454830266535282e-05
2.49,0.0007582056568935513
2.5,0.0012985557550564408
2.51,0.0015700338408350945
2.52,0.0015639897901564837
2.53,0.0012813759967684746
2.54,0.0007381568429991603
2.55,-2.968899207189679e-05
2.56,-0.000966029183473438
2.57,-0.0020019160583615303
2.58,-0.0030711067374795675
2.59,-0.004126114770770073
2.6,-0.005147920921444893
2.61,-0.006147466599941254
2.62,-0.007157556712627411
2.63,-0.00821920856833458
2.64,-0.009370343759655952
2.65,-0.010639054700732231
2.66,-0.012047764845192432
2.67,-0.013625684194266796
2.68,-0.015400934033095837
2.69,-0.01736818626523018
2.7,-0.01946108415722847
2.71,-0.02155572548508644
2.72,-0.023510616272687912
2.73,-0.025202063843607903
2.74,-0.026523727923631668
2.75,-0.027372928336262703
2.76,-0.02764754556119442
2.77,-0.02726220339536667
2.78,-0.02617534250020981
2.79,-0.024406226351857185
2.8,-0.022037509828805923
2.81,-0.019200142472982407
2.82,-0.016039792448282242
2.83,-0.012694332748651505
2.84,-0.009298908524215221
2.85,-0.005997886881232262
2.86,-0.002956434153020382
2.87,-0.000363051425665617
2.88,0.0016067512333393097
2.89,0.002853198442608118
2.9,0.003397892462089658
2.91,0.003383937291800976
2.92,0.0030214993748813868
2.93,0.0025213586632162333
2.94,0.0020634683314710855
2.95,0.0017897591460496187
2.96,0.0018046326003968716
2.97,0.0021785940043628216
2.98,0.0029437467455863953
2.99,0.004082868341356516
3.0,0.00552399642765522
3.01,0.007144531235098839
3.02,0.008789988234639168
3.03,0.01031014509499073
3.04,0.01159664336591959
3.05,0.012606298550963402
3.06,0.013366570696234703
3.07,0.013957425020635128
3.08,0.014471965841948986
3.09,0.014977000653743744
3.1,0.015488495118916035
3.11,0.0159611739218235
3.12,0.01629822328686714
3.13,0.016388393938541412
3.14,0.016152476891875267
3.15,0.015575430355966091
3.16,0.014696164056658745
3.17,0.013557381927967072
3.18,0.012198385782539845
3.19,0.010718610137701035
3.2,0.009339621290564537
3.21,0.008399782702326775
3.22,0.008251126855611801
3.23,0.009126517921686172
3.24,0.011074790731072426
3.25,0.013956213369965553
3.26,0.017479613423347473
3.27,0.021290592849254608
3.28,0.025061706081032753
3.29,0.028533225879073143
3.3,0.03152075409889221
3.31,0.033884916454553604
3.32,0.0354672372341156
3.33,0.03609165549278259
3.34,0.0356568917632103
3.35,0.034224480390548706
3.36,0.03202587366104126
3.37,0.029372574761509895
3.38,0.026556801050901413
3.39,0.023824946954846382
3.4,0.021388426423072815
3.41,0.019427530467510223
3.42,0.0180787593126297
3.43,0.017414141446352005
3.44,0.01743200048804283
3.45,0.018061170354485512
3.46,0.01918557658791542
3.47,0.020687423646450043
3.48,0.02246176451444626
3.49,0.02438657358288765
3.5,0.026289984583854675
3.51,0.02792535349726677
3.52,0.028966564685106277
3.53,0.029073573648929596
3.54,0.028006497770547867
3.55,0.025712143629789352
3.56,0.02232331596314907
3.57,0.018065258860588074
3.58,0.013184682466089725
3.59,0.007972569204866886
3.6,0.0028075953014194965
3.61,-0.0018106927163898945
3.62,-0.005263035651296377
3.63,-0.006933465600013733
3.64,-0.00641291681677103
3.65,-0.003649527207016945
3.66,0.0010563961695879698
3.67,0.007226174231618643
3.68,0.014349455013871193
3.69,0.021870790049433708
3.7,0.029130738228559494
3.71,0.03537598252296448
3.72,0.039878446608781815
3.73,0.042101193219423294
3.74,0.041795823723077774
3.75,0.039021722972393036
3.76,0.034077148884534836
3.77,0.027347147464752197
3.78,0.019229549914598465
3.79,0.010205583646893501
3.8,0.0009260326623916626
3.81,-0.007807115092873573
3.82,-0.01520763523876667
3.83,-0.020699825137853622
3.84,-0.023992711678147316
3.85,-0.025065870955586433
3.86,-0.02410179004073143
3.87,-0.021369237452745438
3.88,-0.017157573252916336
3.89,-0.011804487556219101
3.9,-0.005738949868828058
3.91,0.0005365684628486633
3.92,0.006542726419866085
3.93,0.011910093948245049
3.94,0.0163807924836874
3.95,0.019772237166762352
3.96,0.02196517400443554
3.97,0.02293122187256813
3.98,0.02275363728404045
3.99,0.021602071821689606
4.0,0.019690189510583878
4.01,0.017240477725863457
4.02,0.01445656456053257
4.03,0.011507726274430752
4.04,0.00852605514228344
4.05,0.005609753541648388
4.06,0.0028131124563515186
4.07,0.00012413598597049713
4.08,-0.002517414977774024
4.09,-0.00515228183940053
4.1,-0.007740013767033815
4.11,-0.01013970747590065
4.12,-0.01214621588587761
4.13,-0.013558763079345226
4.14,-0.01423394400626421
4.15,-0.014111224561929703
4.16,-0.013203202746808529
4.17,-0.01154705323278904
4.18,-0.00917243491858244
4.19,-0.006118236109614372
4.2,-0.0024600904434919357
4.21,0.0016912603750824928
4.22,0.0062248012982308865
4.23,0.011051381006836891
4.24,0.016085732728242874
4.25,0.021220169961452484
4.26,0.026328112930059433
4.27,0.031299419701099396
4.28,0.036051709204912186
4.29,0.04049280285835266
4.3,0.04447956755757332
4.31,0.047807417809963226
4.32,0.050248950719833374
4.33,0.05163095146417618
4.34,0.05189995840191841
4.35,0.05115233734250069
4.36,0.04963119328022003
4.37,0.047681525349617004
4.38,0.04567056521773338
4.39,0.04391171783208847
4.4,0.0426168367266655
4.41,0.04190220311284065
4.42,0.04184255748987198
4.43,0.042476456612348557
4.44,0.043732937425374985
4.45,0.04536379128694534
4.46,0.04694774001836777
4.47,0.04799650236964226
4.48,0.04810738191008568
4.49,0.04706205800175667
4.5,0.044860195368528366
4.51,0.04170055314898491
4.52,0.03790486603975296
4.53,0.03383290395140648
4.54,0.029837118461728096
4.55,0.02624361403286457
4.56,0.02336154319345951
4.57,0.021513860672712326
4.58,0.021009327843785286
4.59,0.02204580418765545
4.6,0.02462855353951454
4.61,0.028566887602210045
4.62,0.03355972468852997
4.63,0.03928745537996292
4.64,0.04543762654066086
4.65,0.051699649542570114
4.66,0.05776682868599892
4.67,0.06335628032684326
4.68,0.0682472363114357
4.69,0.07231488823890686
4.7,0.07554452866315842
4.71,0.07801802456378937
4.72,0.07987181842327118
4.73,0.0812608152627945
4.74,0.08235134929418564
4.75,0.08332429826259613
4.76,0.08440599590539932
4.77,0.0859060287475586
4.78,0.08813241124153137
4.79,0.09119304269552231
4.8,0.09483861923217773
4.81,0.098448246717453
4.82,0.10120892524719238
4.83,0.10239341855049133
4.84,0.1015549898147583
4.85,0.09860777109861374
4.86,0.0937962606549263
4.87,0.08754844963550568
4.88,0.08034825325012207
4.89,0.07272081077098846
4.9,0.06525474786758423
4.91,0.05863089859485626
4.92,0.05363351106643677
4.93,0.05102919414639473
4.94,0.051343485713005066
4.95,0.05469109117984772
4.96,0.06076430529356003
4.97,0.06900082528591156
4.98,0.07877528667449951
4.99,0.08946952223777771
5.0,0.10047908127307892
5.01,0.11123937368392944
5.02,0.12128183990716934
5.03,0.13026747107505798
5.04,0.13796263933181763
5.05,0.14419615268707275
5.06,0.14884254336357117
5.07,0.15184029936790466
5.08,0.15319965779781342
5.09,0.1529698371887207
5.1,0.15119841694831848
5.11,0.14791172742843628
5.12,0.1431269347667694
5.13,0.13688738644123077
5.14,0.1292918622493744
5.15,0.12050621956586838
5.16,0.11075428873300552
5.17,0.10028411448001862
5.18,0.08933413773775101
5.19,0.07812122255563736
5.2,0.06684045493602753
5.21,0.05564337968826294
5.22,0.044601183384656906
5.23,0.033736564218997955
5.24,0.02313237078487873
5.25,0.013025553897023201
5.26,0.0038451924920082092
5.27,-0.0038325488567352295
