time,amplitude
0.0,0.0
0.01,3.3494981011017444e-08
0.02,1.8946460045299318e-07
0.03,5.500627366927802e-07
0.04,1.1321960755594773e-06
0.05,1.8792158016367466e-06
0.06,1.92731431525317e-06
0.07,-1.8960312218041508e-06
0.08,-1.4885036762279924e-05
0.09,-4.188505408819765e-05
0.1,-8.474079368170351e-05
0.11,-0.00014178859419189394
0.12,-0.00020959496032446623
0.13,-0.00028439622838050127
0.14,-0.0003615500754676759
0.15,-0.0004345322086010128
0.16,-0.0004930802388116717
0.17,-0.0005212794058024883
0.18,-0.0005014361813664436
0.19,-0.00042334519093856215
0.2,-0.0002918317914009094
0.21,-0.00012703562970273197
0.22,4.450270353117958e-05
0.23,0.00020038572256453335
0.24,0.000326300214510411
0.25,0.00041570590110495687
0.26,0.00047121199895627797
0.27,0.0005074298824183643
0.28,0.0005468997987918556
0.29,0.0006080613820813596
0.3,0.0006945684435777366
0.31,0.0007885575178079307
0.32,0.0008497523958794773
0.33,0.0008274799329228699
0.34,0.0006808159523643553
0.35,0.0003942442708648741
0.36,-2.0554260117933154e-05
0.37,-0.0005378254572860897
0.38,-0.001128041185438633
0.39,-0.0017541497945785522
0.4,-0.002364795422181487
0.41,-0.00288654793985188
0.42,-0.0032203930895775557
0.43,-0.0032664756290614605
0.44,-0.002970508998259902
0.45,-0.0023590463679283857
0.46,-0.0015528493095189333
0.47,-0.0007475347956642509
0.48,-0.00015007390175014734
0.49,9.787370800040662e-05
0.5,-2.878077793866396e-05
0.51,-0.00043655899935401976
0.52,-0.0009718922665342689
0.53,-0.0014909569872543216
0.54,-0.0018880735151469707
0.55,-0.0020973924547433853
0.56,-0.002080600941553712
0.57,-0.001802787883207202
0.58,-0.001230408321134746
0.59,-0.0003598601324483752
0.6,0.0007553122704848647
0.61,0.0020031954627484083
0.62,0.0032463795505464077
0.63,0.004365552682429552
0.64,0.005282450933009386
0.65,0.005964937619864941
0.66,0.006428905297070742
0.67,0.006735737435519695
0.68,0.0069717103615403175
0.69,0.007213501259684563
0.7,0.007500321604311466
0.71,0.007828449830412865
0.72,0.00817098282277584
0.73,0.00849690567702055
0.74,0.008769957348704338
0.75,0.008941063657402992
0.76,0.00890403613448143
0.77,0.00841960497200489
0.78,0.007153243292123079
0.79,0.004851452074944973
0.8,0.0015032831579446793
0.81,-0.002631288720294833
0.82,-0.007151877041906118
0.83,-0.011670107953250408
0.84,-0.015852682292461395
0.85,-0.019407393410801888
0.86,-0.022031990811228752
0.87,-0.02334415540099144
0.88,-0.02294691652059555
0.89,-0.02063453570008278
0.9,-0.016564860939979553
0.91,-0.011270967312157154
0.92,-0.005469067022204399
0.93,0.00018913042731583118
0.94,0.00523780845105648
0.95,0.009420415386557579
0.96,0.012711146846413612
0.97,0.015325702726840973
0.98,0.017616363242268562
0.99,0.019864307716488838
1.0,0.022107796743512154
1.01,0.02402244322001934
1.02,0.024891426786780357
1.03,0.02382938377559185
1.04,0.02018076181411743
1.05,0.013830895535647869
1.06,0.005247647874057293
1.07,-0.004786746110767126
1.08,-0.015461962670087814
1.09,-0.025994375348091125
1.1,-0.03558184951543808
1.11,-0.043247971683740616
1.12,-0.047637272626161575
1.13,-0.04728475585579872
1.14,-0.041363026946783066
1.15,-0.03030272200703621
1.16,-0.015807736665010452
1.17,-0.0001150909811258316
1.18,0.014849946834146976
1.19,0.0277538001537323
1.2,0.03779880702495575
1.21,0.044606298208236694
1.22,0.0480588860809803
1.23,0.04821174591779709
1.24,0.04530433937907219
1.25,0.03978195786476135
1.26,0.032257966697216034
1.27,0.02340199612081051
1.28,0.013824434950947762
1.29,0.004029792733490467
1.3,-0.005585958249866962
1.31,-0.014765968546271324
1.32,-0.023441756144165993
1.33,-0.031662192195653915
1.34,-0.039392877370119095
1.35,-0.046343110501766205
1.36,-0.05197015032172203
1.37,-0.05571770668029785
1.38,-0.05726465582847595
1.39,-0.05656580999493599
1.4,-0.053782492876052856
1.41,-0.04913124442100525
1.42,-0.04264438524842262
1.43,-0.034114040434360504
1.44,-0.023312633857131004
1.45,-0.010237439535558224
1.46,0.004909287206828594
1.47,0.02199799381196499
1.48,0.04098333418369293
1.49,0.06147047504782677
1.5,0.08229558169841766
1.51,0.10158069431781769
1.52,0.1174134612083435
1.53,0.12853741645812988
1.54,0.13446512818336487
1.55,0.1352890431880951
1.56,0.1313934028148651
1.57,0.1231025829911232
1.58,0.11064157634973526
1.59,0.09447009861469269
1.6,0.07560618221759796
1.61,0.055682018399238586
1.62,0.03662941977381706
1.63,0.020163513720035553
1.64,0.007411621510982513
1.65,-0.0012404266744852066
1.66,-0.0061151208356022835
1.67,-0.007995173335075378
1.68,-0.007804306223988533
1.69,-0.006401863880455494
1.7,-0.004483548924326897
1.71,-0.002549414522945881
1.72,-0.0009340713731944561
1.73,0.00016863993369042873
1.74,0.0007209101459011436
1.75,0.0008540104608982801
1.76,0.0010573143372312188
1.77,0.002493160543963313
1.78,0.006703976541757584
1.79,0.014639163389801979
1.8,0.025806885212659836
1.81,0.038236722350120544
1.82,0.04947245493531227
1.83,0.057668134570121765
1.84,0.06186537817120552
1.85,0.061816535890102386
1.86,0.05759851634502411
1.87,0.049062419682741165
1.88,0.035819705575704575
1.89,0.017905086278915405
1.9,-0.0035872869193553925
1.91,-0.02641325071454048
1.92,-0.047797199338674545
1.93,-0.0652860477566719
1.94,-0.07720204442739487
1.95,-0.08274621516466141
1.96,-0.08183599263429642
1.97,-0.07469096779823303
