ladder,domain,kappa,epsilon,nu_V,vuln_count,inv,rho,Ak
AB,unknown,0.010000,0.00333333,13,22,11.0130,0.847154,0.946500
AB,unknown,0.011253,0.00375112,13,22,10.9995,0.846115,0.945000
AB,unknown,0.012664,0.00422127,13,22,11.0505,0.850038,0.944500
AB,unknown,0.014251,0.00475034,13,22,10.9680,0.843692,0.956500
AB,unknown,0.016037,0.00534573,13,22,10.9900,0.845385,0.934000
AB,unknown,0.018047,0.00601574,13,22,11.0475,0.849808,0.940000
AB,unknown,0.020309,0.00676973,13,22,11.0025,0.846346,0.942000
AB,unknown,0.022855,0.00761821,13,22,10.9700,0.843846,0.947000
AB,unknown,0.025719,0.00857305,13,22,10.9550,0.842692,0.945500
AB,unknown,0.028943,0.00964755,13,22,11.0310,0.848538,0.946000
AB,unknown,0.032570,0.01085674,13,22,11.0265,0.848192,0.951000
AB,unknown,0.036652,0.01221747,13,22,11.0520,0.850154,0.944000
AB,unknown,0.041246,0.01374875,13,22,10.9560,0.842769,0.946500
AB,unknown,0.046416,0.01547196,13,22,10.9985,0.846038,0.949000
AB,unknown,0.052233,0.01741115,13,22,11.0350,0.848846,0.943000
AB,unknown,0.058780,0.01959339,13,22,10.9965,0.845885,0.945500
AB,unknown,0.066147,0.02204914,13,22,11.0030,0.846385,0.941500
AB,unknown,0.074438,0.02481268,13,22,11.0025,0.846346,0.938000
AB,unknown,0.083768,0.02792259,13,22,11.0000,0.846154,0.947500
AB,unknown,0.094267,0.03142228,13,22,10.9310,0.840846,0.952000
AB,unknown,0.106082,0.03536061,13,22,11.0660,0.851231,0.943500
AB,unknown,0.119378,0.03979255,13,22,10.9965,0.845885,0.945500
AB,unknown,0.134340,0.04477998,13,22,11.0035,0.846423,0.942000
AB,unknown,0.151178,0.05039250,13,22,10.9645,0.843423,0.947500
AB,unknown,0.170125,0.05670848,13,22,10.9745,0.844192,0.941000
AB,unknown,0.191448,0.06381607,13,22,10.9295,0.840731,0.945500
AB,unknown,0.215443,0.07181449,13,22,10.9885,0.845269,0.942500
AB,unknown,0.242446,0.08081540,13,22,10.9880,0.845231,0.942500
AB,unknown,0.272833,0.09094445,13,22,11.0305,0.848500,0.939500
AB,unknown,0.307029,0.10234302,13,22,11.0240,0.848000,0.950000
AB,unknown,0.345511,0.11517024,13,22,10.9955,0.845808,0.947500
AB,unknown,0.388816,0.12960517,13,22,10.9865,0.845115,0.950000
AB,unknown,0.437548,0.14584931,13,22,10.9510,0.842385,0.957000
AB,unknown,0.492388,0.16412942,13,22,11.0220,0.847846,0.945000
AB,unknown,0.554102,0.18470068,13,25,10.9780,0.844462,0.958500
AB,unknown,0.623551,0.20785024,13,25,11.1090,0.854538,0.945500
AB,unknown,0.701704,0.23390128,13,25,11.1060,0.854308,0.951000
AB,unknown,0.789652,0.26321743,13,25,11.2290,0.863769,0.936000
AB,unknown,0.888624,0.29620794,13,25,11.3020,0.869385,0.920500
