null_index,seed,swap_attempts,swap_accepted,mobility_fraction,mobile_groups,transition_groups,graph_signature,matches_real_graph,scale_persistence,time_persistence,stitch_defect
1,20260905,3330,3313,0.9948948948948949,3,4,287d22c62fffe51a1f4fe16a5195f9219bd3bade285e36bbb3ce7f28cbae7d07,False,0.3717637540453074,,
2,20260906,3330,3314,0.9951951951951952,3,4,e4b98edb959be5f5baa6358138b84aac400a4940099b4f76a0610ab3ac4e0e81,False,0.36650485436893204,,
3,20260907,3330,3321,0.9972972972972973,3,4,ccebe2b46e326204d999de33c3e29de78b3f014df3d50cbd78dec3a56402bfc7,False,0.36529126213592233,,
4,20260908,3330,3323,0.9978978978978978,3,4,dc3a74a57c8980e9bfd0bb16d6cad9ce4c9d09357f0ce04fa4da7f9919c3ca2f,False,0.36771844660194175,,
5,20260909,3330,3320,0.996996996996997,3,4,246107507e28cb021e3e9a2cb28aabc5d6fd81715d0e4b401fceefea614a8e15,False,0.369336569579288,,
6,20260910,3330,3318,0.9963963963963964,3,4,9d6a848e7e18f94cb7414e08c4e95f47fe3171de18fdc1042e5cf09069137bbf,False,0.3685275080906149,,
7,20260911,3330,3316,0.9957957957957958,3,4,f66cbab5ec454b73ad9edb35151639f3599de0d93385560e25d914c9cf1153eb,False,0.3636731391585761,,
8,20260912,3330,3316,0.9957957957957958,3,4,540f0779715568d196fb67b40da7905f25a775af1570fcc0db2f7cac38b034bb,False,0.3697411003236246,,
9,20260913,3330,3312,0.9945945945945946,3,4,ba23afc23b48f42da359177dd5dab230e9acabe0cb178ab4c856835800a8a8ac,False,0.3685275080906149,,
10,20260914,3330,3312,0.9945945945945946,3,4,f773b0c6a1b3556858787fa5bb66c7ddb61d245ecbe204d8fe4b2949b580bb4c,False,0.36893203883495146,,
11,20260915,3330,3316,0.9957957957957958,3,4,5532c8bfafebb91b2a676449577c43fe1d1aaf23dc547053e9735ffe6639125b,False,0.36893203883495146,,
12,20260916,3330,3318,0.9963963963963964,3,4,befa51cc611e795eefa2f3b9456dd2d27f2c204210b016d705bb77a3383a896f,False,0.3713592233009709,,
13,20260917,3330,3321,0.9972972972972973,3,4,45032a50a733629c361c2bee95f82a735de1d62b6e0de7aaff58e8b919611273,False,0.37338187702265374,,
14,20260918,3330,3319,0.9966966966966967,3,4,c199c8c22a236d2b62f5758398553d10ba1d6a09a55de7fbdfc8637f1964c34e,False,0.3681229773462783,,
15,20260919,3330,3326,0.9987987987987988,3,4,d131ca8cd9e11e6163684d091294356d44287b31a681bce9604b0253e9d4251e,False,0.3656957928802589,,
16,20260920,3330,3320,0.996996996996997,3,4,509ed20d91c1ef3a617d84e11d3686bb110635a9c35644110b33e7e0aebdb64c,False,0.3737864077669903,,
17,20260921,3330,3317,0.9960960960960961,3,4,a777d492586897790c97960d271dd08787461a1f4f13682fd83dcdd8be3c8cc7,False,0.3648867313915858,,
18,20260922,3330,3321,0.9972972972972973,3,4,b89a43bcebf1a9b14421bfb59a8f873025334bb7fc79a1c25390a3ab460d3f84,False,0.3656957928802589,,
19,20260923,3330,3320,0.996996996996997,3,4,a13f1b946e49775be49a1c01e7662ddb65bbd6cee4276b571d8a359e04df298d,False,0.3681229773462783,,
20,20260924,3330,3316,0.9957957957957958,3,4,ab9693540a1a1da8e0630088692860ef4385cb2b746db60f16377c3108b788b9,False,0.3713592233009709,,
21,20260925,3330,3316,0.9957957957957958,3,4,ed78cfa41764ba84cb8e4e45a460b56fa31f9c2b265bd76d7818a7d6d2fda2f4,False,0.3636731391585761,,
22,20260926,3330,3323,0.9978978978978978,3,4,042c36d6739141adfa1a44753b64e187c897a02879ba27d9430155ba5fbf37c9,False,0.3656957928802589,,
23,20260927,3330,3321,0.9972972972972973,3,4,8e2eded47a87b5d5fbbd2fe1d84fdf86dbb9269b71c21bdb77bba63802c49dfe,False,0.3705501618122977,,
24,20260928,3330,3314,0.9951951951951952,3,4,90f672403a878a377061fe218d4b9794b931642b92723764237be03d0586ce0c,False,0.36529126213592233,,
25,20260929,3330,3325,0.9984984984984985,3,4,68b2a3c0c9c131e4783d66c6322628f8c2c292b1a877637d5a6e1856071eaf50,False,0.36771844660194175,,
26,20260930,3330,3317,0.9960960960960961,3,4,0691c0e577c3f87ead1a922e0ff943067a204d7a70c810a9bf73658407e730b6,False,0.3705501618122977,,
27,20260931,3330,3309,0.9936936936936936,3,4,a89362b284be9a43e8917d7d324890f90f9c1cec9e628f22ea2544054ad569b1,False,0.3709546925566343,,
28,20260932,3330,3314,0.9951951951951952,3,4,69455a4bc0f3b050d4f0b76a68618fef038c3dec5bf71f0865fee15be52d0415,False,0.37459546925566345,,
29,20260933,3330,3317,0.9960960960960961,3,4,341c53a1580be01c1dc17246e895777d8a5e2e968d8b59311e090af867874551,False,0.3705501618122977,,
30,20260934,3330,3323,0.9978978978978978,3,4,73f2396568be4ede57f00f4ee8c0196cfbabf8f21b8496a51dcf7107086cdd6f,False,0.3717637540453074,,
31,20260935,3330,3316,0.9957957957957958,3,4,ea55e3ec7da64ba38547c1b42e8974dde3cddc89914cd49a208a82cd0f473a7f,False,0.3762135922330097,,
32,20260936,3330,3313,0.9948948948948949,3,4,1583c99280a7326cbb91561be0b3e62d9989b7cda10d743dbe7703aa09c2ee3b,False,0.3725728155339806,,
33,20260937,3330,3322,0.9975975975975976,3,4,7dda585aa484f9dfcc43b269232936132160b0f208f7f09c2aee1bca5e16b5ee,False,0.3681229773462783,,
34,20260938,3330,3321,0.9972972972972973,3,4,beb2bbe4e2451d10affbfe08d1efc6da19c9eb4cb62f6c2d1d3797f28e69dbed,False,0.3705501618122977,,
35,20260939,3330,3321,0.9972972972972973,3,4,42e9e6d90df31df09f85ba48ea1883535865a4a143604037338ef94e2b670984,False,0.3685275080906149,,
36,20260940,3330,3316,0.9957957957957958,3,4,1c78936dc741ef1ae972d57433145f67b55d7d5badcdd87c1b168151c0a775cc,False,0.3648867313915858,,
37,20260941,3330,3310,0.993993993993994,3,4,d881a915970aa93401f769750bbf64b5515092bd49c37343ce3275795b24c29d,False,0.3685275080906149,,
38,20260942,3330,3315,0.9954954954954955,3,4,e0e5c2a7fa0e296d951a76720f1f14e00640c4230d6518bb5edf5415ebb8514c,False,0.3697411003236246,,
39,20260943,3330,3318,0.9963963963963964,3,4,d2b962c0b6c00ed14661514ae6458ca57d8eadf6240b670fac8ae4a573fb25de,False,0.3661003236245955,,
40,20260944,3330,3316,0.9957957957957958,3,4,4309a11fb62370a7925a1c2742068c471197b020289caef22f2995dff9488000,False,0.3717637540453074,,
41,20260945,3330,3318,0.9963963963963964,3,4,ab7a3a821c0a3771d0b95210d40f15397800c2779e7f9aacc33733464e2e5082,False,0.3644822006472492,,
42,20260946,3330,3314,0.9951951951951952,3,4,0cfc8b1db2ebd08d5aac681791196bd5c4bde6d8485414c796c5800e73df164f,False,0.3681229773462783,,
