sample_index,time,intensity
0,500.0,0.07800683132082703
1,500.00019999999995,0.08081183132082703
2,500.0003999999999,0.08531083132082704
3,500.00059999999985,0.08936983132082703
4,500.0007999999998,0.09380683132082704
5,500.00099999999975,0.09545383132082703
6,500.00120000000015,0.09812883132082703
7,500.0014000000001,0.10181483132082704
8,500.00160000000005,0.10505783132082704
9,500.0018,0.10933883132082703
10,500.00199999999995,0.11193883132082703
11,500.0021999999999,0.11646983132082704
12,500.00239999999985,0.11841983132082703
13,500.0025999999998,0.12195683132082703
14,500.00279999999975,0.12491383132082703
15,500.00300000000016,0.12812383132082703
16,500.0032000000001,0.13061083132082704
17,500.00340000000006,0.13281783132082703
18,500.0036,0.13707383132082704
19,500.00379999999996,0.13904983132082704
20,500.0039999999999,0.14095983132082704
21,500.00419999999986,0.14407883132082702
22,500.0043999999998,0.14661683132082703
23,500.00459999999975,0.14931083132082704
24,500.00480000000016,0.15112383132082705
25,500.0050000000001,0.15384883132082702
26,500.00520000000006,0.15689883132082705
27,500.0054,0.15814383132082704
28,500.00559999999996,0.16033883132082705
29,500.0057999999999,0.16239283132082705
30,500.00599999999986,0.16541183132082704
31,500.0061999999998,0.16542583132082703
32,500.00639999999976,0.16775283132082702
33,500.00660000000016,0.16870383132082703
34,500.0068000000001,0.17074283132082704
35,500.00700000000006,0.17226883132082704
36,500.0072,0.17317583132082703
37,500.00739999999996,0.17451283132082704
38,500.0075999999999,0.17603683132082704
39,500.00779999999986,0.17795483132082704
40,500.0079999999998,0.17812983132082705
41,500.00819999999976,0.17914583132082704
42,500.00840000000017,0.17954383132082705
43,500.0086000000001,0.18116383132082703
44,500.00880000000006,0.18165183132082705
45,500.009,0.18168583132082702
46,500.00919999999996,0.18254583132082702
47,500.0093999999999,0.18317983132082705
48,500.00959999999986,0.18444083132082703
49,500.0097999999998,0.18352583132082703
50,500.00999999999976,0.18437583132082702
51,500.01020000000017,0.18436783132082704
52,500.0104000000001,0.18408883132082704
53,500.01060000000007,0.18461083132082703
54,500.0108,0.18418483132082702
55,500.01099999999997,0.18391483132082703
56,500.0111999999999,0.18238083132082702
57,500.01139999999987,0.18292083132082704
58,500.0115999999998,0.18271683132082703
59,500.01179999999977,0.18140783132082702
60,500.01200000000017,0.18113083132082702
61,500.0122000000001,0.18052483132082703
62,500.01240000000007,0.17968083132082704
63,500.0126,0.17855483132082703
64,500.01279999999997,0.17744183132082703
65,500.0129999999999,0.17649383132082702
66,500.01319999999987,0.17491183132082702
67,500.0133999999998,0.17377583132082702
68,500.01359999999977,0.17108283132082702
69,500.0138000000002,0.17051183132082703
70,500.0140000000001,0.16831183132082703
71,500.0142000000001,0.16720883132082703
72,500.0144,0.16523283132082703
73,500.0146,0.16358283132082704
74,500.0147999999999,0.16212683132082703
75,500.0149999999999,0.16022883132082705
76,500.0151999999998,0.15751483132082703
77,500.0153999999998,0.15623983132082703
78,500.0155999999997,0.15364283132082704
79,500.0158000000001,0.15150383132082704
80,500.0160000000001,0.14846983132082703
81,500.0162,0.14634083132082704
82,500.0164,0.14362083132082704
83,500.0165999999999,0.14109083132082703
84,500.0167999999999,0.13895583132082703
85,500.0169999999998,0.13568983132082704
86,500.0171999999998,0.13277583132082704
87,500.0173999999997,0.13093783132082704
88,500.01760000000013,0.12751783132082703
89,500.0178000000001,0.12555783132082704
90,500.01800000000003,0.12218883132082703
91,500.0182,0.11802883132082703
92,500.01839999999993,0.11646583132082704
93,500.0185999999999,0.11223383132082704
94,500.0187999999998,0.10799483132082703
95,500.0189999999998,0.10566883132082704
96,500.0191999999997,0.10294083132082703
97,500.01940000000013,0.09916383132082704
98,500.0196000000001,0.09473383132082704
99,500.01980000000003,0.09216183132082703
100,500.02,0.08857083132082703
101,500.02019999999993,0.08510383132082704
102,500.0203999999999,0.07992383132082703
103,500.02059999999983,0.07755283132082703
104,500.0207999999998,0.07354983132082703
105,500.02099999999973,0.07006383132082704
106,500.02120000000014,0.06621583132082703
107,500.0214000000001,0.06180083132082703
108,500.02160000000003,0.05844783132082704
109,500.0218,0.05446483132082704
110,500.02199999999993,0.05107483132082703
111,500.0221999999999,0.046983831320827035
112,500.02239999999983,0.04236683132082703
113,500.0225999999998,0.04022883132082703
114,500.02279999999973,0.036102831320827034
115,500.02300000000014,0.031172831320827033
116,500.0232000000001,0.02734383132082703
117,500.02340000000004,0.023144831320827033
118,500.0236,0.018988831320827033
119,500.02379999999994,0.014942831320827034
120,500.0239999999999,0.011623831320827033
121,500.02419999999984,0.007428831320827033
122,500.0243999999998,0.0037558313208270323
123,500.02459999999974,-0.0009471686791729675
124,500.02480000000014,-0.005065168679172967
125,500.0250000000001,-0.009829168679172967
126,500.02520000000004,-0.014403168679172967
127,500.0254,-0.01771716867917297
128,500.02559999999994,-0.02216816867917297
129,500.0257999999999,-0.026742168679172968
130,500.02599999999984,-0.029229168679172968
131,500.0261999999998,-0.034075168679172964
132,500.02639999999974,-0.03831116867917297
133,500.02660000000014,-0.04296916867917296
134,500.0268000000001,-0.04607416867917297
135,500.02700000000004,-0.049355168679172966
136,500.0272,-0.05455316867917297
137,500.02739999999994,-0.05869716867917297
138,500.0275999999999,-0.06234816867917296
139,500.02779999999984,-0.06509916867917297
140,500.0279999999998,-0.06912616867917297
141,500.02819999999974,-0.07296716867917297
142,500.02840000000015,-0.07632816867917297
143,500.0286000000001,-0.08011316867917297
144,500.02880000000005,-0.08436116867917297
145,500.029,-0.08715016867917297
146,500.02919999999995,-0.09214316867917297
147,500.0293999999999,-0.09388716867917296
148,500.02959999999985,-0.09744916867917297
149,500.0297999999998,-0.10085816867917297
150,500.02999999999975,-0.10511816867917297
151,500.03020000000015,-0.10771716867917297
152,500.0304000000001,-0.11121716867917296
153,500.03060000000005,-0.11516516867917297
154,500.0308,-0.11793016867917297
155,500.03099999999995,-0.12111016867917297
156,500.0311999999999,-0.12367216867917297
157,500.03139999999985,-0.12711716867917297
158,500.0315999999998,-0.13040316867917295
159,500.03179999999975,-0.13224416867917296
160,500.03200000000015,-0.13600516867917298
161,500.0322000000001,-0.13900516867917295
162,500.03240000000005,-0.14086116867917298
163,500.0326,-0.14334416867917296
164,500.03279999999995,-0.14569716867917296
165,500.0329999999999,-0.14824916867917295
166,500.03319999999985,-0.15126116867917297
167,500.0333999999998,-0.15296616867917295
168,500.03359999999975,-0.15478216867917297
169,500.03380000000016,-0.15800116867917297
170,500.0340000000001,-0.15977816867917297
171,500.03420000000006,-0.16269616867917297
172,500.0344,-0.16274216867917296
173,500.03459999999995,-0.16531316867917298
174,500.0347999999999,-0.16699516867917297
175,500.03499999999985,-0.16870916867917296
176,500.0351999999998,-0.17007616867917297
177,500.03539999999975,-0.17084016867917295
178,500.03560000000016,-0.17250216867917298
179,500.0358000000001,-0.17368216867917297
180,500.03600000000006,-0.17489616867917296
181,500.0362,-0.17626616867917297
182,500.03639999999996,-0.17900416867917296
183,500.0365999999999,-0.17839016867917296
184,500.03679999999986,-0.18014916867917297
185,500.0369999999998,-0.18092416867917296
186,500.03719999999976,-0.18123116867917297
187,500.03740000000016,-0.18237216867917297
188,500.0376000000001,-0.18145316867917297
189,500.03780000000006,-0.18155316867917295
190,500.038,-0.18401716867917298
191,500.03819999999996,-0.18402916867917296
192,500.0383999999999,-0.18443516867917298
193,500.03859999999986,-0.18307016867917297
194,500.0387999999998,-0.18428716867917297
195,500.03899999999976,-0.18327816867917296
196,500.03920000000016,-0.18441416867917296
197,500.0394000000001,-0.18411616867917296
198,500.03960000000006,-0.18297516867917296
199,500.0398,-0.18301616867917297
200,500.03999999999996,-0.18306116867917296
201,500.0401999999999,-0.18248416867917297
202,500.0404,-0.18196416867917298
203,500.0405999999998,-0.18090416867917297
204,500.04079999999976,-0.17951816867917297
205,500.04100000000017,-0.17801616867917297
206,500.0412000000001,-0.17736516867917296
207,500.04140000000007,-0.17686716867917296
208,500.0416,-0.17430916867917295
209,500.04179999999997,-0.17401216867917296
210,500.0419999999999,-0.17345216867917296
211,500.04219999999987,-0.17171316867917297
212,500.0423999999998,-0.16901716867917296
213,500.04259999999977,-0.16808116867917297
214,500.04280000000017,-0.16635616867917297
215,500.0430000000001,-0.16425816867917298
216,500.04320000000007,-0.16231216867917297
217,500.0434,-0.16110716867917296
218,500.04359999999997,-0.15945116867917297
219,500.0437999999999,-0.15792316867917297
220,500.04399999999987,-0.15495016867917297
221,500.0441999999998,-0.15249516867917295
222,500.04439999999977,-0.15058316867917296
223,500.0446000000002,-0.14784316867917296
224,500.0448000000001,-0.14570416867917296
225,500.0450000000001,-0.14226916867917297
226,500.0452,-0.13970116867917295
227,500.0454,-0.13819816867917298
228,500.0455999999999,-0.13514416867917298
229,500.0457999999999,-0.13136116867917297
230,500.0459999999998,-0.13062716867917296
231,500.04619999999977,-0.12651516867917298
232,500.0463999999997,-0.12419416867917296
233,500.0466000000001,-0.12029616867917296
234,500.0468000000001,-0.11678916867917297
235,500.047,-0.11423316867917296
236,500.0472,-0.11096516867917297
237,500.0473999999999,-0.10779516867917296
238,500.0475999999999,-0.10408116867917297
239,500.0477999999998,-0.10090216867917297
240,500.0479999999998,-0.09774316867917296
241,500.0481999999997,-0.09533616867917297
242,500.04840000000013,-0.09108016867917297
243,500.0486000000001,-0.08629816867917296
244,500.0488,-0.08261816867917296
245,500.049,-0.07961416867917297
246,500.0491999999999,-0.07572716867917297
247,500.0493999999999,-0.07248916867917296
248,500.0495999999998,-0.06923916867917297
249,500.0497999999998,-0.06496716867917296
250,500.0499999999997,-0.059788168679172964
251,500.05020000000013,-0.05628416867917296
252,500.0504000000001,-0.053337168679172965
253,500.05060000000003,-0.049340168679172965
254,500.0508,-0.04563016867917297
255,500.05099999999993,-0.04204616867917296
256,500.0511999999999,-0.036984168679172966
257,500.05139999999983,-0.03388616867917296
258,500.0515999999998,-0.028639168679172967
259,500.05179999999973,-0.02473416867917297
260,500.05200000000013,-0.02140116867917297
261,500.0522000000001,-0.01683616867917297
262,500.05240000000003,-0.013403168679172968
263,500.0526,-0.009964168679172967
264,500.05279999999993,-0.0058201686791729676
265,500.0529999999999,-0.0012011686791729675
266,500.05319999999983,0.0028928313208270323
