ladder,domain,kappa,epsilon,nu_V,vuln_count,inv,rho,Ak
static_gap01_repair_window_ladder,condensed-matter,0.010000,0.00000745,0,0,0.0000,0.000000,1.000000
static_gap01_repair_window_ladder,condensed-matter,0.011253,0.00000838,0,0,0.0000,0.000000,1.000000
static_gap01_repair_window_ladder,condensed-matter,0.012664,0.00000944,0,0,0.0000,0.000000,1.000000
static_gap01_repair_window_ladder,condensed-matter,0.014251,0.00001062,0,0,0.0000,0.000000,1.000000
static_gap01_repair_window_ladder,condensed-matter,0.016037,0.00001195,0,0,0.0000,0.000000,1.000000
static_gap01_repair_window_ladder,condensed-matter,0.018047,0.00001345,0,0,0.0000,0.000000,1.000000
static_gap01_repair_window_ladder,condensed-matter,0.020309,0.00001513,0,0,0.0000,0.000000,1.000000
static_gap01_repair_window_ladder,condensed-matter,0.022855,0.00001703,0,0,0.0000,0.000000,1.000000
static_gap01_repair_window_ladder,condensed-matter,0.025719,0.00001916,0,0,0.0000,0.000000,1.000000
static_gap01_repair_window_ladder,condensed-matter,0.028943,0.00002156,0,0,0.0000,0.000000,1.000000
static_gap01_repair_window_ladder,condensed-matter,0.032570,0.00002427,0,0,0.0000,0.000000,1.000000
static_gap01_repair_window_ladder,condensed-matter,0.036652,0.00002731,0,0,0.0000,0.000000,1.000000
static_gap01_repair_window_ladder,condensed-matter,0.041246,0.00003073,0,0,0.0000,0.000000,1.000000
static_gap01_repair_window_ladder,condensed-matter,0.046416,0.00003458,0,0,0.0000,0.000000,1.000000
static_gap01_repair_window_ladder,condensed-matter,0.052233,0.00003892,1,1,0.0035,0.003500,1.000000
static_gap01_repair_window_ladder,condensed-matter,0.058780,0.00004380,1,1,0.0145,0.014500,1.000000
static_gap01_repair_window_ladder,condensed-matter,0.066147,0.00004928,1,1,0.0390,0.039000,1.000000
static_gap01_repair_window_ladder,condensed-matter,0.074438,0.00005546,1,2,0.0595,0.059500,1.000000
static_gap01_repair_window_ladder,condensed-matter,0.083768,0.00006241,1,2,0.1055,0.105500,1.000000
static_gap01_repair_window_ladder,condensed-matter,0.094267,0.00007024,1,2,0.1575,0.157500,1.000000
static_gap01_repair_window_ladder,condensed-matter,0.106082,0.00007904,1,2,0.1885,0.188500,1.000000
static_gap01_repair_window_ladder,condensed-matter,0.119378,0.00008895,1,2,0.2435,0.243500,1.000000
static_gap01_repair_window_ladder,condensed-matter,0.134340,0.00010009,1,2,0.3105,0.310500,1.000000
static_gap01_repair_window_ladder,condensed-matter,0.151178,0.00011264,1,2,0.3820,0.382000,0.997500
static_gap01_repair_window_ladder,condensed-matter,0.170125,0.00012676,1,2,0.4340,0.434000,0.996000
static_gap01_repair_window_ladder,condensed-matter,0.191448,0.00014264,1,2,0.4765,0.476500,0.989000
static_gap01_repair_window_ladder,condensed-matter,0.215443,0.00016052,1,2,0.5270,0.527000,0.983000
static_gap01_repair_window_ladder,condensed-matter,0.242446,0.00018064,1,2,0.5620,0.562000,0.974000
static_gap01_repair_window_ladder,condensed-matter,0.272833,0.00020328,2,3,0.6230,0.311500,1.000000
static_gap01_repair_window_ladder,condensed-matter,0.307029,0.00022876,2,3,0.6540,0.327000,1.000000
static_gap01_repair_window_ladder,condensed-matter,0.345511,0.00025743,2,3,0.7170,0.358500,1.000000
static_gap01_repair_window_ladder,condensed-matter,0.388816,0.00028970,2,3,0.7750,0.387500,1.000000
static_gap01_repair_window_ladder,condensed-matter,0.437548,0.00032601,3,5,0.8060,0.268667,1.000000
static_gap01_repair_window_ladder,condensed-matter,0.492388,0.00036687,4,8,0.9265,0.231625,1.000000
static_gap01_repair_window_ladder,condensed-matter,0.554102,0.00041285,5,9,1.0015,0.200300,1.000000
static_gap01_repair_window_ladder,condensed-matter,0.623551,0.00046459,5,9,1.1530,0.230600,1.000000
static_gap01_repair_window_ladder,condensed-matter,0.701704,0.00052282,5,9,1.3805,0.276100,1.000000
static_gap01_repair_window_ladder,condensed-matter,0.789652,0.00058835,5,9,1.6140,0.322800,1.000000
static_gap01_repair_window_ladder,condensed-matter,0.888624,0.00066209,5,9,1.8130,0.362600,1.000000
static_gap01_repair_window_ladder,condensed-matter,1.000000,0.00074507,5,9,2.0515,0.410300,1.000000
static_gap12_repair_window_ladder,condensed-matter,0.010000,0.00002657,0,0,0.0000,0.000000,1.000000
static_gap12_repair_window_ladder,condensed-matter,0.011253,0.00002990,0,0,0.0000,0.000000,1.000000
static_gap12_repair_window_ladder,condensed-matter,0.012664,0.00003365,0,0,0.0000,0.000000,1.000000
static_gap12_repair_window_ladder,condensed-matter,0.014251,0.00003787,0,0,0.0000,0.000000,1.000000
static_gap12_repair_window_ladder,condensed-matter,0.016037,0.00004261,0,0,0.0000,0.000000,1.000000
static_gap12_repair_window_ladder,condensed-matter,0.018047,0.00004796,0,0,0.0000,0.000000,1.000000
static_gap12_repair_window_ladder,condensed-matter,0.020309,0.00005397,0,0,0.0000,0.000000,1.000000
static_gap12_repair_window_ladder,condensed-matter,0.022855,0.00006073,0,0,0.0000,0.000000,1.000000
static_gap12_repair_window_ladder,condensed-matter,0.025719,0.00006834,0,0,0.0000,0.000000,1.000000
static_gap12_repair_window_ladder,condensed-matter,0.028943,0.00007691,0,0,0.0000,0.000000,1.000000
static_gap12_repair_window_ladder,condensed-matter,0.032570,0.00008655,0,0,0.0000,0.000000,1.000000
static_gap12_repair_window_ladder,condensed-matter,0.036652,0.00009739,0,0,0.0000,0.000000,1.000000
static_gap12_repair_window_ladder,condensed-matter,0.041246,0.00010960,0,0,0.0000,0.000000,1.000000
static_gap12_repair_window_ladder,condensed-matter,0.046416,0.00012334,0,0,0.0000,0.000000,1.000000
static_gap12_repair_window_ladder,condensed-matter,0.052233,0.00013880,0,0,0.0000,0.000000,1.000000
static_gap12_repair_window_ladder,condensed-matter,0.058780,0.00015619,0,0,0.0000,0.000000,1.000000
static_gap12_repair_window_ladder,condensed-matter,0.066147,0.00017577,0,0,0.0000,0.000000,1.000000
static_gap12_repair_window_ladder,condensed-matter,0.074438,0.00019780,0,0,0.0000,0.000000,1.000000
static_gap12_repair_window_ladder,condensed-matter,0.083768,0.00022259,0,0,0.0000,0.000000,1.000000
static_gap12_repair_window_ladder,condensed-matter,0.094267,0.00025049,1,1,0.0070,0.007000,1.000000
static_gap12_repair_window_ladder,condensed-matter,0.106082,0.00028188,1,1,0.0165,0.016500,1.000000
static_gap12_repair_window_ladder,condensed-matter,0.119378,0.00031721,1,1,0.0385,0.038500,1.000000
static_gap12_repair_window_ladder,condensed-matter,0.134340,0.00035697,1,1,0.0610,0.061000,1.000000
static_gap12_repair_window_ladder,condensed-matter,0.151178,0.00040171,1,1,0.1035,0.103500,1.000000
static_gap12_repair_window_ladder,condensed-matter,0.170125,0.00045206,2,2,0.1285,0.064250,1.000000
static_gap12_repair_window_ladder,condensed-matter,0.191448,0.00050872,2,3,0.1540,0.077000,1.000000
