ladder_id,source_id,source_name,object_name,progenitor_type,target_mass_class,selected_model_mass,network,model_number,num_zones,star_age,time_seconds,star_mass,he_core_mass,c_core_mass,o_core_mass,si_core_mass,fe_core_mass,zone_index,radial_order,q,mass_coordinate,radius,logR,logT,logRho,logP,luminosity,entropy,ye,abar,mu,h1,he4,c12,o16,ne20,mg24,si28,fe56,eps_nuc,non_nuc_neu,support_margin_proxy,energy_loss_proxy,dominant_species,composition_stage,boundary_role,struc_perc_role,unns_interpretation,raw_reference
A2_20M,A2,Zenodo 5556959 pre-supernova processed MESA profile,20M_pre_supernova_single_profile,single,20M,19.98,128net,158931,3694,3.8702834052990819E-002,1.2213898418501469E+006,1.1661630439622648E+001,7.5907528454527675E+000,5.6667555963709901E+000,4.3119270452614469E+000,1.9643157918947798E+000,1.6281273441468127E+000,1,1,1,11.6616304396,972.991131669,2.98810888191,3.53463985842,-8.82888052898,2.48281338276,117019.846627,20.5312171958,0.816430298075,1.38499659702,1.38525559249,0.632965815109,0.352807628263,0.00149488678511,0.00507964676341,0.00134730726957,0.00051315382796,0.000566283760584,0.0011009601481,5.70561454311e-11,0,11.3116939117,-2.47791657144e-11,h1,outer_envelope,surface_envelope,envelope_state,real pre-supernova radial structure ladder state,profile_single_M19.98_128net.data::zone=1
A2_20M,A2,Zenodo 5556959 pre-supernova processed MESA profile,20M_pre_supernova_single_profile,single,20M,19.98,128net,158931,3694,3.8702834052990819E-002,1.2213898418501469E+006,1.1661630439622648E+001,7.5907528454527675E+000,5.6667555963709901E+000,4.3119270452614469E+000,1.9643157918947798E+000,1.6281273441468127E+000,2,2,0.999999999999,11.6616304396,972.991131667,2.98810888191,3.53463985845,-8.82888052873,2.48281338304,117019.846627,20.5312171955,0.816430298075,1.38499659702,1.38525559249,0.632965815109,0.352807628263,0.00149488678511,0.00507964676341,0.00134730726957,0.00051315382796,0.000566283760584,0.0011009601481,5.70561454311e-11,0,11.3116939118,-2.47791657144e-11,h1,outer_envelope,surface_envelope,envelope_state,real pre-supernova radial structure ladder state,profile_single_M19.98_128net.data::zone=2
A2_20M,A2,Zenodo 5556959 pre-supernova processed MESA profile,20M_pre_supernova_single_profile,single,20M,19.98,128net,158931,3694,3.8702834052990819E-002,1.2213898418501469E+006,1.1661630439622648E+001,7.5907528454527675E+000,5.6667555963709901E+000,4.3119270452614469E+000,1.9643157918947798E+000,1.6281273441468127E+000,3,3,0.999999999997,11.6616304396,972.991131658,2.9881088819,3.53463985858,-8.82888052783,2.48281338408,117019.846627,20.5312171944,0.816430298075,1.38499659702,1.38525559249,0.632965815109,0.352807628263,0.00149488678511,0.00507964676341,0.00134730726957,0.00051315382796,0.000566283760584,0.0011009601481,5.70561454311e-11,0,11.3116939119,-2.47791657144e-11,h1,outer_envelope,surface_envelope,envelope_state,real pre-supernova radial structure ladder state,profile_single_M19.98_128net.data::zone=3
A2_20M,A2,Zenodo 5556959 pre-supernova processed MESA profile,20M_pre_supernova_single_profile,single,20M,19.98,128net,158931,3694,3.8702834052990819E-002,1.2213898418501469E+006,1.1661630439622648E+001,7.5907528454527675E+000,5.6667555963709901E+000,4.3119270452614469E+000,1.9643157918947798E+000,1.6281273441468127E+000,4,4,0.999999999989,11.6616304395,972.991131625,2.98810888189,3.53463985911,-8.82888052419,2.48281338824,117019.846627,20.5312171897,0.816430298075,1.38499659702,1.38525559247,0.632965815109,0.352807628263,0.00149488678511,0.00507964676341,0.00134730726957,0.00051315382796,0.000566283760584,0.0011009601481,5.70561454311e-11,0,11.3116939124,-2.47791657144e-11,h1,outer_envelope,surface_envelope,envelope_state,real pre-supernova radial structure ladder state,profile_single_M19.98_128net.data::zone=4
A2_20M,A2,Zenodo 5556959 pre-supernova processed MESA profile,20M_pre_supernova_single_profile,single,20M,19.98,128net,158931,3694,3.8702834052990819E-002,1.2213898418501469E+006,1.1661630439622648E+001,7.5907528454527675E+000,5.6667555963709901E+000,4.3119270452614469E+000,1.9643157918947798E+000,1.6281273441468127E+000,5,5,0.999999999954,11.6616304391,972.99113149,2.98810888183,3.53463986075,-8.82888051267,2.48281340141,117019.846628,20.5312171751,0.816430298075,1.38499659702,1.38525559244,0.632965815109,0.352807628263,0.00149488678511,0.00507964676341,0.00134730726957,0.00051315382796,0.000566283760584,0.0011009601481,5.70561454311e-11,0,11.3116939141,-2.47791657144e-11,h1,outer_envelope,surface_envelope,envelope_state,real pre-supernova radial structure ladder state,profile_single_M19.98_128net.data::zone=5
A2_20M,A2,Zenodo 5556959 pre-supernova processed MESA profile,20M_pre_supernova_single_profile,single,20M,19.98,128net,158931,3694,3.8702834052990819E-002,1.2213898418501469E+006,1.1661630439622648E+001,7.5907528454527675E+000,5.6667555963709901E+000,4.3119270452614469E+000,1.9643157918947798E+000,1.6281273441468127E+000,6,6,0.999999999853,11.6616304379,972.991131096,2.98810888165,3.53463986542,-8.82888048008,2.48281343868,117019.84663,20.5312171336,0.816430298075,1.38499659702,1.38525559233,0.632965815109,0.352807628263,0.00149488678511,0.00507964676341,0.00134730726957,0.00051315382796,0.000566283760584,0.0011009601481,5.7056145431e-11,0,11.3116939188,-2.47791657144e-11,h1,outer_envelope,surface_envelope,envelope_state,real pre-supernova radial structure ladder state,profile_single_M19.98_128net.data::zone=6
A2_20M,A2,Zenodo 5556959 pre-supernova processed MESA profile,20M_pre_supernova_single_profile,single,20M,19.98,128net,158931,3694,3.8702834052990819E-002,1.2213898418501469E+006,1.1661630439622648E+001,7.5907528454527675E+000,5.6667555963709901E+000,4.3119270452614469E+000,1.9643157918947798E+000,1.6281273441468127E+000,7,7,0.99999999957,11.6616304346,972.991129993,2.98810888116,3.53463987498,-8.82888041326,2.48281351509,117019.846637,20.5312170486,0.816430298075,1.38499659702,1.3852555921,0.632965815109,0.352807628263,0.00149488678511,0.0050796467634,0.00134730726957,0.00051315382796,0.000566283760584,0.0011009601481,5.70561454307e-11,0,11.3116939283,-2.47791657144e-11,h1,outer_envelope,surface_envelope,envelope_state,real pre-supernova radial structure ladder state,profile_single_M19.98_128net.data::zone=7
A2_20M,A2,Zenodo 5556959 pre-supernova processed MESA profile,20M_pre_supernova_single_profile,single,20M,19.98,128net,158931,3694,3.8702834052990819E-002,1.2213898418501469E+006,1.1661630439622648E+001,7.5907528454527675E+000,5.6667555963709901E+000,4.3119270452614469E+000,1.9643157918947798E+000,1.6281273441468127E+000,8,8,0.999999999066,11.6616304287,972.991128027,2.98810888028,3.53463988723,-8.82888032766,2.48281361297,117019.846648,20.5312169397,0.816430298074,1.38499659702,1.38525559181,0.632965815108,0.352807628264,0.0014948867851,0.0050796467634,0.00134730726957,0.00051315382796,0.000566283760584,0.0011009601481,5.70561454304e-11,0,11.3116939406,-2.47791657144e-11,h1,outer_envelope,surface_envelope,envelope_state,real pre-supernova radial structure ladder state,profile_single_M19.98_128net.data::zone=8
A2_20M,A2,Zenodo 5556959 pre-supernova processed MESA profile,20M_pre_supernova_single_profile,single,20M,19.98,128net,158931,3694,3.8702834052990819E-002,1.2213898418501469E+006,1.1661630439622648E+001,7.5907528454527675E+000,5.6667555963709901E+000,4.3119270452614469E+000,1.9643157918947798E+000,1.6281273441468127E+000,9,9,0.999999998562,11.6616304229,972.991126061,2.9881088794,3.53463990561,-8.82888019927,2.4828137598,117019.84666,20.5312167763,0.816430298074,1.38499659702,1.38525559138,0.632965815108,0.352807628264,0.0014948867851,0.00507964676339,0.00134730726957,0.00051315382796,0.000566283760584,0.0011009601481,5.705614543e-11,0,11.3116939591,-2.47791657144e-11,h1,outer_envelope,surface_envelope,envelope_state,real pre-supernova radial structure ladder state,profile_single_M19.98_128net.data::zone=9
A2_20M,A2,Zenodo 5556959 pre-supernova processed MESA profile,20M_pre_supernova_single_profile,single,20M,19.98,128net,158931,3694,3.8702834052990819E-002,1.2213898418501469E+006,1.1661630439622648E+001,7.5907528454527675E+000,5.6667555963709901E+000,4.3119270452614469E+000,1.9643157918947798E+000,1.6281273441468127E+000,10,10,0.999999997554,11.6616304111,972.991122129,2.98810887765,3.53463993631,-8.8288799847,2.48281400515,117019.846683,20.531216503,0.816430298064,1.38499659705,1.38525559067,0.632965815089,0.352807628283,0.0014948867849,0.0050796467631,0.00134730726957,0.00051315382796,0.000566283760584,0.0011009601481,5.70561454292e-11,0,11.3116939898,-2.47791657144e-11,h1,outer_envelope,surface_envelope,envelope_state,real pre-supernova radial structure ladder state,profile_single_M19.98_128net.data::zone=10
A2_20M,A2,Zenodo 5556959 pre-supernova processed MESA profile,20M_pre_supernova_single_profile,single,20M,19.98,128net,158931,3694,3.8702834052990819E-002,1.2213898418501469E+006,1.1661630439622648E+001,7.5907528454527675E+000,5.6667555963709901E+000,4.3119270452614469E+000,1.9643157918947798E+000,1.6281273441468127E+000,11,11,0.999999996035,11.6616303934,972.991116205,2.98810887501,3.53463997322,-8.82887972676,2.4828143001,117019.84672,20.5312161745,0.816430298056,1.38499659707,1.38525558982,0.632965815072,0.3528076283,0.00149488678473,0.00507964676284,0.00134730726957,0.00051315382796,0.000566283760584,0.0011009601481,5.70561454283e-11,0,11.3116940269,-2.47791657144e-11,h1,outer_envelope,surface_envelope,envelope_state,real pre-supernova radial structure ladder state,profile_single_M19.98_128net.data::zone=11
A2_20M,A2,Zenodo 5556959 pre-supernova processed MESA profile,20M_pre_supernova_single_profile,single,20M,19.98,128net,158931,3694,3.8702834052990819E-002,1.2213898418501469E+006,1.1661630439622648E+001,7.5907528454527675E+000,5.6667555963709901E+000,4.3119270452614469E+000,1.9643157918947798E+000,1.6281273441468127E+000,12,12,0.999999994516,11.6616303757,972.991110281,2.98810887236,3.53464002679,-8.8288793524,2.48281472809,117019.846756,20.5312156946,0.816430297962,1.38499659734,1.38525558882,0.632965814883,0.352807628489,0.0014948867828,0.00507964676001,0.00134730726957,0.00051315382796,0.000566283760584,0.0011009601481,5.7056145427e-11,0,11.3116940805,-2.47791657144e-11,h1,outer_envelope,surface_envelope,envelope_state,real pre-supernova radial structure ladder state,profile_single_M19.98_128net.data::zone=12
A2_20M,A2,Zenodo 5556959 pre-supernova processed MESA profile,20M_pre_supernova_single_profile,single,20M,19.98,128net,158931,3694,3.8702834052990819E-002,1.2213898418501469E+006,1.1661630439622648E+001,7.5907528454527675E+000,5.6667555963709901E+000,4.3119270452614469E+000,1.9643157918947798E+000,1.6281273441468127E+000,13,13,0.999999991627,11.661630342,972.991099012,2.98810886733,3.534640097,-8.8288788617,2.48281528913,117019.846826,20.5312150667,0.816430297866,1.38499659762,1.38525558742,0.632965814691,0.352807628681,0.00149488678083,0.00507964675713,0.00134730726957,0.00051315382796,0.000566283760584,0.0011009601481,5.70561454253e-11,0,11.3116941508,-2.47791657144e-11,h1,outer_envelope,surface_envelope,envelope_state,real pre-supernova radial structure ladder state,profile_single_M19.98_128net.data::zone=13
