ladder_id,source_id,source_name,object_name,progenitor_type,target_mass_class,selected_model_mass,network,model_number,num_zones,star_age,time_seconds,star_mass,he_core_mass,c_core_mass,o_core_mass,si_core_mass,fe_core_mass,zone_index,radial_order,q,mass_coordinate,radius,logR,logT,logRho,logP,luminosity,entropy,ye,abar,mu,h1,he4,c12,o16,ne20,mg24,si28,fe56,eps_nuc,non_nuc_neu,support_margin_proxy,energy_loss_proxy,dominant_species,composition_stage,boundary_role,struc_perc_role,unns_interpretation,raw_reference
A1_12M,A1,Zenodo 5556959 pre-supernova processed MESA profile,12M_pre_supernova_single_profile,single,12M,12.09,128net,25280,3909,3.4057856353960037E-001,1.0748029389517983E+007,9.7279723927779802E+000,4.3346881034425326E+000,2.8123265992212492E+000,2.1735317756723678E+000,1.3052821229586522E+000,1.2557030894755898E+000,1,1,1,9.72797239278,1071.80846928,3.03011718445,3.49127231668,-8.74808652347,2.54541058697,95237.0561778,21.4218228812,0.847866289101,1.30012826669,1.30483587916,0.69583546825,0.289845462807,0.00163566114689,0.00595149416507,0.00134730726957,0.000513153827961,0.000566283760585,0.0011009601481,5.70554795775e-11,0,11.2934971104,-2.47788764161e-11,h1,outer_envelope,surface_envelope,envelope_state,real pre-supernova radial structure ladder state,profile_single_M12.09_128net.data::zone=1
A1_12M,A1,Zenodo 5556959 pre-supernova processed MESA profile,12M_pre_supernova_single_profile,single,12M,12.09,128net,25280,3909,3.4057856353960037E-001,1.0748029389517983E+007,9.7279723927779802E+000,4.3346881034425326E+000,2.8123265992212492E+000,2.1735317756723678E+000,1.3052821229586522E+000,1.2557030894755898E+000,2,2,0.999999999999,9.72797239277,1071.80846928,3.03011718445,3.49127231668,-8.74808652341,2.54541058704,95237.1376154,21.4218228812,0.847866289101,1.30012826669,1.30483587916,0.69583546825,0.289845462807,0.00163566114689,0.00595149416507,0.00134730726957,0.000513153827961,0.000566283760585,0.0011009601481,5.70554795775e-11,0,11.2934971105,-2.47788764161e-11,h1,outer_envelope,surface_envelope,envelope_state,real pre-supernova radial structure ladder state,profile_single_M12.09_128net.data::zone=2
A1_12M,A1,Zenodo 5556959 pre-supernova processed MESA profile,12M_pre_supernova_single_profile,single,12M,12.09,128net,25280,3909,3.4057856353960037E-001,1.0748029389517983E+007,9.7279723927779802E+000,4.3346881034425326E+000,2.8123265992212492E+000,2.1735317756723678E+000,1.3052821229586522E+000,1.2557030894755898E+000,3,3,0.999999999998,9.72797239276,1071.80846927,3.03011718445,3.49127231671,-8.74808652325,2.54541058723,95237.3507579,21.421822881,0.847866289101,1.30012826669,1.30483587916,0.69583546825,0.289845462807,0.00163566114689,0.00595149416507,0.00134730726957,0.000513153827961,0.000566283760585,0.0011009601481,5.70554795775e-11,0,11.2934971105,-2.47788764161e-11,h1,outer_envelope,surface_envelope,envelope_state,real pre-supernova radial structure ladder state,profile_single_M12.09_128net.data::zone=3
A1_12M,A1,Zenodo 5556959 pre-supernova processed MESA profile,12M_pre_supernova_single_profile,single,12M,12.09,128net,25280,3909,3.4057856353960037E-001,1.0748029389517983E+007,9.7279723927779802E+000,4.3346881034425326E+000,2.8123265992212492E+000,2.1735317756723678E+000,1.3052821229586522E+000,1.2557030894755898E+000,4,4,0.999999999995,9.72797239273,1071.80846927,3.03011718445,3.49127231677,-8.74808652279,2.54541058776,95237.906221,21.4218228805,0.847866289101,1.30012826669,1.30483587915,0.69583546825,0.289845462807,0.00163566114689,0.00595149416507,0.00134730726957,0.000513153827961,0.000566283760585,0.0011009601481,5.70554795775e-11,0,11.2934971106,-2.47788764161e-11,h1,outer_envelope,surface_envelope,envelope_state,real pre-supernova radial structure ladder state,profile_single_M12.09_128net.data::zone=4
A1_12M,A1,Zenodo 5556959 pre-supernova processed MESA profile,12M_pre_supernova_single_profile,single,12M,12.09,128net,25280,3909,3.4057856353960037E-001,1.0748029389517983E+007,9.7279723927779802E+000,4.3346881034425326E+000,2.8123265992212492E+000,2.1735317756723678E+000,1.3052821229586522E+000,1.2557030894755898E+000,5,5,0.999999999985,9.72797239263,1071.80846924,3.03011718444,3.49127231702,-8.7480865211,2.54541058971,95239.5040359,21.4218228787,0.847866289101,1.30012826669,1.3048358791,0.69583546825,0.289845462807,0.00163566114689,0.00595149416507,0.00134730726957,0.000513153827961,0.000566283760585,0.0011009601481,5.70554795775e-11,0,11.2934971108,-2.47788764161e-11,h1,outer_envelope,surface_envelope,envelope_state,real pre-supernova radial structure ladder state,profile_single_M12.09_128net.data::zone=5
A1_12M,A1,Zenodo 5556959 pre-supernova processed MESA profile,12M_pre_supernova_single_profile,single,12M,12.09,128net,25280,3909,3.4057856353960037E-001,1.0748029389517983E+007,9.7279723927779802E+000,4.3346881034425326E+000,2.8123265992212492E+000,2.1735317756723678E+000,1.3052821229586522E+000,1.2557030894755898E+000,6,6,0.999999999946,9.72797239225,1071.80846916,3.0301171844,3.49127231794,-8.74808651469,2.5454105971,95245.9255893,21.4218228717,0.847866289101,1.30012826669,1.30483587894,0.69583546825,0.289845462807,0.00163566114689,0.00595149416507,0.00134730726957,0.000513153827961,0.000566283760585,0.0011009601481,5.70554795775e-11,0,11.2934971118,-2.47788764161e-11,h1,outer_envelope,surface_envelope,envelope_state,real pre-supernova radial structure ladder state,profile_single_M12.09_128net.data::zone=6
A1_12M,A1,Zenodo 5556959 pre-supernova processed MESA profile,12M_pre_supernova_single_profile,single,12M,12.09,128net,25280,3909,3.4057856353960037E-001,1.0748029389517983E+007,9.7279723927779802E+000,4.3346881034425326E+000,2.8123265992212492E+000,2.1735317756723678E+000,1.3052821229586522E+000,1.2557030894755898E+000,7,7,0.999999999799,9.72797239082,1071.80846883,3.03011718427,3.49127232066,-8.74808649584,2.54541061881,95269.7881387,21.4218228513,0.847866289101,1.30012826669,1.30483587846,0.69583546825,0.289845462807,0.00163566114689,0.00595149416507,0.00134730726957,0.000513153827961,0.000566283760585,0.0011009601481,5.70554795774e-11,0,11.2934971147,-2.47788764161e-11,h1,outer_envelope,surface_envelope,envelope_state,real pre-supernova radial structure ladder state,profile_single_M12.09_128net.data::zone=7
A1_12M,A1,Zenodo 5556959 pre-supernova processed MESA profile,12M_pre_supernova_single_profile,single,12M,12.09,128net,25280,3909,3.4057856353960037E-001,1.0748029389517983E+007,9.7279723927779802E+000,4.3346881034425326E+000,2.8123265992212492E+000,2.1735317756723678E+000,1.3052821229586522E+000,1.2557030894755898E+000,8,8,0.999999999399,9.72797238693,1071.80846794,3.03011718391,3.49127233108,-8.74808642268,2.54541070203,95334.9611374,21.4218227288,0.847866288017,1.30012826943,1.30483587962,0.695835466082,0.289845464977,0.00163566112643,0.005951494124,0.00134730726957,0.000513153827961,0.000566283760585,0.0011009601481,5.70554795772e-11,0,11.2934971247,-2.47788764161e-11,h1,outer_envelope,surface_envelope,envelope_state,real pre-supernova radial structure ladder state,profile_single_M12.09_128net.data::zone=8
A1_12M,A1,Zenodo 5556959 pre-supernova processed MESA profile,12M_pre_supernova_single_profile,single,12M,12.09,128net,25280,3909,3.4057856353960037E-001,1.0748029389517983E+007,9.7279723927779802E+000,4.3346881034425326E+000,2.8123265992212492E+000,2.1735317756723678E+000,1.3052821229586522E+000,1.2557030894755898E+000,9,9,0.999999997704,9.72797237044,1071.80846417,3.03011718238,3.49127234764,-8.7480863045,2.54541083669,93638.0600162,21.4218225529,0.847866286871,1.30012827234,1.30483587991,0.69583546379,0.289845467272,0.00163566110467,0.00595149408058,0.00134730726957,0.000513153827961,0.000566283760585,0.0011009601481,5.70554795767e-11,0,11.2934971412,-2.47788764161e-11,h1,outer_envelope,surface_envelope,envelope_state,real pre-supernova radial structure ladder state,profile_single_M12.09_128net.data::zone=9
A1_12M,A1,Zenodo 5556959 pre-supernova processed MESA profile,12M_pre_supernova_single_profile,single,12M,12.09,128net,25280,3909,3.4057856353960037E-001,1.0748029389517983E+007,9.7279723927779802E+000,4.3346881034425326E+000,2.8123265992212492E+000,2.1735317756723678E+000,1.3052821229586522E+000,1.2557030894755898E+000,10,10,0.999999996009,9.72797235396,1071.80846039,3.03011718085,3.49127236844,-8.74808615693,2.54541100536,93894.0453772,21.421822352,0.847866285898,1.3001282748,1.30483587898,0.695835461843,0.28984546922,0.001635661086,0.0059514940437,0.00134730726957,0.000513153827961,0.000566283760585,0.0011009601481,5.70554795762e-11,0,11.2934971623,-2.47788764161e-11,h1,outer_envelope,surface_envelope,envelope_state,real pre-supernova radial structure ladder state,profile_single_M12.09_128net.data::zone=10
