null_index,seed,swap_attempts,swap_accepted,mobility_fraction,mobile_groups,transition_groups,graph_signature,matches_real_graph,scale_persistence,time_persistence,stitch_defect
1,20260905,3260,3250,0.9969325153374233,3,4,8f449be333a1c2f85d7e30b6e1f650a6f6592bcaef08298e8f5893bb5cde4101,False,0.3705357142857143,,
2,20260906,3260,3251,0.997239263803681,3,4,37566374e5f0596d6f9a8e7f6ed73abe7e598d9b590c6f37beb90416581dd9eb,False,0.3693181818181818,,
3,20260907,3260,3251,0.997239263803681,3,4,142de5a31d1640c048542fdc10a2d6df7ab16f8f7ed8ac7777608b175d2a4a74,False,0.3685064935064935,,
4,20260908,3260,3255,0.9984662576687117,3,4,259225780c4af230185f987a1f8adb39b7007f8644d1c103f28eb27295793e25,False,0.3705357142857143,,
5,20260909,3260,3250,0.9969325153374233,3,4,c004ba49ea45c370f5c7bcabb5dd06affea8bf97ef69c789cfaeb639928a4098,False,0.3693181818181818,,
6,20260910,3260,3255,0.9984662576687117,3,4,ad6cbacf940cc955ee87d0dd5e17daa5f59ab202a2634adac22348da12e8ae31,False,0.3648538961038961,,
7,20260911,3260,3252,0.9975460122699387,3,4,66ad1622d1afa25ac6257e2d8958af3c57ff43a0cbc0b3244d8104ed3889e28c,False,0.367288961038961,,
8,20260912,3260,3256,0.9987730061349693,3,4,db84c20ab04bd066e99ce0d626fc208e09d65b64128072025b62f02b487a942a,False,0.3685064935064935,,
9,20260913,3260,3248,0.996319018404908,3,4,4d9ac8ec47ca42ed8539a00dffa1d8fb19bbf4ff823eaf391cceaeccac62abbc,False,0.3676948051948052,,
10,20260914,3260,3253,0.9978527607361963,3,4,c95eb51ec1eb2ebd976ffa76fbc9e6a1bcefd8b61b8fd8e40ceba15aeab0ba7e,False,0.3693181818181818,,
11,20260915,3260,3253,0.9978527607361963,3,4,ae8295a9ad13bc51614775b480534ef0af407c38cd1e3f11695dd12c1016c844,False,0.367288961038961,,
12,20260916,3260,3252,0.9975460122699387,3,4,7b4ef2ce46ecd42500e3400398ed02bb32739ce423cde8dc2b3252634e667e57,False,0.367288961038961,,
13,20260917,3260,3252,0.9975460122699387,3,4,2c8167a304cee2e26804f52cf1f559b5e381aeadd2cf09be3494e4d2f866bf68,False,0.3713474025974026,,
14,20260918,3260,3250,0.9969325153374233,3,4,46a280d6e4a2bf96d0da22e6d70627d24bf0ffb71fa2f37e209f165092235ad8,False,0.369724025974026,,
