index,energy_cm-1,gap_cm-1
0,0.0,14903.66
1,14903.66,0.3400000000001455
2,14904.0,12302.119999999999
3,27206.12,3719.260000000002
4,30925.38,0.0
5,30925.38,357.7000000000007
6,31283.08,0.039999999997235136
7,31283.12,3728.9399999999987
8,35012.06,1457.4900000000052
9,36469.55,0.0
10,36469.55,153.82999999999447
11,36623.38,0.020000000004074536
12,36623.4,6.799999999995634
13,36630.2,0.0
14,36630.2,1669.300000000003
15,38299.5,716.0599999999977
16,39015.56,0.0
17,39015.56,79.37000000000262
18,39094.93,0.010000000002037268
19,39094.94,9.559999999997672
20,39104.5,0.0
21,39104.5,883.1399999999994
22,39987.64,403.1999999999971
23,40390.84,0.0
24,40390.84,46.470000000001164
25,40437.31,0.010000000002037268
26,40437.32,530.5800000000017
27,40967.9,249.4499999999971
28,41217.35,0.0
29,41217.35,29.150000000001455
30,41246.5,0.0
31,41246.5,340.59999999999854
32,41587.1,164.52999999999884
33,41751.63,0.0
34,41751.63,19.67000000000553
35,41771.3,0.0
36,41771.3,232.0
37,42003.3,114.96999999999389
38,42118.27,0.0
39,42118.27,13.030000000006112
40,42131.3,0.0
41,42131.3,166.6999999999971
42,42298.0,81.16000000000349
43,42379.16,0.0
44,42379.16,9.839999999996508
45,42389.0,0.0
46,42389.0,121.0
47,42510.0,59.099999999998545
48,42569.1,0.0
49,42569.1,8.900000000001455
50,42578.0,0.0
51,42578.0,141.13999999999942
52,42719.14,0.0
53,42719.14,5.860000000000582
54,42725.0,0.0
55,42725.0,107.91999999999825
56,42832.92,0.0
57,42832.92,90.47000000000116
58,42923.39,0.0
59,42923.39,72.12000000000262
60,42995.51,0.0
61,42995.51,59.82999999999447
62,43055.34,0.0
63,43055.34,50.080000000001746
64,43105.42,0.0
65,43105.42,41.54000000000087
66,43146.96,0.0
67,43146.96,34.87999999999738
68,43181.84,0.0
69,43181.84,29.55000000000291
70,43211.39,0.0
71,43211.39,25.770000000004075
72,43237.16,0.0
73,43237.16,21.979999999995925
74,43259.14,0.0
75,43259.14,19.81999999999971
76,43278.96,0.0
77,43278.96,17.06999999999971
78,43296.03,0.0
79,43296.03,15.419999999998254
80,43311.45,0.0
81,43311.45,13.360000000000582
82,43324.81,0.0
83,43324.81,11.590000000003783
84,43336.4,0.0
85,43336.4,9.989999999997963
86,43346.39,0.0
87,43346.39,8.520000000004075
88,43354.91,0.0
89,43354.91,8.799999999995634
90,43363.71,0.0
91,43363.71,8.349999999998545
92,43372.06,0.0
93,43372.06,6.25
94,43378.31,0.0
95,43378.31,6.5900000000037835
96,43384.9,0.0
97,43384.9,5.400000000001455
98,43390.3,0.0
99,43390.3,5.099999999998545
100,43395.4,0.0
101,43395.4,5.099999999998545
102,43400.5,0.0
103,43400.5,4.19999999999709
104,43404.7,0.0
105,43404.7,3.900000000001455
106,43408.6,0.0
107,43408.6,3.8000000000029104
108,43412.4,0.0
109,43412.4,4.5
110,43416.9,0.0
111,43416.9,4.0
112,43420.9,0.0
113,43420.9,3.400000000001455
114,43424.3,0.0
115,43424.3,62.81420000000071
116,43487.1142,420032.8858
117,463520.0,0.0
118,463520.0,0.0
119,463520.0,11630.0
120,475150.0,0.0
121,475150.0,15290.0
122,490440.0,0.0
123,490440.0,0.0
124,490440.0,4130.0
125,494570.0,0.0
126,494570.0,0.0
127,494570.0,2260.0
128,496830.0,0.0
129,496830.0,770.0
130,497600.0,8670.0
131,506270.0,0.0
132,506270.0,0.0
133,506270.0,30.0
134,506300.0,0.0
135,506300.0,0.0
136,506300.0,0.0
137,506300.0,3280.0
138,509580.0,4430.0
139,514010.0,1610.0
140,515620.0,0.0
141,515620.0,0.0
142,515620.0,490.0
143,516110.0,1960.0
144,518070.0,0.0
145,518070.0,0.0
146,518070.0,780.0
147,518850.0,4380.0
148,523230.0,0.0
149,523230.0,0.0
150,523230.0,2050.0
151,525280.0,0.0
152,525280.0,0.0
153,525280.0,0.0
154,525280.0,1130.0
155,526410.0,0.0
156,526410.0,4140.0
157,530550.0,0.0
158,530550.0,0.0
159,530550.0,3140.0
160,533690.0,0.0
161,533690.0,0.0
162,533690.0,1690.0
163,535380.0,0.0
164,535380.0,0.0
165,535380.0,610.0
166,535990.0,0.0
167,535990.0,3810.0
168,539800.0,0.0
169,539800.0,1920.0
170,541720.0,0.0
171,541720.0,1030.0
172,542750.0,0.0
173,542750.0,690.0
174,543440.0,0.0
175,543440.0,440.0
176,543880.0,0.0
177,543880.0,350.0
178,544230.0,0.0
179,544230.0,190.0
180,544420.0,0.0
