index,energy_cm-1,raw_gap_cm-1,normalized_gap,scale
0,0.0,14903.66,0.028145798107004592,macro
1,14903.66,0.3400000000001455,6.420953884069857e-07,micro
2,14904.0,12302.119999999999,0.023232748587135196,macro
3,27206.12,3719.260000000002,0.007023881453781015,meso
4,30925.38,0.0,0.0,micro
5,30925.38,357.7000000000007,0.0006755221189208264,meso
6,31283.08,0.039999999997235136,7.55406339249798e-08,micro
7,31283.12,3728.9399999999987,0.0070421622871921176,meso
8,35012.06,1457.4900000000052,0.0027524929636732367,meso
9,36469.55,0.0,0.0,micro
10,36469.55,153.82999999999447,0.00029051039293706115,meso
11,36623.38,0.020000000004074536,3.777031697279547e-08,micro
12,36623.4,6.799999999995634,1.2841907768125974e-05,meso
13,36630.2,0.0,0.0,micro
14,36630.2,1669.300000000003,0.003152499505492131,meso
15,38299.5,716.0599999999977,0.001352290658301494,meso
16,39015.56,0.0,0.0,micro
17,39015.56,79.37000000000262,0.00014989150287600685,meso
18,39094.93,0.010000000002037268,1.8885158486397735e-08,micro
19,39094.94,9.559999999997672,1.8054211509313712e-05,meso
20,39104.5,0.0,0.0,micro
21,39104.5,883.1399999999994,0.0016678238862279482,meso
22,39987.64,403.1999999999971,0.0007614495900164235,meso
23,40390.84,0.0,0.0,micro
24,40390.84,46.470000000001164,8.775933146841355e-05,meso
25,40437.31,0.010000000002037268,1.8885158486397735e-08,micro
26,40437.32,530.5800000000017,0.0010020087387671583,meso
27,40967.9,249.4499999999971,0.0004710902783472123,meso
28,41217.35,0.0,0.0,micro
29,41217.35,29.150000000001455,5.505023697663694e-05,meso
30,41246.5,0.0,0.0,micro
31,41246.5,340.59999999999854,0.0006432284979156612,meso
32,41587.1,164.52999999999884,0.00031071751251339827,meso
33,41751.63,0.0,0.0,micro
34,41751.63,19.67000000000553,3.714710673518693e-05,meso
35,41771.3,0.0,0.0,micro
36,41771.3,232.0,0.00043813567679516747,meso
37,42003.3,114.96999999999389,0.00021712266707386952,meso
38,42118.27,0.0,0.0,micro
39,42118.27,13.030000000006112,2.460736150277461e-05,meso
40,42131.3,0.0,0.0,micro
41,42131.3,166.6999999999971,0.0003148155919041084,meso
42,42298.0,81.16000000000349,0.000153271946244385,meso
43,42379.16,0.0,0.0,micro
44,42379.16,9.839999999996508,1.8582995946822923e-05,meso
45,42389.0,0.0,0.0,micro
46,42389.0,121.0,0.0002285104176388589,meso
47,42510.0,59.099999999998545,0.00011161128663186966,meso
48,42569.1,0.0,0.0,micro
49,42569.1,8.900000000001455,1.6807791049472535e-05,meso
50,42578.0,0.0,0.0,micro
51,42578.0,141.13999999999942,0.00026654512682271414,meso
52,42719.14,0.0,0.0,micro
53,42719.14,5.860000000000582,1.1066702870775588e-05,meso
54,42725.0,0.0,0.0,micro
55,42725.0,107.91999999999825,0.00020380863034367977,meso
56,42832.92,0.0,0.0,micro
57,42832.92,90.47000000000116,0.00017085402879163497,meso
58,42923.39,0.0,0.0,micro
59,42923.39,72.12000000000262,0.00013619976297615788,meso
60,42995.51,0.0,0.0,micro
61,42995.51,59.82999999999447,0.00011298990320108814,meso
62,43055.34,0.0,0.0,micro
63,43055.34,50.080000000001746,9.457687368061532e-05,meso
64,43105.42,0.0,0.0,micro
65,43105.42,41.54000000000087,7.844894833651569e-05,meso
66,43146.96,0.0,0.0,micro
67,43146.96,34.87999999999738,6.587143278713058e-05,meso
68,43181.84,0.0,0.0,micro
69,43181.84,29.55000000000291,5.58056433159417e-05,meso
70,43211.39,0.0,0.0,micro
71,43211.39,25.770000000004075,4.866705340953987e-05,meso
72,43237.16,0.0,0.0,micro
