index,energy_cm-1,gap_cm-1
0,0.0,159855.971776
1,159855.971776,6421.465859000018
2,166277.437635,2809.3262753099843
3,169086.76391031,0.07642550001037307
4,169086.84033581,0.9879152000066824
5,169087.82825101,2047.0661899900006
6,171134.894441,12101.894653999974
7,183236.789095,1628.0376200000173
8,184864.826715,699.7326115100004
9,185564.55932651,0.021988189982948825
10,185564.5813147,0.27069260002463125
11,185564.8520073,536.6915774599765
12,186101.54358476,0.0025105700187850744
13,186101.54609533,0.044198079995112494
14,186101.59029341,3.3738016900024377
15,186104.9640951,104.39823779999278
16,186209.3623329,4088.7483210999926
17,190298.110654,642.1130950000079
18,190940.223749,276.81461190001573
19,191217.0383609,0.00899619999108836
20,191217.0473571,0.11032629999681376
21,191217.1576834,227.32064573999378
22,191444.47832914,0.001200700004119426
23,191444.47952984,0.018519309989642352
24,191444.49804915,1.9550902100163512
25,191446.45313936,5.418203398003243
26,191451.871342758,0.007139742985600606
27,191451.878482501,0.008618371997727081
28,191451.887100873,0.007753937999950722
29,191451.894854811,40.814448689023266
30,191492.7093035,1854.279434499971
31,193346.988738,316.52075100000366
32,193663.509489,137.19550100000924
33,193800.70499,0.0045203999907244
34,193800.7095104,0.055446700018364936
35,193800.7649571,116.38372730999254
36,193917.14868441,0.0006407100008800626
37,193917.14932512,0.00945797999156639
38,193917.1587831,1.1285144400026184
39,193918.28729754,2.8283607640187256
40,193921.115658304,0.0030783599941059947
41,193921.118736664,0.004410350986290723
42,193921.123147015,0.005128017015522346
43,193921.128275032,0.48406765499385074
44,193921.612342687,0.0027705199900083244
45,193921.615113207,0.0025188820145558566
46,193921.617632089,0.001694959995802492
47,193921.619327049,20.840360581001732
48,193942.45968763,993.6574033699872
49,194936.117091,178.74900410001283
50,195114.8660951,77.87427289999323
51,195192.740368,0.002584800007753074
52,195192.7429528,0.03172229998745024
53,195192.7746751,67.29407863001688
54,195260.06875373,0.00037815998075529933
55,195260.06913189,0.005466150003485382
56,195260.07459804,0.6933053699904121
57,195260.76790341,1.6537072970240843
58,195262.421610707,0.0016046439995989203
59,195262.423215351,0.002551524987211451
60,195262.425766876,0.0034113570000045
61,195262.429178233,0.291298044990981
62,195262.720476278,0.001601855008630082
63,195262.722078133,0.0014575410168617964
64,195262.723535674,0.0009825699962675571
65,195262.724518244,0.06592663397896104
66,195262.790444878,0.0010441750055179
67,195262.791489053,0.0009477620187681168
68,195262.792436815,0.0007071959844324738
69,195262.793144011,12.112715928989928
70,195274.90585994,593.3285099600034
71,195868.2343699,110.65820510001504
72,195978.892575,48.41984550000052
73,196027.3124205,0.0016144999826792628
74,196027.314035,0.01982370001496747
75,196027.3338587,42.33634525898378
76,196069.670203959,0.0002408500004094094
77,196069.670444809,0.0034394660033285618
78,196069.673884275,0.4518938999972306
79,196070.125778175,1.0477936539973598
80,196071.173571829,0.0009455170074943453
81,196071.174517346,0.001606485020602122
82,196071.176123831,0.0023349919938482344
83,196071.178458823,0.1876731789961923
84,196071.366132002,0.001008043996989727
85,196071.367140046,0.0009178099862765521
86,196071.368057856,0.0006195600144565105
87,196071.368677416,0.04322908399626613
88,196071.4119065,0.0006575580046046525
89,196071.412564058,0.0005968280020169914
90,196071.413160886,0.0004453579895198345
91,196071.413606244,0.012678780010901392
92,196071.426285024,0.0004612059856299311
93,196071.42674623,0.00042025401489809155
94,196071.427166484,0.0003338810056447983
95,196071.427500365,7.657463274983456
96,196079.08496364,382.2742406600155
97,196461.3592043,73.20234219997656
98,196534.5615465,32.147669300000416
99,196566.7092158,0.0010751000081654638
100,196566.7102909,0.013207800016971305
101,196566.7234987,28.336098359985044
102,196595.05959706,0.00016248298925347626
103,196595.059759543,0.002302946028066799
104,196595.062062489,0.30938433099072427
105,196595.37144682,0.704707144992426
106,196596.076153965,0.0006058890139684081
107,196596.076759854,0.0010760809818748385
108,196596.077835935,0.0016505120147485286
109,196596.079486447,0.12756388998241164
110,196596.207050337,0.0006749610183760524
111,196596.207725298,0.0006148329994175583
112,196596.208340131,0.0004154519992880523
113,196596.208755583,0.029704601998673752
114,196596.238460185,0.0004405129875522107
115,196596.238900698,0.00039982100133784115
116,196596.239300519,0.00029836001340299845
117,196596.239598879,0.008847039978718385
118,196596.248445919,0.00030897301621735096
119,196596.248754892,0.00028153599123470485
120,196596.249036428,0.00022367501514963806
121,196596.249260103,0.0030317689816001803
122,196596.252291872,0.00022847802028991282
123,196596.25252035,0.00020927097648382187
124,196596.252729621,0.00017328400281257927
125,196596.252902905,5.1447379650198855
126,196601.39764087,260.5870925299823
127,196861.9847334,50.915345899993554
128,196912.9000793,22.428732680011308
129,196935.32881198,0.0007518499915022403
130,196935.32956383,0.00923806001082994
131,196935.33880189,19.885118681006134
132,196955.223920571,0.00011471600737422705
133,196955.224035287,0.0016169279988389462
134,196955.225652215,0.22049229199183173
135,196955.446144507,0.496265872992808
136,196955.94241038,0.00041253201197832823
