state_id,order
0,0.412724235
1,0.393183454
2,0.394205972
3,0.383854487
4,0.41164393
5,0.385407383
6,0.40536914
7,0.393610616
8,0.397634382
9,0.38465596
10,0.398550489
11,0.396938377
12,0.410738739
13,0.389722623
14,0.393136075
15,0.398235844
16,0.398360814
17,0.379755739
18,0.388495515
19,0.387612568
20,0.399480701
21,0.411810421
22,0.385503529
23,0.42065564
24,0.379312887
25,0.400716862
26,0.387313794
27,0.389172564
28,0.406569145
29,0.3826857
30,0.409333752
31,0.368371788
32,0.393333583
33,0.379073102
34,0.373394534
35,0.388559845
36,0.400663981
37,0.37780011
38,0.394023996
39,0.358239169
40,0.400007238
41,0.398825934
42,0.375357486
43,0.383971667
44,0.395610286
45,0.401786199
46,0.386131211
47,0.401429718
48,0.386753724
49,0.395152704
50,0.412291608
51,0.382988701
52,0.365047704
53,0.415503238
54,0.385596769
55,0.376741866
56,0.410632939
57,0.425126685
58,0.388798693
59,0.374905679
60,0.377947747
61,0.371220202
62,0.37024304
63,0.378894321
64,0.421147834
65,0.382089859
66,0.414686978
67,0.395230025
68,0.36849745
69,0.402331342
70,0.379539777
71,0.399438619
72,0.390156364
73,0.380061674
74,0.396454003
75,0.367234045
76,0.400557061
77,0.373732743
78,0.38560106
79,0.400755417
80,0.379987487
81,0.379907535
82,0.378007476
83,0.396479511
84,0.375897486
85,0.392054033
86,0.398642227
87,0.379210185
88,0.384780467
89,0.407296179
90,0.412861693
91,0.403108505
92,0.372711084
93,0.394300772
94,0.349660238
95,0.357916409
96,0.39858898
97,0.39130591
98,0.372039463
99,0.384516789
100,0.369466317
101,0.39106526
102,0.413462763
103,0.407781642
104,0.413294426
105,0.395231371
106,0.369277478
107,0.372532099
108,0.41308886
109,0.413108064
110,0.380468197
111,0.388227846
112,0.408382687
113,0.381676157
114,0.39344968
115,0.383985984
116,0.400732267
117,0.404596301
118,0.403156044
119,0.390649272
120,0.395483694
121,0.400969771
122,0.412559641
123,0.388716173
124,0.371392265
125,0.403497965
126,0.367622557
127,0.396728434
128,0.372046649
129,0.400108065
130,0.376565261
131,0.405010602
132,0.370751292
133,0.385720822
134,0.373117946
135,0.409128449
136,0.418262605
137,0.3558576
138,0.386734232
139,0.360723447
140,0.401428117
141,0.389695449
142,0.393214882
143,0.404832972
144,0.406271428
145,0.366860366
146,0.387022312
147,0.389544861
148,0.387616883
149,0.367920687
150,0.407861819
151,0.394468612
152,0.418535149
153,0.386176224
154,0.390148854
155,0.377910127
156,0.41592767
157,0.403844597
158,0.406762269
159,0.387070407
160,0.385584263
161,0.404502245
162,0.399918155
163,0.359458314
164,0.383033697
165,0.411184092
166,0.376752815
167,0.405937254
168,0.403554444
169,0.37709773
170,0.371731382
171,0.388136339
172,0.379752165
173,0.404322061
174,0.39102323
175,0.404252633
176,0.41506605
177,0.413331279
178,0.39305737
179,0.403878831
180,0.41201262
181,0.408824203
182,0.399947616
183,0.414340433
184,0.416792574
185,0.402511354
186,0.406106782
187,0.404022598
188,0.382988749
189,0.387851501
190,0.376154589
191,0.391537953
192,0.392017149
193,0.392021053
194,0.367788552
195,0.378291109
196,0.380039781
197,0.356702505
198,0.386836961
199,0.387491292
200,0.411417794
201,0.36235104
202,0.371272297
203,0.391942758
204,0.392168396
205,0.405707685
206,0.405442255
207,0.388087416
208,0.388122416
209,0.39702664
210,0.382388155
211,0.397842684
212,0.377699275
213,0.397018779
214,0.369865364
215,0.384832567
216,0.369321598
217,0.383601139
218,0.396458216
219,0.412384727
220,0.409409045
221,0.399449671
222,0.390573291
223,0.400967642
224,0.375066816
225,0.366516277
226,0.365373365
227,0.395370505
228,0.406576774
229,0.41440877
230,0.378772158
231,0.411521993
232,0.375924477
233,0.409632469
234,0.38594079
235,0.385437247
236,0.38330266
237,0.38414854
238,0.379420421
239,0.370979145
240,0.404156407
241,0.404192902
242,0.373805147
243,0.400289734
244,0.384503626
245,0.410446968
246,0.399055367
247,0.393311374
248,0.398269944
249,0.390473932
250,0.395782399
251,0.375751467
252,0.391564332
253,0.408025773
254,0.353428987
255,0.371456251
256,0.396783642
257,0.404194365
258,0.397130863
259,0.395398155
260,0.410285681
261,0.418279476
262,0.371434829
263,0.38869729
264,0.385579396
265,0.38035113
