object_id,object_name,spectrum_id,spectrum_file,spectrum_date,phase_days,redshift,instrument,source_archive,line_id,line_name,element_group,rest_wavelength,observed_center_wavelength,window_min,window_max,n_points_total,n_points_window,wavelength_min,wavelength_max,continuum_level,line_flux_proxy,line_depth_proxy,equivalent_width_proxy,velocity_proxy_km_s,width_proxy_angstrom,signal_quality_proxy,spectral_phase_role,alpha_ready,raw_reference
C2_SN2012aw,SN2012aw,2012aw_2011-03-21_00-00-00_Swift-UVOT_UV-grism_None,2012aw_2011-03-21_00-00-00_Swift-UVOT_UV-grism_None.txt,2011-03-21 00:00:00.00,,0.002595,UV-grism,WISeREP,H_beta,H beta,H,4861.3,4873.9150735,4733.9150735,5013.9150735,1204,69,1720.91,5882.89,2.53016e-14,8.78388405797e-16,0.00190938939333,270.969777611,1001.67895217,62.8017748071,0.000876808738344,unknown_phase,yes,C2_SN2012aw/2012aw_2011-03-21_00-00-00_Swift-UVOT_UV-grism_None.txt::H_beta
C2_SN2012aw,SN2012aw,2012aw_2011-03-21_00-00-00_Swift-UVOT_UV-grism_None,2012aw_2011-03-21_00-00-00_Swift-UVOT_UV-grism_None.txt,2011-03-21 00:00:00.00,,0.002595,UV-grism,WISeREP,He_I_5876,He I 5876,He,5875.6,5890.847182,5730.847182,6050.847182,1204,38,1720.91,5882.89,2.30966e-14,-2.24954473684e-15,0.00793121587932,151.508581486,-1856.36865375,42.554797617,0.00224498153789,unknown_phase,yes,C2_SN2012aw/2012aw_2011-03-21_00-00-00_Swift-UVOT_UV-grism_None.txt::He_I_5876
C2_SN2012aw,SN2012aw,2012aw_2011-03-21_00-00-00_Swift-UVOT_UV-grism_None,2012aw_2011-03-21_00-00-00_Swift-UVOT_UV-grism_None.txt,2011-03-21 00:00:00.00,,0.002595,UV-grism,WISeREP,Fe_II_5169,Fe II 5169,Fe,5169,5182.413555,5002.413555,5362.413555,1204,89,1720.91,5882.89,2.52375e-14,-1.19765955056e-15,0.00526707226374,351.129012027,-4762.83464594,82.5413387276,0.0011952073557,unknown_phase,yes,C2_SN2012aw/2012aw_2011-03-21_00-00-00_Swift-UVOT_UV-grism_None.txt::Fe_II_5169
C2_SN2012aw,SN2012aw,2012aw_2011-03-21_00-00-00_Swift-UVOT_UV-grism_None,2012aw_2011-03-21_00-00-00_Swift-UVOT_UV-grism_None.txt,2011-03-21 00:00:00.00,,0.002595,UV-grism,WISeREP,Ni_Co_decay_proxy,Ni/Co decay proxy blend,NiCo,5890,5905.28455,5645.28455,6165.28455,1204,59,1720.91,5882.89,2.40437e-14,-2.49870169492e-15,0.00884874346671,235.077871421,-2584.76927966,67.8179734446,0.00249534034489,unknown_phase,yes,C2_SN2012aw/2012aw_2011-03-21_00-00-00_Swift-UVOT_UV-grism_None.txt::Ni_Co_decay_proxy
C2_SN2012aw,SN2012aw,2012aw_2011-03-23_00-00-00_Swift-UVOT_UV-grism_None,2012aw_2011-03-23_00-00-00_Swift-UVOT_UV-grism_None.txt,2011-03-23 00:00:00.00,,0.002595,UV-grism,WISeREP,H_beta,H beta,H,4861.3,4873.9150735,4733.9150735,5013.9150735,1204,69,1721.32,5883.09,2.53131e-14,3.3715942029e-17,0.00355715732102,271.195817754,6702.38661499,88.9734309296,3.36546627372e-05,unknown_phase,yes,C2_SN2012aw/2012aw_2011-03-23_00-00-00_Swift-UVOT_UV-grism_None.txt::H_beta
C2_SN2012aw,SN2012aw,2012aw_2011-03-23_00-00-00_Swift-UVOT_UV-grism_None,2012aw_2011-03-23_00-00-00_Swift-UVOT_UV-grism_None.txt,2011-03-23 00:00:00.00,,0.002595,UV-grism,WISeREP,He_I_5876,He I 5876,He,5875.6,5890.847182,5730.847182,6050.847182,1204,38,1721.32,5883.09,2.24135e-14,-4.93397368421e-16,0.00824539190846,151.344156583,-5992.29890434,40.3929534116,0.000492433657426,unknown_phase,yes,C2_SN2012aw/2012aw_2011-03-23_00-00-00_Swift-UVOT_UV-grism_None.txt::He_I_5876
C2_SN2012aw,SN2012aw,2012aw_2011-03-23_00-00-00_Swift-UVOT_UV-grism_None,2012aw_2011-03-23_00-00-00_Swift-UVOT_UV-grism_None.txt,2011-03-23 00:00:00.00,,0.002595,UV-grism,WISeREP,Fe_II_5169,Fe II 5169,Fe,5169,5182.413555,5002.413555,5362.413555,1204,89,1721.32,5883.09,2.36529e-14,9.90686516854e-16,0.00294074290221,350.903894041,-1960.67566897,105.258038928,0.000988418142605,unknown_phase,yes,C2_SN2012aw/2012aw_2011-03-23_00-00-00_Swift-UVOT_UV-grism_None.txt::Fe_II_5169
C2_SN2012aw,SN2012aw,2012aw_2011-03-23_00-00-00_Swift-UVOT_UV-grism_None,2012aw_2011-03-23_00-00-00_Swift-UVOT_UV-grism_None.txt,2011-03-23 00:00:00.00,,0.002595,UV-grism,WISeREP,Ni_Co_decay_proxy,Ni/Co decay proxy blend,NiCo,5890,5905.28455,5645.28455,6165.28455,1204,59,1721.32,5883.09,2.25317e-14,-5.29166101695e-16,0.00836003421703,234.962953868,-6710.58791809,68.6324355265,0.00052813764254,unknown_phase,yes,C2_SN2012aw/2012aw_2011-03-23_00-00-00_Swift-UVOT_UV-grism_None.txt::Ni_Co_decay_proxy
C2_SN2012aw,SN2012aw,2012aw_2011-03-25_00-00-00_Swift-UVOT_UV-grism_None,2012aw_2011-03-25_00-00-00_Swift-UVOT_UV-grism_None.txt,2011-03-25 00:00:00.00,,0.002595,UV-grism,WISeREP,H_beta,H beta,H,4861.3,4873.9150735,4733.9150735,5013.9150735,1205,69,1720.39,5884.51,2.55024e-14,1.25714492754e-15,0.00288443986089,270.81401829,39.6691566737,76.7169048493,0.0012553613619,unknown_phase,yes,C2_SN2012aw/2012aw_2011-03-25_00-00-00_Swift-UVOT_UV-grism_None.txt::H_beta
C2_SN2012aw,SN2012aw,2012aw_2011-03-25_00-00-00_Swift-UVOT_UV-grism_None,2012aw_2011-03-25_00-00-00_Swift-UVOT_UV-grism_None.txt,2011-03-25 00:00:00.00,,0.002595,UV-grism,WISeREP,He_I_5876,He I 5876,He,5875.6,5890.847182,5730.847182,6050.847182,1205,38,1720.39,5884.51,2.22016e-14,1.15888421053e-15,0.00399881980228,151.496854037,-4682.35864779,45.4828171245,0.00115660594286,unknown_phase,yes,C2_SN2012aw/2012aw_2011-03-25_00-00-00_Swift-UVOT_UV-grism_None.txt::He_I_5876
C2_SN2012aw,SN2012aw,2012aw_2011-03-25_00-00-00_Swift-UVOT_UV-grism_None,2012aw_2011-03-25_00-00-00_Swift-UVOT_UV-grism_None.txt,2011-03-25 00:00:00.00,,0.002595,UV-grism,WISeREP,Fe_II_5169,Fe II 5169,Fe,5169,5182.413555,5002.413555,5362.413555,1205,89,1720.39,5884.51,2.414565e-14,1.50726573034e-15,0.00133218356198,351.421407753,-9869.65947019,112.337708593,0.00150306416921,unknown_phase,yes,C2_SN2012aw/2012aw_2011-03-25_00-00-00_Swift-UVOT_UV-grism_None.txt::Fe_II_5169
