n,value
1,0.0
2,0.6650972404575142
3,0.9342228635467067
4,1.0492533520772946
5,1.157517766341555
6,7.093524009847499
7,7.282701033899868
8,7.648611892083266
9,7.915808141494836
10,8.227795478713862
11,8.48759635025736
12,8.898071685606688
13,9.192265970872054
14,9.673332707601487
15,9.785163642649284
16,9.953255551639742
17,10.2530551548633
18,10.35898323245377
19,10.59914392580899
20,10.968559435935699
21,11.11121432027565
22,11.288895014571036
23,11.431812167538984
24,11.580725739541778
25,21.375403027329433
26,21.482035172863405
27,21.79580254664769
28,22.12874003724864
29,22.28660406152287
30,22.563235390421525
31,22.879979338073714
32,22.988605656971753
33,23.13307517986798
34,23.273808672034612
35,23.416305034609557
36,23.5604640235351
37,23.66747715890197
38,23.78656354118697
39,23.90180477730538
40,24.009940672213833
41,24.112750272684647
42,24.27022575203405
43,24.407276001443996
44,24.57886257736016
45,24.793863462044317
46,24.98028728342893
47,25.21028409411531
48,25.965395428841806
49,26.088027534554413
50,26.25335181998467
51,26.36231901548417
52,26.542112912020855
53,26.660343844835193
54,27.139293092016143
55,27.242286423008665
56,27.380305280651413
57,27.860617041215704
58,27.994336697222558
59,28.228687488096604
60,29.026201211802405
61,29.144105097298866
62,30.607687391447914
63,31.930648716145694
64,32.04324055654488
65,32.146665914892154
66,32.5092248162535
67,32.62835658014415
68,32.82788646539858
69,32.93210641988997
70,33.38952165695748
71,33.69971934744294
72,34.10708095987499
73,34.58158636227095
74,34.70433956239815
75,34.85062866281317
76,35.335003259035794
77,35.56177027861396
78,35.735143690792576
79,36.861410818854196
80,37.10049522657762
81,37.770947159777016
82,37.88915402388269
83,39.63270659728655
84,39.822574817528405
85,40.60682718621915
86,40.71109533068279
87,41.485418172881374
88,41.63566614189101
89,42.152838261218555
90,43.15169038339766
91,43.29393153930089
92,43.41304563004113
93,43.53739215874508
94,43.67108546561179
95,43.81979243792564
96,43.9246677890771
97,44.32745623887911
98,44.53213369514524
99,45.0184993724305
100,45.15968545406272
101,45.741734646606815
102,45.98580844499053
103,46.12790705351922
104,46.242904682164124
105,46.35749500395437
106,46.515998067743325
107,46.7464666970637
108,47.31108141492019
109,47.54243498586966
110,47.779171602156346
111,47.902762385305614
112,48.51105351851281
113,48.65465893974566
114,48.80245857762299
115,49.081250462180606
116,49.18880774854955
117,49.65123825847543
118,49.767933658499715
119,49.96074976866667
120,50.13831363169065
121,50.31809751031474
122,50.542811695118814
123,50.7446076338338
124,50.899161331504374
125,51.032009587325874
126,51.20214062067087
127,51.32324917397931
128,51.49418492120055
129,51.66067740850973
130,53.56612693705429
131,54.62357883683975
132,54.83479701330893
133,55.511268084107726
134,55.62547656996079
135,55.81025738467328
136,55.962437288746685
137,56.99199613031566
138,57.244827782814276
139,57.43927982104175
140,57.55196411325024
141,57.81398824163379
142,57.94115943104588
143,58.06725767163933
144,58.627242741333944
145,58.75677034299761
146,58.919954606392416
147,59.029040183007254
148,59.22484566941831
149,60.585401591548106
150,65.71086695119901
151,65.81827618736088
152,66.02931014852048
153,66.1653510833374
154,66.27817877843175
155,73.80528791203078
156,76.32325971479902
157,76.56748001718873
158,76.68438521421392
159,77.1206036241463
160,77.68685662858985
161,77.81444174702175
162,78.29994789314478
163,78.51249903131038
164,78.62538846877429
165,78.79526035454391
166,78.92569040994074
167,79.171281227973
168,79.50515553759172
169,80.20140582215576
170,80.44909239093398
171,80.69026851713134
172,80.84645606688419
173,81.09452451857973
174,81.24134741736982
175,81.38059413975053
176,81.52241667834308
177,81.66918192983515
178,81.77758380074249
179,81.90111695872315
180,82.16597295541632
181,82.4931804504196
182,83.55632355616977
183,84.06445693195937
184,84.16500260278417
185,84.49887439023419
186,84.64136995093854
187,85.0061111301088
188,85.12589851292265
189,85.31260845460193
190,85.48140245124247
191,85.59291644029481
192,85.76012797350322
193,86.12667004711106
194,86.54270927988988
195,86.80470281295081
196,86.90879112523092
197,87.4713390526701
198,87.6019291351324
199,87.88923756228112
200,89.07842678837154
201,89.3028081584542
202,89.46891093907462
203,89.58920782115773
204,90.56602946475596
205,90.76867633447927
206,91.06001252804874
207,91.33574032044775
208,91.47656912883838
209,91.6719331557805
210,91.84361164027227
211,91.97745414250015
212,92.15933822494354
213,92.26014450034168
214,92.36395764970888
215,92.48664665002947
216,92.64067520262803
217,92.85529257066825
218,93.5891496020472
219,93.72526810556305
220,93.85621464176698
221,93.98593914461844
222,94.20425128672012
223,94.4035573511799
224,94.59107605859741
225,94.85647133431526
226,94.99624400183144
227,95.15256489473016
228,96.44240479547655
229,96.61720239593443
230,96.7345606927458
231,96.86005624641344
232,97.02328051816399
233,97.20313792779682
234,97.3344454605303
235,97.44614022117479
236,97.55100316365305
237,97.77711152834043
238,98.00520137268532
239,98.14833045814167
240,98.36656235900233
241,98.50000698792536
242,98.62393628005637
243,98.77206004429499
244,100.39735860751937
245,100.54396095705104
246,101.50346983069753
247,101.6845309060174
248,101.80995429224002
249,101.91772064789349
250,102.01990180835898
251,102.13922509214474
252,102.29284117625711
253,102.68788642408306
254,103.1131146019331
255,103.5820931054375
256,103.8434649505301
257,103.96572111322064
258,104.06722104946746
259,104.18117983210519
260,104.30868853277893
261,104.48145787266225
262,104.61986441579259
263,105.08157005676256
264,105.24754914728469
265,105.38676225285427
266,105.49363014067978
267,105.65526672703118
268,106.59147313997917
269,107.1187561530388
270,107.42009725793777
271,107.52341680582262
272,107.71526740069677
273,107.9095340739719
274,108.08896764825754
275,108.2889533438694
276,108.42468604735483
277,108.5405946973272
278,109.0204348604083
279,109.54655722928123
280,109.94351569723032
281,110.1519216659067
282,110.32944510409803
283,110.6342503531706
284,110.95075787712152
285,111.07323530565732
286,111.26424406152718
287,111.38336284375626
288,111.64889633129901
289,111.8214415912062
290,113.01132221613864
291,113.18034120302954
292,113.50171584454176
293,113.62117129564781
294,113.73088216671317
295,113.84664711799256
296,114.00181848721215
297,114.18051376880302
298,114.34454234187442
299,114.45986007959425
300,114.56067505168957
301,114.74161823359816
302,114.90944663692203
303,115.0261652137628
304,115.4496679201552
305,115.7172478994278
306,115.86210459890582
