ladder,domain,kappa,epsilon,nu_V,vuln_count,inv,rho,Ak
i8192_s00_P_SCALE,unknown,0.010000,0.00250000,307,612,305.9195,0.996480,0.574000
i8192_s00_P_SCALE,unknown,0.011253,0.00281334,307,612,305.9735,0.996656,0.584000
i8192_s00_P_SCALE,unknown,0.012664,0.00316595,307,612,306.0605,0.996940,0.583500
i8192_s00_P_SCALE,unknown,0.014251,0.00356276,307,612,305.8615,0.996292,0.600000
i8192_s00_P_SCALE,unknown,0.016037,0.00400930,307,612,305.9310,0.996518,0.599500
i8192_s00_P_SCALE,unknown,0.018047,0.00451180,307,612,305.6935,0.995744,0.597500
i8192_s00_P_SCALE,unknown,0.020309,0.00507729,307,612,306.0150,0.996792,0.596000
i8192_s00_P_SCALE,unknown,0.022855,0.00571366,307,612,305.9845,0.996692,0.575000
i8192_s00_P_SCALE,unknown,0.025719,0.00642978,307,612,306.2245,0.997474,0.556500
i8192_s00_P_SCALE,unknown,0.028943,0.00723567,307,612,306.1055,0.997086,0.570500
i8192_s00_P_SCALE,unknown,0.032570,0.00814255,307,612,305.9200,0.996482,0.592500
i8192_s00_P_SCALE,unknown,0.036652,0.00916310,307,612,306.1545,0.997246,0.577000
i8192_s00_P_SCALE,unknown,0.041246,0.01031157,307,612,306.3100,0.997752,0.552500
i8192_s00_P_SCALE,unknown,0.046416,0.01160397,307,612,306.0535,0.996917,0.572500
i8192_s00_P_SCALE,unknown,0.052233,0.01305836,307,612,305.9620,0.996619,0.578000
i8192_s00_P_SCALE,unknown,0.058780,0.01469504,307,612,305.9275,0.996507,0.586000
i8192_s00_P_SCALE,unknown,0.066147,0.01653685,307,612,305.8115,0.996129,0.601000
i8192_s00_P_SCALE,unknown,0.074438,0.01860951,307,612,306.0390,0.996870,0.582500
i8192_s00_P_SCALE,unknown,0.083768,0.02094194,307,612,306.1245,0.997148,0.568000
i8192_s00_P_SCALE,unknown,0.094267,0.02356671,307,612,306.1135,0.997112,0.572000
i8192_s00_P_SCALE,unknown,0.106082,0.02652046,307,612,305.9445,0.996562,0.592500
i8192_s00_P_SCALE,unknown,0.119378,0.02984442,307,612,305.8230,0.996166,0.606000
i8192_s00_P_SCALE,unknown,0.134340,0.03358498,307,612,306.1160,0.997121,0.577000
i8192_s00_P_SCALE,unknown,0.151178,0.03779438,307,612,305.9260,0.996502,0.579500
i8192_s00_P_SCALE,unknown,0.170125,0.04253136,307,612,306.1980,0.997388,0.561500
i8192_s00_P_SCALE,unknown,0.191448,0.04786205,307,612,306.2825,0.997663,0.561500
i8192_s00_P_SCALE,unknown,0.215443,0.05386087,307,612,306.1680,0.997290,0.587500
i8192_s00_P_SCALE,unknown,0.242446,0.06061155,307,612,306.1275,0.997158,0.576500
i8192_s00_P_SCALE,unknown,0.272833,0.06820833,307,612,306.0850,0.997020,0.581000
i8192_s00_P_SCALE,unknown,0.307029,0.07675727,307,612,305.7150,0.995814,0.600000
i8192_s00_P_SCALE,unknown,0.345511,0.08637768,307,612,305.6925,0.995741,0.597500
i8192_s00_P_SCALE,unknown,0.388816,0.09720388,307,612,305.6740,0.995681,0.602000
i8192_s00_P_SCALE,unknown,0.437548,0.10938698,307,612,306.1355,0.997184,0.577500
i8192_s00_P_SCALE,unknown,0.492388,0.12309707,307,612,305.8665,0.996308,0.595000
i8192_s00_P_SCALE,unknown,0.554102,0.13852551,308,615,306.3035,0.994492,0.607000
i8192_s00_P_SCALE,unknown,0.623551,0.15588768,308,615,305.9155,0.993232,0.637500
i8192_s00_P_SCALE,unknown,0.701704,0.17542596,308,615,306.0220,0.993578,0.632500
i8192_s00_P_SCALE,unknown,0.789652,0.19741307,308,615,306.3380,0.994604,0.621500
i8192_s00_P_SCALE,unknown,0.888624,0.22215595,308,615,306.3045,0.994495,0.624000
i8192_s00_P_SCALE,unknown,1.000000,0.25000000,308,615,306.1855,0.994109,0.623500
i8192_s01_P_SCALE,unknown,0.010000,0.00250000,308,615,307.6680,0.998922,0.545000
i8192_s01_P_SCALE,unknown,0.011253,0.00281334,308,615,307.5275,0.998466,0.551500
i8192_s01_P_SCALE,unknown,0.012664,0.00316595,308,615,307.5215,0.998446,0.554500
i8192_s01_P_SCALE,unknown,0.014251,0.00356276,308,615,307.4415,0.998187,0.550500
i8192_s01_P_SCALE,unknown,0.016037,0.00400930,308,615,307.4665,0.998268,0.553500
i8192_s01_P_SCALE,unknown,0.018047,0.00451180,308,615,307.1255,0.997161,0.572000
i8192_s01_P_SCALE,unknown,0.020309,0.00507729,308,615,307.5375,0.998498,0.546000
i8192_s01_P_SCALE,unknown,0.022855,0.00571366,308,615,307.7545,0.999203,0.546000
i8192_s01_P_SCALE,unknown,0.025719,0.00642978,308,615,307.7950,0.999334,0.555000
i8192_s01_P_SCALE,unknown,0.028943,0.00723567,308,615,307.6280,0.998792,0.551000
i8192_s01_P_SCALE,unknown,0.032570,0.00814255,308,615,307.7570,0.999211,0.518500
i8192_s01_P_SCALE,unknown,0.036652,0.00916310,308,615,307.3155,0.997778,0.575000
i8192_s01_P_SCALE,unknown,0.041246,0.01031157,308,615,307.6000,0.998701,0.544500
i8192_s01_P_SCALE,unknown,0.046416,0.01160397,308,615,307.4735,0.998291,0.562500
i8192_s01_P_SCALE,unknown,0.052233,0.01305836,308,615,307.3515,0.997894,0.560000
i8192_s01_P_SCALE,unknown,0.058780,0.01469504,308,615,307.7900,0.999318,0.542000
i8192_s01_P_SCALE,unknown,0.066147,0.01653685,308,615,307.5045,0.998391,0.546000
i8192_s01_P_SCALE,unknown,0.074438,0.01860951,308,615,307.5860,0.998656,0.539000
i8192_s01_P_SCALE,unknown,0.083768,0.02094194,308,615,307.4610,0.998250,0.555000
i8192_s01_P_SCALE,unknown,0.094267,0.02356671,308,615,307.2015,0.997407,0.576500
i8192_s01_P_SCALE,unknown,0.106082,0.02652046,308,615,307.7665,0.999242,0.545500
i8192_s01_P_SCALE,unknown,0.119378,0.02984442,308,615,307.5925,0.998677,0.546000
i8192_s01_P_SCALE,unknown,0.134340,0.03358498,308,615,307.2815,0.997667,0.581500
i8192_s01_P_SCALE,unknown,0.151178,0.03779438,308,615,307.3525,0.997898,0.560000
i8192_s01_P_SCALE,unknown,0.170125,0.04253136,308,615,307.5195,0.998440,0.551500
i8192_s01_P_SCALE,unknown,0.191448,0.04786205,308,615,307.6560,0.998883,0.540000
i8192_s01_P_SCALE,unknown,0.215443,0.05386087,308,615,307.5300,0.998474,0.555000
i8192_s01_P_SCALE,unknown,0.242446,0.06061155,308,615,307.5200,0.998442,0.562500
i8192_s01_P_SCALE,unknown,0.272833,0.06820833,308,615,307.4185,0.998112,0.570000
i8192_s01_P_SCALE,unknown,0.307029,0.07675727,308,615,307.5055,0.998394,0.557500
i8192_s01_P_SCALE,unknown,0.345511,0.08637768,308,615,307.3890,0.998016,0.562000
i8192_s01_P_SCALE,unknown,0.388816,0.09720388,308,615,307.5995,0.998700,0.553500
i8192_s01_P_SCALE,unknown,0.437548,0.10938698,308,615,307.5950,0.998685,0.554500
i8192_s01_P_SCALE,unknown,0.492388,0.12309707,308,615,307.4050,0.998068,0.569000
i8192_s01_P_SCALE,unknown,0.554102,0.13852551,309,617,307.5255,0.995228,0.599000
i8192_s01_P_SCALE,unknown,0.623551,0.15588768,309,617,307.4575,0.995008,0.606500
i8192_s01_P_SCALE,unknown,0.701704,0.17542596,309,617,307.8560,0.996298,0.596000
i8192_s01_P_SCALE,unknown,0.789652,0.19741307,309,617,307.6225,0.995542,0.604000
i8192_s01_P_SCALE,unknown,0.888624,0.22215595,309,617,307.9355,0.996555,0.592500
i8192_s01_P_SCALE,unknown,1.000000,0.25000000,309,617,307.7885,0.996079,0.598500
i8192_s02_P_SCALE,unknown,0.010000,0.00250000,119,236,118.0605,0.992105,0.617000
i8192_s02_P_SCALE,unknown,0.011253,0.00281334,119,236,118.0360,0.991899,0.624000
i8192_s02_P_SCALE,unknown,0.012664,0.00316595,119,236,117.9970,0.991571,0.636000
i8192_s02_P_SCALE,unknown,0.014251,0.00356276,119,236,117.9430,0.991118,0.622000
i8192_s02_P_SCALE,unknown,0.016037,0.00400930,119,236,118.0160,0.991731,0.637000
i8192_s02_P_SCALE,unknown,0.018047,0.00451180,119,236,117.9605,0.991265,0.641000
i8192_s02_P_SCALE,unknown,0.020309,0.00507729,119,236,118.1835,0.993139,0.628000
i8192_s02_P_SCALE,unknown,0.022855,0.00571366,119,236,117.9635,0.991290,0.632000
i8192_s02_P_SCALE,unknown,0.025719,0.00642978,119,236,118.1230,0.992630,0.628000
i8192_s02_P_SCALE,unknown,0.028943,0.00723567,119,236,118.0900,0.992353,0.628500
i8192_s02_P_SCALE,unknown,0.032570,0.00814255,119,236,118.0515,0.992029,0.608500
i8192_s02_P_SCALE,unknown,0.036652,0.00916310,119,236,117.9585,0.991248,0.624500
