null_index,seed,swap_attempts,swap_accepted,mobility_fraction,mobile_groups,transition_groups,graph_signature,matches_real_graph,scale_persistence,time_persistence,stitch_defect
1,20260905,1225,1218,0.9942857142857143,3,4,e960bd74a579cbdeeae3df07209df6334f9595974d9eb33b27225c708654be02,False,0.4,,
2,20260906,1225,1220,0.9959183673469387,3,4,3cd777caf39c974d5f7bb9cc0c656c78b541e36ce28a3135f4c4fecaee282b03,False,0.40520833333333334,,
3,20260907,1225,1220,0.9959183673469387,3,4,07b57e077a5e576c15170a507da4ea860143b9ab516baacc4cc50b75cdae3526,False,0.40520833333333334,,
4,20260908,1225,1217,0.9934693877551021,3,4,0816cda65a8bc60e401a6ceca33839ffc3faf91133ca31ca87b86a9343f5d23d,False,0.40625,,
5,20260909,1225,1218,0.9942857142857143,3,4,f8425dccefd43f3d6e31997c6963665ce67f9a39ab577b6083451a33d023aa38,False,0.40208333333333335,,
6,20260910,1225,1217,0.9934693877551021,3,4,a684a36c8fea229ebdd35260f3fe59eb655725e44bdbac7917322f813607dbc8,False,0.40520833333333334,,
7,20260911,1225,1221,0.996734693877551,3,4,bebb25de8da1920eeacbe7a02558efc31d10519925373dd9fbf20fda566c67ca,False,0.40625,,
8,20260912,1225,1221,0.996734693877551,3,4,02730ca3228a9ef9f81d694cc95a135f140435b843ffa6752912b8beea31f76c,False,0.40625,,
9,20260913,1225,1218,0.9942857142857143,3,4,970b73df73ae518397a85e3b0901765a9fd3f13b43255b18f053b27a9255b2e2,False,0.40208333333333335,,
10,20260914,1225,1220,0.9959183673469387,3,4,689cf81042fecd010f93371a1038140c3331138280058b06e6cbe4257be4674a,False,0.403125,,
11,20260915,1225,1220,0.9959183673469387,3,4,1f8d017164603df324cd165c40eb32ad9246df328b815d0e092914c113df9257,False,0.4010416666666667,,
12,20260916,1225,1217,0.9934693877551021,3,4,75ce8d02a8cc91f4b2ac860cb87094ca58ebc5910c8fa1954936236793166148,False,0.40520833333333334,,
13,20260917,1225,1222,0.9975510204081632,3,4,7369e98e5732ae36f9017e6ed879bc801fd6232971fef0030b61a7154c9c3934,False,0.40520833333333334,,
14,20260918,1225,1220,0.9959183673469387,3,4,4276e7349518956d0a05a85aaca538c191fa562fe8d28643858fee23a6f07388,False,0.40208333333333335,,
15,20260919,1225,1220,0.9959183673469387,3,4,ec5ae7b58749d44b8005030b22243531f6edc60e805ec2d2ff4a9d0cf1782475,False,0.40625,,
16,20260920,1225,1216,0.9926530612244898,3,4,73c4fc5bd947c33cc91b2c80d00e690541538a4d42e7638ac610e9f5a4d67be9,False,0.40729166666666666,,
17,20260921,1225,1221,0.996734693877551,3,4,a98dd3ee73caba32d750f3f865b5b61aa33dc4e3122274aa1cde246790875b80,False,0.40520833333333334,,
