# UNNS Normalized Spectral Ladder

# index coord spectral
0 0.000000000000 1.000000000000
1 0.054824555914 0.853178951980
2 0.074561405716 0.682080546730
3 0.078947366529 0.357610323059
4 0.162280700407 0.374566252637
5 0.171052622033 0.587283089568
6 0.177631589396 0.386897503690
7 0.214912282450 0.410018691288
8 0.228070164890 0.439305871918
9 0.234649132252 0.653564023353
10 0.335526309383 0.417725998824
11 0.350877198371 0.981887900792
12 0.418859669403 0.775337056891
13 0.484649133886 0.784585678931
14 0.616228062852 0.000000000000
15 0.745614063695 0.012331251053
16 0.872807031848 0.024662502105
17 1.000000000000 0.030057286626
