# UNNS Normalized Spectral Ladder

# index coord spectral
0 0.000000000000 0.351930385442
1 0.000033945486 0.455212231704
2 0.000067890969 0.556370587241
3 0.000169727423 0.566795234758
4 0.000203672913 0.355984468730
5 0.000237618404 0.114800411848
6 0.000271563862 0.284684709771
7 0.000305509352 0.628314168557
8 0.000339454842 0.681467300977
9 0.000407345823 0.494594709040
10 0.000441291313 0.222393815108
11 0.000475236772 0.140669201515
12 0.000509182293 0.163217454822
13 0.000543127784 0.396550772813
14 0.000611018701 0.422445300646
15 0.000644964191 0.419974289451
16 0.000678909681 0.170810802851
17 0.000712855171 0.152895750765
18 0.000746800661 0.118918794523
19 0.000814691642 0.091634375057
20 0.000848637132 0.087001137014
21 0.000950473539 0.182533470388
22 0.000984419029 0.209817889854
23 0.001052310073 0.240705897995
24 0.001086255500 0.148262328614
25 0.001154146480 0.143629182625
26 0.001323873868 0.138995944583
27 0.001391764848 0.098841644464
28 0.001493601382 0.094208498474
29 0.001527546809 0.000000000000
30 0.001595437789 0.096267674468
31 0.001663328770 0.053024242143
32 0.001697274196 0.105533966448
33 0.001731219750 0.104246935424
34 0.001765165177 0.104246935424
35 0.001900947137 0.155829901655
36 0.002002783545 0.155057756684
37 0.002070674525 0.205250907994
38 0.002342238447 0.173745183876
39 0.002444074854 0.172200709827
40 0.002579856814 0.151351250414
41 0.002681693222 0.177606020511
42 0.002851420736 0.184813259232
43 0.003021148250 0.209523765689
44 0.003089039104 0.230115771117
45 0.003156929958 0.224453006447
46 0.003292711918 0.239382185833
47 0.003326657472 0.286872568925
48 0.003360603025 0.255984481880
49 0.003700057800 0.210681996296
50 0.004039512576 0.170089957116
51 0.004378967351 0.206383427174
52 0.005397331930 0.241389879359
53 0.006076241986 0.277734783667
54 0.006415696508 0.328997012756
55 0.006755151537 0.411070923453
56 0.007094606059 0.381898915764
57 0.007434061087 0.347625049728
58 0.007773516115 0.263175173811
59 0.008112970638 0.474707782071
60 0.008452425666 0.437384764563
61 0.008791880188 0.442849549009
62 0.009131335722 0.149549445554
63 0.009470790245 0.190733579148
64 0.010149700301 0.291119642427
65 0.010828609346 0.381467139882
66 0.011168064880 0.354182689733
67 0.011507519402 0.300643500169
68 0.011846973924 0.251222723966
69 0.012186429458 0.265225231197
70 0.012525883981 0.239999926358
71 0.012865338503 0.252354982328
72 0.013204793025 0.237837619729
73 0.013544248559 0.395984434976
74 0.013883703082 0.392123526013
75 0.014223157604 0.627799262560
76 0.014562613138 0.425894435779
77 0.014902067661 0.604272848491
78 0.015241522183 0.502298199111
79 0.015580977717 0.585769469173
80 0.015920432239 0.467953649472
81 0.016259886762 0.319510544471
82 0.016599342296 0.255422649066
83 0.016938796818 0.198103285864
84 0.017278251340 0.252613661740
85 0.017617705863 0.221003783860
86 0.017957160385 0.226034114511
87 0.018296616931 0.167732920899
88 0.018636071453 0.175841072131
89 0.018975525975 0.156911137818
90 0.019314980498 0.190888020416
91 0.019654435020 0.312380876985
92 0.019993889543 0.324324220494
93 0.020333346088 0.418918763837
94 0.020672800611 0.523423387763
95 0.021012255133 0.530244515643
96 0.021351709655 0.715572748597
97 0.021691164178 0.492664093463
98 0.022030618700 0.445173656674
99 0.022370075246 0.112741266536
100 0.023048984290 0.094208406420
101 0.023388438813 0.118146741604
102 0.023727893335 0.258687252291
103 0.024406804403 0.247104249238
104 0.024746258925 0.377606138866
105 0.025425167970 0.257142686186
106 0.025764622492 0.271042216206
107 0.026104077015 0.172972716716
108 0.026443531537 0.152380772658
109 0.026782988083 0.157786247725
110 0.027122442605 0.099871232460
111 0.027461897128 0.114285740586
112 0.028140806172 0.098326881148
113 0.028480260695 0.155469659388
114 0.029159171763 0.105276554104
115 0.029838080807 0.143243156165
116 0.030177535330 0.198841644462
117 0.030516989852 0.239768273660
118 0.031535355442 0.251737395226
119 0.032214264487 0.179150612914
120 0.032893175555 0.211583003052
121 0.033232630077 0.152123513738
122 0.033572084600 0.236138888518
123 0.033911539122 0.229961360533
124 0.034590448167 0.269343607734
125 0.035269357212 0.465379666328
126 0.035608811734 0.445302332161
127 0.035948266256 0.451479860147
128 0.036627179348 0.341827357602
129 0.036966633870 0.393822287908
130 0.037306088392 0.344401511703
131 0.037984997437 0.204118351990
132 0.038324451959 0.147490275696
133 0.039003361004 0.241184010855
134 0.039342815527 0.248133775864
135 0.039682270049 0.333075890306
136 0.040021724571 0.418532676010
137 0.040361183140 0.386872430844
138 0.040700637663 0.412355055972
139 0.041040092185 0.336164623615
140 0.041719001230 0.361132454744
141 0.042058455752 0.338738593609
142 0.042737364797 0.257400129212
143 0.043416273841 0.305791501527
144 0.043755728364 0.240540556712
145 0.044095182886 0.340411850542
146 0.044434637408 0.303346130307
147 0.044774095977 0.286743724673
148 0.045113550500 0.311196700434
149 0.045453005022 0.318918702469
150 0.045792459544 0.372972854796
151 0.046810823112 0.308880219493
152 0.047489732156 0.234748963132
153 0.047829186679 0.307335791470
154 0.048168641201 0.233204443055
155 0.048508095723 0.294980459338
156 0.048847554292 0.305791409472
157 0.049187008815 0.356756751780
158 0.049526463337 0.335135219724
159 0.049865917859 0.219305005089
160 0.050205372382 0.495752972524
161 0.050544826904 0.508880357573
162 0.050884281426 0.576834085948
163 0.052581554038 0.420849387085
164 0.052921008561 0.375289519845
165 0.053599921652 0.315057854874
166 0.053939376174 0.256370602584
167 0.054278830697 0.471042369630
168 0.054618285219 0.538223799611
169 0.055297194264 0.506563646499
170 0.055976103308 0.319691123602
171 0.056315557831 0.323552124619
172 0.057333925444 0.257915015265
173 0.058691743534 0.279536608690
174 0.059031198056 0.291891756715
175 0.060728470668 0.454053983563
176 0.061407379713 0.407721909981
177 0.062425747326 0.403860908964
178 0.062765201849 0.283397456285
179 0.063104656371 0.308107936441
180 0.064462474460 0.467953544268
181 0.064801928983 0.677220112406
182 0.065820296597 0.677220112406
183 0.066499205641 0.734877807383
184 0.066838660164 0.482367991026
185 0.067517569208 0.493178726369
186 0.067857023731 0.157528774014
187 0.068875387298 0.229343503407
188 0.069893750865 0.183011521879
189 0.070912114432 0.263835161593
190 0.071251568954 0.239896918462
191 0.072269940614 0.538996005951
192 0.073967213226 0.524581620563
193 0.074646122271 0.515315236531
194 0.074985576793 0.236293391156
195 0.076343394883 0.284169877418
196 0.077361758450 0.243243248220
197 0.077701212972 0.232432482191
198 0.078380122017 0.150579223795
199 0.079398485584 0.172972992877
200 0.080756311767 0.207721909982
201 0.081095766289 0.236293207047
202 0.081435220811 0.222393677027
203 0.083471947945 0.254054014247
204 0.084150856990 0.248648723288
205 0.084490311513 0.267953728376
206 0.084829766035 0.233976772134
207 0.085169220557 0.244787538161
208 0.085508675080 0.322779795539
209 0.086187584124 0.318146557498
210 0.086527038647 0.268725597186
211 0.087205947691 0.211582726893
212 0.087884856736 0.211582726893
213 0.088224311258 0.168339478674
214 0.088563765781 0.196138814876
215 0.088903220303 0.250193013229
216 0.090261046486 0.302702737534
217 0.092297773620 0.361389989823
218 0.097050136933 0.347490275696
219 0.098407963116 0.621621624110
220 0.098747417638 0.655598396243
221 0.099765781205 0.712741266536
222 0.105875962607 0.484941930335
