source_id,source_url,arxiv_id,source_location,data_status,r_over_a,r_fm,V0_minus_2EB_GeV,V1_minus_2EB_GeV,V2_minus_2EB_GeV,gap01_GeV,gap12_GeV,d_gap01_GeV_d_r_GeV_per_fm,d_gap12_GeV_d_r_GeV_per_fm,uncertainty_status,notes
Bulava2019_string_breaking,https://arxiv.org/abs/1902.04006,1902.04006,"Eq. (4.1)-(4.4), Fig. 2; parameters listed around Eq. (4.3)",MODEL_RECONSTRUCTION_FROM_REPORTED_PARAMETERS_NOT_RAW_DATA,17.5,1.12455,-0.1225017051103863,0.0224106984139087,0.0842765972806668,0.144912403524295,0.061865898866758105,-0.8315784476690649,-0.0924797715354273,parameter_uncertainties_not_propagated,Eigenvalues of the published 3x3 string-breaking Hamiltonian; not digitized measured points.
Bulava2019_string_breaking,https://arxiv.org/abs/1902.04006,1902.04006,"Eq. (4.1)-(4.4), Fig. 2; parameters listed around Eq. (4.3)",MODEL_RECONSTRUCTION_FROM_REPORTED_PARAMETERS_NOT_RAW_DATA,17.75,1.140615,-0.1074710316725359,0.0245002009623563,0.0847365171983527,0.1319712326348922,0.06023631623599641,-0.7720079195618461,-0.11262791520662319,parameter_uncertainties_not_propagated,Eigenvalues of the published 3x3 string-breaking Hamiltonian; not digitized measured points.
Bulava2019_string_breaking,https://arxiv.org/abs/1902.04006,1902.04006,"Eq. (4.1)-(4.4), Fig. 2; parameters listed around Eq. (4.3)",MODEL_RECONSTRUCTION_FROM_REPORTED_PARAMETERS_NOT_RAW_DATA,18.0,1.15668,-0.0930389865655194,0.0270688025032535,0.0853159664544228,0.1201077890687729,0.0582471639511693,-0.6955477098849294,-0.13736254995472175,parameter_uncertainties_not_propagated,Eigenvalues of the published 3x3 string-breaking Hamiltonian; not digitized measured points.
Bulava2019_string_breaking,https://arxiv.org/abs/1902.04006,1902.04006,"Eq. (4.1)-(4.4), Fig. 2; parameters listed around Eq. (4.3)",MODEL_RECONSTRUCTION_FROM_REPORTED_PARAMETERS_NOT_RAW_DATA,18.25,1.172745,-0.0793811828807965,0.0302421018354929,0.0860649593414441,0.1096232847162894,0.0558228575059512,-0.5989629792498699,-0.16611930521963592,parameter_uncertainties_not_propagated,Eigenvalues of the published 3x3 string-breaking Hamiltonian; not digitized measured points.
Bulava2019_string_breaking,https://arxiv.org/abs/1902.04006,1902.04006,"Eq. (4.1)-(4.4), Fig. 2; parameters listed around Eq. (4.3)",MODEL_RECONSTRUCTION_FROM_REPORTED_PARAMETERS_NOT_RAW_DATA,18.5,1.18881,-0.0667099978550957,0.0341531106903789,0.0870628613648413,0.10086310854547459,0.0529097506744624,-0.4813329205239527,-0.19561938708959548,parameter_uncertainties_not_propagated,Eigenvalues of the published 3x3 string-breaking Hamiltonian; not digitized measured points.
Bulava2019_string_breaking,https://arxiv.org/abs/1902.04006,1902.04006,"Eq. (4.1)-(4.4), Fig. 2; parameters listed around Eq. (4.3)",MODEL_RECONSTRUCTION_FROM_REPORTED_PARAMETERS_NOT_RAW_DATA,18.75,1.204875,-0.0552558841514546,0.0389021738284002,0.0884397804271627,0.0941580579798548,0.0495376065987625,-0.347436813784074,-0.21701872830564284,parameter_uncertainties_not_propagated,Eigenvalues of the published 3x3 string-breaking Hamiltonian; not digitized measured points.
Bulava2019_string_breaking,https://arxiv.org/abs/1902.04006,1902.04006,"Eq. (4.1)-(4.4), Fig. 2; parameters listed around Eq. (4.3)",MODEL_RECONSTRUCTION_FROM_REPORTED_PARAMETERS_NOT_RAW_DATA,19.0,1.22094,-0.0452235667876982,0.0444763969308941,0.0904133358648962,0.08969996371859229,0.045936938934002094,-0.2113868158511516,-0.21262763507143823,parameter_uncertainties_not_propagated,Eigenvalues of the published 3x3 string-breaking Hamiltonian; not digitized measured points.
Bulava2019_string_breaking,https://arxiv.org/abs/1902.04006,1902.04006,"Eq. (4.1)-(4.4), Fig. 2; parameters listed around Eq. (4.3)",MODEL_RECONSTRUCTION_FROM_REPORTED_PARAMETERS_NOT_RAW_DATA,19.25,1.237005,-0.0367306726483186,0.0506355269382387,0.0933414076221559,0.08736619958655731,0.042705880683917195,-0.09657289097091448,-0.15621326047056971,parameter_uncertainties_not_propagated,Eigenvalues of the published 3x3 string-breaking Hamiltonian; not digitized measured points.
Bulava2019_string_breaking,https://arxiv.org/abs/1902.04006,1902.04006,"Eq. (4.1)-(4.4), Fig. 2; parameters listed around Eq. (4.3)",MODEL_RECONSTRUCTION_FROM_REPORTED_PARAMETERS_NOT_RAW_DATA,19.5,1.25307,-0.0297618675074722,0.0568352092242246,0.0977530160993073,0.08659707673169681,0.040917806875082695,-0.026196423135957048,-0.025755754377005946,parameter_uncertainties_not_propagated,Eigenvalues of the published 3x3 string-breaking Hamiltonian; not digitized measured points.
Bulava2019_string_breaking,https://arxiv.org/abs/1902.04006,1902.04006,"Eq. (4.1)-(4.4), Fig. 2; parameters listed around Eq. (4.3)",MODEL_RECONSTRUCTION_FROM_REPORTED_PARAMETERS_NOT_RAW_DATA,19.75,1.269135,-0.0241736371993795,0.0623508713118195,0.1042292196076035,0.086524508511199,0.04187834829578399,-0.005587594333346324,0.17032839738816108,parameter_uncertainties_not_propagated,Eigenvalues of the published 3x3 string-breaking Hamiltonian; not digitized measured points.
Bulava2019_string_breaking,https://arxiv.org/abs/1902.04006,1902.04006,"Eq. (4.1)-(4.4), Fig. 2; parameters listed around Eq. (4.3)",MODEL_RECONSTRUCTION_FROM_REPORTED_PARAMETERS_NOT_RAW_DATA,20.0,1.2852,-0.0197463344368899,0.0666712128888765,0.1130616711720408,0.0864175473257664,0.04639045828316431,-0.015844620651652708,0.3857395828906631,parameter_uncertainties_not_propagated,Eigenvalues of the published 3x3 string-breaking Hamiltonian; not digitized measured points.
Bulava2019_string_breaking,https://arxiv.org/abs/1902.04006,1902.04006,"Eq. (4.1)-(4.4), Fig. 2; parameters listed around Eq. (4.3)",MODEL_RECONSTRUCTION_FROM_REPORTED_PARAMETERS_NOT_RAW_DATA,20.25,1.301265,-0.0162454524217909,0.0697699684278705,0.1240421295219315,0.0860154208496614,0.054272161094060994,-0.032044831230043425,0.5716018683665454,parameter_uncertainties_not_propagated,Eigenvalues of the published 3x3 string-breaking Hamiltonian; not digitized measured points.
Bulava2019_string_breaking,https://arxiv.org/abs/1902.04006,1902.04006,"Eq. (4.1)-(4.4), Fig. 2; parameters listed around Eq. (4.3)",MODEL_RECONSTRUCTION_FROM_REPORTED_PARAMETERS_NOT_RAW_DATA,20.5,1.31733,-0.0134617262261589,0.0719262206721862,0.1366822469859676,0.0853879468983451,0.0647560263137814,-0.041919842932838236,0.7094800304371964,parameter_uncertainties_not_propagated,Eigenvalues of the published 3x3 string-breaking Hamiltonian; not digitized measured points.
Bulava2019_string_breaking,https://arxiv.org/abs/1902.04006,1902.04006,"Eq. (4.1)-(4.4), Fig. 2; parameters listed around Eq. (4.3)",MODEL_RECONSTRUCTION_FROM_REPORTED_PARAMETERS_NOT_RAW_DATA,20.75,1.333395,-0.0112259965761627,0.0734425397200666,0.1505102941920749,0.08466853629622931,0.0770677544720083,-0.04483141729758433,0.805521780486488,parameter_uncertainties_not_propagated,Eigenvalues of the published 3x3 string-breaking Hamiltonian; not digitized measured points.
Bulava2019_string_breaking,https://arxiv.org/abs/1902.04006,1902.04006,"Eq. (4.1)-(4.4), Fig. 2; parameters listed around Eq. (4.3)",MODEL_RECONSTRUCTION_FROM_REPORTED_PARAMETERS_NOT_RAW_DATA,21.0,1.34946,-0.0094085116006657,0.074539001859908,0.1651764429807204,0.0839475134605737,0.0906374411208124,-0.04354825412337737,0.8719907676200251,parameter_uncertainties_not_propagated,Eigenvalues of the published 3x3 string-breaking Hamiltonian; not digitized measured points.
Bulava2019_string_breaking,https://arxiv.org/abs/1902.04006,1902.04006,"Eq. (4.1)-(4.4), Fig. 2; parameters listed around Eq. (4.3)",MODEL_RECONSTRUCTION_FROM_REPORTED_PARAMETERS_NOT_RAW_DATA,21.25,1.365525,-0.0079121501580612,0.075357180733184,0.1804419985688237,0.08326933089124519,0.10508481783563971,-0.04036101502747602,0.9188481894813942,parameter_uncertainties_not_propagated,Eigenvalues of the published 3x3 string-breaking Hamiltonian; not digitized measured points.
Bulava2019_string_breaking,https://arxiv.org/abs/1902.04006,1902.04006,"Eq. (4.1)-(4.4), Fig. 2; parameters listed around Eq. (4.3)",MODEL_RECONSTRUCTION_FROM_REPORTED_PARAMETERS_NOT_RAW_DATA,21.5,1.38159,-0.0066647788321337,0.0759859352156072,0.1961459686644568,0.08265071404774091,0.1201600334488496,-0.036565325919312386,0.9527419619546289,parameter_uncertainties_not_propagated,Eigenvalues of the published 3x3 string-breaking Hamiltonian; not digitized measured points.
