struc_perc_id,source_ladder_id,object_name,supernova_type,band,phase_name,stage_index,n_points,time_start_mjd,time_end_mjd,duration_days,time_mid_mjd,mag_start,mag_end,mag_min,mag_max,mag_mean,mag_median,mag_range,mean_slope,median_slope,mean_curvature,median_curvature,transition_marker,boundary_role,support_regime_proxy,struc_perc_role,gap,gap_source,alpha_ready,unns_interpretation,raw_reference
B_SN2011dh_B_rise,B_SN2011dh_B,SN2011dh,IIb,B,rise,1,17,55715.5799,55725.81,10.2301,55720.69495,15.355,13.55,13.55,15.379,14.33723529,14.143,1.829,-0.1591654044,-0.1313343799,-0.4622287823,0.003632132256,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,1.829,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B_peak,B_SN2011dh_B,SN2011dh,IIb,B,peak,2,23,55726.2235,55735.78,9.5565,55731.00175,13.583,13.59,13.32,13.632,13.44617391,13.42,0.312,-0.04138091883,0.001766784452,-0.4431653934,-0.07919182378,peak,maximum_observable_response,ejecta_cooling,transition_state,0.312,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B_early_decline,B_SN2011dh_B,SN2011dh,IIb,B,early_decline,3,36,55736.119,55770.4042,34.2852,55753.2616,13.587,15.701,13.587,15.701,14.88405556,14.99,2.114,-0.4970841081,0.05344797315,-0.9142742032,-0.005594623063,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,2.114,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B_plateau_or_shoulder,B_SN2011dh_B,SN2011dh,IIb,B,plateau_or_shoulder,4,77,55772.17139,55837.01319,64.8418,55804.59229,15.495,16.25,15.12,16.5,15.82219481,15.78,1.38,0.1461431801,0.003852889667,0.2003508183,0.006454921844,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,1.38,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B_break,B_SN2011dh_B,SN2011dh,IIb,B,break,5,3,55855.71,55885,29.29,55870.355,16.77,17.427,16.77,17.43,17.209,17.427,0.66,0.01805387555,0.02697180221,-0.0005203751617,-3.893865976e-05,break,transition_break,ambiguous,transition_state,0.66,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_B_tail_decay,B_SN2011dh_B,SN2011dh,IIb,B,tail_decay,6,2,55952.96,55955.16,2.2,55954.06,18.28,18.45,18.28,18.45,18.365,18.365,0.17,0.04491211408,0.04491211408,0.001844960843,0.001844960843,tail_onset,tail_decay,radioactive_tail,relaxation_state,0.17,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_C_peak,B_SN2011dh_C,SN2011dh,IIb,C,peak,2,16,55772.88,55777.9014,5.0214,55775.3907,14.3,14.4,12.7,14.6,14.225,14.3,1.9,0.3083623897,0,104.7283176,-0.5049470599,peak,maximum_observable_response,ejecta_cooling,transition_state,1.9,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_C_early_decline,B_SN2011dh_C,SN2011dh,IIb,C,early_decline,3,32,55778.8715,55812.95,34.0785,55795.91075,14.4,14.82,14.1,15.3,14.5925,14.54,1.2,-1.86641912,0,24.12775094,0.01618313609,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,1.2,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_C_plateau_or_shoulder,B_SN2011dh_C,SN2011dh,IIb,C,plateau_or_shoulder,4,8,55817.88403,55862.76,44.87597,55840.32201,14.96,15.63,14.5,15.63,15.1675,15.215,1.13,-0.02048057443,0.01542971607,-0.03165016218,-0.0014856652,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,1.13,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_I_rise,B_SN2011dh_I,SN2011dh,IIb,I,rise,1,9,55715.7,55728.81,13.11,55722.255,14.461,12.26,12.26,14.461,13.128,12.56,2.201,0.1040216947,-0.1557788945,0.1976362353,0.003625500232,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,2.201,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_I_peak,B_SN2011dh_I,SN2011dh,IIb,I,peak,2,11,55729.81,55736.78,6.97,55733.295,12.22,12.08,12.06,12.253,12.12481818,12.09,0.193,0.03325233537,-0.01052631579,0.02144061026,0.02433333333,peak,maximum_observable_response,ejecta_cooling,transition_state,0.193,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_I_early_decline,B_SN2011dh_I,SN2011dh,IIb,I,early_decline,3,18,55739.78,55769.68,29.9,55754.73,12.256,13.213,12.25,13.213,12.65811111,12.625,0.963,0.07157177404,0.02535611016,-0.04451401176,0.0004490748118,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,0.963,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_I_plateau_or_shoulder,B_SN2011dh_I,SN2011dh,IIb,I,plateau_or_shoulder,4,39,55776.93517,55853.72,76.78483,55815.32758,13.3,14.97,13.22,14.97,13.88305128,13.979,1.75,-0.001571121738,0.01749392086,-0.1526097346,-0.00249508268,plateau_onset,plateau_or_buffer_regime,recombination_plateau,relaxation_state,1.75,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_I_break,B_SN2011dh_I,SN2011dh,IIb,I,break,5,4,55855.7,55952.96,97.26,55904.33,14.87,16.99,14.87,16.99,15.6535,15.377,2.12,2.498757934,0.02276839388,3.140035552,-0.0002065876027,break,transition_break,ambiguous,transition_state,2.12,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_I1_rise,B_SN2011dh_I1,SN2011dh,IIb,I1,rise,1,1,55730,55730,0,55730,11.72,11.72,11.72,11.72,11.72,11.72,0,,,,,rise_onset,boundary_response_rise,shock_cooling,observable_ladder_state,0,phase_local_magnitude_range,partial,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_I1_peak,B_SN2011dh_I1,SN2011dh,IIb,I1,peak,2,1,55736,55736,0,55736,11.53,11.53,11.53,11.53,11.53,11.53,0,-0.03166666667,-0.03166666667,0.005091575092,0.005091575092,peak,maximum_observable_response,ejecta_cooling,transition_state,0,phase_local_magnitude_range,partial,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2011dh_OSC_raw.json::SN2011dh::photometry
B_SN2011dh_I1_early_decline,B_SN2011dh_I1,SN2011dh,IIb,I1,early_decline,3,5,55743,55771,28,55757,11.54,11.99,11.54,11.99,11.72,11.67,0.45,0.01354761905,0.0125,0.0006647828362,0.0005860805861,decline_onset,post_boundary_relaxation,ejecta_cooling,relaxation_state,0.45,phase_local_magnitude_range,yes,compact object-band-phase observable boundary-response state derived from Phase B light-curve ladder,SN2011dh_OSC_raw.json::SN2011dh::photometry
