ladder,domain,kappa,epsilon,nu_V,vuln_count,inv,rho,Ak
layerA_external_charge_ladder_absolute_charge,unknown,0.010000,0.01000000,7,12,5.9810,0.854429,0.919500
layerA_external_charge_ladder_absolute_charge,unknown,0.011253,0.01125336,7,12,5.9830,0.854714,0.911500
layerA_external_charge_ladder_absolute_charge,unknown,0.012664,0.01266380,7,12,5.9850,0.855000,0.920000
layerA_external_charge_ladder_absolute_charge,unknown,0.014251,0.01425103,7,12,6.0415,0.863071,0.901500
layerA_external_charge_ladder_absolute_charge,unknown,0.016037,0.01603719,7,12,5.9475,0.849643,0.912500
layerA_external_charge_ladder_absolute_charge,unknown,0.018047,0.01804722,7,12,6.0315,0.861643,0.903500
layerA_external_charge_ladder_absolute_charge,unknown,0.020309,0.02030918,7,12,5.9765,0.853786,0.906500
layerA_external_charge_ladder_absolute_charge,unknown,0.022855,0.02285464,7,12,6.0345,0.862071,0.902500
layerA_external_charge_ladder_absolute_charge,unknown,0.025719,0.02571914,7,12,5.9980,0.856857,0.902000
layerA_external_charge_ladder_absolute_charge,unknown,0.028943,0.02894266,7,12,6.0080,0.858286,0.906500
layerA_external_charge_ladder_absolute_charge,unknown,0.032570,0.03257021,7,12,5.9830,0.854714,0.909000
layerA_external_charge_ladder_absolute_charge,unknown,0.036652,0.03665241,7,12,6.0850,0.869286,0.888000
layerA_external_charge_ladder_absolute_charge,unknown,0.041246,0.04124626,7,12,5.9925,0.856071,0.910500
layerA_external_charge_ladder_absolute_charge,unknown,0.046416,0.04641589,7,12,5.9820,0.854571,0.909500
layerA_external_charge_ladder_absolute_charge,unknown,0.052233,0.05223345,7,12,5.9860,0.855143,0.909500
layerA_external_charge_ladder_absolute_charge,unknown,0.058780,0.05878016,7,12,5.9880,0.855429,0.908000
layerA_external_charge_ladder_absolute_charge,unknown,0.066147,0.06614741,7,12,5.9940,0.856286,0.899000
layerA_external_charge_ladder_absolute_charge,unknown,0.074438,0.07443803,7,12,6.0360,0.862286,0.915500
layerA_external_charge_ladder_absolute_charge,unknown,0.083768,0.08376776,7,12,5.9855,0.855071,0.910500
layerA_external_charge_ladder_absolute_charge,unknown,0.094267,0.09426685,7,12,6.0170,0.859571,0.899000
layerA_external_charge_ladder_absolute_charge,unknown,0.106082,0.10608184,7,12,6.0050,0.857857,0.904000
layerA_external_charge_ladder_absolute_charge,unknown,0.119378,0.11937766,7,12,6.0545,0.864929,0.898500
layerA_external_charge_ladder_absolute_charge,unknown,0.134340,0.13433993,7,12,5.9970,0.856714,0.911000
layerA_external_charge_ladder_absolute_charge,unknown,0.151178,0.15117751,7,12,6.0350,0.862143,0.896500
layerA_external_charge_ladder_absolute_charge,unknown,0.170125,0.17012543,7,12,6.0000,0.857143,0.911000
layerA_external_charge_ladder_absolute_charge,unknown,0.191448,0.19144820,7,12,5.9865,0.855214,0.919000
layerA_external_charge_ladder_absolute_charge,unknown,0.215443,0.21544347,7,12,5.9730,0.853286,0.901500
