name,n,verdict,giantRatio,kappa_connect,isolated,isolatedFraction,tailDominance,runStatus
"tcv_lh__B_t_T.csv",84,FULL_PERCOLATION,1.000000,15961.265175,0,0.000000,0.991736,COMPLETE
"tcv_lh__chi_eff_candidate.csv",82,HARD_FRAGMENTATION,0.987805,,1,0.012195,0.312580,COMPLETE
"tcv_lh__delta.csv",84,FULL_PERCOLATION,1.000000,3537.114412,0,0.000000,0.970848,COMPLETE
"tcv_lh__divertor_signal_150_candidate.csv",84,FULL_PERCOLATION,1.000000,108.004197,0,0.000000,0.652012,COMPLETE
"tcv_lh__divertor_signal_candidate.csv",84,FULL_PERCOLATION,1.000000,133.680897,0,0.000000,0.634932,COMPLETE
"tcv_lh__dWmhd_dt_candidate_MW.csv",84,FULL_PERCOLATION,1.000000,5.903928,0,0.000000,0.410604,COMPLETE
"tcv_lh__event_time.csv",79,HARD_FRAGMENTATION,0.962025,,3,0.037975,0.644251,COMPLETE
"tcv_lh__helium_fraction_candidate.csv",84,FULL_PERCOLATION,1.000000,49.779925,0,0.000000,0.874972,COMPLETE
"tcv_lh__hydrogen_fraction_candidate.csv",82,FULL_PERCOLATION,1.000000,4.288165,0,0.000000,0.347006,COMPLETE
"tcv_lh__I_p_MA.csv",84,FULL_PERCOLATION,1.000000,3484.840910,0,0.000000,0.978559,COMPLETE
"tcv_lh__kappa.csv",84,FULL_PERCOLATION,1.000000,3764.351649,0,0.000000,0.969244,COMPLETE
"tcv_lh__minor_radius_m.csv",84,FULL_PERCOLATION,1.000000,6103.484127,0,0.000000,0.977121,COMPLETE
"tcv_lh__n_e_1e20_m3.csv",84,FULL_PERCOLATION,1.000000,158.752889,0,0.000000,0.663068,COMPLETE
"tcv_lh__n_Ryter.csv",84,FULL_PERCOLATION,1.000000,2515.352730,0,0.000000,0.967137,COMPLETE
"tcv_lh__P_LH_candidate_MW.csv",84,FULL_PERCOLATION,1.000000,214.462993,0,0.000000,0.673469,COMPLETE
"tcv_lh__P_loss_candidate_MW.csv",82,HARD_FRAGMENTATION,0.951220,,2,0.024390,0.275048,COMPLETE
"tcv_lh__P_Ryter.csv",84,FULL_PERCOLATION,1.000000,10340.478232,0,0.000000,0.989553,COMPLETE
"tcv_lh__P_total_aux_candidate_MW.csv",82,HARD_FRAGMENTATION,0.987805,,1,0.012195,0.323516,COMPLETE
"tcv_lh__P_total_candidate_MW.csv",84,HARD_FRAGMENTATION,0.988095,,1,0.011905,0.371203,COMPLETE
"tcv_lh__q95.csv",84,FULL_PERCOLATION,1.000000,1953.867690,0,0.000000,0.966277,COMPLETE
"tcv_lh__R_geo_m.csv",84,FULL_PERCOLATION,1.000000,21627.705269,0,0.000000,0.995206,COMPLETE
"tcv_lh__volume_m3.csv",84,FULL_PERCOLATION,1.000000,2234.242042,0,0.000000,0.948882,COMPLETE
"tcv_lh__Wmhd_J.csv",84,FULL_PERCOLATION,1.000000,160.188967,0,0.000000,0.605804,COMPLETE
"tcv_lh__Z_eff.csv",83,FULL_PERCOLATION,1.000000,164.743077,0,0.000000,0.628033,COMPLETE
