node_id,time_idx,time_value,scale_idx,scale_value,object_id,stitch_defect,enstrophy_mean,enstrophy_integral,q_mean,q_max,strain_sq_mean_proxy,cx,cy,cz,physical_volume,equiv_radius
t07_s00_o000210,7,1.014,0,0.0061359405517578125,o000210,0.9156276794201046,2373.073161738636,3.472971159145026,883.7741182563619,7853.1767578125,605.524925225912,3.6402069220132685,4.196368186193465,4.038203300899093,0.0014634909766543178,0.07043153386304542
t05_s00_o000240,5,1.01,0,0.0061359405517578125,o000240,0.9087412640575407,2343.0927052934935,1.5708340618598127,860.0647123771894,5565.70751953125,622.9632805391147,3.742128364469658,4.057752942644589,4.081569356970915,0.0006704105468430671,0.054293863018191765
t06_s01_o000336,6,1.012,1,0.012271881103515625,o000336,0.8521930044395674,1292.6429921025815,0.05494647660866176,499.64876655910325,1044.9615478515625,293.345458984375,3.852161334908527,4.555927038192749,4.40919802499854,4.250707809067e-05,0.021649982410889824
t07_s00_o000359,7,1.014,0,0.0061359405517578125,o000359,0.847751484541333,1654.5773636286438,0.09670546765387428,681.9253480933871,2260.880615234375,290.7266674418695,3.4319949234898384,4.213005570083739,4.303080207274365,5.8447232374671254e-05,0.02407456492149742
t08_s01_o000142,8,1.016,1,0.012271881103515625,o000142,0.7986863744417949,1010.4905815124512,0.029880349257903515,374.44392490386963,731.6051635742188,261.6027317047119,4.082692623138428,3.7014973163604736,3.7413809299468994,2.957014128046609e-05,0.01918322394302533
t00_s00_o000353,0,1.0,0,0.0061359405517578125,o000353,0.7807340238948496,1698.7319885950126,0.10321053835004397,704.4382448377718,2170.636474609375,289.855498919469,3.419016577898323,4.220538394079462,4.318573459472947,6.075739966220767e-05,0.024387663256775632
t06_s01_o000270,6,1.012,1,0.012271881103515625,o000270,0.7538628472235572,743.1401270816201,0.026095025776922097,299.34709247789885,367.2459411621094,144.4459421258224,3.7065836881336414,4.473253312863802,4.174852835504632,3.511454277055348e-05,0.02031418809997746
t08_s00_o000132,8,1.016,0,0.0061359405517578125,o000132,0.7404676174940408,3090.1511152400526,0.24557355108702766,1132.0141099441882,3997.261474609375,826.1228953516761,4.300661209017731,3.6309518370517466,3.737635152284489,7.946975469125261e-05,0.026670905117255866
t06_s00_o000156,6,1.012,0,0.0061359405517578125,o000156,0.7370087977235462,2042.1778278875788,0.05142371930516677,686.9291003865933,1518.92041015625,668.3196271143922,4.097448434304754,3.7116159889676155,3.741169831074706,2.5180823434146904e-05,0.018182786507151674
t06_s00_o000306,6,1.012,0,0.0061359405517578125,o000306,0.7257184337535278,1737.9130188307838,0.07668401326951274,620.9625357582931,1066.664306640625,495.9879473141975,3.493076120995726,4.2254054446495015,4.152994921070119,4.412419519194549e-05,0.021921119484831605
t00_s00_o000409,0,1.0,0,0.0061359405517578125,o000409,0.715473182431452,1468.1403974645277,0.046126438908372334,574.1388089797076,1084.3563232421875,319.8627795051125,3.664952376309563,3.6240310668945312,4.468625236960018,3.141827511049522e-05,0.019574825969568093
t06_s00_o000254,6,1.012,0,0.0061359405517578125,o000254,0.7083778221697038,1349.4203972710504,0.028056481730189743,523.3144019232856,960.053466796875,302.7915934244793,3.5790853023529055,4.115775569279989,4.006692181693183,2.079150558782772e-05,0.017058170200370065
t06_s00_o000150,6,1.012,0,0.0061359405517578125,o000150,0.6990443461963525,1941.7568898178174,0.1875057397331928,838.9899392744001,3622.38916015625,263.7770112690173,3.7662696553189217,4.408047935038662,3.8389174299377005,9.656499261902207e-05,0.028460577013234237
t03_s00_o000338,3,1.006,0,0.0061359405517578125,o000338,0.6715952740222523,1496.2395553588867,0.03594826222112454,606.8592884357159,1113.5654296875,282.52097848745484,3.5631436568040113,3.748165864210862,4.2478320231804485,2.4025739790378697e-05,0.017900399347766452
t03_s00_o000312,3,1.006,0,0.0061359405517578125,o000312,0.6715952740222523,1651.5119208133583,0.05036154835060071,598.6731391675545,1119.61572265625,454.1656424782493,3.6008121100339023,3.7887950160286645,4.184563181617043,3.0494208195480654e-05,0.019381003080777944
t08_s01_o000178,8,1.016,1,0.012271881103515625,o000178,0.6696980875229347,1266.2900416056316,0.22466625259395484,543.1073915163676,1381.1700439453125,180.07525857289647,3.672862927118937,3.560242851575216,3.868318200111389,0.00017742084768279653,0.03485823126378188
t03_s00_o000249,3,1.006,0,0.0061359405517578125,o000249,0.6515726950119123,1310.0551421776247,0.026935374155515758,509.33294403419063,936.8561401367188,291.38925410924344,3.5740041920308316,4.114656392108189,4.011793208925912,2.0560488859074078e-05,0.01699475634292098
t02_s01_o000161,2,1.004,1,0.012271881103515625,o000161,0.6412704089903527,941.0788861443015,0.029567075345560072,388.02996287626377,528.2363891601562,165.01896039177393,3.6290390771978043,4.145901834263521,3.8354954298804786,3.141827511049522e-05,0.019574825969568093
t07_s01_o000039,7,1.014,1,0.012271881103515625,o000039,0.6340014304170942,881.5679213579963,0.027697343481812943,280.0098984662224,338.17529296875,321.54812442555146,4.485183253007777,3.8289985516492058,3.3987608376671288,3.141827511049522e-05,0.019574825969568093
t04_s01_o000042,4,1.008,1,0.012271881103515625,o000042,0.6099865470109874,915.1473541259766,0.01353051827697493,267.40021896362305,293.3529968261719,380.34691619873047,3.7689926624298096,4.054313898086548,3.3962342739105225,1.4785070640233045e-05,0.015225734933649981
