ladder,domain,kappa,epsilon,nu_V,vuln_count,inv,rho,Ak
layerB_fractional_charge_ladder_absolute_charge,unknown,0.010000,0.00333333,6,10,5.0130,0.835500,0.929000
layerB_fractional_charge_ladder_absolute_charge,unknown,0.011253,0.00375112,6,10,5.0455,0.840917,0.921000
layerB_fractional_charge_ladder_absolute_charge,unknown,0.012664,0.00422127,6,10,5.0010,0.833500,0.932000
layerB_fractional_charge_ladder_absolute_charge,unknown,0.014251,0.00475034,6,10,5.0070,0.834500,0.925000
layerB_fractional_charge_ladder_absolute_charge,unknown,0.016037,0.00534573,6,10,5.0280,0.838000,0.917500
layerB_fractional_charge_ladder_absolute_charge,unknown,0.018047,0.00601574,6,10,5.0560,0.842667,0.920000
layerB_fractional_charge_ladder_absolute_charge,unknown,0.020309,0.00676973,6,10,4.9945,0.832417,0.930000
layerB_fractional_charge_ladder_absolute_charge,unknown,0.022855,0.00761821,6,10,5.0360,0.839333,0.912500
layerB_fractional_charge_ladder_absolute_charge,unknown,0.025719,0.00857305,6,10,5.0120,0.835333,0.925500
layerB_fractional_charge_ladder_absolute_charge,unknown,0.028943,0.00964755,6,10,4.9970,0.832833,0.929500
layerB_fractional_charge_ladder_absolute_charge,unknown,0.032570,0.01085674,6,10,4.9750,0.829167,0.926000
layerB_fractional_charge_ladder_absolute_charge,unknown,0.036652,0.01221747,6,10,5.0080,0.834667,0.923000
layerB_fractional_charge_ladder_absolute_charge,unknown,0.041246,0.01374875,6,10,4.9870,0.831167,0.924500
layerB_fractional_charge_ladder_absolute_charge,unknown,0.046416,0.01547196,6,10,4.9955,0.832583,0.932000
layerB_fractional_charge_ladder_absolute_charge,unknown,0.052233,0.01741115,6,10,4.9995,0.833250,0.926000
layerB_fractional_charge_ladder_absolute_charge,unknown,0.058780,0.01959339,6,10,4.9990,0.833167,0.926500
layerB_fractional_charge_ladder_absolute_charge,unknown,0.066147,0.02204914,6,10,5.0195,0.836583,0.925500
layerB_fractional_charge_ladder_absolute_charge,unknown,0.074438,0.02481268,6,10,5.0250,0.837500,0.920500
layerB_fractional_charge_ladder_absolute_charge,unknown,0.083768,0.02792259,6,10,4.9960,0.832667,0.928500
