name,n,verdict,giantRatio,kappa_connect,isolated,isolatedFraction,tailDominance,runStatus
"phase3B_expanded_transition_ladder_category_transition_code.csv",10,FULL_PERCOLATION,1.000000,0.010000,0,0.000000,0.000000,COMPLETE
"phase3B_expanded_transition_ladder_charged_final_count.csv",2,FULL_PERCOLATION,1.000000,0.010000,0,0.000000,0.000000,COMPLETE
"phase3B_expanded_transition_ladder_charged_initial_count.csv",2,FULL_PERCOLATION,1.000000,0.010000,0,0.000000,0.000000,COMPLETE
"phase3B_expanded_transition_ladder_charged_multiplicity_delta.csv",2,FULL_PERCOLATION,1.000000,0.010000,0,0.000000,0.000000,COMPLETE
"phase3B_expanded_transition_ladder_closure_transition_code.csv",13,FULL_PERCOLATION,1.000000,0.010000,0,0.000000,0.000000,COMPLETE
"phase3B_expanded_transition_ladder_composite_count_delta.csv",3,FULL_PERCOLATION,1.000000,0.010000,0,0.000000,0.000000,COMPLETE
"phase3B_expanded_transition_ladder_composite_final_count.csv",3,FULL_PERCOLATION,1.000000,0.010000,0,0.000000,0.000000,COMPLETE
"phase3B_expanded_transition_ladder_composite_initial_count.csv",3,FULL_PERCOLATION,1.000000,0.010000,0,0.000000,0.000000,COMPLETE
"phase3B_expanded_transition_ladder_external_final_count.csv",3,FULL_PERCOLATION,1.000000,0.010000,0,0.000000,0.000000,COMPLETE
"phase3B_expanded_transition_ladder_external_initial_count.csv",3,FULL_PERCOLATION,1.000000,0.010000,0,0.000000,0.000000,COMPLETE
"phase3B_expanded_transition_ladder_externalization_delta.csv",2,FULL_PERCOLATION,1.000000,0.010000,0,0.000000,0.000000,COMPLETE
"phase3B_expanded_transition_ladder_final_multiplicity.csv",2,FULL_PERCOLATION,1.000000,0.749894,0,0.000000,0.000000,COMPLETE
"phase3B_expanded_transition_ladder_final_total_charge.csv",3,FULL_PERCOLATION,1.000000,0.010000,0,0.000000,0.000000,COMPLETE
"phase3B_expanded_transition_ladder_initial_total_charge.csv",3,FULL_PERCOLATION,1.000000,0.010000,0,0.000000,0.000000,COMPLETE
"phase3B_expanded_transition_ladder_layer_transition_code.csv",7,FULL_PERCOLATION,1.000000,0.010000,0,0.000000,0.000000,COMPLETE
"phase3B_expanded_transition_ladder_neutral_final_count.csv",2,FULL_PERCOLATION,1.000000,0.010000,0,0.000000,0.000000,COMPLETE
"phase3B_expanded_transition_ladder_neutral_initial_count.csv",2,FULL_PERCOLATION,1.000000,0.010000,0,0.000000,0.000000,COMPLETE
"phase3B_expanded_transition_ladder_neutral_multiplicity_delta.csv",3,FULL_PERCOLATION,1.000000,0.010000,0,0.000000,0.000000,COMPLETE
"phase3B_expanded_transition_ladder_route_transition_code.csv",13,FULL_PERCOLATION,1.000000,0.010000,0,0.000000,0.000000,COMPLETE
"phase3B_expanded_transition_ladder_transition_class_code.csv",10,FULL_PERCOLATION,1.000000,0.010000,0,0.000000,0.000000,COMPLETE
"phase3B_expanded_transition_ladder_transition_family_code.csv",8,FULL_PERCOLATION,1.000000,0.010000,0,0.000000,0.000000,COMPLETE
