ladder,domain,kappa,epsilon,nu_V,vuln_count,inv,rho,Ak
phase2C_pairwise_ladder_route_class_pair_code,molecular,0.010000,0.01000000,4,7,3.5100,0.877500,0.861500
phase2C_pairwise_ladder_route_class_pair_code,molecular,0.011253,0.01125336,4,7,3.5085,0.877125,0.862500
phase2C_pairwise_ladder_route_class_pair_code,molecular,0.012664,0.01266380,4,7,3.4905,0.872625,0.864000
phase2C_pairwise_ladder_route_class_pair_code,molecular,0.014251,0.01425103,4,7,3.5000,0.875000,0.855000
phase2C_pairwise_ladder_route_class_pair_code,molecular,0.016037,0.01603719,4,7,3.5005,0.875125,0.859000
phase2C_pairwise_ladder_route_class_pair_code,molecular,0.018047,0.01804722,4,7,3.4660,0.866500,0.874000
phase2C_pairwise_ladder_route_class_pair_code,molecular,0.020309,0.02030918,4,7,3.5140,0.878500,0.860500
phase2C_pairwise_ladder_route_class_pair_code,molecular,0.022855,0.02285464,4,7,3.4745,0.868625,0.864500
phase2C_pairwise_ladder_route_class_pair_code,molecular,0.025719,0.02571914,4,7,3.4745,0.868625,0.866000
phase2C_pairwise_ladder_route_class_pair_code,molecular,0.028943,0.02894266,4,7,3.4625,0.865625,0.873000
phase2C_pairwise_ladder_route_class_pair_code,molecular,0.032570,0.03257021,4,7,3.4850,0.871250,0.866000
phase2C_pairwise_ladder_route_class_pair_code,molecular,0.036652,0.03665241,4,7,3.5370,0.884250,0.863000
phase2C_pairwise_ladder_route_class_pair_code,molecular,0.041246,0.04124626,4,7,3.5445,0.886125,0.855500
phase2C_pairwise_ladder_route_class_pair_code,molecular,0.046416,0.04641589,4,7,3.5340,0.883500,0.853500
phase2C_pairwise_ladder_route_class_pair_code,molecular,0.052233,0.05223345,4,7,3.5245,0.881125,0.856500
phase2C_pairwise_ladder_route_class_pair_code,molecular,0.058780,0.05878016,4,7,3.5045,0.876125,0.860000
phase2C_pairwise_ladder_route_class_pair_code,molecular,0.066147,0.06614741,4,7,3.4980,0.874500,0.860000
phase2C_pairwise_ladder_route_class_pair_code,molecular,0.074438,0.07443803,4,7,3.5015,0.875375,0.862000
phase2C_pairwise_ladder_route_class_pair_code,molecular,0.083768,0.08376776,4,7,3.5150,0.878750,0.861500
phase2C_pairwise_ladder_route_class_pair_code,molecular,0.094267,0.09426685,4,7,3.5015,0.875375,0.858500
phase2C_pairwise_ladder_route_class_pair_code,molecular,0.106082,0.10608184,4,7,3.5035,0.875875,0.872500
phase2C_pairwise_ladder_route_class_pair_code,molecular,0.119378,0.11937766,4,7,3.5245,0.881125,0.851500
phase2C_pairwise_ladder_route_class_pair_code,molecular,0.134340,0.13433993,4,7,3.5255,0.881375,0.856500
phase2C_pairwise_ladder_route_class_pair_code,molecular,0.151178,0.15117751,4,7,3.4770,0.869250,0.861000
