ladder,domain,kappa,epsilon,nu_V,vuln_count,inv,rho,Ak
phase2C_pairwise_ladder_baryon_difference,unknown,0.010000,0.01000000,5,8,4.0180,0.803600,0.945000
phase2C_pairwise_ladder_baryon_difference,unknown,0.011253,0.01125336,5,8,3.9995,0.799900,0.946500
phase2C_pairwise_ladder_baryon_difference,unknown,0.012664,0.01266380,5,8,3.9585,0.791700,0.945000
phase2C_pairwise_ladder_baryon_difference,unknown,0.014251,0.01425103,5,8,4.0075,0.801500,0.949500
phase2C_pairwise_ladder_baryon_difference,unknown,0.016037,0.01603719,5,8,3.9905,0.798100,0.948000
phase2C_pairwise_ladder_baryon_difference,unknown,0.018047,0.01804722,5,8,4.0050,0.801000,0.943500
phase2C_pairwise_ladder_baryon_difference,unknown,0.020309,0.02030918,5,8,4.0045,0.800900,0.945500
phase2C_pairwise_ladder_baryon_difference,unknown,0.022855,0.02285464,5,8,3.9880,0.797600,0.946500
phase2C_pairwise_ladder_baryon_difference,unknown,0.025719,0.02571914,5,8,3.9920,0.798400,0.951500
phase2C_pairwise_ladder_baryon_difference,unknown,0.028943,0.02894266,5,8,4.0205,0.804100,0.941000
phase2C_pairwise_ladder_baryon_difference,unknown,0.032570,0.03257021,5,8,3.9475,0.789500,0.947500
phase2C_pairwise_ladder_baryon_difference,unknown,0.036652,0.03665241,5,8,4.0070,0.801400,0.946500
phase2C_pairwise_ladder_baryon_difference,unknown,0.041246,0.04124626,5,8,4.0140,0.802800,0.936000
phase2C_pairwise_ladder_baryon_difference,unknown,0.046416,0.04641589,5,8,4.0390,0.807800,0.941000
phase2C_pairwise_ladder_baryon_difference,unknown,0.052233,0.05223345,5,8,3.9725,0.794500,0.945500
phase2C_pairwise_ladder_baryon_difference,unknown,0.058780,0.05878016,5,8,4.0030,0.800600,0.939000
phase2C_pairwise_ladder_baryon_difference,unknown,0.066147,0.06614741,5,8,3.9895,0.797900,0.942500
phase2C_pairwise_ladder_baryon_difference,unknown,0.074438,0.07443803,5,8,3.9965,0.799300,0.939000
phase2C_pairwise_ladder_baryon_difference,unknown,0.083768,0.08376776,5,8,3.9765,0.795300,0.943000
phase2C_pairwise_ladder_baryon_difference,unknown,0.094267,0.09426685,5,8,3.9810,0.796200,0.942000
phase2C_pairwise_ladder_baryon_difference,unknown,0.106082,0.10608184,5,8,3.9815,0.796300,0.941000
phase2C_pairwise_ladder_baryon_difference,unknown,0.119378,0.11937766,5,8,3.9800,0.796000,0.944000
phase2C_pairwise_ladder_baryon_difference,unknown,0.134340,0.13433993,5,8,3.9690,0.793800,0.942500
phase2C_pairwise_ladder_baryon_difference,unknown,0.151178,0.15117751,5,8,4.0100,0.802000,0.946000
phase2C_pairwise_ladder_baryon_difference,unknown,0.170125,0.17012543,5,8,4.0665,0.813300,0.938000
phase2C_pairwise_ladder_baryon_difference,unknown,0.191448,0.19144820,5,8,4.0100,0.802000,0.936000
phase2C_pairwise_ladder_baryon_difference,unknown,0.215443,0.21544347,5,8,4.0110,0.802200,0.938500
phase2C_pairwise_ladder_baryon_difference,unknown,0.242446,0.24244620,5,8,4.0160,0.803200,0.941000
phase2C_pairwise_ladder_baryon_difference,unknown,0.272833,0.27283334,5,8,3.9940,0.798800,0.938000
phase2C_pairwise_ladder_baryon_difference,unknown,0.307029,0.30702906,5,8,4.0070,0.801400,0.950500
phase2C_pairwise_ladder_baryon_difference,unknown,0.345511,0.34551073,5,8,4.0055,0.801100,0.948500
phase2C_pairwise_ladder_baryon_difference,unknown,0.388816,0.38881552,5,8,4.0125,0.802500,0.943000
phase2C_pairwise_ladder_baryon_difference,unknown,0.437548,0.43754794,5,8,4.0110,0.802200,0.940500
phase2C_pairwise_ladder_baryon_difference,unknown,0.492388,0.49238826,5,8,3.9725,0.794500,0.945500
phase2C_pairwise_ladder_baryon_difference,unknown,0.554102,0.55410203,5,9,4.0265,0.805300,0.932500
phase2C_pairwise_ladder_baryon_difference,unknown,0.623551,0.62355073,5,9,4.0195,0.803900,0.943500
phase2C_pairwise_ladder_baryon_difference,unknown,0.701704,0.70170383,5,9,4.0305,0.806100,0.936500
phase2C_pairwise_ladder_baryon_difference,unknown,0.789652,0.78965229,5,9,4.0585,0.811700,0.938500
phase2C_pairwise_ladder_baryon_difference,unknown,0.888624,0.88862382,5,9,4.0845,0.816900,0.939500
phase2C_pairwise_ladder_baryon_difference,unknown,1.000000,1.00000000,5,9,4.1210,0.824200,0.934500
phase2C_pairwise_ladder_boson_difference,unknown,0.010000,0.01000000,5,8,4.0285,0.805700,0.938000
phase2C_pairwise_ladder_boson_difference,unknown,0.011253,0.01125336,5,8,3.9980,0.799600,0.941000
phase2C_pairwise_ladder_boson_difference,unknown,0.012664,0.01266380,5,8,3.9930,0.798600,0.946500
phase2C_pairwise_ladder_boson_difference,unknown,0.014251,0.01425103,5,8,4.0280,0.805600,0.937500
phase2C_pairwise_ladder_boson_difference,unknown,0.016037,0.01603719,5,8,3.9885,0.797700,0.946500
phase2C_pairwise_ladder_boson_difference,unknown,0.018047,0.01804722,5,8,4.0040,0.800800,0.931500
phase2C_pairwise_ladder_boson_difference,unknown,0.020309,0.02030918,5,8,4.0305,0.806100,0.941500
phase2C_pairwise_ladder_boson_difference,unknown,0.022855,0.02285464,5,8,4.0260,0.805200,0.941500
phase2C_pairwise_ladder_boson_difference,unknown,0.025719,0.02571914,5,8,3.9745,0.794900,0.940000
phase2C_pairwise_ladder_boson_difference,unknown,0.028943,0.02894266,5,8,4.0230,0.804600,0.942500
phase2C_pairwise_ladder_boson_difference,unknown,0.032570,0.03257021,5,8,3.9900,0.798000,0.941000
phase2C_pairwise_ladder_boson_difference,unknown,0.036652,0.03665241,5,8,4.0170,0.803400,0.939000
phase2C_pairwise_ladder_boson_difference,unknown,0.041246,0.04124626,5,8,4.0500,0.810000,0.928500
phase2C_pairwise_ladder_boson_difference,unknown,0.046416,0.04641589,5,8,4.0055,0.801100,0.941000
phase2C_pairwise_ladder_boson_difference,unknown,0.052233,0.05223345,5,8,4.0290,0.805800,0.938000
phase2C_pairwise_ladder_boson_difference,unknown,0.058780,0.05878016,5,8,4.0090,0.801800,0.941000
phase2C_pairwise_ladder_boson_difference,unknown,0.066147,0.06614741,5,8,4.0070,0.801400,0.941500
phase2C_pairwise_ladder_boson_difference,unknown,0.074438,0.07443803,5,8,4.0255,0.805100,0.935000
phase2C_pairwise_ladder_boson_difference,unknown,0.083768,0.08376776,5,8,4.0260,0.805200,0.939000
phase2C_pairwise_ladder_boson_difference,unknown,0.094267,0.09426685,5,8,4.0035,0.800700,0.942000
phase2C_pairwise_ladder_boson_difference,unknown,0.106082,0.10608184,5,8,4.0020,0.800400,0.945500
phase2C_pairwise_ladder_boson_difference,unknown,0.119378,0.11937766,5,8,3.9760,0.795200,0.941000
