ladder,domain,kappa,epsilon,nu_V,vuln_count,inv,rho,Ak
phase2C_pairwise_ladder_layer_difference,unknown,0.010000,0.01000000,5,8,4.0370,0.807400,0.940500
phase2C_pairwise_ladder_layer_difference,unknown,0.011253,0.01125336,5,8,4.0120,0.802400,0.949000
phase2C_pairwise_ladder_layer_difference,unknown,0.012664,0.01266380,5,8,3.9995,0.799900,0.943000
phase2C_pairwise_ladder_layer_difference,unknown,0.014251,0.01425103,5,8,3.9890,0.797800,0.944500
phase2C_pairwise_ladder_layer_difference,unknown,0.016037,0.01603719,5,8,4.0060,0.801200,0.932000
phase2C_pairwise_ladder_layer_difference,unknown,0.018047,0.01804722,5,8,4.0180,0.803600,0.939000
phase2C_pairwise_ladder_layer_difference,unknown,0.020309,0.02030918,5,8,4.0020,0.800400,0.937500
phase2C_pairwise_ladder_layer_difference,unknown,0.022855,0.02285464,5,8,3.9665,0.793300,0.944000
phase2C_pairwise_ladder_layer_difference,unknown,0.025719,0.02571914,5,8,3.9890,0.797800,0.943500
phase2C_pairwise_ladder_layer_difference,unknown,0.028943,0.02894266,5,8,3.9675,0.793500,0.949000
phase2C_pairwise_ladder_layer_difference,unknown,0.032570,0.03257021,5,8,4.0185,0.803700,0.943000
phase2C_pairwise_ladder_layer_difference,unknown,0.036652,0.03665241,5,8,4.0080,0.801600,0.944500
phase2C_pairwise_ladder_layer_difference,unknown,0.041246,0.04124626,5,8,3.9730,0.794600,0.949000
phase2C_pairwise_ladder_layer_difference,unknown,0.046416,0.04641589,5,8,3.9665,0.793300,0.943000
phase2C_pairwise_ladder_layer_difference,unknown,0.052233,0.05223345,5,8,4.0185,0.803700,0.939000
phase2C_pairwise_ladder_layer_difference,unknown,0.058780,0.05878016,5,8,3.9895,0.797900,0.939000
phase2C_pairwise_ladder_layer_difference,unknown,0.066147,0.06614741,5,8,3.9880,0.797600,0.941500
phase2C_pairwise_ladder_layer_difference,unknown,0.074438,0.07443803,5,8,4.0050,0.801000,0.944000
phase2C_pairwise_ladder_layer_difference,unknown,0.083768,0.08376776,5,8,4.0020,0.800400,0.933000
phase2C_pairwise_ladder_layer_difference,unknown,0.094267,0.09426685,5,8,4.0055,0.801100,0.943000
