object_id,object_name,line_id,line_name,element_group,spectral_phase_role,spectrum_index,alpha,alpha_radius,gap_base,delta_line_flux_base,delta_line_depth_base,delta_equivalent_width_base,delta_velocity_base,delta_width_base,delta_signal_quality_base,line_transition_flag,element_transition_flag,gap_alpha,delta_line_flux_alpha,delta_line_depth_alpha,delta_equivalent_width_alpha,delta_velocity_alpha,delta_width_alpha,delta_signal_quality_alpha,gap_response_norm,flux_response_norm,depth_response_norm,equivalent_width_response_norm,velocity_response_norm,width_response_norm,quality_response_norm,transition_response_norm,structural_response,phase_persistence_score,tail_pressure_proxy,boundary_role,struc_perc_role,alpha_status,instability_flag
C2_SN2012aw,SN2012aw,Fe_II_5169,Fe II 5169,Fe,early_spectral_state,1,0.5,0.5,0.228668832569,0,0,0,0,0,0,1,1,0.114334416285,0,0,0,0,0,0,0.0371607156141,0,0,0,0,0,0,0.5,0.0274321431228,0.663414338317,1.91968588084,early_spectral_state,early_post_boundary_spectral_state,valid,no
C2_SN2012aw,SN2012aw,Fe_II_5169,Fe II 5169,Fe,early_spectral_state,1,0.55,0.45,0.228668832569,0,0,0,0,0,0,1,1,0.125767857913,0,0,0,0,0,0,0.0334446440527,0,0,0,0,0,0,0.45,0.0246889288105,0.671766260804,1.85569635148,early_spectral_state,early_post_boundary_spectral_state,valid,no
C2_SN2012aw,SN2012aw,Fe_II_5169,Fe II 5169,Fe,early_spectral_state,1,0.6,0.4,0.228668832569,0,0,0,0,0,0,1,1,0.137201299541,0,0,0,0,0,0,0.0297285724913,0,0,0,0,0,0,0.4,0.0219457144983,0.68033115417,1.79170682212,early_spectral_state,early_post_boundary_spectral_state,valid,no
C2_SN2012aw,SN2012aw,Fe_II_5169,Fe II 5169,Fe,early_spectral_state,1,0.65,0.35,0.228668832569,0,0,0,0,0,0,1,1,0.14863474117,0,0,0,0,0,0,0.0260125009298,0,0,0,0,0,0,0.35,0.019202500186,0.689117269631,1.72771729276,early_spectral_state,early_post_boundary_spectral_state,valid,no
C2_SN2012aw,SN2012aw,Fe_II_5169,Fe II 5169,Fe,early_spectral_state,1,0.7,0.3,0.228668832569,0,0,0,0,0,0,1,1,0.160068182798,0,0,0,0,0,0,0.0222964293684,0,0,0,0,0,0,0.3,0.0164592858737,0.698133290224,1.6637277634,early_spectral_state,early_post_boundary_spectral_state,valid,no
C2_SN2012aw,SN2012aw,Fe_II_5169,Fe II 5169,Fe,early_spectral_state,1,0.75,0.25,0.228668832569,0,0,0,0,0,0,1,1,0.171501624427,0,0,0,0,0,0,0.018580357807,0,0,0,0,0,0,0.25,0.0137160715614,0.707388359421,1.59973823404,early_spectral_state,early_post_boundary_spectral_state,valid,no
C2_SN2012aw,SN2012aw,Fe_II_5169,Fe II 5169,Fe,early_spectral_state,1,0.8,0.2,0.228668832569,0,0,0,0,0,0,1,1,0.182935066055,0,0,0,0,0,0,0.0148642862456,0,0,0,0,0,0,0.2,0.0109728572491,0.716892112067,1.53574870468,early_spectral_state,early_post_boundary_spectral_state,valid,no
C2_SN2012aw,SN2012aw,Fe_II_5169,Fe II 5169,Fe,early_spectral_state,1,0.85,0.15,0.228668832569,0,0,0,0,0,0,1,1,0.194368507684,0,0,0,0,0,0,0.0111482146842,0,0,0,0,0,0,0.15,0.00822964293684,0.726654707832,1.47175917531,early_spectral_state,early_post_boundary_spectral_state,valid,no
C2_SN2012aw,SN2012aw,Fe_II_5169,Fe II 5169,Fe,early_spectral_state,1,0.9,0.1,0.228668832569,0,0,0,0,0,0,1,1,0.205801949312,0,0,0,0,0,0,0.00743214312281,0,0,0,0,0,0,0.1,0.00548642862456,0.736686867443,1.40776964595,early_spectral_state,early_post_boundary_spectral_state,valid,no
C2_SN2012aw,SN2012aw,Fe_II_5169,Fe II 5169,Fe,early_spectral_state,1,0.95,0.05,0.228668832569,0,0,0,0,0,0,1,1,0.217235390941,0,0,0,0,0,0,0.00371607156141,0,0,0,0,0,0,0.05,0.00274321431228,0.746999911955,1.34378011659,early_spectral_state,early_post_boundary_spectral_state,valid,no
