object_id,object_name,line_id,line_name,element_group,spectral_phase_role,spectrum_index,alpha,alpha_radius,gap_base,delta_line_flux_base,delta_line_depth_base,delta_equivalent_width_base,delta_velocity_base,delta_width_base,delta_signal_quality_base,line_transition_flag,element_transition_flag,gap_alpha,delta_line_flux_alpha,delta_line_depth_alpha,delta_equivalent_width_alpha,delta_velocity_alpha,delta_width_alpha,delta_signal_quality_alpha,gap_response_norm,flux_response_norm,depth_response_norm,equivalent_width_response_norm,velocity_response_norm,width_response_norm,quality_response_norm,transition_response_norm,structural_response,phase_persistence_score,tail_pressure_proxy,boundary_role,struc_perc_role,alpha_status,instability_flag
C1_SN1993J,SN1993J,Fe_II_5169,Fe II 5169,Fe,early_spectral_state,1,0.5,0.5,1.03435047798,0,0,0,0,0,0,1,1,0.51717523899,0,0,0,0,0,0,0.101576417746,0,0,0,0,0,0,0.5,0.0403152835491,0.817717188588,0.730405637424,early_spectral_state,early_post_boundary_spectral_state,valid,no
C1_SN1993J,SN1993J,Fe_II_5169,Fe II 5169,Fe,early_spectral_state,1,0.55,0.45,1.03435047798,0,0,0,0,0,0,1,1,0.568892762889,0,0,0,0,0,0,0.091418775971,0,0,0,0,0,0,0.45,0.0362837551942,0.824539311749,0.706058782843,early_spectral_state,early_post_boundary_spectral_state,valid,no
C1_SN1993J,SN1993J,Fe_II_5169,Fe II 5169,Fe,early_spectral_state,1,0.6,0.4,1.03435047798,0,0,0,0,0,0,1,1,0.620610286788,0,0,0,0,0,0,0.0812611341965,0,0,0,0,0,0,0.4,0.0322522268393,0.831476225015,0.681711928263,early_spectral_state,early_post_boundary_spectral_state,valid,no
C1_SN1993J,SN1993J,Fe_II_5169,Fe II 5169,Fe,early_spectral_state,1,0.65,0.35,1.03435047798,0,0,0,0,0,0,1,1,0.672327810687,0,0,0,0,0,0,0.0711034924219,0,0,0,0,0,0,0.35,0.0282206984844,0.838530850179,0.657365073682,early_spectral_state,early_post_boundary_spectral_state,valid,no
C1_SN1993J,SN1993J,Fe_II_5169,Fe II 5169,Fe,early_spectral_state,1,0.7,0.3,1.03435047798,0,0,0,0,0,0,1,1,0.724045334586,0,0,0,0,0,0,0.0609458506474,0,0,0,0,0,0,0.3,0.0241891701295,0.845706209047,0.633018219101,early_spectral_state,early_post_boundary_spectral_state,valid,no
C1_SN1993J,SN1993J,Fe_II_5169,Fe II 5169,Fe,early_spectral_state,1,0.75,0.25,1.03435047798,0,0,0,0,0,0,1,1,0.775762858485,0,0,0,0,0,0,0.0507882088728,0,0,0,0,0,0,0.25,0.0201576417746,0.853005427744,0.60867136452,early_spectral_state,early_post_boundary_spectral_state,valid,no
C1_SN1993J,SN1993J,Fe_II_5169,Fe II 5169,Fe,early_spectral_state,1,0.8,0.2,1.03435047798,0,0,0,0,0,0,1,1,0.827480382384,0,0,0,0,0,0,0.0406305670982,0,0,0,0,0,0,0.2,0.0161261134196,0.860431741263,0.584324509939,early_spectral_state,early_post_boundary_spectral_state,valid,no
C1_SN1993J,SN1993J,Fe_II_5169,Fe II 5169,Fe,early_spectral_state,1,0.85,0.15,1.03435047798,0,0,0,0,0,0,1,1,0.879197906283,0,0,0,0,0,0,0.0304729253237,0,0,0,0,0,0,0.15,0.0120945850647,0.867988498242,0.559977655359,early_spectral_state,early_post_boundary_spectral_state,valid,no
C1_SN1993J,SN1993J,Fe_II_5169,Fe II 5169,Fe,early_spectral_state,1,0.9,0.1,1.03435047798,0,0,0,0,0,0,1,1,0.930915430182,0,0,0,0,0,0,0.0203152835491,0,0,0,0,0,0,0.1,0.00806305670982,0.875679165998,0.535630800778,early_spectral_state,early_post_boundary_spectral_state,valid,no
C1_SN1993J,SN1993J,Fe_II_5169,Fe II 5169,Fe,early_spectral_state,1,0.95,0.05,1.03435047798,0,0,0,0,0,0,1,1,0.982632954081,0,0,0,0,0,0,0.0101576417746,0,0,0,0,0,0,0.05,0.00403152835491,0.883507335834,0.511283946197,early_spectral_state,early_post_boundary_spectral_state,valid,no
C1_SN1993J,SN1993J,Fe_II_5169,Fe II 5169,Fe,early_spectral_state,1,1,0,1.03435047798,0,0,0,0,0,0,1,1,1.03435047798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.891476728629,0.486937091616,early_spectral_state,early_post_boundary_spectral_state,valid,no
C1_SN1993J,SN1993J,Fe_II_5169,Fe II 5169,Fe,early_spectral_state,1,1.05,0.05,1.03435047798,0,0,0,0,0,0,1,1,1.08606800188,0,0,0,0,0,0,0.0101576417746,0,0,0,0,0,0,0.05,0.00403152835491,0.883507335834,0.511283946197,early_spectral_state,early_post_boundary_spectral_state,valid,no
C1_SN1993J,SN1993J,Fe_II_5169,Fe II 5169,Fe,early_spectral_state,1,1.1,0.1,1.03435047798,0,0,0,0,0,0,1,1,1.13778552578,0,0,0,0,0,0,0.0203152835491,0,0,0,0,0,0,0.1,0.00806305670982,0.875679165998,0.535630800778,early_spectral_state,early_post_boundary_spectral_state,valid,no
C1_SN1993J,SN1993J,Fe_II_5169,Fe II 5169,Fe,early_spectral_state,1,1.15,0.15,1.03435047798,0,0,0,0,0,0,1,1,1.18950304968,0,0,0,0,0,0,0.0304729253237,0,0,0,0,0,0,0.15,0.0120945850647,0.867988498242,0.559977655359,early_spectral_state,early_post_boundary_spectral_state,valid,no
C1_SN1993J,SN1993J,Fe_II_5169,Fe II 5169,Fe,early_spectral_state,1,1.2,0.2,1.03435047798,0,0,0,0,0,0,1,1,1.24122057358,0,0,0,0,0,0,0.0406305670982,0,0,0,0,0,0,0.2,0.0161261134196,0.860431741263,0.584324509939,early_spectral_state,early_post_boundary_spectral_state,valid,no
C1_SN1993J,SN1993J,Fe_II_5169,Fe II 5169,Fe,early_spectral_state,1,1.25,0.25,1.03435047798,0,0,0,0,0,0,1,1,1.29293809747,0,0,0,0,0,0,0.0507882088728,0,0,0,0,0,0,0.25,0.0201576417746,0.853005427744,0.60867136452,early_spectral_state,early_post_boundary_spectral_state,valid,no
C1_SN1993J,SN1993J,Fe_II_5169,Fe II 5169,Fe,early_spectral_state,1,1.3,0.3,1.03435047798,0,0,0,0,0,0,1,1,1.34465562137,0,0,0,0,0,0,0.0609458506474,0,0,0,0,0,0,0.3,0.0241891701295,0.845706209047,0.633018219101,early_spectral_state,early_post_boundary_spectral_state,valid,no
C1_SN1993J,SN1993J,Fe_II_5169,Fe II 5169,Fe,early_spectral_state,1,1.35,0.35,1.03435047798,0,0,0,0,0,0,1,1,1.39637314527,0,0,0,0,0,0,0.0711034924219,0,0,0,0,0,0,0.35,0.0282206984844,0.838530850179,0.657365073682,early_spectral_state,early_post_boundary_spectral_state,valid,no
C1_SN1993J,SN1993J,Fe_II_5169,Fe II 5169,Fe,early_spectral_state,1,1.4,0.4,1.03435047798,0,0,0,0,0,0,1,1,1.44809066917,0,0,0,0,0,0,0.0812611341965,0,0,0,0,0,0,0.4,0.0322522268393,0.831476225015,0.681711928263,early_spectral_state,early_post_boundary_spectral_state,valid,no
C1_SN1993J,SN1993J,Fe_II_5169,Fe II 5169,Fe,early_spectral_state,1,1.45,0.45,1.03435047798,0,0,0,0,0,0,1,1,1.49980819307,0,0,0,0,0,0,0.091418775971,0,0,0,0,0,0,0.45,0.0362837551942,0.824539311749,0.706058782843,early_spectral_state,early_post_boundary_spectral_state,valid,no
C1_SN1993J,SN1993J,Fe_II_5169,Fe II 5169,Fe,early_spectral_state,1,1.5,0.5,1.03435047798,0,0,0,0,0,0,1,1,1.55152571697,0,0,0,0,0,0,0.101576417746,0,0,0,0,0,0,0.5,0.0403152835491,0.817717188588,0.730405637424,early_spectral_state,early_post_boundary_spectral_state,valid,no
C1_SN1993J,SN1993J,H_alpha,H alpha,H,early_spectral_state,1,0.5,0.5,1.72663975495,0,0,0,0,0,0,1,1,0.863319877475,0,0,0,0,0,0,0.16956136704,0,0,0,0,0,0,0.5,0.053912273408,0.808725381643,0.730405637424,early_spectral_state,early_post_boundary_spectral_state,valid,no
C1_SN1993J,SN1993J,H_alpha,H alpha,H,early_spectral_state,1,0.55,0.45,1.72663975495,0,0,0,0,0,0,1,1,0.949651865223,0,0,0,0,0,0,0.152605230336,0,0,0,0,0,0,0.45,0.0485210460672,0.816302713379,0.706058782843,early_spectral_state,early_post_boundary_spectral_state,valid,no
C1_SN1993J,SN1993J,H_alpha,H alpha,H,early_spectral_state,1,0.6,0.4,1.72663975495,0,0,0,0,0,0,1,1,1.03598385297,0,0,0,0,0,0,0.135649093632,0,0,0,0,0,0,0.4,0.0431298187264,0.824023379313,0.681711928263,early_spectral_state,early_post_boundary_spectral_state,valid,no
