index,coordinate,gap,normalized_gap,domain,observable,source
1,0.0,159855.971776,0.5877072184060997,helium,helium_levels_raw,helium_levels_raw
2,159855.971776,6421.465859000018,0.023608388201917883,helium,helium_levels_raw,helium_levels_raw
3,166277.437635,2809.3262753099843,0.010328430727449883,helium,helium_levels_raw,helium_levels_raw
4,169086.76391031,0.07642550001037307,2.8097679134146145e-07,helium,helium_levels_raw,helium_levels_raw
5,169086.84033581,0.9879152000066824,3.632050074617245e-06,helium,helium_levels_raw,helium_levels_raw
6,169087.82825101,2047.0661899900006,0.007525997077531886,helium,helium_levels_raw,helium_levels_raw
7,171134.894441,12101.894653999974,0.04449236875874906,helium,helium_levels_raw,helium_levels_raw
8,183236.789095,1628.0376200000173,0.005985447090155863,helium,helium_levels_raw,helium_levels_raw
9,184864.826715,699.7326115100004,0.0025725526683158897,helium,helium_levels_raw,helium_levels_raw
10,185564.55932651,0.021988189982948825,8.083913180779812e-08,helium,helium_levels_raw,helium_levels_raw
11,185564.5813147,0.27069260002463125,9.951958205634934e-07,helium,helium_levels_raw,helium_levels_raw
12,185564.8520073,536.6915774599765,0.0019731356334498846,helium,helium_levels_raw,helium_levels_raw
13,186101.54358476,0.0025105700187850744,9.230059446396277e-09,helium,helium_levels_raw,helium_levels_raw
14,186101.54609533,0.044198079995112494,1.6249333924926092e-07,helium,helium_levels_raw,helium_levels_raw
15,186101.59029341,3.3738016900024377,1.240371307156146e-05,helium,helium_levels_raw,helium_levels_raw
16,186104.9640951,104.39823779999278,0.0003838179910470128,helium,helium_levels_raw,helium_levels_raw
17,186209.3623329,4088.7483210999926,0.01503219977245204,helium,helium_levels_raw,helium_levels_raw
18,190298.110654,642.1130950000079,0.0023607156915813354,helium,helium_levels_raw,helium_levels_raw
19,190940.223749,276.81461190001573,0.001017703272304946,helium,helium_levels_raw,helium_levels_raw
20,191217.0383609,0.00899619999108836,3.307434570161803e-08,helium,helium_levels_raw,helium_levels_raw
21,191217.0473571,0.11032629999681376,4.056123907527301e-07,helium,helium_levels_raw,helium_levels_raw
22,191217.1576834,227.32064573999378,0.000835739715631868,helium,helium_levels_raw,helium_levels_raw
23,191444.47832914,0.001200700004119426,4.414349065107399e-09,helium,helium_levels_raw,helium_levels_raw
24,191444.47952984,0.018519309989642352,6.808586529419268e-08,helium,helium_levels_raw,helium_levels_raw
25,191444.49804915,1.9550902100163512,7.187849263909799e-06,helium,helium_levels_raw,helium_levels_raw
26,191446.45313936,5.418203398003243,1.9919914235428278e-05,helium,helium_levels_raw,helium_levels_raw
27,191451.871342758,0.007139742985600606,2.6249119401567283e-08,helium,helium_levels_raw,helium_levels_raw
28,191451.878482501,0.008618371997727081,3.1685268793528114e-08,helium,helium_levels_raw,helium_levels_raw
29,191451.887100873,0.007753937999950722,2.850719483930201e-08,helium,helium_levels_raw,helium_levels_raw
30,191451.894854811,40.814448689023266,0.00015005348779472766,helium,helium_levels_raw,helium_levels_raw
31,191492.7093035,1854.279434499971,0.006817220504747055,helium,helium_levels_raw,helium_levels_raw
32,193346.988738,316.52075100000366,0.0011636820825104153,helium,helium_levels_raw,helium_levels_raw
33,193663.509489,137.19550100000924,0.0005043964599804349,helium,helium_levels_raw,helium_levels_raw
34,193800.70499,0.0045203999907244,1.661915832806226e-08,helium,helium_levels_raw,helium_levels_raw
35,193800.7095104,0.055446700018364936,2.0384866123896076e-07,helium,helium_levels_raw,helium_levels_raw
36,193800.7649571,116.38372730999254,0.0004278823986690681,helium,helium_levels_raw,helium_levels_raw
37,193917.14868441,0.0006407100008800626,2.3555572446792046e-09,helium,helium_levels_raw,helium_levels_raw
38,193917.14932512,0.00945797999156639,3.477207045084918e-08,helium,helium_levels_raw,helium_levels_raw
39,193917.1587831,1.1285144400026184,4.148960311563607e-06,helium,helium_levels_raw,helium_levels_raw
40,193918.28729754,2.8283607640187256,1.0398410636792727e-05,helium,helium_levels_raw,helium_levels_raw
41,193921.115658304,0.0030783599941059947,1.1317527705025484e-08,helium,helium_levels_raw,helium_levels_raw
42,193921.118736664,0.004410350986290723,1.6214565408789244e-08,helium,helium_levels_raw,helium_levels_raw
43,193921.123147015,0.005128017015522346,1.8853049921430964e-08,helium,helium_levels_raw,helium_levels_raw
44,193921.128275032,0.48406765499385074,1.7796648562835331e-06,helium,helium_levels_raw,helium_levels_raw
45,193921.612342687,0.0027705199900083244,1.0185760211372634e-08,helium,helium_levels_raw,helium_levels_raw
46,193921.615113207,0.0025188820145558566,9.260618329242987e-09,helium,helium_levels_raw,helium_levels_raw
47,193921.617632089,0.001694959995802492,6.2314858392562886e-09,helium,helium_levels_raw,helium_levels_raw
48,193921.619327049,20.840360581001732,7.661916043276349e-05,helium,helium_levels_raw,helium_levels_raw
49,193942.45968763,993.6574033699872,0.003653161168113951,helium,helium_levels_raw,helium_levels_raw
50,194936.117091,178.74900410001283,0.0006571670662368778,helium,helium_levels_raw,helium_levels_raw
51,195114.8660951,77.87427289999323,0.0002863031753082359,helium,helium_levels_raw,helium_levels_raw
