name,n,verdict,giantRatio,kappa_connect,isolated,isolatedFraction,tailDominance,runStatus
"pareto_0a0073205149_canonical.csv",699,FULL_PERCOLATION,1.000000,421808.091898,0,0.000000,0.998421,COMPLETE
"pareto_0ac85f4f253a_canonical.csv",762,FULL_PERCOLATION,1.000000,81875.254147,0,0.000000,0.989361,COMPLETE
"pareto_0ade528e15ef_canonical.csv",98,FULL_PERCOLATION,1.000000,5366.483831,0,0.000000,0.977259,COMPLETE
"pareto_0f290205ceda_canonical.csv",105,FULL_PERCOLATION,1.000000,238.958982,0,0.000000,0.840832,COMPLETE
"pareto_2bcddbf7b932_canonical.csv",100,FULL_PERCOLATION,1.000000,10.589378,0,0.000000,0.813039,COMPLETE
"pareto_2d1fa33ca43c_canonical.csv",87,FULL_PERCOLATION,1.000000,262.652002,0,0.000000,0.856451,COMPLETE
"pareto_2e4340c2d342_canonical.csv",509,FULL_PERCOLATION,1.000000,28313.101465,0,0.000000,0.982913,COMPLETE
"pareto_2f73ca1d4b55_canonical.csv",568,FULL_PERCOLATION,1.000000,8498.082092,0,0.000000,0.954451,COMPLETE
"pareto_4c04cfb71f25_canonical.csv",501,FULL_PERCOLATION,1.000000,13420.592624,0,0.000000,0.975101,COMPLETE
"pareto_4ea40cd3fc9d_canonical.csv",888,FULL_PERCOLATION,1.000000,346540.000017,0,0.000000,0.996721,COMPLETE
"pareto_5bc607fed7c8_canonical.csv",960,FULL_PERCOLATION,1.000000,10425.271462,0,0.000000,0.965113,COMPLETE
"pareto_5bdc7ddbc933_canonical.csv",938,FULL_PERCOLATION,1.000000,65425.602545,0,0.000000,0.987274,COMPLETE
"pareto_6f27e78556fa_canonical.csv",859,FULL_PERCOLATION,1.000000,12275.601848,0,0.000000,0.976680,COMPLETE
"pareto_7a5915f2df9a_canonical.csv",416,FULL_PERCOLATION,1.000000,19301.017657,0,0.000000,0.973198,COMPLETE
"pareto_7cdea443c0bb_canonical.csv",996,FULL_PERCOLATION,1.000000,1000000.000000,0,0.000000,0.999256,COMPLETE
"pareto_7eadf0dfb323_canonical.csv",504,FULL_PERCOLATION,1.000000,19659.450445,0,0.000000,0.972753,COMPLETE
"pareto_7f3ecb5cc24e_canonical.csv",992,FULL_PERCOLATION,1.000000,112038.604353,0,0.000000,0.988634,COMPLETE
"pareto_8b9860dc27c7_canonical.csv",246,FULL_PERCOLATION,1.000000,1075.219561,0,0.000000,0.889381,COMPLETE
"pareto_8d748252a0b8_canonical.csv",84,FULL_PERCOLATION,1.000000,1800.560976,0,0.000000,0.963195,COMPLETE
"pareto_8e051d2676ed_canonical.csv",703,FULL_PERCOLATION,1.000000,319954.312610,0,0.000000,0.996776,COMPLETE
"pareto_9ba058002713_canonical.csv",517,FULL_PERCOLATION,1.000000,127391.574627,0,0.000000,0.994246,COMPLETE
"pareto_9dee36fa43f0_canonical.csv",769,FULL_PERCOLATION,1.000000,77543.378286,0,0.000000,0.990876,COMPLETE
"pareto_23a2266c07da_canonical.csv",738,FULL_PERCOLATION,1.000000,61444.059179,0,0.000000,0.989381,COMPLETE
"pareto_24e87ef73e72_canonical.csv",444,FULL_PERCOLATION,1.000000,1000000.000000,0,0.000000,0.999351,COMPLETE
"pareto_27fef576255c_canonical.csv",530,FULL_PERCOLATION,1.000000,150767.673977,0,0.000000,0.996568,COMPLETE
"pareto_031fc405e810_canonical.csv",168,FULL_PERCOLATION,1.000000,1082.927132,0,0.000000,0.940817,COMPLETE
"pareto_36a27578a758_canonical.csv",806,FULL_PERCOLATION,1.000000,292904.511882,0,0.000000,0.996425,COMPLETE
"pareto_40f2f4a67bec_canonical.csv",773,FULL_PERCOLATION,1.000000,45638.226361,0,0.000000,0.990082,COMPLETE
"pareto_63aaaf00aeda_canonical.csv",899,FULL_PERCOLATION,1.000000,24894.317537,0,0.000000,0.979260,COMPLETE
"pareto_64aecc6bf7bf_canonical.csv",172,FULL_PERCOLATION,1.000000,8806.728167,0,0.000000,0.979727,COMPLETE
"pareto_73d5935459dd_canonical.csv",45,FULL_PERCOLATION,1.000000,5.650639,0,0.000000,0.198232,COMPLETE
"pareto_78a497f3b2f7_canonical.csv",414,FULL_PERCOLATION,1.000000,9627.821742,0,0.000000,0.974274,COMPLETE
"pareto_84ab288a03e5_canonical.csv",134,FULL_PERCOLATION,1.000000,1853.574084,0,0.000000,0.952632,COMPLETE
"pareto_092ffea192db_canonical.csv",510,FULL_PERCOLATION,1.000000,10805.916048,0,0.000000,0.972190,COMPLETE
"pareto_92ea0842ecd8_canonical.csv",606,FULL_PERCOLATION,1.000000,5242.026820,0,0.000000,0.932256,COMPLETE
"pareto_355d6e209f86_canonical.csv",114,FULL_PERCOLATION,1.000000,3212.092549,0,0.000000,0.959452,COMPLETE
"pareto_404faf87568a_canonical.csv",689,FULL_PERCOLATION,1.000000,8621.884653,0,0.000000,0.967641,COMPLETE
"pareto_519f2fbc7352_canonical.csv",798,FULL_PERCOLATION,1.000000,35989.203726,0,0.000000,0.984593,COMPLETE
"pareto_562afd39bbdc_canonical.csv",843,FULL_PERCOLATION,1.000000,129080.978603,0,0.000000,0.994221,COMPLETE
"pareto_603edcfced9b_canonical.csv",657,FULL_PERCOLATION,1.000000,26373.985181,0,0.000000,0.985376,COMPLETE
"pareto_612d2bc07410_canonical.csv",336,FULL_PERCOLATION,1.000000,31317.999042,0,0.000000,0.986872,COMPLETE
"pareto_705a21990e06_canonical.csv",906,FULL_PERCOLATION,1.000000,562336.548957,0,0.000000,0.997983,COMPLETE
"pareto_706fca948cd6_canonical.csv",719,FULL_PERCOLATION,1.000000,50609.252572,0,0.000000,0.984779,COMPLETE
"pareto_825a6a2e0eef_canonical.csv",578,FULL_PERCOLATION,1.000000,25900.811546,0,0.000000,0.977117,COMPLETE
"pareto_1118b612fef3_canonical.csv",369,FULL_PERCOLATION,1.000000,92171.123256,0,0.000000,0.994204,COMPLETE
"pareto_1488ee58617a_canonical.csv",610,FULL_PERCOLATION,1.000000,13358.493549,0,0.000000,0.961674,COMPLETE
"pareto_2732d86cc6b3_canonical.csv",450,FULL_PERCOLATION,1.000000,21930.466426,0,0.000000,0.985211,COMPLETE
"pareto_3468a04e4381_canonical.csv",208,FULL_PERCOLATION,1.000000,7932.292433,0,0.000000,0.983569,COMPLETE
"pareto_4382f1c2e487_canonical.csv",569,FULL_PERCOLATION,1.000000,18697.208480,0,0.000000,0.987930,COMPLETE
"pareto_5362cd96c880_canonical.csv",559,FULL_PERCOLATION,1.000000,5255.037292,0,0.000000,0.956639,COMPLETE
"pareto_5397af5a3f3e_canonical.csv",500,FULL_PERCOLATION,1.000000,51150.778571,0,0.000000,0.990836,COMPLETE
"pareto_6530de282c26_canonical.csv",340,FULL_PERCOLATION,1.000000,7320.321903,0,0.000000,0.960897,COMPLETE
"pareto_8097d5ce8e13_canonical.csv",439,FULL_PERCOLATION,1.000000,10865.738961,0,0.000000,0.974353,COMPLETE
"pareto_9366c040ba58_canonical.csv",549,FULL_PERCOLATION,1.000000,63538.510413,0,0.000000,0.991279,COMPLETE
"pareto_9585a2bdd5e6_canonical.csv",189,FULL_PERCOLATION,1.000000,607.022353,0,0.000000,0.875695,COMPLETE
"pareto_12752ac9e672_canonical.csv",348,FULL_PERCOLATION,1.000000,8616.521953,0,0.000000,0.969974,COMPLETE
"pareto_14153fa4eb84_canonical.csv",283,FULL_PERCOLATION,1.000000,5073.589671,0,0.000000,0.956876,COMPLETE
"pareto_23855e9f7d25_canonical.csv",94,FULL_PERCOLATION,1.000000,43456.605377,0,0.000000,0.995673,COMPLETE
"pareto_35165c475338_canonical.csv",856,FULL_PERCOLATION,1.000000,76704.342653,0,0.000000,0.990534,COMPLETE
"pareto_40450d8accae_canonical.csv",796,FULL_PERCOLATION,1.000000,141084.400840,0,0.000000,0.994573,COMPLETE
"pareto_55501c0faa04_canonical.csv",783,FULL_PERCOLATION,1.000000,110209.464802,0,0.000000,0.989723,COMPLETE
"pareto_80325f73b578_canonical.csv",834,FULL_PERCOLATION,1.000000,4577.529084,0,0.000000,0.952460,COMPLETE
"pareto_86175ea83350_canonical.csv",720,FULL_PERCOLATION,1.000000,41794.841079,0,0.000000,0.985735,COMPLETE
"pareto_425594b11a86_canonical.csv",782,FULL_PERCOLATION,1.000000,113111.091434,0,0.000000,0.991824,COMPLETE
"pareto_647485dfc689_canonical.csv",680,FULL_PERCOLATION,1.000000,68441.259152,0,0.000000,0.990730,COMPLETE
"pareto_955050d6de89_canonical.csv",455,FULL_PERCOLATION,1.000000,33344.973572,0,0.000000,0.981432,COMPLETE
"pareto_7213836a1b22_canonical.csv",923,FULL_PERCOLATION,1.000000,32547.532610,0,0.000000,0.974409,COMPLETE
"pareto_a7d47a5f87a9_canonical.csv",856,FULL_PERCOLATION,1.000000,669262.831948,0,0.000000,0.998049,COMPLETE
"pareto_a027ef642ba6_canonical.csv",76,FULL_PERCOLATION,1.000000,2348.899239,0,0.000000,0.964921,COMPLETE
"pareto_a349429cc6a5_canonical.csv",467,FULL_PERCOLATION,1.000000,103826.919575,0,0.000000,0.995166,COMPLETE
"pareto_a1374443746c_canonical.csv",502,FULL_PERCOLATION,1.000000,9477.348516,0,0.000000,0.969338,COMPLETE
"pareto_b96bf8ba1f35_canonical.csv",797,FULL_PERCOLATION,1.000000,192284.707135,0,0.000000,0.993760,COMPLETE
"pareto_bb53bf0889b9_canonical.csv",173,FULL_PERCOLATION,1.000000,4879.953147,0,0.000000,0.976419,COMPLETE
"pareto_c0e5182742fc_canonical.csv",745,FULL_PERCOLATION,1.000000,28415.844184,0,0.000000,0.986779,COMPLETE
"pareto_c39b42061b8b_canonical.csv",633,FULL_PERCOLATION,1.000000,97786.947338,0,0.000000,0.991330,COMPLETE
"pareto_c41a6816edfb_canonical.csv",686,FULL_PERCOLATION,1.000000,574011.110323,0,0.000000,0.998158,COMPLETE
"pareto_c59f8d6f9bef_canonical.csv",476,FULL_PERCOLATION,1.000000,4491.249349,0,0.000000,0.959522,COMPLETE
"pareto_caa663e88926_canonical.csv",940,FULL_PERCOLATION,1.000000,20082.578100,0,0.000000,0.977059,COMPLETE
"pareto_cc7e0c0c7105_canonical.csv",43,FULL_PERCOLATION,1.000000,1497.942039,0,0.000000,0.963038,COMPLETE
"pareto_ce7d41dd4644_canonical.csv",918,FULL_PERCOLATION,1.000000,103554.438202,0,0.000000,0.992372,COMPLETE
"pareto_d0ad6254d940_canonical.csv",353,FULL_PERCOLATION,1.000000,9959.227913,0,0.000000,0.969316,COMPLETE
"pareto_d2c3467e1bb1_canonical.csv",252,FULL_PERCOLATION,1.000000,8643.283627,0,0.000000,0.963843,COMPLETE
"pareto_d56a7a086caf_canonical.csv",372,FULL_PERCOLATION,1.000000,15128.833884,0,0.000000,0.977977,COMPLETE
"pareto_d79d1e192258_canonical.csv",97,FULL_PERCOLATION,1.000000,849.256526,0,0.000000,0.936680,COMPLETE
"pareto_e4cff406661c_canonical.csv",344,FULL_PERCOLATION,1.000000,49155.558335,0,0.000000,0.990075,COMPLETE
"pareto_e45b6d14ee8a_canonical.csv",901,FULL_PERCOLATION,1.000000,162786.512082,0,0.000000,0.994899,COMPLETE
