name,n,verdict,giantRatio,kappa_connect,isolated,isolatedFraction,tailDominance,runStatus
"L_bkg2c14;1_bkg_hit.txt",172,FULL_PERCOLATION,1.000000,10.000000,0,0.000000,0.431937,COMPLETE
"L_bkg2c14;1_bkg_phi.txt",158,FULL_PERCOLATION,1.000000,3.573988,0,0.000000,0.049956,COMPLETE
"L_bkg2c14;1_bkg_theta.txt",158,FULL_PERCOLATION,1.000000,10.000000,0,0.000000,0.339130,COMPLETE
"L_bkg2c14;1_bkgdr_hit.txt",99,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
"L_bkg2c14;1_bkgdr_phi.txt",99,FULL_PERCOLATION,1.000000,0.749894,0,0.000000,0.000000,COMPLETE
"L_bkg2c14;1_bkgdr_theta.txt",99,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
"L_bkg2doubleC14.txt",99756,GIANT_COMPONENT_PERCOLATION,0.998747,,33,0.000331,0.371176,COMPLETE
"L_bkg2fiveC14.txt",99576,GIANT_COMPONENT_PERCOLATION,0.998333,,67,0.000673,0.492806,COMPLETE
"L_bkg2fourC14.txt",99647,GIANT_COMPONENT_PERCOLATION,0.998284,,57,0.000572,0.450684,COMPLETE
"L_bkg2singleC14.txt",99840,GIANT_COMPONENT_PERCOLATION,0.999479,,23,0.000230,0.247762,COMPLETE
"L_bkg2tripleC14.txt",99663,GIANT_COMPONENT_PERCOLATION,0.998445,,51,0.000512,0.438129,COMPLETE
"L_deepL_Graph;1.txt",17,FULL_PERCOLATION,1.000000,6.181228,0,0.000000,0.690177,COMPLETE
"L_deepL_Graph;2.txt",17,HARD_FRAGMENTATION,0.882353,,2,0.117647,0.806881,COMPLETE
"L_deepL_Graph;3.txt",27,FULL_PERCOLATION,1.000000,2.000000,0,0.000000,0.000000,COMPLETE
"L_deepL_Graph;4.txt",25,FULL_PERCOLATION,1.000000,8.508240,0,0.000000,0.563383,COMPLETE
"L_deepL_h_SigSB_significance_0;1.txt",198,FULL_PERCOLATION,1.000000,255.131282,0,0.000000,0.521296,COMPLETE
"L_deepL_h_SigSB_significance_1;1.txt",198,FULL_PERCOLATION,1.000000,257.142193,0,0.000000,0.628873,COMPLETE
"L_deepL_h_SigSB_significance_2;1.txt",198,FULL_PERCOLATION,1.000000,248.451071,0,0.000000,0.703720,COMPLETE
