timestep,DTC_proxy_eps005,thermal_proxy_eps05,polarized_eps005,no_disorder_eps005
0,0.9275992627729449,0.9061824125156068,0.9561896909747207,0.9268884616985655
1,-0.8448166240725601,0.006165307215333246,-0.8496265840112117,-0.8564239520775644
2,0.7705503942673666,-0.007350746041833701,0.8232993514914262,0.771940527255075
3,-0.6911526290993941,-0.015473903702130835,-0.7331189565491258,-0.7125306986925894
4,0.6328876321775871,0.011207279853375727,0.7065634685650206,0.6177315361667097
5,-0.5649948669107336,-0.005607850214450113,-0.6383701751106664,-0.5509911435737944
6,0.528176273954542,-0.005957982308852176,0.594606399013285,0.46624429916080673
7,-0.47181442693660136,-0.009372587160517773,-0.5456123665759438,-0.4177557878326951
8,0.4446623703105408,-0.005884253828410516,0.5148639456744779,0.34788105316590845
9,-0.3947990359575079,-0.007391974248253463,-0.47980271488950965,-0.2947605238500329
10,0.369671754277589,-0.011049605730365505,0.41851149577843516,0.23806464909004016
11,-0.33492736652362765,-0.011027017920768182,-0.3962004388633527,-0.21435333559649034
12,0.3169439481407927,-0.009562016944727745,0.3615629376288046,0.16383872870682625
13,-0.2754271473539503,-0.011558114508117893,-0.34160526292888743,-0.15615859683276267
14,0.2648314455883545,-0.009159429033548293,0.3064284667397212,0.1184159654168118
15,-0.23030807090955868,-0.011527061147876737,-0.2946276740546812,-0.10973592043707245
16,0.22975473517650052,-0.012683377286680696,0.25238249789139156,0.08827495663590207
17,-0.19990811549257814,-0.012081622354392158,-0.24810153149934322,-0.08079741165254331
18,0.19612657743620507,-0.013233640508954985,0.2087114904190234,0.05185394740271333
19,-0.17485368580214286,-0.013180350576396705,-0.20733648972593965,-0.06794403511581518
20,0.17005263077781388,-0.012933113546878622,0.1797017109694711,0.04067337684937867
21,-0.14903293884146893,-0.012836797520305896,-0.18245434041314743,-0.050481447794785105
22,0.1501785964999152,-0.014426622605114653,0.1455432020879367,0.031164122173529967
23,-0.12069964848801885,-0.012861184718642841,-0.15666776247682018,-0.04479149080355439
24,0.12392899140780955,-0.013878508609833947,0.12100912430405356,0.023302280389001232
25,-0.10416877148223616,-0.014282368770963921,-0.1307096932932996,-0.03877232428803517
26,0.10813271991189635,-0.012650526641345207,0.09862438555839553,0.01574600848426487
27,-0.08422289484817731,-0.012762674951533737,-0.10956342153153137,-0.031261754209959976
28,0.09022083335654124,-0.015226973717002884,0.07676929908624866,0.012800482101738453
29,-0.07205592219619766,-0.014248026547424512,-0.0975974994985256,-0.031001798020218286
30,0.07899346666639312,-0.013835877092277403,0.06581592048403986,0.00704039415148528
31,-0.060443333529850894,-0.013988947851191225,-0.087293113536904,-0.0256272803505948
32,0.06879302644857059,-0.012683508905435079,0.05510964899389237,0.0067728504317959674
33,-0.053246271682151576,-0.014761272100976816,-0.07677798233354431,-0.021621535056303338
34,0.05960070226431351,-0.013358113846104396,0.04438127213762256,0.0029117102395710454
35,-0.04655811428133268,-0.013473727487220649,-0.06883942987565604,-0.023117368101354754
36,0.0530350884063202,-0.013579912659336339,0.0363609219264043,0.0006471492386864204
37,-0.03806583297831055,-0.01398460515733939,-0.05834000022150576,-0.01927872745140472
38,0.04301587650715782,-0.015212500116608123,0.029285921296513265,-0.0010069737439615685
39,-0.031191140997403284,-0.015326184514713915,-0.055337061862493944,-0.016946360387169478
40,0.04151157831176789,-0.015012675210049278,0.023477236303223067,-0.0006886844343522139
41,-0.02749986825878487,-0.013781052515760325,-0.04894035082032675,-0.016162850857271177
42,0.03488526310314212,-0.013052675049964404,0.019517148920465587,-0.0034980705322436335
43,-0.021612850793947775,-0.013602105349204257,-0.044889956408409044,-0.015111271628962928
44,0.029576666395817148,-0.012142017308067073,0.011544298192714913,-0.003835482218531532
45,-0.01760298311056798,-0.0150167544417312,-0.0400605702327499,-0.014215526845012056
46,0.028176491340753018,-0.013797104072740726,0.009588596427388359,-0.005506973683000787
47,-0.016183771726087127,-0.013855789334660298,-0.038012105001447104,-0.012475614045877336
48,0.02500035143008031,-0.013165263046526857,0.007659429373840491,-0.004700658001463141
49,-0.01312232468473284,-0.015388640903933137,-0.03562622782268782,-0.013835482477014395
50,0.021798157823484456,-0.014003595980619522,0.002188552765322751,-0.006394649165470088
