null_index,seed,swap_attempts,swap_accepted,mobility_fraction,graph_signature,scale_persistence,time_persistence,stitch_defect,stitch_p90,stitch_max,stitch_n
1,20260906,70560,3177,0.0450255102040816,347c8060e358e4fa956471bcf41268bf9e509e73b2df1668b1234929235d6a97,0.3465320910973085,0.4980568804098215,0.3238348524797301,1.0,1.0000000000000002,3719
2,20260907,70560,3140,0.04450113378684807,e1f0a4164bb3f9dbb1a9e8cccf7f46eb52661ce02a161853b73894d6a14adcdc,0.3462215320910973,0.49799379211143924,0.32464055613009235,1.0,1.0000000000000002,3721
3,20260908,70560,3064,0.04342403628117914,3a361b3630ae5ccd82be67e53769b7dcee97981725af101c12dc8b6a74e2af58,0.34601449275362317,0.4983597042420573,0.32071041547074985,1.0,1.0000000000000002,3734
4,20260909,70560,3106,0.044019274376417235,5227abc62bcf7a8c0bcd2494d578481584291c1a243015878bd6f7f6f84f1eb4,0.34694616977225673,0.497388144446968,0.33040476869958396,1.0,1.0000000000000002,3745
5,20260910,70560,3110,0.04407596371882086,0d5220bd78326998b4a29c39141538613ff493e1cbcd57f7364ee133c856fe44,0.3453416149068323,0.49981073510485274,0.32691208450686543,1.0,1.0000000000000002,3735
6,20260911,70560,3154,0.04469954648526077,2bc3a86fd5a713a93c3c5a2240fd40cf0125265c1ff57d54ece1ffcef69f76d6,0.34627329192546585,0.4981325863678805,0.32596294094468103,1.0,1.0000000000000002,3734
7,20260912,70560,3145,0.04457199546485261,4f4c91d1569b832850e1a7f0908356105a02d8ab6ade8a4c3a38207ae1245ab8,0.34611801242236023,0.4993438816968228,0.32529245847302973,1.0,1.0000000000000002,3732
8,20260913,70560,3146,0.04458616780045351,bb39386e2352b293d609fe128fd8433f73a453a0fa9f26a07ac4a1e876607b8c,0.34580745341614905,0.5006435006435007,0.3246476029532183,1.0,1.0000000000000002,3717
9,20260914,70560,3172,0.0449546485260771,370331c46393e5483550a5480b1cdbf26814e141ebbd6e91d3c47554de99c236,0.34632505175983436,0.49947005829358776,0.32338987410706,1.0,1.0000000000000002,3710
10,20260915,70560,3124,0.04427437641723356,084e7f1677f3b2aea864dba6f59869c81172a9221ed4fb156a4082d9ff5f520a,0.34694616977225673,0.4992807933984405,0.3291959051275092,1.0,1.0000000000000002,3737
11,20260916,70560,3052,0.04325396825396825,593be8f55de9cff7a7d8c46713f6e88cbde5327891836ce18cd52061dce43430,0.3453416149068323,0.49881393999041057,0.3240908293891837,1.0,1.0000000000000002,3743
12,20260917,70560,3119,0.044203514739229025,0779301f50164ca160fcd17e1a12ddad82a6c02de0406e8dc0785407ff4aa522,0.3467391304347826,0.4984732631791454,0.32755154439572276,1.0,1.0000000000000002,3729
13,20260918,70560,3168,0.044897959183673466,98a60110316af6a3c1cb2dc9de58bd90c8fdacfdfa56a7372e209522907d3cfb,0.3464285714285714,0.49992429404194105,0.32595922831051,1.0,1.0000000000000002,3736
14,20260919,70560,3132,0.044387755102040814,c0d731ad16db345bfb0c781675b37012620ababe1ff122a501e3ca6dbd6f7307,0.3465320910973085,0.49733767380826205,0.32464033084201216,1.0,1.0000000000000002,3702
15,20260920,70560,3071,0.04352324263038549,1914da8b43c68344036aa949c1c67d8bc5a5ca7ffca83ab26d682119156023f7,0.34523809523809523,0.4991293814823227,0.3296388164802502,1.0,1.0000000000000002,3722
16,20260921,70560,3093,0.043835034013605445,b06cbbf105f821a179376a8c76c73f991d1f2dcb7654f16bfadb86ced8b2b25d,0.345703933747412,0.4995583819113231,0.3255217899924364,1.0,1.0000000000000002,3709
17,20260922,70560,3136,0.044444444444444446,9a7e0a02eff7cee2c09da269c5768dff3e9abf9674698bdc00d05e33f68f0ec8,0.34648033126294,0.4984101748807631,0.32508512013987406,1.0,1.0000000000000002,3741
18,20260923,70560,3099,0.043920068027210886,3c0d751a790d0873b107b27d8c547f0c6d2ae59754d29acda3e17fe7bbd6c7b4,0.34544513457556936,0.4983218512630278,0.3215563364609631,1.0,1.0000000000000002,3721
19,20260924,70560,3156,0.044727891156462585,05c3ccfb1dc8ba33d8167083c9a6a9bccff78de7dc9830d11609ad0a238bcab3,0.3455486542443064,0.4995583819113231,0.32920413926191955,1.0,1.0000000000000002,3720
20,20260925,70560,3154,0.04469954648526077,f5fb3a862d6575292ea5b1014c8f9332ce3efb78411f4f8da8411dbf3083f767,0.34606625258799173,0.4990032048855579,0.33180752002119546,1.0,1.0000000000000002,3729
21,20260926,70560,3165,0.04485544217687075,a40c7a4e33af7b39817db05fb7f36df889b8af7b1e0d0c3a4ee33336affcc8b6,0.3463768115942029,0.4980947333888511,0.32720625546019083,1.0,1.0000000000000002,3734
22,20260927,70560,3082,0.043679138321995464,95ec09d5cf7263f6c826c5d0e40432529ea8de76f240ae70602a50070ac48ac0,0.3470496894409938,0.49760264466146814,0.32081146854471454,1.0,1.0000000000000002,3727
23,20260928,70560,3132,0.044387755102040814,09c5feaa1f28d105e0b76bcd82df99523957214ee0bc731dcd015c23501f55ba,0.3464285714285714,0.4976531153001742,0.33247990954666834,1.0,1.0000000000000002,3733
24,20260929,70560,3081,0.043664965986394556,d79f887048c37f77e9f2fe4f6e27f399bd42f90586da67378c31bb7ae302453f,0.3468944099378882,0.4985489691372045,0.3249284045500477,1.0,1.0000000000000002,3711
25,20260930,70560,3059,0.0433531746031746,91b045efe53dbaaeaf0b6dcfe6798dd66390578f32f7ff9d7bd4efb6e05fa8d8,0.3459109730848861,0.49712317359376185,0.32524851129959437,1.0,1.0000000000000002,3735
