filename,epsilon,qubit,accepted,reason,bar_ref_13_17,bar_target_13_17,thermal_no_rescale,W0,Wf,fit_a,fit_b,fit_c,fit_rmse,fit_r2
NewFloq_REF_Bro57_Eps001_T50_5IT_14Jul.dat,0.01,0,True,accepted,0.28803780355917585,0.29398957478207877,False,0.15,0.09999999999999999,0.36171985625925424,0.028,0.40689425881892893,0.03192449899671038,0.6908813245601049
NewFloq_REF_Bro57_Eps001_T50_5IT_14Jul.dat,0.01,1,False,fit_denominator_invalid,0.26162297007485014,0.26531401553558637,False,0.15,0.09999999999999999,26.327523991439836,0.001,-25.221171039930322,0.3483338204604964,0.3921166354796014
NewFloq_REF_Bro57_Eps001_T50_5IT_14Jul.dat,0.01,2,True,accepted,0.47653819158796756,0.48936667286562574,False,0.15,0.09999999999999999,0.6289957371599646,0.059000000000000004,0.48038804388359957,0.0074658664967301915,0.990086185405891
NewFloq_REF_Bro57_Eps001_T50_5IT_14Jul.dat,0.01,3,True,accepted,0.4618791144766621,0.46559653249608346,False,0.15,0.09999999999999999,0.6280349645881852,0.067,0.4985576254115289,0.011223939606250998,0.9740687129649714
NewFloq_REF_Bro57_Eps001_T50_5IT_14Jul.dat,0.01,4,True,accepted,0.3019682057315731,0.30433548232550356,False,0.15,0.09999999999999999,0.6053923362215536,0.023,0.22245721987083428,0.15954414123675126,0.18448361482847742
NewFloq_REF_Bro57_Eps001_T50_5IT_14Jul.dat,0.01,5,True,accepted,0.301581282327006,0.3168415296114745,False,0.15,0.09999999999999999,0.4104291119061163,0.065,0.4922303682078027,0.008516166003784093,0.9667307056468736
NewFloq_REF_Bro57_Eps001_T50_5IT_14Jul.dat,0.01,6,True,accepted,0.2615471242632823,0.24571802877219465,False,0.15,0.09999999999999999,5.4987056786864965,0.17500000000000002,0.228847787210941,0.4050416972934307,0.10822119425759391
NewFloq_REF_Bro57_Eps001_T50_5IT_14Jul.dat,0.01,7,True,accepted,0.2928321981338292,0.26752974188456846,False,0.15,0.09999999999999999,0.5849752899016701,0.093,0.5000862126350077,0.006169314559626716,0.9829943843440149
NewFloq_REF_Bro57_Eps001_T50_5IT_14Jul.dat,0.01,8,True,accepted,0.1952062536323727,0.19645986806923316,False,0.15,0.09999999999999999,12.578619782378336,0.001,-11.736472881564653,0.2472502931580164,0.22615757777556067
NewFloq_REF_Bro57_Eps001_T50_5IT_14Jul.dat,0.01,9,True,accepted,0.36615617083026936,0.3649172581319199,False,0.15,0.09999999999999999,0.6252353246393029,0.082,0.49738540706541085,0.008262032361660902,0.9798494910196264
NewFloq_REF_Bro57_Eps001_T50_5IT_14Jul.dat,0.01,10,True,accepted,0.3153358040868919,0.3218737512640078,False,0.15,0.09999999999999999,0.4332952181419832,0.062,0.48682087334139,0.006830892170579901,0.9816412373254382
NewFloq_REF_Bro57_Eps001_T50_5IT_14Jul.dat,0.01,11,True,accepted,0.4031526290117469,0.4239190592864599,False,0.15,0.09999999999999999,0.5526095154738725,0.067,0.49439121774236017,0.01517854245327376,0.9408371148308204
NewFloq_REF_Bro57_Eps001_T50_5IT_14Jul.dat,0.01,12,True,accepted,0.26974554476411733,0.2680023769459354,False,0.15,0.09999999999999999,0.3628892326686483,0.06,0.48777562920848044,0.013015495309909506,0.9147892827153645
NewFloq_REF_Bro57_Eps001_T50_5IT_14Jul.dat,0.01,13,True,accepted,0.43489304021978115,0.42169586677343396,False,0.15,0.09999999999999999,0.6988367706311163,0.079,0.5036216267882879,0.006745865122415809,0.9898997996722702
NewFloq_REF_Bro57_Eps001_T50_5IT_14Jul.dat,0.01,14,True,accepted,0.3718741508470954,0.3658073608489307,False,0.15,0.09999999999999999,0.5260342330267742,0.07,0.5070567625940534,0.02051344575657297,0.8808526180451064
NewFloq_REF_Bro57_Eps001_T50_5IT_14Jul.dat,0.01,15,True,accepted,0.2604356199632925,0.27835251345888157,False,0.15,0.09999999999999999,0.5435508218318561,0.096,0.5000007580945525,0.005879775050429837,0.9806969962309098
NewFloq_REF_Bro57_Eps001_T50_5IT_14Jul.dat,0.01,16,True,accepted,0.3798414990057834,0.3806324060275984,False,0.15,0.09999999999999999,9.442962235673713,0.001,-8.604503325690715,0.15225775532185656,0.30281236095567043
NewFloq_REF_Bro57_Eps001_T50_5IT_14Jul.dat,0.01,17,True,accepted,0.4542656690507675,0.45779731503459536,False,0.15,0.09999999999999999,0.500224449290312,0.05,0.4911487567374682,0.009585038770011463,0.977959986684993
NewFloq_REF_Bro57_Eps001_T50_5IT_14Jul.dat,0.01,18,True,accepted,0.3915260711687557,0.409904619880123,False,0.15,0.09999999999999999,0.6467847154607832,0.082,0.504612839260275,0.014610470929473417,0.9433103948723242
NewFloq_REF_Bro57_Eps001_T50_5IT_14Jul.dat,0.01,19,True,accepted,0.28148834159820824,0.295072009416604,False,0.15,0.09999999999999999,0.4022856594249632,0.07100000000000001,0.5012496117623232,0.006095045654142752,0.979550546849937
NewFloq_REF_Bro57_Eps001_T50_5IT_14Jul.dat,0.01,20,True,accepted,0.18439194667772854,0.20497751540139472,False,0.15,0.09999999999999999,12.431666217614104,0.001,-11.59575417153767,0.24832665737558132,0.2205735357955052
NewFloq_REF_Bro57_Eps001_T50_5IT_14Jul.dat,0.01,21,True,accepted,0.1901265639716829,0.2081720966378105,False,0.15,0.09999999999999999,19.455356993771428,0.001,-18.452445983051494,0.2858773608432027,0.34339259060203176
NewFloq_REF_Bro57_Eps001_T50_5IT_14Jul.dat,0.01,22,True,accepted,0.21854799146524623,0.233470599343802,False,0.15,0.09999999999999999,6.770110025674101,0.001,-6.047333119031544,0.15426367961121865,0.1786349933058976
NewFloq_REF_Bro57_Eps001_T50_5IT_14Jul.dat,0.01,23,False,reference_below_W0,0.035196365262668144,0.043475663309544034,True,0.15,0.09999999999999999,3.4235321777692453,0.124,0.009080017883583175,0.44696703735947935,0.14011847150652745
NewFloq_REF_Bro57_Eps001_T50_5IT_14Jul.dat,0.01,24,False,reference_below_W0,0.14681069486220752,0.10737001384976375,False,0.15,0.09999999999999999,20.658949158260203,0.001,-19.712431642482965,0.35676262748323356,0.2746463389946353
NewFloq_REF_Bro57_Eps001_T50_5IT_14Jul.dat,0.01,25,True,accepted,0.2345270794187933,0.23345798171628304,False,0.15,0.09999999999999999,7.34963956779814,0.001,-6.608193845575924,0.15254346541084748,0.20768646795567347
NewFloq_REF_Bro57_Eps001_T50_5IT_14Jul.dat,0.01,26,True,accepted,0.17611627950866843,0.1780595554717793,False,0.15,0.09999999999999999,9.197482556183392,0.001,-8.438350886652032,0.21121319729817178,0.17635981418863966
NewFloq_REF_Bro57_Eps001_T50_5IT_14Jul.dat,0.01,27,False,reference_below_W0,0.14000141827408247,0.1403528297040074,False,0.15,0.09999999999999999,12.071048921719566,0.001,-11.31064359079869,0.32300413985519194,0.13622064260858624
NewFloq_REF_Bro57_Eps001_T50_5IT_14Jul.dat,0.01,28,False,reference_below_W0,0.027935146718291188,0.03197377331117281,True,0.15,0.09999999999999999,16.80588742586545,0.001,-16.229618894369004,0.47287212172059406,0.12482375933685375
NewFloq_REF_Bro57_Eps001_T50_5IT_14Jul.dat,0.01,29,False,reference_below_W0,0.07588827329559297,0.08615521740173579,True,0.15,0.09999999999999999,13.829697494159321,0.35,0.4462135367722647,0.2249345910449382,0.01837022993358617
NewFloq_REF_Bro57_Eps001_T50_5IT_14Jul.dat,0.01,30,True,accepted,0.4821915109295758,0.4874680753972969,False,0.15,0.09999999999999999,0.5296328440395004,0.05,0.49175218455461583,0.012403215033524114,0.9674333830646127
