ladder,domain,kappa,epsilon,nu_V,vuln_count,inv,rho,Ak
event_time,molecular,0.010000,0.00006000,5,6,2.9830,0.596600,0.995500
event_time,molecular,0.011253,0.00006752,5,6,2.9850,0.597000,0.997000
event_time,molecular,0.012664,0.00007598,5,6,3.0155,0.603100,0.994500
event_time,molecular,0.014251,0.00008551,5,6,2.9905,0.598100,0.996000
event_time,molecular,0.016037,0.00009622,5,6,2.9655,0.593100,0.993500
event_time,molecular,0.018047,0.00010828,5,6,3.0160,0.603200,0.994500
event_time,molecular,0.020309,0.00012186,5,6,2.9600,0.592000,0.995500
event_time,molecular,0.022855,0.00013713,5,6,2.9810,0.596200,0.997500
event_time,molecular,0.025719,0.00015431,5,6,2.9765,0.595300,0.997000
event_time,molecular,0.028943,0.00017366,5,6,3.0325,0.606500,0.995000
event_time,molecular,0.032570,0.00019542,5,6,2.9930,0.598600,0.992500
event_time,molecular,0.036652,0.00021991,5,6,3.0005,0.600100,0.996500
event_time,molecular,0.041246,0.00024748,5,6,2.9955,0.599100,0.992500
event_time,molecular,0.046416,0.00027850,5,6,2.9855,0.597100,0.995000
event_time,molecular,0.052233,0.00031340,5,6,3.0390,0.607800,0.992500
event_time,molecular,0.058780,0.00035268,5,6,2.9795,0.595900,0.993500
event_time,molecular,0.066147,0.00039688,5,6,3.0515,0.610300,0.996000
event_time,molecular,0.074438,0.00044663,5,6,2.9890,0.597800,0.994500
event_time,molecular,0.083768,0.00050261,13,15,2.9830,0.229462,1.000000
event_time,molecular,0.094267,0.00056560,13,15,3.0875,0.237500,1.000000
event_time,molecular,0.106082,0.00063649,13,15,3.2600,0.250769,1.000000
event_time,molecular,0.119378,0.00071627,13,15,3.4395,0.264577,1.000000
event_time,molecular,0.134340,0.00080604,13,15,3.6550,0.281154,1.000000
event_time,molecular,0.151178,0.00090707,13,15,3.9340,0.302615,1.000000
event_time,molecular,0.170125,0.00102075,18,22,4.2055,0.233639,1.000000
event_time,molecular,0.191448,0.00114869,18,22,4.4180,0.245444,1.000000
event_time,molecular,0.215443,0.00129266,18,22,4.8275,0.268194,1.000000
event_time,molecular,0.242446,0.00145468,18,22,5.2915,0.293972,1.000000
event_time,molecular,0.272833,0.00163700,21,31,5.8030,0.276333,1.000000
event_time,molecular,0.307029,0.00184217,21,31,6.3370,0.301762,1.000000
event_time,molecular,0.345511,0.00207306,26,39,6.8215,0.262365,1.000000
event_time,molecular,0.388816,0.00233289,26,39,7.5490,0.290346,1.000000
event_time,molecular,0.437548,0.00262529,29,46,8.3400,0.287586,1.000000
event_time,molecular,0.492388,0.00295433,29,46,9.2020,0.317310,1.000000
event_time,molecular,0.554102,0.00332461,30,51,10.2640,0.342133,1.000000
event_time,molecular,0.623551,0.00374130,34,55,11.2490,0.330853,1.000000
