node_id,time_idx,time_value,scale_idx,scale_value,object_id,size,weight,voxel_count,physical_volume,cx,cy,cz,equiv_radius,q_mean,q_max,enstrophy_mean,enstrophy_integral,enstrophy_max,helicity_mean,helicity_integral,scale_persistence,scale_out_degree,scale_in_degree,scale_branching,scale_merging,scale_entropy,scale_conservation,time_persistence,time_out_degree,time_in_degree,time_branching,time_merging,time_entropy,time_conservation,stitch_defect,scale_out_overlap_src_mean,scale_out_overlap_src_min,scale_out_overlap_src_max,scale_out_overlap_dst_mean,scale_out_overlap_dst_min,scale_out_overlap_dst_max,scale_out_iou_mean,scale_out_iou_min,scale_out_iou_max,scale_out_distance_norm_mean,scale_out_distance_norm_min,scale_out_distance_norm_max,scale_out_feature_similarity_mean,scale_out_feature_similarity_min,scale_out_feature_similarity_max,scale_out_confidence_mean,scale_out_confidence_min,scale_out_confidence_max,scale_out_edge_n,time_out_overlap_src_mean,time_out_overlap_src_min,time_out_overlap_src_max,time_out_overlap_dst_mean,time_out_overlap_dst_min,time_out_overlap_dst_max,time_out_iou_mean,time_out_iou_min,time_out_iou_max,time_out_distance_norm_mean,time_out_distance_norm_min,time_out_distance_norm_max,time_out_feature_similarity_mean,time_out_feature_similarity_min,time_out_feature_similarity_max,time_out_confidence_mean,time_out_confidence_min,time_out_confidence_max,time_out_edge_n,scale_branch_flag,time_branch_flag,scale_merge_flag,time_merge_flag,any_restructure_flag,strain_sq_mean_proxy,dissipation_mean_proxy
t00_s00_o000001,0,0.0,0,0.0061359405517578125,o000001,0.0001039575279391386,0.1718049960066588,450,0.0001039575279391386,0.5481576580471463,0.38311449262830943,0.13782686021592883,0.029169060736950025,745.7323837619358,1976.48681640625,1652.6460316297744,0.1718049960066588,4112.357421875,-56.69224387274848,-0.005893585526333709,0.0,0,0,0,0,,,1.0,1,0,0,0,0.0,2.4829185426541,,,,,,,,,,,,,,,,,,,,,0.84,0.84,0.84,0.12705882352941175,0.12705882352941175,0.12705882352941175,0.12405644896619626,0.12405644896619626,0.12405644896619626,2.282030226851989,2.282030226851989,2.282030226851989,0.9153644159063441,0.9153644159063441,0.9153644159063441,0.84,0.84,0.84,1.0,0,0,0,0,0,161.18126410590276,0.05963706771918402
t00_s00_o000002,0,0.0,0,0.0061359405517578125,o000002,2.1946589231595925e-05,0.027109562305911498,95,2.1946589231595925e-05,0.8815085963199014,0.7903737319143195,0.12091032329358553,0.017368386513613724,488.61670050370066,723.0048828125,1235.2517295435855,0.027109562305911498,1917.7894287109375,-21.994441170441476,-0.000482702965746181,0.0,0,0,0,0,,,0.1111111111111111,1,0,0,0,0.0,1.048923949549965,,,,,,,,,,,,,,,,,,,,,0.8315789473684211,0.8315789473684211,0.8315789473684211,0.79,0.79,0.79,0.6810344827586207,0.6810344827586207,0.6810344827586207,0.07232029447040694,0.07232029447040694,0.07232029447040694,0.9964777520724668,0.9964777520724668,0.9964777520724668,0.8315789473684211,0.8315789473684211,0.8315789473684211,1.0,0,0,0,0,0,258.0183285361842,0.09546678155838814
t00_s00_o000003,0,0.0,0,0.0061359405517578125,o000003,0.00010003024355032669,0.14774195711028815,433,0.00010003024355032669,0.764711076062491,0.3483598766370954,0.22180078872081588,0.028797021610230934,557.1428482020424,1113.263671875,1476.9728820659823,0.14774195711028815,3034.16943359375,8.814162344635221,0.0008816828060259797,0.25,2,0,1,0,0.994351097546162,0.6004634175273543,1.0,1,0,0,0,0.0,0.981567234110771,0.0009997713172990705,0.3394919168591224,0.3094688221709007,0.3695150115473441,0.6798275862068965,0.67,0.6896551724137931,0.2926843786583067,0.2685370741482966,0.31683168316831684,0.5607626009042448,0.5305634267947636,0.5909617750137258,0.5983959202232605,0.5517202248202626,0.6450716156262583,0.3394919168591224,0.3094688221709007,0.3695150115473441,2.0,0.8706697459584296,0.8706697459584296,0.8706697459584296,0.8891509433962265,0.8891509433962265,0.8891509433962265,0.7854166666666667,0.7854166666666667,0.7854166666666667,0.022343671324538305,0.022343671324538305,0.022343671324538305,0.9976033699694141,0.9976033699694141,0.9976033699694141,0.8706697459584296,0.8706697459584296,0.8706697459584296,1.0,1,0,0,0,1,362.6871856618975,0.13419425869490206
t00_s00_o000004,0,0.0,0,0.0061359405517578125,o000004,1.8481338300291306e-05,0.027978711663032115,80,1.8481338300291306e-05,0.3678496360778809,0.821985936164856,0.15477910041809084,0.01640142576114291,540.6589038848876,871.2006225585938,1513.8899147033692,0.027978711663032115,2286.064208984375,8.26110714673996,0.00015267631591385543,0.25,1,0,0,0,0.0,0.6531239921105941,1.0,1,0,0,0,0.0,1.0202951143546188,0.0,0.675,0.675,0.675,0.6136363636363636,0.6136363636363636,0.6136363636363636,0.47368421052631576,0.47368421052631576,0.47368421052631576,0.20568335654413372,0.20568335654413372,0.20568335654413372,0.5937490837369037,0.5937490837369037,0.5937490837369037,0.675,0.675,0.675,1.0,0.75,0.75,0.75,0.7317073170731707,0.7317073170731707,0.7317073170731707,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.14183423165447678,0.14183423165447678,0.14183423165447678,0.9954098676630427,0.9954098676630427,0.9954098676630427,0.75,0.75,0.75,1.0,0,0,0,0,0,432.5721069335939,0.16005167956542973
t00_s00_o000005,0,0.0,0,0.0061359405517578125,o000005,5.636808181588848e-05,0.08116442640951389,244,5.636808181588848e-05,0.46683442788045915,0.8295087501650951,0.20472414767155883,0.02378564223606492,571.6792555011687,1426.215087890625,1439.90045065958,0.08116442640951389,3174.143310546875,-28.864123391323403,-0.001627015268866018,0.5,1,0,0,0,0.0,0.8703855534673288,1.0,1,0,0,0,0.0,1.036881096896599,0.0,0.7581967213114754,0.7581967213114754,0.7581967213114754,0.578125,0.578125,0.578125,0.48812664907651715,0.48812664907651715,0.48812664907651715,0.42099888552659465,0.42099888552659465,0.42099888552659465,0.6636689845188382,0.6636689845188382,0.6636689845188382,0.7581967213114754,0.7581967213114754,0.7581967213114754,1.0,0.7827868852459017,0.7827868852459017,0.7827868852459017,0.7519685039370079,0.7519685039370079,0.7519685039370079,0.6221498371335505,0.6221498371335505,0.6221498371335505,0.09074090562338562,0.09074090562338562,0.09074090562338562,0.9960590064675989,0.9960590064675989,0.9960590064675989,0.7827868852459017,0.7827868852459017,0.7827868852459017,1.0,0,0,0,0,0,296.54193965724266,0.10972051767317978
t00_s00_o000006,0,0.0,0,0.0061359405517578125,o000006,7.71595874037162e-05,0.14104291914834025,334,7.71595874037162e-05,1.0466003989031216,0.8108075935683564,0.1570543586137052,0.026409920616017,628.4223615452202,1492.5799560546875,1827.9377053997473,0.14104291914834025,4384.96875,-1.769888002715425,-0.00013656382804030952,0.25,1,0,0,0,0.0,0.8137207062118845,1.0,1,0,0,0,0.0,1.0199215843263287,0.0,0.8083832335329342,0.8083832335329342,0.8083832335329342,0.5625,0.5625,0.5625,0.4963235294117647,0.4963235294117647,0.4963235294117647,0.03123297817012762,0.03123297817012762,0.03123297817012762,0.5662139914057696,0.5662139914057696,0.5662139914057696,0.8083832335329342,0.8083832335329342,0.8083832335329342,1.0,0.8802395209580839,0.8802395209580839,0.8802395209580839,0.8472622478386167,0.8472622478386167,0.8472622478386167,0.7596899224806202,0.7596899224806202,0.7596899224806202,0.043211738577301394,0.043211738577301394,0.043211738577301394,0.9817112656051695,0.9817112656051695,0.9817112656051695,0.8802395209580839,0.8802395209580839,0.8802395209580839,1.0,0,0,0,0,0,571.092982309307,0.2113044034544436
t00_s00_o000007,0,0.0,0,0.0061359405517578125,o000007,1.6171171012754892e-05,0.025449680784851218,70,1.6171171012754892e-05,1.3346547263009207,1.0752797535487584,0.16479383196149555,0.015687399390208318,468.2134011404855,675.9605712890625,1573.7685764857702,0.025449680784851218,2277.309326171875,-34.097132396698,-0.0005513905590315484,0.0,0,0,0,0,,,1.0,1,0,0,0,0.0,1.0166790756399313,,,,,,,,,,,,,,,,,,,,,0.7285714285714285,0.7285714285714285,0.7285714285714285,0.7285714285714285,0.7285714285714285,0.7285714285714285,0.5730337078651685,0.5730337078651685,0.5730337078651685,0.07460138991942701,0.07460138991942701,0.07460138991942701,0.9835945520670494,0.9835945520670494,0.9835945520670494,0.7285714285714285,0.7285714285714285,0.7285714285714285,1.0,0,0,0,0,0,637.3417742047992,0.2358164564557757
t00_s00_o000008,0,0.0,0,0.0061359405517578125,o000008,0.0001453095223860404,0.1612898804899144,629,0.0001453095223860404,0.19629156722173402,1.256248471088743,0.19568675273173564,0.03261383141898074,496.35350868698146,730.7290649414062,1109.9746103453522,0.1612898804899144,1916.803466796875,22.902848774374764,0.0033280020166841073,0.25,1,0,0,0,0.0,1.4825272529098044,1.0,1,0,0,0,0.0,1.0006998852760218,0.0,0.9793322734499205,0.9793322734499205,0.9793322734499205,0.4873417721518987,0.4873417721518987,0.4873417721518987,0.48238057948316365,0.48238057948316365,0.48238057948316365,0.1577396180607651,0.1577396180607651,0.1577396180607651,0.7377449700002112,0.7377449700002112,0.7377449700002112,0.9793322734499205,0.9793322734499205,0.9793322734499205,1.0,0.9077901430842608,0.9077901430842608,0.9077901430842608,0.9106858054226475,0.9106858054226475,0.9106858054226475,0.8335766423357664,0.8335766423357664,0.8335766423357664,0.041335705715626454,0.041335705715626454,0.041335705715626454,0.9961231778162686,0.9961231778162686,0.9961231778162686,0.9077901430842608,0.9077901430842608,0.9077901430842608,1.0,0,0,0,0,0,117.26759297138926,0.04338900939941403
t00_s00_o000009,0,0.0,0,0.0061359405517578125,o000009,0.002759263808233492,5.733098803673391,11944,0.002759263808233492,0.6985370694433214,0.9526052843861665,0.5337656946367493,0.08700980695201622,759.2990006065496,7043.2001953125,2077.7639262205153,5.733098803673391,14595.697265625,-10.726253183986506,-0.029596562208523223,0.75,2,0,1,0,0.10409723751608868,0.39892342076027665,1.0,1,0,0,0,0.0,0.9856462298431145,0.24901685350792965,0.45093770931011384,0.012307434695244474,0.8895679839249833,0.6016268533772653,0.5470037067545305,0.65625,0.26222479508182667,0.012228599950087347,0.512220990213566,1.9571309440770974,0.08983903319826288,3.824422854955932,0.6499508706273568,0.6008647227303411,0.6990370185243725,0.45093770931011384,0.012307434695244474,0.8895679839249833,2.0,0.895344943067649,0.895344943067649,0.895344943067649,0.5063926508192064,0.5063926508192064,0.5063926508192064,0.4780937052932761,0.4780937052932761,0.4780937052932761,0.8736311660075212,0.8736311660075212,0.8736311660075212,0.9273508605625502,0.9273508605625502,0.9273508605625502,0.895344943067649,0.895344943067649,0.895344943067649,1.0,1,0,0,0,1,559.165925007416,0.20689139225274392
t00_s00_o000010,0,0.0,0,0.0061359405517578125,o000010,3.2111325296756144e-05,0.036769590241184334,139,3.2111325296756144e-05,0.4466876434765274,1.1230978382577141,0.1725567742217359,0.01971771296793591,513.350664317179,864.9705200195312,1145.0661067825426,0.036769590241184334,1933.2889404296875,-40.463011213343776,-0.0012993209155579735,0.5,1,0,0,0,0.0,0.7608874187661991,1.0,1,0,0,0,0.0,0.9674731696556637,0.0,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.5561497326203209,0.5561497326203209,0.5561497326203209,0.06666383322995455,0.06666383322995455,0.06666383322995455,0.6958115211085637,0.6958115211085637,0.6958115211085637,0.7482014388489209,0.7482014388489209,0.7482014388489209,1.0,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7878787878787878,0.7878787878787878,0.7878787878787878,0.6227544910179641,0.6227544910179641,0.6227544910179641,0.10028858493081944,0.10028858493081944,0.10028858493081944,0.9815675695769149,0.9815675695769149,0.9815675695769149,0.7482014388489209,0.7482014388489209,0.7482014388489209,1.0,0,0,0,0,0,118.36477814818454,0.04379496791482828
