index,coordinate,gap,normalized_gap,domain,observable,source
1,0.0,0.10962536382027097,1.0,neutrino,detector_transition,L_TMVA_hSigeff_purity;1
2,0.10962536382027097,0.0168202343819637,0.15343378389640017,neutrino,detector_transition,L_TMVA_hSigeff_purity;1
3,0.12644559820223467,0.0091443813364607,0.08341483227779993,neutrino,detector_transition,L_TMVA_hSigeff_purity;1
4,0.13558997953869537,0.006914032015652605,0.06306963803548282,neutrino,detector_transition,L_TMVA_hSigeff_purity;1
5,0.14250401155434797,0.006648160082647597,0.060644360492587736,neutrino,detector_transition,L_TMVA_hSigeff_purity;1
6,0.14915217163699557,0.005170443669504671,0.047164665998112726,neutrino,detector_transition,L_TMVA_hSigeff_purity;1
7,0.15432261530650024,0.006262573202603705,0.057127046007994044,neutrino,detector_transition,L_TMVA_hSigeff_purity;1
8,0.16058518850910394,0.004839102624837749,0.04414218075272599,neutrino,detector_transition,L_TMVA_hSigeff_purity;1
9,0.1654242911339417,0.004159854979707472,0.037946099650145636,neutrino,detector_transition,L_TMVA_hSigeff_purity;1
10,0.16958414611364916,0.003892307037443893,0.03550553359006651,neutrino,detector_transition,L_TMVA_hSigeff_purity;1
11,0.17347645315109306,0.003593438672161331,0.03277926336511609,neutrino,detector_transition,L_TMVA_hSigeff_purity;1
12,0.1770698918232544,0.002999862036005718,0.027364671198938453,neutrino,detector_transition,L_TMVA_hSigeff_purity;1
13,0.1800697538592601,0.003870069986031427,0.035302687728146064,neutrino,detector_transition,L_TMVA_hSigeff_purity;1
14,0.18393982384529153,0.0033319512990916123,0.030393981675210614,neutrino,detector_transition,L_TMVA_hSigeff_purity;1
15,0.18727177514438315,0.0032945254137735913,0.030052583626312183,neutrino,detector_transition,L_TMVA_hSigeff_purity;1
16,0.19056630055815674,0.0022506110755944053,0.020530021494699405,neutrino,detector_transition,L_TMVA_hSigeff_purity;1
17,0.19281691163375114,0.003314308308771774,0.03023304273092794,neutrino,detector_transition,L_TMVA_hSigeff_purity;1
18,0.19613121994252292,0.0027639038753920486,0.025212266386850264,neutrino,detector_transition,L_TMVA_hSigeff_purity;1
19,0.19889512381791496,0.0018100451061229261,0.016511189044630822,neutrino,detector_transition,L_TMVA_hSigeff_purity;1
20,0.2007051689240379,0.0027199235967236557,0.0248110793153939,neutrino,detector_transition,L_TMVA_hSigeff_purity;1
21,0.20342509252076155,0.001880841532928057,0.017156992391027925,neutrino,detector_transition,L_TMVA_hSigeff_purity;1
22,0.2053059340536896,0.0028283105168989686,0.02579978226148411,neutrino,detector_transition,L_TMVA_hSigeff_purity;1
23,0.20813424457058857,0.0026814950987241737,0.024460535457108648,neutrino,detector_transition,L_TMVA_hSigeff_purity;1
24,0.21081573966931275,0.002842661346175279,0.02593069018987045,neutrino,detector_transition,L_TMVA_hSigeff_purity;1
25,0.21365840101548803,0.002046122981683607,0.018664685893660455,neutrino,detector_transition,L_TMVA_hSigeff_purity;1
