index,coordinate,gap,normalized_gap,domain,observable,source
1,0.0,0.015763289094603037,0.4902061614697771,neutrino,detector_transition,L_deepL_hBkgRejective;1
2,0.015763289094603037,0.010718315014735802,0.33331775045579914,neutrino,detector_transition,L_deepL_hBkgRejective;1
3,0.02648160410933884,0.008196579609796213,0.2548969192651116,neutrino,detector_transition,L_deepL_hBkgRejective;1
4,0.03467818371913505,0.011349688409713225,0.35295217614884755,neutrino,detector_transition,L_deepL_hBkgRejective;1
5,0.04602787212884828,0.008196579609796209,0.2548969192651115,neutrino,detector_transition,L_deepL_hBkgRejective;1
6,0.054224451738644486,0.008196579609796209,0.2548969192651115,neutrino,detector_transition,L_deepL_hBkgRejective;1
7,0.062421031348440695,0.010088444889746417,0.3137300733953531,neutrino,detector_transition,L_deepL_hBkgRejective;1
8,0.07250947623818711,0.0031523571649230003,0.09803188256743496,neutrino,detector_transition,L_deepL_hBkgRejective;1
9,0.07566183340311011,0.0037829789249064077,0.11764293394418229,neutrino,detector_transition,L_deepL_hBkgRejective;1
10,0.07944481232801652,0.0018918652799502084,0.058833154130241594,neutrino,detector_transition,L_deepL_hBkgRejective;1
11,0.08133667760796673,0.005044222444873209,0.15686503669767654,neutrino,detector_transition,L_deepL_hBkgRejective;1
12,0.08638090005283994,0.005044222444873209,0.15686503669767654,neutrino,detector_transition,L_deepL_hBkgRejective;1
13,0.09142512249771315,0.005044222444873209,0.15686503669767654,neutrino,detector_transition,L_deepL_hBkgRejective;1
14,0.09646934494258635,0.0018911136449561994,0.058809779813940706,neutrino,detector_transition,L_deepL_hBkgRejective;1
15,0.09836045858754255,0.0025224870399336158,0.07844420550698893,neutrino,detector_transition,L_deepL_hBkgRejective;1
16,0.10088294562747617,0.0031523571649230003,0.09803188256743496,neutrino,detector_transition,L_deepL_hBkgRejective;1
17,0.10403530279239917,0.002521735404939593,0.07842083119068761,neutrino,detector_transition,L_deepL_hBkgRejective;1
18,0.10655703819733876,0.003153108799917023,0.09805525688373627,neutrino,detector_transition,L_deepL_hBkgRejective;1
19,0.10971014699725579,0.004413600684889801,0.1372539853209292,neutrino,detector_transition,L_deepL_hBkgRejective;1
20,0.11412374768214559,0.002521735404939593,0.07842083119068761,neutrino,detector_transition,L_deepL_hBkgRejective;1
21,0.11664548308708518,0.0025224870399336158,0.07844420550698893,neutrino,detector_transition,L_deepL_hBkgRejective;1
22,0.1191679701270188,0.002521735404939593,0.07842083119068761,neutrino,detector_transition,L_deepL_hBkgRejective;1
23,0.12168970553195839,0.00567484420485663,0.17647608807442433,neutrino,detector_transition,L_deepL_hBkgRejective;1
24,0.12736454973681502,0.003782978924906394,0.11764293394418186,neutrino,detector_transition,L_deepL_hBkgRejective;1
25,0.1311475286617214,0.0031523571649229865,0.09803188256743453,neutrino,detector_transition,L_deepL_hBkgRejective;1
26,0.1342998858266444,0.005674844204856616,0.1764760880744239,neutrino,detector_transition,L_deepL_hBkgRejective;1
27,0.13997473003150102,0.003152357164923014,0.09803188256743539,neutrino,detector_transition,L_deepL_hBkgRejective;1
28,0.14312708719642403,0.0018918652799501945,0.05883315413024116,neutrino,detector_transition,L_deepL_hBkgRejective;1
29,0.14501895247637422,0.0018918652799502222,0.058833154130242024,neutrino,detector_transition,L_deepL_hBkgRejective;1
30,0.14691081775632445,0.0031523571649229865,0.09803188256743453,neutrino,detector_transition,L_deepL_hBkgRejective;1
31,0.15006317492124743,0.003152357164923014,0.09803188256743539,neutrino,detector_transition,L_deepL_hBkgRejective;1
32,0.15321553208617045,0.0018918652799501945,0.05883315413024116,neutrino,detector_transition,L_deepL_hBkgRejective;1
33,0.15510739736612064,0.002521735404939607,0.07842083119068805,neutrino,detector_transition,L_deepL_hBkgRejective;1
34,0.15762913277106025,0.005044222444873209,0.15686503669767654,neutrino,detector_transition,L_deepL_hBkgRejective;1
35,0.16267335521593346,0.0025224870399336297,0.07844420550698936,neutrino,detector_transition,L_deepL_hBkgRejective;1
36,0.1651958422558671,0.003782978924906394,0.11764293394418186,neutrino,detector_transition,L_deepL_hBkgRejective;1
37,0.16897882118077348,0.005044222444873209,0.15686503669767654,neutrino,detector_transition,L_deepL_hBkgRejective;1
38,0.1740230436256467,0.002521735404939607,0.07842083119068805,neutrino,detector_transition,L_deepL_hBkgRejective;1
39,0.1765447790305863,0.005044222444873209,0.15686503669767654,neutrino,detector_transition,L_deepL_hBkgRejective;1
40,0.1815890014754595,0.005044222444873209,0.15686503669767654,neutrino,detector_transition,L_deepL_hBkgRejective;1
41,0.1866332239203327,0.0031523571649229865,0.09803188256743453,neutrino,detector_transition,L_deepL_hBkgRejective;1
42,0.1897855810852557,0.0063054659648400235,0.19608713945117123,neutrino,detector_transition,L_deepL_hBkgRejective;1
43,0.19609104705009572,0.004413600684889801,0.1372539853209292,neutrino,detector_transition,L_deepL_hBkgRejective;1
44,0.20050464773498552,0.005674092569862593,0.17645271375812258,neutrino,detector_transition,L_deepL_hBkgRejective;1
45,0.20617874030484812,0.004414352319883824,0.13727735963723053,neutrino,detector_transition,L_deepL_hBkgRejective;1
46,0.21059309262473194,0.006304714329846001,0.19606376513486992,neutrino,detector_transition,L_deepL_hBkgRejective;1
47,0.21689780695457794,0.006936087724823431,0.21569819082791858,neutrino,detector_transition,L_deepL_hBkgRejective;1
48,0.22383389467940137,0.005043470809879186,0.15684166238137523,neutrino,detector_transition,L_deepL_hBkgRejective;1
49,0.22887736548928056,0.002522487039933602,0.0784442055069885,neutrino,detector_transition,L_deepL_hBkgRejective;1
50,0.23139985252921416,0.0018911136449561994,0.058809779813940706,neutrino,detector_transition,L_deepL_hBkgRejective;1
51,0.23329096617417036,0.004414352319883824,0.13727735963723053,neutrino,detector_transition,L_deepL_hBkgRejective;1
52,0.23770531849405419,0.002521735404939607,0.07842083119068805,neutrino,detector_transition,L_deepL_hBkgRejective;1
53,0.2402270538989938,0.0031523571649229865,0.09803188256743453,neutrino,detector_transition,L_deepL_hBkgRejective;1
54,0.24337941106391678,0.0063054659648400235,0.19608713945117123,neutrino,detector_transition,L_deepL_hBkgRejective;1
55,0.2496848770287568,0.0018911136449561994,0.058809779813940706,neutrino,detector_transition,L_deepL_hBkgRejective;1
56,0.251575990673713,0.0044136006848897735,0.13725398532092833,neutrino,detector_transition,L_deepL_hBkgRejective;1
57,0.2559895913586028,0.006305465964840051,0.1960871394511721,neutrino,detector_transition,L_deepL_hBkgRejective;1
58,0.2622950573234428,0.003152357164923014,0.09803188256743539,neutrino,detector_transition,L_deepL_hBkgRejective;1
59,0.26544741448836584,0.006305465964839996,0.19608713945117037,neutrino,detector_transition,L_deepL_hBkgRejective;1
60,0.27175288045320584,0.0050442224448732365,0.1568650366976774,neutrino,detector_transition,L_deepL_hBkgRejective;1
61,0.2767971028980791,0.003782978924906366,0.117642933944181,neutrino,detector_transition,L_deepL_hBkgRejective;1
62,0.28058008182298544,0.005674844204856644,0.17647608807442475,neutrino,detector_transition,L_deepL_hBkgRejective;1
63,0.2862549260278421,0.0006306217599834074,0.01961105137674734,neutrino,detector_transition,L_deepL_hBkgRejective;1
64,0.2868855477878255,0.003782978924906366,0.117642933944181,neutrino,detector_transition,L_deepL_hBkgRejective;1
65,0.29066852671273186,0.004413600684889829,0.13725398532093008,neutrino,detector_transition,L_deepL_hBkgRejective;1
66,0.2950821273976217,0.0044136006848897735,0.13725398532092833,neutrino,detector_transition,L_deepL_hBkgRejective;1
67,0.29949572808251146,0.005674844204856644,0.17647608807442475,neutrino,detector_transition,L_deepL_hBkgRejective;1
68,0.3051705722873681,0.0037829789249064216,0.11764293394418274,neutrino,detector_transition,L_deepL_hBkgRejective;1
69,0.3089535512122745,0.0031523571649229587,0.09803188256743366,neutrino,detector_transition,L_deepL_hBkgRejective;1
70,0.3121059083771975,0.0037829789249064216,0.11764293394418274,neutrino,detector_transition,L_deepL_hBkgRejective;1
71,0.3158888873021039,0.0025224870399336297,0.07844420550698936,neutrino,detector_transition,L_deepL_hBkgRejective;1
72,0.31841137434203753,0.003782978924906366,0.117642933944181,neutrino,detector_transition,L_deepL_hBkgRejective;1
73,0.3221943532669439,0.0018911136449561994,0.058809779813940706,neutrino,detector_transition,L_deepL_hBkgRejective;1
74,0.3240854669119001,0.0018918652799502222,0.058833154130242024,neutrino,detector_transition,L_deepL_hBkgRejective;1
75,0.3259773321918503,0.0018918652799502222,0.058833154130242024,neutrino,detector_transition,L_deepL_hBkgRejective;1
76,0.32786919747180054,0.002521735404939607,0.07842083119068805,neutrino,detector_transition,L_deepL_hBkgRejective;1
77,0.33039093287674015,0.0006306217599834074,0.01961105137674734,neutrino,detector_transition,L_deepL_hBkgRejective;1
78,0.33102155463672356,0.0006306217599833519,0.019611051376745615,neutrino,detector_transition,L_deepL_hBkgRejective;1
79,0.3316521763967069,0.002521735404939607,0.07842083119068805,neutrino,detector_transition,L_deepL_hBkgRejective;1
80,0.3341739118016465,0.0050442224448732365,0.1568650366976774,neutrino,detector_transition,L_deepL_hBkgRejective;1
81,0.33921813424651975,0.0025224870399336297,0.07844420550698936,neutrino,detector_transition,L_deepL_hBkgRejective;1
82,0.3417406212864534,0.005043470809879158,0.15684166238137437,neutrino,detector_transition,L_deepL_hBkgRejective;1
83,0.34678409209633254,0.010719066649729825,0.33334112477210043,neutrino,detector_transition,L_deepL_hBkgRejective;1
84,0.35750315874606237,0.03215644831419545,1.0,neutrino,detector_transition,L_deepL_hBkgRejective;1
85,0.3896596070602578,0.0018918652799502222,0.058833154130242024,neutrino,detector_transition,L_deepL_hBkgRejective;1
86,0.39155147234020804,0.0006298701249893845,0.019587677060446028,neutrino,detector_transition,L_deepL_hBkgRejective;1
87,0.3921813424651974,0.0006306217599834074,0.01961105137674734,neutrino,detector_transition,L_deepL_hBkgRejective;1
88,0.39281196422518083,0.0018918652799502222,0.058833154130242024,neutrino,detector_transition,L_deepL_hBkgRejective;1
89,0.39470382950513105,0.0006306217599834074,0.01961105137674734,neutrino,detector_transition,L_deepL_hBkgRejective;1
90,0.39533445126511446,0.001260491884972792,0.03919872843719337,neutrino,detector_transition,L_deepL_hBkgRejective;1
91,0.39659494315008725,0.0006306217599833519,0.019611051376745615,neutrino,detector_transition,L_deepL_hBkgRejective;1
92,0.3972255649100706,0.0018918652799502222,0.058833154130242024,neutrino,detector_transition,L_deepL_hBkgRejective;1
93,0.3991174301900208,0.0012612435199668148,0.03922210275349468,neutrino,detector_transition,L_deepL_hBkgRejective;1
94,0.40037867370998764,0.0006298701249893845,0.019587677060446028,neutrino,detector_transition,L_deepL_hBkgRejective;1
