index,coordinate,gap,normalized_gap,domain,observable,source
1,0.0,0.0067630661636860715,0.013420041069541868,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
2,0.0067630661636860715,0.00011689311429158127,0.00023195254291060762,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
3,0.006879959277977653,8.216560990504263e-05,0.00016304229956381835,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
4,0.006962124887882695,6.406369736367944e-05,0.0001271224366107187,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
5,0.007026188585246375,9.052080729478589e-05,0.00017962162754918453,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
6,0.007116709392541161,6.633697823257671e-05,0.00013163333771457213,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
7,0.0071830463707737375,6.78906054710892e-05,0.00013471622066188796,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
8,0.007250936976244827,8.520445980522012e-05,0.00016907232935763127,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
9,0.007336141436050047,2.700856326636695e-05,5.359344703888199e-05,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
10,0.007363149999316414,3.265334642969537e-05,6.479446445421926e-05,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
11,0.007395803345746109,1.642834303111889e-05,3.259897697969219e-05,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
12,0.007412231688777228,4.413969304590832e-05,8.75869729995676e-05,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
13,0.007456371381823136,4.462976967180895e-05,8.855943848898171e-05,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
14,0.007501001151494945,4.512827973868899e-05,8.954863856616445e-05,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
15,0.007546129431233634,1.6643864300635615e-05,3.302663866719783e-05,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
16,0.00756277329553427,2.2436701205630696e-05,4.452144106786237e-05,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
17,0.0075852099967399006,2.8740229814479268e-05,5.702961572804844e-05,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
18,0.00761395022655438,2.3137613856057462e-05,4.5912271251573296e-05,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
19,0.007637087840410437,2.9106615972657526e-05,5.7756640596807676e-05,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
20,0.007666194456383095,4.109709494973853e-05,8.154950561118797e-05,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
21,0.007707291551332833,2.3667983588867257e-05,4.696469088256358e-05,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
22,0.007730959534921701,2.3384994791501336e-05,4.6403152492881315e-05,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
23,0.007754344529713202,2.393972779825629e-05,4.750391648854573e-05,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
24,0.007778284257511458,5.436945695594386e-05,0.00010788602796690366,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
25,0.007832653714467402,3.664142696474179e-05,7.270806507169324e-05,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
26,0.007869295141432144,3.07792484339018e-05,6.107566717156957e-05,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
27,0.007900074389866046,5.5970873693349243e-05,0.00011106374024492737,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
28,0.007956045263559395,3.141456765447595e-05,6.233633945038807e-05,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
29,0.007987459831213871,1.8960249423435188e-05,3.76230721085503e-05,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
30,0.008006420080637306,1.904458383324495e-05,3.779041798626766e-05,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
31,0.008025464664470551,3.192900755432174e-05,6.33571493044763e-05,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
32,0.008057393672024873,3.21670179997853e-05,6.382943655936842e-05,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
33,0.008089560690024658,1.8978053354396646e-05,3.765840068273829e-05,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
34,0.008108538743379055,2.558237469156739e-05,5.076344230678429e-05,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
35,0.008134121118070622,5.206993871510572e-05,0.00010332306370109362,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
36,0.008186191056785728,2.649131221952976e-05,5.256705898887432e-05,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
37,0.008212682369005258,4.0039166631113815e-05,7.945024454513372e-05,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
38,0.008252721535636371,5.3509245975873546e-05,0.00010617910001416534,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
39,0.008306230781612245,2.6776175114888792e-05,5.313231617583392e-05,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
40,0.008333006956727134,5.4498769717654244e-05,0.00010814262497940774,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
41,0.008387505726444788,5.5627913760116984e-05,0.00011038320034219844,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
42,0.008443133640204905,3.511965939215905e-05,6.968840167818495e-05,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
43,0.008478253299597064,7.106579600046035e-05,0.00014101679295801302,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
44,0.008549319095597524,4.902640356993851e-05,9.72837369140736e-05,neutrino,detector_transition,L_deepL_hSigSB_ratio_2;1
