index,coordinate,gap,normalized_gap,domain,observable,source
1,0.0,0.00029365612104118944,0.002333288398004651,neutrino,detector_transition,L_sig2pp;1_sig_hit
2,0.00029365612104118944,0.0008198687250638441,0.006514388929798635,neutrino,detector_transition,L_sig2pp;1_sig_hit
3,0.0011135248461050335,0.0005727360522658766,0.004550759511270369,neutrino,detector_transition,L_sig2pp;1_sig_hit
4,0.0016862608983709102,0.00015195345160037518,0.0012073687563494916,neutrino,detector_transition,L_sig2pp;1_sig_hit
5,0.0018382143499712854,0.0001912553496685298,0.001519647834534019,neutrino,detector_transition,L_sig2pp;1_sig_hit
6,0.002029469699639815,0.0005594299988784033,0.004445034284491026,neutrino,detector_transition,L_sig2pp;1_sig_hit
7,0.0025888996985182185,0.0005275492851848666,0.004191721330831178,neutrino,detector_transition,L_sig2pp;1_sig_hit
8,0.003116448983703085,0.0005157477214171981,0.004097950250154299,neutrino,detector_transition,L_sig2pp;1_sig_hit
9,0.003632196705120283,3.88852701734394e-05,0.00030896869926384476,neutrino,detector_transition,L_sig2pp;1_sig_hit
10,0.0036710819752937226,7.146325694080621e-07,5.678219398676189e-06,neutrino,detector_transition,L_sig2pp;1_sig_hit
11,0.0036717966078631307,0.0002794878793715961,0.0022207125259588877,neutrino,detector_transition,L_sig2pp;1_sig_hit
12,0.003951284487234727,0.00036638372791245044,0.0029111564183465616,neutrino,detector_transition,L_sig2pp;1_sig_hit
13,0.004317668215147177,0.0007254533216732298,0.005764197295641112,neutrino,detector_transition,L_sig2pp;1_sig_hit
14,0.005043121536820407,0.0003628250313117568,0.0028828802650657233,neutrino,detector_transition,L_sig2pp;1_sig_hit
15,0.005405946568132164,0.00034520225001514766,0.0027428558344692847,neutrino,detector_transition,L_sig2pp;1_sig_hit
16,0.005751148818147311,0.00011750931905463082,0.000933687776830434,neutrino,detector_transition,L_sig2pp;1_sig_hit
17,0.005868658137201942,2.7167610634568767e-05,0.00021586429211961072,neutrino,detector_transition,L_sig2pp;1_sig_hit
18,0.005895825747836511,0.00019671780428813165,0.0015630505803829848,neutrino,detector_transition,L_sig2pp;1_sig_hit
19,0.006092543552124643,0.0003117042099803199,0.002476692173749283,neutrino,detector_transition,L_sig2pp;1_sig_hit
20,0.0064042477621049625,0.00010082973701967032,0.0008011576762905534,neutrino,detector_transition,L_sig2pp;1_sig_hit
21,0.006505077499124633,2.3851946972457995e-05,0.00018951919320916254,neutrino,detector_transition,L_sig2pp;1_sig_hit
22,0.006528929446097091,0.00044720664623797406,0.0035533469402167675,neutrino,detector_transition,L_sig2pp;1_sig_hit
23,0.006976136092335065,0.0010703373142688039,0.00850452436843488,neutrino,detector_transition,L_sig2pp;1_sig_hit
24,0.008046473406603869,8.34673481572585e-05,0.0006632022325195435,neutrino,detector_transition,L_sig2pp;1_sig_hit
25,0.008129940754761127,3.8054907633276736e-05,0.00030237093016497607,neutrino,detector_transition,L_sig2pp;1_sig_hit
26,0.008167995662394404,0.0004944013283115709,0.0039283393079542536,neutrino,detector_transition,L_sig2pp;1_sig_hit
27,0.008662396990705975,0.0006280839107791134,0.004990534155386246,neutrino,detector_transition,L_sig2pp;1_sig_hit
28,0.009290480901485088,0.0011534256467718423,0.009164715075686303,neutrino,detector_transition,L_sig2pp;1_sig_hit
29,0.01044390654825693,0.0007684759383011341,0.006106039896686744,neutrino,detector_transition,L_sig2pp;1_sig_hit
30,0.011212382486558065,0.0004972801113340836,0.00395121310674648,neutrino,detector_transition,L_sig2pp;1_sig_hit
31,0.011709662597892148,0.0006233274089811128,0.004952740662708441,neutrino,detector_transition,L_sig2pp;1_sig_hit
32,0.012332990006873261,4.146026202272307e-05,0.0003294286800930794,neutrino,detector_transition,L_sig2pp;1_sig_hit
33,0.012374450268895984,0.00045918180496177206,0.003648497345443917,neutrino,detector_transition,L_sig2pp;1_sig_hit
34,0.012833632073857756,8.916415596763906e-05,0.0007084670665114045,neutrino,detector_transition,L_sig2pp;1_sig_hit
35,0.012922796229825395,5.1227871554383395e-05,0.00040703867478910673,neutrino,detector_transition,L_sig2pp;1_sig_hit
36,0.012974024101379779,0.0003706946693230479,0.002945409644678643,neutrino,detector_transition,L_sig2pp;1_sig_hit
37,0.013344718770702826,0.00014081444191527473,0.001118862097706198,neutrino,detector_transition,L_sig2pp;1_sig_hit
38,0.013485533212618101,0.000418149743830842,0.003322470999241558,neutrino,detector_transition,L_sig2pp;1_sig_hit
39,0.013903682956448943,0.0016432035627517785,0.013056318373117957,neutrino,detector_transition,L_sig2pp;1_sig_hit
40,0.015546886519200722,0.0008804446850059055,0.006995704231620596,neutrino,detector_transition,L_sig2pp;1_sig_hit
41,0.016427331204206627,0.0002570709840364928,0.0020425957490320936,neutrino,detector_transition,L_sig2pp;1_sig_hit
42,0.01668440218824312,0.00035889599880464806,0.0028516615527442663,neutrino,detector_transition,L_sig2pp;1_sig_hit
43,0.017043298187047768,7.207662578576773e-05,0.0005726955532783385,neutrino,detector_transition,L_sig2pp;1_sig_hit
44,0.017115374812833536,0.0006864754675231857,0.005454492956617105,neutrino,detector_transition,L_sig2pp;1_sig_hit
45,0.01780185028035672,0.0003180838246181518,0.0025273823509722733,neutrino,detector_transition,L_sig2pp;1_sig_hit
46,0.018119934104974873,0.0001983727428699171,0.0015762001410956955,neutrino,detector_transition,L_sig2pp;1_sig_hit
47,0.01831830684784479,0.0007396649620818561,0.005877117998824448,neutrino,detector_transition,L_sig2pp;1_sig_hit
48,0.019057971809926647,0.000195699380545495,0.001554958543021321,neutrino,detector_transition,L_sig2pp;1_sig_hit
49,0.01925367119047214,0.00011432963810815641,0.0009084231488177097,neutrino,detector_transition,L_sig2pp;1_sig_hit
50,0.019368000828580298,0.00030516257338343566,0.0024247146269460555,neutrino,detector_transition,L_sig2pp;1_sig_hit
51,0.019673163401963734,0.0002992198393852001,0.002377495749841274,neutrino,detector_transition,L_sig2pp;1_sig_hit
52,0.019972383241348934,0.0002512671260031657,0.0019964803315675665,neutrino,detector_transition,L_sig2pp;1_sig_hit
53,0.0202236503673521,0.0015499078468282114,0.012315023382309769,neutrino,detector_transition,L_sig2pp;1_sig_hit
54,0.02177355821418031,0.00034160594117396,0.0027142808275358934,neutrino,detector_transition,L_sig2pp;1_sig_hit
55,0.02211516415535427,9.860193508261922e-06,7.834563445616483e-05,neutrino,detector_transition,L_sig2pp;1_sig_hit
56,0.022125024348862533,0.000492674058498066,0.003914615028678941,neutrino,detector_transition,L_sig2pp;1_sig_hit
57,0.0226176984073606,0.0012062708446675154,0.009584604457535553,neutrino,detector_transition,L_sig2pp;1_sig_hit
58,0.023823969252028114,0.00026095372455529897,0.002073446641473468,neutrino,detector_transition,L_sig2pp;1_sig_hit
59,0.024084922976583413,0.0016819615299573862,0.013364275567711578,neutrino,detector_transition,L_sig2pp;1_sig_hit
60,0.0257668845065408,0.00011579362223820139,0.0009200554525251395,neutrino,detector_transition,L_sig2pp;1_sig_hit
61,0.025882678128779,0.0006869557469018177,0.0054583090878729075,neutrino,detector_transition,L_sig2pp;1_sig_hit
62,0.02656963387568082,0.00048049347907617307,0.0038178324227339053,neutrino,detector_transition,L_sig2pp;1_sig_hit
63,0.02705012735475699,0.0012043439406544572,0.009569293955027395,neutrino,detector_transition,L_sig2pp;1_sig_hit
64,0.02825447129541145,0.00152265343871558,0.01209846942791504,neutrino,detector_transition,L_sig2pp;1_sig_hit
65,0.02977712473412703,0.0039049491001939794,0.031027354028841492,neutrino,detector_transition,L_sig2pp;1_sig_hit
66,0.03368207383432101,3.6669041233498845e-05,0.00029135932250523767,neutrino,detector_transition,L_sig2pp;1_sig_hit
67,0.03371874287555451,0.000880629852959107,0.0069971755111408575,neutrino,detector_transition,L_sig2pp;1_sig_hit
68,0.034599372728513614,0.00011148268082760565,0.0008858022261930721,neutrino,detector_transition,L_sig2pp;1_sig_hit
69,0.03471085540934122,0.00126480706387503,0.010049712695891645,neutrino,detector_transition,L_sig2pp;1_sig_hit
70,0.03597566247321625,2.0484204823513485e-05,0.00016276029693367407,neutrino,detector_transition,L_sig2pp;1_sig_hit
71,0.03599614667803976,0.002864189473200697,0.02275784357503264,neutrino,detector_transition,L_sig2pp;1_sig_hit
72,0.03886033615124046,0.0002443175412593715,0.0019412613720711605,neutrino,detector_transition,L_sig2pp;1_sig_hit
73,0.03910465369249983,6.765574090295684e-05,0.0005375687547311018,neutrino,detector_transition,L_sig2pp;1_sig_hit
74,0.03917230943340279,0.0007717858154647067,0.006132339018112179,neutrino,detector_transition,L_sig2pp;1_sig_hit
75,0.039944095248867495,0.00014438471151304727,0.0011472302059570827,neutrino,detector_transition,L_sig2pp;1_sig_hit
76,0.04008847996038054,0.0012216455712822233,0.009706766635205807,neutrino,detector_transition,L_sig2pp;1_sig_hit
77,0.041310125531662766,8.561703236401735e-05,0.0006802828682005575,neutrino,detector_transition,L_sig2pp;1_sig_hit
78,0.04139574256402678,0.003904908594704215,0.031027032186446424,neutrino,detector_transition,L_sig2pp;1_sig_hit
79,0.045300651158731,0.000988657994159696,0.007855529178783247,neutrino,detector_transition,L_sig2pp;1_sig_hit
80,0.046289309152890694,2.0923978712374114e-05,0.00016625458579435124,neutrino,detector_transition,L_sig2pp;1_sig_hit
81,0.04631023313160307,0.0001878991805166555,0.001492980893228508,neutrino,detector_transition,L_sig2pp;1_sig_hit
82,0.046498132312119723,0.0008976884506482971,0.007132717136948934,neutrino,detector_transition,L_sig2pp;1_sig_hit
83,0.04739582076276802,0.0039808911070029415,0.031630762542106186,neutrino,detector_transition,L_sig2pp;1_sig_hit
84,0.05137671186977096,0.0017266911636539192,0.013719681526835037,neutrino,detector_transition,L_sig2pp;1_sig_hit
85,0.05310340303342488,0.003121468771184549,0.024802094513525087,neutrino,detector_transition,L_sig2pp;1_sig_hit
86,0.05622487180460943,0.0007490622357071083,0.0059517854344799115,neutrino,detector_transition,L_sig2pp;1_sig_hit
87,0.05697393404031654,0.0049591854822815945,0.03940394604523745,neutrino,detector_transition,L_sig2pp;1_sig_hit
88,0.06193311952259813,0.0006099548108604511,0.004846486694851451,neutrino,detector_transition,L_sig2pp;1_sig_hit
89,0.06254307433345858,0.00010708494193893692,0.0008508593375858043,neutrino,detector_transition,L_sig2pp;1_sig_hit
90,0.06265015927539752,0.0014196132592545069,0.011279748352350889,neutrino,detector_transition,L_sig2pp;1_sig_hit
91,0.06406977253465203,0.0021101045567628596,0.016766149683564536,neutrino,detector_transition,L_sig2pp;1_sig_hit
