index,coordinate,gap,normalized_gap,domain,observable,source
1,0.0,9.390553103583682e-05,0.9999999999969515,neutrino,detector_transition,L_Fib_Z
2,9.390553103583682e-05,9.390553103572648e-05,0.9999999999957765,neutrino,detector_transition,L_Fib_Z
3,0.0001878110620715633,9.390553103594718e-05,0.9999999999981267,neutrino,detector_transition,L_Fib_Z
4,0.0002817165931075105,9.390553103561612e-05,0.9999999999946012,neutrino,detector_transition,L_Fib_Z
5,0.0003756221241431266,9.390553103561612e-05,0.9999999999946012,neutrino,detector_transition,L_Fib_Z
6,0.0004695276551787427,9.390553103594723e-05,0.9999999999981273,neutrino,detector_transition,L_Fib_Z
7,0.00056343318621469,9.390553103572638e-05,0.9999999999957755,neutrino,detector_transition,L_Fib_Z
8,0.0006573387172504163,9.390553103594723e-05,0.9999999999981273,neutrino,detector_transition,L_Fib_Z
9,0.0007512442482863636,9.390553103561612e-05,0.9999999999946012,neutrino,detector_transition,L_Fib_Z
10,0.0008451497793219797,9.390553103572649e-05,0.9999999999957766,neutrino,detector_transition,L_Fib_Z
11,0.0009390553103577062,9.390553103605739e-05,0.9999999999993003,neutrino,detector_transition,L_Fib_Z
12,0.0010329608413937636,9.390553103561633e-05,0.9999999999946035,neutrino,detector_transition,L_Fib_Z
13,0.00112686637242938,9.390553103572627e-05,0.9999999999957743,neutrino,detector_transition,L_Fib_Z
14,0.0012207719034651062,9.390553103572649e-05,0.9999999999957766,neutrino,detector_transition,L_Fib_Z
15,0.0013146774345008327,9.390553103594723e-05,0.9999999999981273,neutrino,detector_transition,L_Fib_Z
16,0.0014085829655367799,9.390553103561612e-05,0.9999999999946012,neutrino,detector_transition,L_Fib_Z
17,0.001502488496572396,9.390553103583686e-05,0.999999999996952,neutrino,detector_transition,L_Fib_Z
18,0.0015963940276082329,9.390553103583686e-05,0.999999999996952,neutrino,detector_transition,L_Fib_Z
19,0.0016902995586440697,9.390553103572649e-05,0.9999999999957766,neutrino,detector_transition,L_Fib_Z
20,0.0017842050896797962,9.390553103561612e-05,0.9999999999946012,neutrino,detector_transition,L_Fib_Z
21,0.0018781106207154123,9.390553103583686e-05,0.999999999996952,neutrino,detector_transition,L_Fib_Z
22,0.001972016151751249,9.390553103583686e-05,0.999999999996952,neutrino,detector_transition,L_Fib_Z
