index,coordinate,gap,normalized_gap,domain,observable,source
1,0.0,0.0002547121752419765,0.0005786199913207001,neutrino,detector_transition,L_TMVA_Sig_Train;1
2,0.0002547121752419765,0.0002547121752419766,0.0005786199913207003,neutrino,detector_transition,L_TMVA_Sig_Train;1
3,0.0005094243504839531,0.00025471217524197646,0.0005786199913206998,neutrino,detector_transition,L_TMVA_Sig_Train;1
4,0.0007641365257259296,0.0002547121752419767,0.0005786199913207004,neutrino,detector_transition,L_TMVA_Sig_Train;1
5,0.0010188487009679063,0.0003183902190524706,0.0007232749891508749,neutrino,detector_transition,L_TMVA_Sig_Train;1
6,0.0013372389200203769,0.0001591951095262353,0.00036163749457543746,neutrino,detector_transition,L_TMVA_Sig_Train;1
7,0.0014964340295466122,3.1839021905247017e-05,7.23274989150874e-05,neutrino,detector_transition,L_TMVA_Sig_Train;1
8,0.0015282730514518592,0.00035022924095771805,0.0007956024880659633,neutrino,detector_transition,L_TMVA_Sig_Train;1
9,0.0018785022924095772,0.0004457463066734591,0.0010125849848112254,neutrino,detector_transition,L_TMVA_Sig_Train;1
10,0.0023242485990830363,0.00022287315333672933,0.0005062924924056123,neutrino,detector_transition,L_TMVA_Sig_Train;1
11,0.0025471217524197657,0.000604941416199694,0.001374222479386662,neutrino,detector_transition,L_TMVA_Sig_Train;1
12,0.0031520631686194596,3.1839021905247233e-05,7.232749891508789e-05,neutrino,detector_transition,L_TMVA_Sig_Train;1
13,0.003183902190524707,0.00022287315333672977,0.0005062924924056132,neutrino,detector_transition,L_TMVA_Sig_Train;1
14,0.0034067753438614366,0.00012735608762098807,0.0002893099956603496,neutrino,detector_transition,L_TMVA_Sig_Train;1
15,0.0035341314314824247,0.0010825267447784007,0.0024591349631129765,neutrino,detector_transition,L_TMVA_Sig_Train;1
16,0.004616658176260825,0.0008596535914416701,0.001952842470707361,neutrino,detector_transition,L_TMVA_Sig_Train;1
17,0.0054763117677024955,0.0007322975038206829,0.0016635324750470136,neutrino,detector_transition,L_TMVA_Sig_Train;1
18,0.006208609271523178,0.00019103413143148253,0.00043396499349052537,neutrino,detector_transition,L_TMVA_Sig_Train;1
19,0.006399643402954661,0.001591951095262353,0.0036163749457543744,neutrino,detector_transition,L_TMVA_Sig_Train;1
20,0.007991594498217014,0.00047758532857870677,0.0010849124837263144,neutrino,detector_transition,L_TMVA_Sig_Train;1
21,0.00846917982679572,0.0009551706571574118,0.002169824967452625,neutrino,detector_transition,L_TMVA_Sig_Train;1
22,0.009424350483953133,0.001369077941925624,0.003110082453348763,neutrino,detector_transition,L_TMVA_Sig_Train;1
23,0.010793428425878757,0.0031839021905247077,0.007232749891508753,neutrino,detector_transition,L_TMVA_Sig_Train;1
24,0.013977330616403464,0.0021013754457463053,0.004773614928395773,neutrino,detector_transition,L_TMVA_Sig_Train;1
25,0.01607870606214977,0.002419765664798776,0.005496889917546648,neutrino,detector_transition,L_TMVA_Sig_Train;1
26,0.018498471726948545,0.0036296484971981673,0.00824533487631998,neutrino,detector_transition,L_TMVA_Sig_Train;1
27,0.022128120224146713,0.004298267957208352,0.009764212353536809,neutrino,detector_transition,L_TMVA_Sig_Train;1
28,0.026426388181355065,0.005731023942944474,0.013018949804715756,neutrino,detector_transition,L_TMVA_Sig_Train;1
29,0.03215741212429954,0.007418492103922571,0.016852307247215398,neutrino,detector_transition,L_TMVA_Sig_Train;1
30,0.03957590422822211,0.009806418746816092,0.02227686966584694,neutrino,detector_transition,L_TMVA_Sig_Train;1
31,0.0493823229750382,0.013245033112582787,0.03008823954867642,neutrino,detector_transition,L_TMVA_Sig_Train;1
32,0.06262735608762099,0.018880539989811512,0.04289020685664689,neutrino,detector_transition,L_TMVA_Sig_Train;1
33,0.0815078960774325,0.029928680590932247,0.06798784898018227,neutrino,detector_transition,L_TMVA_Sig_Train;1
34,0.11143657666836475,0.04183647478349463,0.09503833357442494,neutrino,detector_transition,L_TMVA_Sig_Train;1
35,0.15327305145185938,0.07447147223637288,0.16917401996238965,neutrino,detector_transition,L_TMVA_Sig_Train;1
36,0.22774452368823225,0.12891619969434545,0.2928540431071895,neutrino,detector_transition,L_TMVA_Sig_Train;1
37,0.3566607233825777,0.2031329597554763,0.4614494430782583,neutrino,detector_transition,L_TMVA_Sig_Train;1
38,0.559793683138054,0.440206316861946,1.0,neutrino,detector_transition,L_TMVA_Sig_Train;1
