index,coordinate,gap,normalized_gap,domain,observable,source
1,0.0,0.058360687385699966,1.0,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
2,0.058360687385699966,0.023395798234553844,0.4008828422450432,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
3,0.08175648562025381,0.0170510008124026,0.2921658667197361,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
4,0.09880748643265641,0.034572234906340704,0.592389097096411,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
5,0.13337972133899711,0.007142059383351468,0.1223779174523821,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
6,0.14052178072234858,0.00532713841854307,0.09127956947005342,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
7,0.14584891914089165,0.00834565944069754,0.14300139039730475,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
8,0.1541945785815892,0.0009176870198414622,0.01572440389155392,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
9,0.15511226560143065,0.011407622573367138,0.19546758416286802,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
10,0.1665198881747978,0.043378557133160744,0.7432838624136858,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
11,0.20989844530795854,0.0005060234060867974,0.008670621076522611,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
12,0.21040446871404533,0.01166901397285508,0.19994647930953469,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
13,0.22207348268690041,0.008109826115365454,0.13896042830627442,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
14,0.23018330880226587,0.02898497306869277,0.49665235909806843,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
15,0.25916828187095864,0.00831823798667436,0.142531528659009,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
16,0.267486519857633,0.011647756006085253,0.1995822278292645,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
17,0.27913427586371825,0.003402708052304082,0.05830479736840527,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
18,0.28253698391602233,0.006005728441805636,0.10290708884414564,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
19,0.28854271235782797,0.0026940944587540705,0.04616282945656669,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
20,0.29123680681658204,0.016889212028482814,0.2893936446783722,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
21,0.30812601884506485,0.004315212891449649,0.07394040551528869,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
22,0.3124412317365145,0.0039033949148656877,0.06688397772062793,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
23,0.3163446266513802,0.010507698304804858,0.18004754185571062,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
24,0.32685232495618505,0.015814052870982143,0.27097098371149475,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
25,0.3426663778271672,0.053057878340756814,0.9091373100200583,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
26,0.395724256167924,0.000397021196809455,0.006802887604554441,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
27,0.39612127736473346,0.0021804411185361583,0.03736147081554815,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
28,0.3983017184832696,0.00013195816716882192,0.0022610797281519927,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
29,0.39843367665043844,0.020249271836250804,0.34696767196084216,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
30,0.41868294848668924,0.003424473211227186,0.05867773949602725,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
31,0.42210742169791643,0.0012896793864810019,0.022098426942055008,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
32,0.42339710108439743,0.012698239162739988,0.21758206990981088,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
33,0.4360953402471374,0.00038295212751571217,0.006561816604126331,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
34,0.43647829237465313,0.0049692923026118385,0.08514793990979375,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
35,0.44144758467726497,0.0075512090881728056,0.12938862488489242,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
36,0.4489987937654378,0.0022145332519658,0.03794563345921837,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
37,0.4512133270174036,0.004547220223799775,0.07791580989695426,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
38,0.45576054724120335,0.006172572608383109,0.105765933968344,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
39,0.46193311984958646,0.0045866489007546085,0.07859141326492444,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
40,0.46651976875034107,0.006081410331799486,0.10420388457058519,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
41,0.47260117908214055,0.009316899336369477,0.15964341329283904,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
42,0.48191807841851003,0.0033704903246581375,0.05775275233451078,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
43,0.48528856874316817,0.015263440659077254,0.26153634137656223,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
44,0.5005520094022454,0.001120144896308184,0.019193483601474017,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
45,0.5016721542985536,0.0007466750568745351,0.012794144317386702,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
46,0.5024188293554281,0.01629798034065466,0.2792629948469067,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
47,0.5187168096960828,0.006659036038821675,0.11410139834050907,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
48,0.5253758457349045,0.01009374130044427,0.17295446220048336,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
49,0.5354695870353487,0.0033067164243486546,0.05665999789370018,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
50,0.5387763034596974,0.0011860798762270974,0.020323267757084727,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
51,0.5399623833359245,0.0021234150790477857,0.03638433976992675,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
52,0.5420857984149723,0.002687280442434714,0.046046072498679556,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
53,0.544773078857407,0.003127611438762723,0.05359106581614865,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
54,0.5479006902961697,0.0051364892985132915,0.08801283070171442,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
55,0.553037179594683,0.004832482732238352,0.08280373225046092,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
56,0.5578696623269214,0.000816843988681204,0.013996476485665144,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
57,0.5586865063156026,0.005222270927906059,0.08948268366670513,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
58,0.5639087772435086,0.004414556397982938,0.07564263883335669,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
59,0.5683233336414916,0.0017686892974505541,0.030306176583587217,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
60,0.5700920229389421,0.009505221988044266,0.16287028843963405,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
61,0.5795972449269864,0.020223779917593165,0.34653087246790326,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
62,0.5998210248445796,0.01486580201095089,0.2547228738534947,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
63,0.6146868268555304,0.007479496528073559,0.128159842920326,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
64,0.622166323383604,0.008734951470128594,0.14967184009331777,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
65,0.6309012748537326,0.012257246611429351,0.21002574096535961,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
66,0.643158521465162,0.011080296193960337,0.1898589048605916,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
67,0.6542388176591223,0.00061665745098749,0.01056631576170552,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
68,0.6548554751101098,0.006819220551908978,0.11684613148644786,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
69,0.6616746956620188,6.919865116583601e-05,0.0011857065820439882,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
70,0.6617438943131846,0.007099146516822197,0.12164261311565172,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
71,0.6688430408300068,0.017459935511854652,0.29917289007347836,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
72,0.6863029763418614,0.0007929398019814737,0.013586882497476659,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
73,0.6870959161438429,0.009825414599556881,0.16835673189765046,neutrino,detector_transition,L_bkg2c14;1_bkgdr_theta
