index,coordinate,gap,normalized_gap,domain,observable,source
1,0.0,8.265523976521731e-05,0.07372722708106262,neutrino,detector_transition,L_Fib_X
2,8.265523976521731e-05,0.00015015525450875862,0.13393622204748187,neutrino,detector_transition,L_Fib_X
3,0.00023281049427397593,8.282035638110702e-05,0.0738745086117815,neutrino,detector_transition,L_Fib_X
4,0.00031563085065508295,4.1733958556416765e-05,0.03722606150826772,neutrino,detector_transition,L_Fib_X
5,0.0003573648092114997,8.236483919486093e-05,0.07346819415276973,neutrino,detector_transition,L_Fib_X
6,0.00043972964840636064,6.741959200155941e-05,0.060137259093685426,neutrino,detector_transition,L_Fib_X
7,0.0005071492404079201,0.0002327188690616033,0.20758172082120263,neutrino,detector_transition,L_Fib_X
8,0.0007398681094695234,1.513043021488642e-05,0.013496115520997295,neutrino,detector_transition,L_Fib_X
9,0.0007549985396844098,0.00010973280373928712,0.09788000570210224,neutrino,detector_transition,L_Fib_X
10,0.0008647313434236969,0.000123277467466964,0.10996164143655325,neutrino,detector_transition,L_Fib_X
11,0.000988008810890661,6.774883060539508e-05,0.06043093496200054,neutrino,detector_transition,L_Fib_X
12,0.001055757641496056,5.6155637977495926e-05,0.05008998201213918,neutrino,detector_transition,L_Fib_X
13,0.001111913279473552,2.789565556612309e-05,0.024882503980880665,neutrino,detector_transition,L_Fib_X
14,0.001139808935039675,0.00016612352839637527,0.1481796814863394,neutrino,detector_transition,L_Fib_X
15,0.0013059324634360503,8.07575133943046e-05,0.07203448378392345,neutrino,detector_transition,L_Fib_X
16,0.0013866899768303549,0.00017496996303407097,0.15607056774163078,neutrino,detector_transition,L_Fib_X
17,0.0015616599398644258,4.157531696049807e-05,0.03708455559769238,neutrino,detector_transition,L_Fib_X
18,0.001603235256824924,0.00021005443993533132,0.18736539191571824,neutrino,detector_transition,L_Fib_X
19,0.0018132896967602552,1.5468593276681073e-06,0.0013797751871193371,neutrino,detector_transition,L_Fib_X
20,0.0018148365560879233,2.1303247365827985e-05,0.019002175307528364,neutrino,detector_transition,L_Fib_X
21,0.0018361398034537513,0.00012461748245414894,0.11115691459204637,neutrino,detector_transition,L_Fib_X
22,0.0019607572859079003,5.517227201811293e-05,0.04921283440967433,neutrino,detector_transition,L_Fib_X
23,0.002015929557926013,4.1470381073408554e-05,0.036990954369284144,neutrino,detector_transition,L_Fib_X
24,0.0020573999389994217,0.00019123977662041615,0.1705829960432641,neutrino,detector_transition,L_Fib_X
25,0.002248639715619838,0.00012437929335693812,0.11094445351023016,neutrino,detector_transition,L_Fib_X
26,0.002373019008976776,9.677625542890526e-05,0.08632296004861827,neutrino,detector_transition,L_Fib_X
27,0.0024697952644056813,8.755000678251426e-05,0.07809328542676729,neutrino,detector_transition,L_Fib_X
28,0.0025573452711881955,9.970972868637677e-05,0.08893957394513785,neutrino,detector_transition,L_Fib_X
29,0.0026570549998745723,0.00019068029574975795,0.17008394754596745,neutrino,detector_transition,L_Fib_X
30,0.0028477352956243302,6.439059285323926e-05,0.05743543754346204,neutrino,detector_transition,L_Fib_X
31,0.0029121258884775695,1.2239087759624914e-05,0.010917081664538895,neutrino,detector_transition,L_Fib_X
32,0.0029243649762371944,4.791810816928612e-05,0.04274222967989707,neutrino,detector_transition,L_Fib_X
33,0.0029722830844064805,0.00010240749846984884,0.09134594389825211,neutrino,detector_transition,L_Fib_X
34,0.0030746905828763294,0.00015951518276785146,0.14228513686741068,neutrino,detector_transition,L_Fib_X
35,0.003234205765644181,5.2201518319539616e-05,0.04656296692203817,neutrino,detector_transition,L_Fib_X
36,0.0032864072839637205,3.096105176681428e-05,0.02761679115279801,neutrino,detector_transition,L_Fib_X
37,0.0033173683357305347,4.334022531628798e-05,0.03865882722879767,neutrino,detector_transition,L_Fib_X
38,0.0033607085610468227,0.00015927015445522247,0.14206657530860567,neutrino,detector_transition,L_Fib_X
39,0.003519978715502045,7.111237693403251e-05,0.06343116755068492,neutrino,detector_transition,L_Fib_X
40,0.0035910910924360777,5.229586088089126e-05,0.046647119063680235,neutrino,detector_transition,L_Fib_X
41,0.003643386953316969,0.00021997854245285565,0.19621754166404143,neutrino,detector_transition,L_Fib_X
42,0.0038633654957698246,0.00020118438537223638,0.17945343704325878,neutrino,detector_transition,L_Fib_X
43,0.004064549881142061,3.068596207670381e-05,0.02737141529873184,neutrino,detector_transition,L_Fib_X
44,0.004095235843218765,0.00012593188521542713,0.11232934202837103,neutrino,detector_transition,L_Fib_X
45,0.004221167728434192,0.00011933083565369464,0.10644130539096473,neutrino,detector_transition,L_Fib_X
46,0.004340498564087887,0.00012130567663181605,0.10820283375452065,neutrino,detector_transition,L_Fib_X
47,0.004461804240719703,1.5088631594238622e-05,0.013458831781878892,neutrino,detector_transition,L_Fib_X
48,0.004476892872313941,2.176984243921435e-05,0.01941837107476801,neutrino,detector_transition,L_Fib_X
49,0.004498662714753156,7.277120589719611e-05,0.06491081796369205,neutrino,detector_transition,L_Fib_X
50,0.004571433920650352,2.410523922626029e-05,0.02150150978118281,neutrino,detector_transition,L_Fib_X
51,0.004595539159876612,0.0002518818376999214,0.22467479978821933,neutrino,detector_transition,L_Fib_X
52,0.004847420997576533,7.409702469879636e-05,0.06609342833578195,neutrino,detector_transition,L_Fib_X
53,0.00492151802227533,5.0975911368091216e-05,0.0454697440086665,neutrino,detector_transition,L_Fib_X
54,0.004972493933643421,1.3352450104368169e-05,0.011910184081851499,neutrino,detector_transition,L_Fib_X
55,0.004985846383747789,6.875402040934422e-05,0.06132754910462279,neutrino,detector_transition,L_Fib_X
56,0.005054600404157133,0.00011031782236516855,0.09840183349184102,neutrino,detector_transition,L_Fib_X
57,0.005164918226522302,9.026928867379453e-05,0.08051884385555319,neutrino,detector_transition,L_Fib_X
58,0.005255187515196096,0.0002514731019576631,0.22431021367158327,neutrino,detector_transition,L_Fib_X
59,0.0055066606171537595,4.7173201614984436e-05,0.042077784269791516,neutrino,detector_transition,L_Fib_X
60,0.005553833818768744,0.0001597837467158603,0.1425246918579579,neutrino,detector_transition,L_Fib_X
61,0.005713617565484604,3.173480869669409e-05,0.028306970662733934,neutrino,detector_transition,L_Fib_X
62,0.005745352374181298,4.340520194287892e-05,0.0387167853995953,neutrino,detector_transition,L_Fib_X
63,0.005788757576124177,0.00012082545413947144,0.10777448253512918,neutrino,detector_transition,L_Fib_X
64,0.005909583030263649,0.00014859569337529084,0.13254511704118602,neutrino,detector_transition,L_Fib_X
65,0.00605817872363894,9.037638244823072e-05,0.08061436988692462,neutrino,detector_transition,L_Fib_X
66,0.00614855510608717,0.00014568871851215574,0.129952139312707,neutrino,detector_transition,L_Fib_X
