ladder,domain,kappa,epsilon,nu_V,vuln_count,inv,rho,Ak
i8192_s05_P_SCALE,unknown,0.010000,0.00250000,12,23,11.5024,0.958533,0.743300
i8192_s05_P_SCALE,unknown,0.011253,0.00281334,12,23,11.5001,0.958342,0.746600
i8192_s05_P_SCALE,unknown,0.012664,0.00316595,12,23,11.5075,0.958958,0.738600
i8192_s05_P_SCALE,unknown,0.014251,0.00356276,12,23,11.5340,0.961167,0.735500
i8192_s05_P_SCALE,unknown,0.016037,0.00400930,12,23,11.5242,0.960350,0.735200
i8192_s05_P_SCALE,unknown,0.018047,0.00451180,12,23,11.5175,0.959792,0.736500
i8192_s05_P_SCALE,unknown,0.020309,0.00507729,12,23,11.5278,0.960650,0.736300
i8192_s05_P_SCALE,unknown,0.022855,0.00571366,12,23,11.4976,0.958133,0.741500
i8192_s05_P_SCALE,unknown,0.025719,0.00642978,12,23,11.5188,0.959900,0.739000
i8192_s05_P_SCALE,unknown,0.028943,0.00723567,12,23,11.4932,0.957767,0.740100
i8192_s05_P_SCALE,unknown,0.032570,0.00814255,12,23,11.5114,0.959283,0.740700
i8192_s05_P_SCALE,unknown,0.036652,0.00916310,12,23,11.5309,0.960908,0.732400
i8192_s05_P_SCALE,unknown,0.041246,0.01031157,12,23,11.5100,0.959167,0.731700
i8192_s05_P_SCALE,unknown,0.046416,0.01160397,12,23,11.4829,0.956908,0.745500
i8192_s05_P_SCALE,unknown,0.052233,0.01305836,12,23,11.5128,0.959400,0.739800
i8192_s05_P_SCALE,unknown,0.058780,0.01469504,12,23,11.4891,0.957425,0.741900
i8192_s05_P_SCALE,unknown,0.066147,0.01653685,12,23,11.5370,0.961417,0.739100
i8192_s05_P_SCALE,unknown,0.074438,0.01860951,12,23,11.5178,0.959817,0.740000
i8192_s05_P_SCALE,unknown,0.083768,0.02094194,12,23,11.5058,0.958817,0.743000
i8192_s05_P_SCALE,unknown,0.094267,0.02356671,12,23,11.5124,0.959367,0.739200
i8192_s05_P_SCALE,unknown,0.106082,0.02652046,12,23,11.4912,0.957600,0.742500
i8192_s05_P_SCALE,unknown,0.119378,0.02984442,12,23,11.4982,0.958183,0.743500
i8192_s05_P_SCALE,unknown,0.134340,0.03358498,12,23,11.5110,0.959250,0.738700
i8192_s05_P_SCALE,unknown,0.151178,0.03779438,12,23,11.5096,0.959133,0.742200
i8192_s05_P_SCALE,unknown,0.170125,0.04253136,12,23,11.5037,0.958642,0.741300
i8192_s05_P_SCALE,unknown,0.191448,0.04786205,12,23,11.4897,0.957475,0.744900
i8192_s05_P_SCALE,unknown,0.215443,0.05386087,12,23,11.4769,0.956408,0.746900
i8192_s05_P_SCALE,unknown,0.242446,0.06061155,12,23,11.4826,0.956883,0.748700
i8192_s05_P_SCALE,unknown,0.272833,0.06820833,12,23,11.4895,0.957458,0.744200
i8192_s05_P_SCALE,unknown,0.307029,0.07675727,12,23,11.4782,0.956517,0.744200
i8192_s05_P_SCALE,unknown,0.345511,0.08637768,12,23,11.5019,0.958492,0.743800
i8192_s05_P_SCALE,unknown,0.388816,0.09720388,12,23,11.4583,0.954858,0.750100
i8192_s05_P_SCALE,unknown,0.437548,0.10938698,12,23,11.4827,0.956892,0.750200
i8192_s05_P_SCALE,unknown,0.492388,0.12309707,12,23,11.5215,0.960125,0.738300
i8192_s05_P_SCALE,unknown,0.554102,0.13852551,13,25,11.4922,0.884015,0.905600
i8192_s05_P_SCALE,unknown,0.623551,0.15588768,13,25,11.5387,0.887592,0.900500
i8192_s05_P_SCALE,unknown,0.701704,0.17542596,13,25,11.6014,0.892415,0.899200
i8192_s05_P_SCALE,unknown,0.789652,0.19741307,13,25,11.6287,0.894515,0.895300
i8192_s05_P_SCALE,unknown,0.888624,0.22215595,13,25,11.6864,0.898954,0.888700
i8192_s05_P_SCALE,unknown,1.000000,0.25000000,13,25,11.7237,0.901823,0.882800
