name,n,verdict,giantRatio,kappa_connect,isolated,isolatedFraction,tailDominance,runStatus
"_42445.txt",7,HARD_FRAGMENTATION,0.857143,,1,0.142857,0.999906,COMPLETE
"Ag_27415.txt",20,FULL_PERCOLATION,1.000000,210804.757233,0,0.000000,0.999806,COMPLETE
"Ag_31928.txt",28,FULL_PERCOLATION,1.000000,187744.826107,0,0.000000,0.999781,COMPLETE
"Ag_39623.txt",16,HARD_FRAGMENTATION,0.937500,,1,0.062500,0.999838,COMPLETE
"Ag2O_10826.txt",32,FULL_PERCOLATION,1.000000,47837.931382,0,0.000000,0.996236,COMPLETE
"Ag2O_29460.txt",20,FULL_PERCOLATION,1.000000,81261.840020,0,0.000000,0.999384,COMPLETE
"Ag2O_29973.txt",34,HARD_FRAGMENTATION,0.970588,,1,0.029412,0.999709,COMPLETE
"Ag2O_30157.txt",8,HARD_FRAGMENTATION,0.875000,,1,0.125000,0.999867,COMPLETE
"Ag2O_30158.txt",8,HARD_FRAGMENTATION,0.875000,,1,0.125000,0.999867,COMPLETE
"Ag2O_37066.txt",35,FULL_PERCOLATION,1.000000,370475.694477,0,0.000000,0.999739,COMPLETE
"Ag2O_38692.txt",35,HARD_FRAGMENTATION,0.971429,,1,0.028571,0.999793,COMPLETE
"Ag2O_40337.txt",14,HARD_FRAGMENTATION,0.928571,,1,0.071429,0.999753,COMPLETE
"Ag2O_41405.txt",19,HARD_FRAGMENTATION,0.947368,,1,0.052632,0.999903,COMPLETE
"Ag2O_42802.txt",17,HARD_FRAGMENTATION,0.882353,,2,0.117647,0.999757,COMPLETE
"Ag2O_43313.txt",20,FULL_PERCOLATION,1.000000,60447.569232,0,0.000000,0.999248,COMPLETE
"Ag2O_43896.txt",20,HARD_FRAGMENTATION,0.800000,,2,0.100000,0.999393,COMPLETE
"Ag2O_44758.txt",24,HARD_FRAGMENTATION,0.875000,,1,0.041667,0.999888,COMPLETE
"Ag2S_33278.txt",18,FULL_PERCOLATION,1.000000,195129.377849,0,0.000000,0.999747,COMPLETE
"Ag2S_41751.txt",24,FULL_PERCOLATION,1.000000,238510.293560,0,0.000000,0.999851,COMPLETE
"AgBr_44274.txt",20,HARD_FRAGMENTATION,0.950000,,1,0.050000,0.999910,COMPLETE
"AgBr_44275.txt",20,HARD_FRAGMENTATION,0.950000,,1,0.050000,0.999910,COMPLETE
"AgCl_33131.txt",24,FULL_PERCOLATION,1.000000,215670.701773,0,0.000000,0.999229,COMPLETE
"AgCl_33132.txt",38,HARD_FRAGMENTATION,0.868421,,1,0.026316,0.999286,COMPLETE
"AgCl_35656.txt",33,HARD_FRAGMENTATION,0.818182,,1,0.030303,0.999343,COMPLETE
"AgI_33111.txt",44,FULL_PERCOLATION,1.000000,85407.242462,0,0.000000,0.998625,COMPLETE
"AgI_33669.txt",40,FULL_PERCOLATION,1.000000,152824.905417,0,0.000000,0.999594,COMPLETE
"AgI_35435.txt",48,FULL_PERCOLATION,1.000000,89807.427960,0,0.000000,0.998986,COMPLETE
"AgI_37230.txt",32,FULL_PERCOLATION,1.000000,323551.525949,0,0.000000,0.999594,COMPLETE
"AgI_37734.txt",20,HARD_FRAGMENTATION,0.750000,,1,0.050000,0.999330,COMPLETE
"AgI_39637.txt",26,FULL_PERCOLATION,1.000000,129883.301024,0,0.000000,0.999633,COMPLETE
"AgI_43574.txt",32,FULL_PERCOLATION,1.000000,130000.403105,0,0.000000,0.999737,COMPLETE
"AgI_44143.txt",52,FULL_PERCOLATION,1.000000,284421.393228,0,0.000000,0.999502,COMPLETE
"Al2O3_15006.txt",32,FULL_PERCOLATION,1.000000,44091.209284,0,0.000000,0.999001,COMPLETE
"Al2O3_29731.txt",15,HARD_FRAGMENTATION,0.866667,,2,0.133333,0.999797,COMPLETE
"Al2O3_36914.txt",28,HARD_FRAGMENTATION,0.892857,,1,0.035714,0.999228,COMPLETE
"Al2O3_44821.txt",20,FULL_PERCOLATION,1.000000,124820.875454,0,0.000000,0.999875,COMPLETE
"AlF3_14303.txt",17,FULL_PERCOLATION,1.000000,40474.612424,0,0.000000,0.999464,COMPLETE
"AlF3_14304.txt",17,FULL_PERCOLATION,1.000000,40477.445285,0,0.000000,0.999464,COMPLETE
"AlF3_24823.txt",28,HARD_FRAGMENTATION,0.928571,,2,0.071429,0.999758,COMPLETE
"AlF3_34716.txt",8,HARD_FRAGMENTATION,0.750000,,2,0.250000,0.999885,COMPLETE
"As_25545.txt",77,FULL_PERCOLATION,1.000000,101919.640015,0,0.000000,0.997789,COMPLETE
"As_25606.txt",40,FULL_PERCOLATION,1.000000,51763.121164,0,0.000000,0.998754,COMPLETE
"As_26036.txt",33,HARD_FRAGMENTATION,0.939394,,2,0.060606,0.999481,COMPLETE
"As_26912.txt",24,FULL_PERCOLATION,1.000000,79904.771477,0,0.000000,0.997622,COMPLETE
"As_34246.txt",23,HARD_FRAGMENTATION,0.869565,,1,0.043478,0.999556,COMPLETE
"As_37122.txt",19,FULL_PERCOLATION,1.000000,82396.035716,0,0.000000,0.999745,COMPLETE
"As_41964.txt",15,HARD_FRAGMENTATION,0.866667,,2,0.133333,0.999786,COMPLETE
"As2S3_31646.txt",19,HARD_FRAGMENTATION,0.894737,,2,0.105263,0.999807,COMPLETE
"As2S3_31647.txt",17,HARD_FRAGMENTATION,0.882353,,2,0.117647,0.999838,COMPLETE
"As2S3_31648.txt",17,HARD_FRAGMENTATION,0.882353,,2,0.117647,0.999838,COMPLETE
"As2S3_31649.txt",19,HARD_FRAGMENTATION,0.894737,,2,0.105263,0.999807,COMPLETE
"As2S3_32391.txt",9,HARD_FRAGMENTATION,0.555556,,2,0.222222,0.999846,COMPLETE
"As2S3_43873.txt",20,HARD_FRAGMENTATION,0.950000,,1,0.050000,0.997721,COMPLETE
"As2Se3_26016.txt",18,HARD_FRAGMENTATION,0.888889,,2,0.111111,0.999783,COMPLETE
"As2Se3_40680.txt",8,HARD_FRAGMENTATION,0.750000,,2,0.250000,0.999890,COMPLETE
"As2Te3_35082.txt",20,FULL_PERCOLATION,1.000000,56060.890924,0,0.000000,0.999655,COMPLETE
"Au_33533.txt",16,HARD_FRAGMENTATION,0.937500,,1,0.062500,0.999791,COMPLETE
"Au_42360.txt",20,FULL_PERCOLATION,1.000000,222777.564487,0,0.000000,0.999810,COMPLETE
"Au_44280.txt",14,HARD_FRAGMENTATION,0.928571,,1,0.071429,0.999887,COMPLETE
"B2O3_26729.txt",69,HARD_FRAGMENTATION,0.971014,,2,0.028986,0.998906,COMPLETE
"B2O3_28826.txt",92,FULL_PERCOLATION,1.000000,149654.719229,0,0.000000,0.998595,COMPLETE
"B2O3_31811.txt",34,HARD_FRAGMENTATION,0.852941,,3,0.088235,0.998518,COMPLETE
"BaCl2_42738.txt",28,HARD_FRAGMENTATION,0.964286,,1,0.035714,0.998946,COMPLETE
"BaO_12999.txt",15,HARD_FRAGMENTATION,0.733333,,2,0.133333,0.999615,COMPLETE
"Bi_27873.txt",40,FULL_PERCOLATION,1.000000,91895.321632,0,0.000000,0.999167,COMPLETE
"Bi_28189.txt",35,FULL_PERCOLATION,1.000000,234516.973639,0,0.000000,0.999716,COMPLETE
"Bi_41834.txt",25,HARD_FRAGMENTATION,0.960000,,1,0.040000,0.999857,COMPLETE
"Bi2O3_3399.txt",39,FULL_PERCOLATION,1.000000,16423.639765,0,0.000000,0.996646,COMPLETE
"Bi2O3_15215.txt",19,FULL_PERCOLATION,1.000000,15165.000000,0,0.000000,0.998901,COMPLETE
"Bi2O3_24242.txt",20,HARD_FRAGMENTATION,0.950000,,1,0.050000,0.997174,COMPLETE
"Bi2O3_28193.txt",40,HARD_FRAGMENTATION,0.950000,,2,0.050000,0.998146,COMPLETE
"Bi2O3_29692.txt",20,FULL_PERCOLATION,1.000000,76155.537283,0,0.000000,0.999796,COMPLETE
"Bi2O3_32625.txt",20,FULL_PERCOLATION,1.000000,93139.573016,0,0.000000,0.999797,COMPLETE
"Bi2O3_34248.txt",28,HARD_FRAGMENTATION,0.928571,,2,0.071429,0.999474,COMPLETE
"Bi2O3_34268.txt",32,HARD_FRAGMENTATION,0.875000,,4,0.125000,0.998673,COMPLETE
"Bi2O3_34316.txt",17,HARD_FRAGMENTATION,0.941176,,1,0.058824,0.997770,COMPLETE
"Bi2O3_35106.txt",110,FULL_PERCOLATION,1.000000,122852.571941,0,0.000000,0.998270,COMPLETE
"Bi2O3_35130.txt",17,HARD_FRAGMENTATION,0.882353,,2,0.117647,0.999430,COMPLETE
"Bi2O3_35174.txt",20,FULL_PERCOLATION,1.000000,122098.786891,0,0.000000,0.999846,COMPLETE
"Bi2O3_35651.txt",19,FULL_PERCOLATION,1.000000,70501.053332,0,0.000000,0.999808,COMPLETE
"Bi2O3_35961.txt",20,FULL_PERCOLATION,1.000000,43928.536002,0,0.000000,0.999277,COMPLETE
"Bi2O3_36014.txt",24,HARD_FRAGMENTATION,0.916667,,2,0.083333,0.999652,COMPLETE
"Bi2O3_36308.txt",24,HARD_FRAGMENTATION,0.916667,,2,0.083333,0.999629,COMPLETE
"Bi2O3_36422.txt",34,HARD_FRAGMENTATION,0.970588,,1,0.029412,0.999725,COMPLETE
"Bi2O3_37065.txt",67,FULL_PERCOLATION,1.000000,154741.675368,0,0.000000,0.998778,COMPLETE
"Bi2O3_37075.txt",33,HARD_FRAGMENTATION,0.969697,,1,0.030303,0.999757,COMPLETE
"Bi2O3_37232.txt",34,HARD_FRAGMENTATION,0.970588,,1,0.029412,0.999776,COMPLETE
"Bi2O3_37455.txt",10,HARD_FRAGMENTATION,0.900000,,1,0.100000,0.999840,COMPLETE
"Bi2O3_37456.txt",24,HARD_FRAGMENTATION,0.875000,,1,0.041667,0.999863,COMPLETE
"Bi2O3_37619.txt",24,FULL_PERCOLATION,1.000000,906293.616018,0,0.000000,0.999792,COMPLETE
"Bi2O3_37988.txt",20,FULL_PERCOLATION,1.000000,89970.392068,0,0.000000,0.999747,COMPLETE
"Bi2O3_38010.txt",17,HARD_FRAGMENTATION,0.882353,,2,0.117647,0.999787,COMPLETE
"Bi2O3_38089.txt",53,HARD_FRAGMENTATION,0.981132,,1,0.018868,0.999632,COMPLETE
"Bi2O3_38228.txt",134,FULL_PERCOLATION,1.000000,170640.216593,0,0.000000,0.998250,COMPLETE
"Bi2O3_38809.txt",28,FULL_PERCOLATION,1.000000,158427.821618,0,0.000000,0.998899,COMPLETE
