value,bridge_id,bridge_label,bridge_layers,object_id,phase,layer,pdg_section,pdg_name,symbol,category,components,component_charges,Q_over_e,closure_class,route_class,encoding,source_file,source_note,notes
0,ABC,A <-> B <-> C,ABC,L_A_007,Phase 1,A_external_closures,Leptons / Neutrino Properties,electron neutrino,nu_e,neutral lepton,,,0,FREE_NEUTRAL_CLOSURE,EXTERNAL_CLOSURE,closure_class_code,rpp2026-sum-leptons.pdf,PDG Leptons summary contains a Neutrino Properties section and neutrino-type counts.,primitive neutral lepton closure
0,ABC,A <-> B <-> C,ABC,L_A_008,Phase 1,A_external_closures,Leptons / Neutrino Properties,muon neutrino,nu_mu,neutral lepton,,,0,FREE_NEUTRAL_CLOSURE,EXTERNAL_CLOSURE,closure_class_code,rpp2026-sum-leptons.pdf,PDG Leptons summary contains a Neutrino Properties section and neutrino-type counts.,neutral second-generation closure
0,ABC,A <-> B <-> C,ABC,L_A_009,Phase 1,A_external_closures,Leptons / Neutrino Properties,tau neutrino,nu_tau,neutral lepton,,,0,FREE_NEUTRAL_CLOSURE,EXTERNAL_CLOSURE,closure_class_code,rpp2026-sum-leptons.pdf,PDG Leptons summary contains a Neutrino Properties section and neutrino-type counts.,neutral third-generation closure
0,ABC,A <-> B <-> C,ABC,L_A_010,Phase 1,A_external_closures,Gauge and Higgs Bosons,photon,gamma,gauge boson,,,0,FREE_NEUTRAL_CLOSURE,EXTERNAL_CLOSURE,closure_class_code,rpp2026-sum-gauge-higgs-bosons.pdf,"PDG Gauge/Higgs summary lists photon charge bounds far below e, treated here as neutral closure for the corpus.",electromagnetic neutral carrier
0,ABC,A <-> B <-> C,ABC,L_A_013,Phase 1,A_external_closures,Gauge and Higgs Bosons,Z boson,Z,weak gauge boson,,,0,FREE_NEUTRAL_CLOSURE,EXTERNAL_CLOSURE,closure_class_code,rpp2026-sum-gauge-higgs-bosons.pdf,PDG Gauge/Higgs summary explicitly lists Z charge as 0.,neutral weak carrier
0,ABC,A <-> B <-> C,ABC,L_A_014,Phase 1,A_external_closures,Gauge and Higgs Bosons,Higgs boson,H,scalar boson,,,0,FREE_NEUTRAL_CLOSURE,EXTERNAL_CLOSURE,closure_class_code,rpp2026-sum-gauge-higgs-bosons.pdf,"PDG Gauge/Higgs summary lists H, formerly H0, as the neutral Higgs boson entry.",neutral scalar closure
1,ABC,A <-> B <-> C,ABC,L_A_001,Phase 1,A_external_closures,Leptons,electron,e-,charged lepton,,,-1,FREE_INTEGER_CLOSURE,EXTERNAL_CLOSURE,closure_class_code,rpp2026-sum-leptons.pdf,PDG Leptons summary lists e section and charge-conjugate electron/positron charge comparison.,primitive negative external closure
1,ABC,A <-> B <-> C,ABC,L_A_002,Phase 1,A_external_closures,Leptons,positron,e+,charged antilepton,,,+1,FREE_INTEGER_CLOSURE,EXTERNAL_CLOSURE,closure_class_code,rpp2026-sum-leptons.pdf,PDG Leptons summary lists e section and charge-conjugate electron/positron charge comparison.,primitive positive external closure
1,ABC,A <-> B <-> C,ABC,L_A_003,Phase 1,A_external_closures,Leptons,muon,mu-,charged lepton,,,-1,FREE_INTEGER_CLOSURE,EXTERNAL_CLOSURE,closure_class_code,rpp2026-sum-leptons.pdf,PDG Leptons summary lists mu section and states mu+ modes are charge conjugates of the mu- modes.,second-generation charged lepton closure
1,ABC,A <-> B <-> C,ABC,L_A_004,Phase 1,A_external_closures,Leptons,antimuon,mu+,charged antilepton,,,+1,FREE_INTEGER_CLOSURE,EXTERNAL_CLOSURE,closure_class_code,rpp2026-sum-leptons.pdf,PDG Leptons summary lists mu section and states mu+ modes are charge conjugates of the mu- modes.,positive second-generation closure
1,ABC,A <-> B <-> C,ABC,L_A_005,Phase 1,A_external_closures,Leptons,tau,tau-,charged lepton,,,-1,FREE_INTEGER_CLOSURE,EXTERNAL_CLOSURE,closure_class_code,rpp2026-sum-leptons.pdf,PDG Leptons summary lists tau section and states tau+ modes are charge conjugates of the tau- modes.,third-generation charged lepton closure
1,ABC,A <-> B <-> C,ABC,L_A_006,Phase 1,A_external_closures,Leptons,antitau,tau+,charged antilepton,,,+1,FREE_INTEGER_CLOSURE,EXTERNAL_CLOSURE,closure_class_code,rpp2026-sum-leptons.pdf,PDG Leptons summary lists tau section and states tau+ modes are charge conjugates of the tau- modes.,positive third-generation closure
1,ABC,A <-> B <-> C,ABC,L_A_011,Phase 1,A_external_closures,Gauge and Higgs Bosons,W boson,W-,weak gauge boson,,,-1,FREE_INTEGER_CLOSURE,EXTERNAL_CLOSURE,closure_class_code,rpp2026-sum-gauge-higgs-bosons.pdf,PDG Gauge/Higgs summary explicitly lists W charge as ±1e.,negative charged weak carrier
1,ABC,A <-> B <-> C,ABC,L_A_012,Phase 1,A_external_closures,Gauge and Higgs Bosons,W boson,W+,weak gauge boson,,,+1,FREE_INTEGER_CLOSURE,EXTERNAL_CLOSURE,closure_class_code,rpp2026-sum-gauge-higgs-bosons.pdf,PDG Gauge/Higgs summary explicitly lists W charge as ±1e.,positive charged weak carrier
2,ABC,A <-> B <-> C,ABC,L_B_001,Phase 1,B_confined_fractional,Quarks,up quark,u,up-type quark,,,+2/3,INTERNAL_FRACTIONAL_COORDINATE,CONFINED_ROUTE,closure_class_code,rpp2026-sum-quarks.pdf,"PDG Quarks summary explicitly lists u,c,t charges as +2/3e and d,s,b charges as -1/3e; antiquark charges are charge conjugates.",fractional charge coordinate; not a free external closure
2,ABC,A <-> B <-> C,ABC,L_B_002,Phase 1,B_confined_fractional,Quarks,down quark,d,down-type quark,,,-1/3,INTERNAL_FRACTIONAL_COORDINATE,CONFINED_ROUTE,closure_class_code,rpp2026-sum-quarks.pdf,"PDG Quarks summary explicitly lists u,c,t charges as +2/3e and d,s,b charges as -1/3e; antiquark charges are charge conjugates.",fractional charge coordinate; not a free external closure
2,ABC,A <-> B <-> C,ABC,L_B_003,Phase 1,B_confined_fractional,Quarks,strange quark,s,down-type quark,,,-1/3,INTERNAL_FRACTIONAL_COORDINATE,CONFINED_ROUTE,closure_class_code,rpp2026-sum-quarks.pdf,"PDG Quarks summary explicitly lists u,c,t charges as +2/3e and d,s,b charges as -1/3e; antiquark charges are charge conjugates.",fractional charge coordinate; not a free external closure
2,ABC,A <-> B <-> C,ABC,L_B_004,Phase 1,B_confined_fractional,Quarks,charm quark,c,up-type quark,,,+2/3,INTERNAL_FRACTIONAL_COORDINATE,CONFINED_ROUTE,closure_class_code,rpp2026-sum-quarks.pdf,"PDG Quarks summary explicitly lists u,c,t charges as +2/3e and d,s,b charges as -1/3e; antiquark charges are charge conjugates.",fractional charge coordinate; not a free external closure
2,ABC,A <-> B <-> C,ABC,L_B_005,Phase 1,B_confined_fractional,Quarks,bottom quark,b,down-type quark,,,-1/3,INTERNAL_FRACTIONAL_COORDINATE,CONFINED_ROUTE,closure_class_code,rpp2026-sum-quarks.pdf,"PDG Quarks summary explicitly lists u,c,t charges as +2/3e and d,s,b charges as -1/3e; antiquark charges are charge conjugates.",fractional charge coordinate; not a free external closure
2,ABC,A <-> B <-> C,ABC,L_B_006,Phase 1,B_confined_fractional,Quarks,top quark,t,up-type quark,,,+2/3,INTERNAL_FRACTIONAL_COORDINATE,CONFINED_ROUTE,closure_class_code,rpp2026-sum-quarks.pdf,"PDG Quarks summary explicitly lists u,c,t charges as +2/3e and d,s,b charges as -1/3e; antiquark charges are charge conjugates.",fractional charge coordinate; not a free external closure
2,ABC,A <-> B <-> C,ABC,L_B_007,Phase 1,B_confined_fractional,Quarks,anti-up quark,anti-u,anti-up-type quark,,,-2/3,INTERNAL_FRACTIONAL_COORDINATE,CONFINED_ROUTE,closure_class_code,rpp2026-sum-quarks.pdf,"PDG Quarks summary explicitly lists u,c,t charges as +2/3e and d,s,b charges as -1/3e; antiquark charges are charge conjugates.",fractional charge coordinate; not a free external closure
2,ABC,A <-> B <-> C,ABC,L_B_008,Phase 1,B_confined_fractional,Quarks,anti-down quark,anti-d,anti-down-type quark,,,+1/3,INTERNAL_FRACTIONAL_COORDINATE,CONFINED_ROUTE,closure_class_code,rpp2026-sum-quarks.pdf,"PDG Quarks summary explicitly lists u,c,t charges as +2/3e and d,s,b charges as -1/3e; antiquark charges are charge conjugates.",fractional charge coordinate; not a free external closure
2,ABC,A <-> B <-> C,ABC,L_B_009,Phase 1,B_confined_fractional,Quarks,anti-strange quark,anti-s,anti-down-type quark,,,+1/3,INTERNAL_FRACTIONAL_COORDINATE,CONFINED_ROUTE,closure_class_code,rpp2026-sum-quarks.pdf,"PDG Quarks summary explicitly lists u,c,t charges as +2/3e and d,s,b charges as -1/3e; antiquark charges are charge conjugates.",fractional charge coordinate; not a free external closure
2,ABC,A <-> B <-> C,ABC,L_B_010,Phase 1,B_confined_fractional,Quarks,anti-charm quark,anti-c,anti-up-type quark,,,-2/3,INTERNAL_FRACTIONAL_COORDINATE,CONFINED_ROUTE,closure_class_code,rpp2026-sum-quarks.pdf,"PDG Quarks summary explicitly lists u,c,t charges as +2/3e and d,s,b charges as -1/3e; antiquark charges are charge conjugates.",fractional charge coordinate; not a free external closure
2,ABC,A <-> B <-> C,ABC,L_B_011,Phase 1,B_confined_fractional,Quarks,anti-bottom quark,anti-b,anti-down-type quark,,,+1/3,INTERNAL_FRACTIONAL_COORDINATE,CONFINED_ROUTE,closure_class_code,rpp2026-sum-quarks.pdf,"PDG Quarks summary explicitly lists u,c,t charges as +2/3e and d,s,b charges as -1/3e; antiquark charges are charge conjugates.",fractional charge coordinate; not a free external closure
2,ABC,A <-> B <-> C,ABC,L_B_012,Phase 1,B_confined_fractional,Quarks,anti-top quark,anti-t,anti-up-type quark,,,-2/3,INTERNAL_FRACTIONAL_COORDINATE,CONFINED_ROUTE,closure_class_code,rpp2026-sum-quarks.pdf,"PDG Quarks summary explicitly lists u,c,t charges as +2/3e and d,s,b charges as -1/3e; antiquark charges are charge conjugates.",fractional charge coordinate; not a free external closure
