ladder,domain,kappa,epsilon,nu_V,vuln_count,inv,rho,Ak
BC,molecular,0.010000,0.00333333,10,17,8.5030,0.850300,0.913500
BC,molecular,0.011253,0.00375112,10,17,8.5200,0.852000,0.918000
BC,molecular,0.012664,0.00422127,10,17,8.5010,0.850100,0.923500
BC,molecular,0.014251,0.00475034,10,17,8.5200,0.852000,0.916000
BC,molecular,0.016037,0.00534573,10,17,8.5010,0.850100,0.921000
BC,molecular,0.018047,0.00601574,10,17,8.4820,0.848200,0.924500
BC,molecular,0.020309,0.00676973,10,17,8.5400,0.854000,0.919500
BC,molecular,0.022855,0.00761821,10,17,8.4970,0.849700,0.923000
BC,molecular,0.025719,0.00857305,10,17,8.4915,0.849150,0.916000
BC,molecular,0.028943,0.00964755,10,17,8.5115,0.851150,0.926000
BC,molecular,0.032570,0.01085674,10,17,8.5480,0.854800,0.917500
BC,molecular,0.036652,0.01221747,10,17,8.5405,0.854050,0.923500
BC,molecular,0.041246,0.01374875,10,17,8.4675,0.846750,0.929500
BC,molecular,0.046416,0.01547196,10,17,8.5200,0.852000,0.914000
BC,molecular,0.052233,0.01741115,10,17,8.4945,0.849450,0.922500
BC,molecular,0.058780,0.01959339,10,17,8.4800,0.848000,0.920000
BC,molecular,0.066147,0.02204914,10,17,8.5005,0.850050,0.916500
BC,molecular,0.074438,0.02481268,10,17,8.5180,0.851800,0.918000
BC,molecular,0.083768,0.02792259,10,17,8.4525,0.845250,0.922500
BC,molecular,0.094267,0.03142228,10,17,8.5265,0.852650,0.913500
BC,molecular,0.106082,0.03536061,10,17,8.5475,0.854750,0.919000
BC,molecular,0.119378,0.03979255,10,17,8.4865,0.848650,0.921000
BC,molecular,0.134340,0.04477998,10,17,8.5050,0.850500,0.919500
BC,molecular,0.151178,0.05039250,10,17,8.5080,0.850800,0.926500
BC,molecular,0.170125,0.05670848,10,17,8.4665,0.846650,0.913500
BC,molecular,0.191448,0.06381607,10,17,8.4555,0.845550,0.927500
BC,molecular,0.215443,0.07181449,10,17,8.4770,0.847700,0.929000
BC,molecular,0.242446,0.08081540,10,17,8.4790,0.847900,0.917500
BC,molecular,0.272833,0.09094445,10,17,8.5250,0.852500,0.918000
BC,molecular,0.307029,0.10234302,10,17,8.5050,0.850500,0.922000
BC,molecular,0.345511,0.11517024,10,17,8.4955,0.849550,0.922000
BC,molecular,0.388816,0.12960517,10,17,8.5000,0.850000,0.921500
BC,molecular,0.437548,0.14584931,10,17,8.5075,0.850750,0.918500
BC,molecular,0.492388,0.16412942,10,17,8.5110,0.851100,0.918000
BC,molecular,0.554102,0.18470068,10,20,8.4960,0.849600,0.919000
BC,molecular,0.623551,0.20785024,10,20,8.4910,0.849100,0.924500
BC,molecular,0.701704,0.23390128,10,20,8.6795,0.867950,0.912500
BC,molecular,0.789652,0.26321743,10,20,8.6950,0.869500,0.900000
BC,molecular,0.888624,0.29620794,10,20,8.7495,0.874950,0.908500
BC,molecular,1.000000,0.33333333,10,20,8.8690,0.886900,0.896000
BC,molecular,0.010000,0.00250000,10,19,9.5145,0.951450,0.745500
BC,molecular,0.011253,0.00281334,10,19,9.5460,0.954600,0.759500
BC,molecular,0.012664,0.00316595,10,19,9.5335,0.953350,0.754000
BC,molecular,0.014251,0.00356276,10,19,9.5315,0.953150,0.750500
BC,molecular,0.016037,0.00400930,10,19,9.4960,0.949600,0.761000
BC,molecular,0.018047,0.00451180,10,19,9.4950,0.949500,0.762000
BC,molecular,0.020309,0.00507729,10,19,9.5135,0.951350,0.756000
BC,molecular,0.022855,0.00571366,10,19,9.4730,0.947300,0.769500
BC,molecular,0.025719,0.00642978,10,19,9.4820,0.948200,0.769000
BC,molecular,0.028943,0.00723567,10,19,9.5375,0.953750,0.753000
BC,molecular,0.032570,0.00814255,10,19,9.4935,0.949350,0.762000
BC,molecular,0.036652,0.00916310,10,19,9.5145,0.951450,0.759000
BC,molecular,0.041246,0.01031157,10,19,9.5215,0.952150,0.772000
BC,molecular,0.046416,0.01160397,10,19,9.4735,0.947350,0.771000
BC,molecular,0.052233,0.01305836,10,19,9.5110,0.951100,0.773000
BC,molecular,0.058780,0.01469504,10,19,9.4555,0.945550,0.781000
BC,molecular,0.066147,0.01653685,10,19,9.5425,0.954250,0.760500
BC,molecular,0.074438,0.01860951,10,19,9.5280,0.952800,0.768000
BC,molecular,0.083768,0.02094194,10,19,9.4705,0.947050,0.764500
BC,molecular,0.094267,0.02356671,10,19,9.5100,0.951000,0.760000
BC,molecular,0.106082,0.02652046,10,19,9.4805,0.948050,0.756000
BC,molecular,0.119378,0.02984442,10,19,9.4880,0.948800,0.759000
BC,molecular,0.134340,0.03358498,10,19,9.4955,0.949550,0.749000
BC,molecular,0.151178,0.03779438,10,19,9.5185,0.951850,0.753500
BC,molecular,0.170125,0.04253136,10,19,9.4535,0.945350,0.770500
BC,molecular,0.191448,0.04786205,10,19,9.4665,0.946650,0.754500
BC,molecular,0.215443,0.05386087,10,19,9.4580,0.945800,0.771500
BC,molecular,0.242446,0.06061155,10,19,9.4955,0.949550,0.761500
BC,molecular,0.272833,0.06820833,10,19,9.5045,0.950450,0.754000
BC,molecular,0.307029,0.07675727,10,19,9.5125,0.951250,0.751000
BC,molecular,0.345511,0.08637768,10,19,9.4485,0.944850,0.752500
BC,molecular,0.388816,0.09720388,10,19,9.4630,0.946300,0.764500
BC,molecular,0.437548,0.10938698,10,19,9.5405,0.954050,0.743000
BC,molecular,0.492388,0.12309707,10,19,9.5045,0.950450,0.750000
BC,molecular,0.554102,0.13852551,11,21,9.4990,0.863545,0.925500
BC,molecular,0.623551,0.15588768,11,21,9.5115,0.864682,0.914500
BC,molecular,0.701704,0.17542596,11,21,9.5810,0.871000,0.912500
BC,molecular,0.789652,0.19741307,11,21,9.6000,0.872727,0.919000
BC,molecular,0.888624,0.22215595,11,21,9.7270,0.884273,0.901000
BC,molecular,1.000000,0.25000000,11,21,9.7980,0.890727,0.893500
BC,molecular,0.010000,0.01000000,10,19,9.5150,0.951500,0.753500
BC,molecular,0.011253,0.01125336,10,19,9.4185,0.941850,0.787500
BC,molecular,0.012664,0.01266380,10,19,9.5530,0.955300,0.747000
BC,molecular,0.014251,0.01425103,10,19,9.4885,0.948850,0.761000
BC,molecular,0.016037,0.01603719,10,19,9.5125,0.951250,0.760000
BC,molecular,0.018047,0.01804722,10,19,9.5045,0.950450,0.758500
BC,molecular,0.020309,0.02030918,10,19,9.5060,0.950600,0.759500
BC,molecular,0.022855,0.02285464,10,19,9.4910,0.949100,0.764500
BC,molecular,0.025719,0.02571914,10,19,9.5210,0.952100,0.759500
BC,molecular,0.028943,0.02894266,10,19,9.4930,0.949300,0.756500
BC,molecular,0.032570,0.03257021,10,19,9.5895,0.958950,0.734500
BC,molecular,0.036652,0.03665241,10,19,9.4275,0.942750,0.775500
BC,molecular,0.041246,0.04124626,10,19,9.4925,0.949250,0.762000
BC,molecular,0.046416,0.04641589,10,19,9.4850,0.948500,0.758000
BC,molecular,0.052233,0.05223345,10,19,9.5050,0.950500,0.758500
BC,molecular,0.058780,0.05878016,10,19,9.4640,0.946400,0.774000
BC,molecular,0.066147,0.06614741,10,19,9.5385,0.953850,0.744000
BC,molecular,0.074438,0.07443803,10,19,9.4780,0.947800,0.761000
BC,molecular,0.083768,0.08376776,10,19,9.4795,0.947950,0.771000
BC,molecular,0.094267,0.09426685,10,19,9.5095,0.950950,0.760000
BC,molecular,0.106082,0.10608184,10,19,9.5035,0.950350,0.757000
BC,molecular,0.119378,0.11937766,10,19,9.4635,0.946350,0.771000
BC,molecular,0.134340,0.13433993,10,19,9.4690,0.946900,0.773000
BC,molecular,0.151178,0.15117751,10,19,9.5385,0.953850,0.756500
BC,molecular,0.170125,0.17012543,10,19,9.5205,0.952050,0.760500
BC,molecular,0.191448,0.19144820,10,19,9.5300,0.953000,0.756000
BC,molecular,0.215443,0.21544347,10,19,9.4480,0.944800,0.759500
BC,molecular,0.242446,0.24244620,10,19,9.4735,0.947350,0.769500
BC,molecular,0.272833,0.27283334,10,19,9.5005,0.950050,0.766500
BC,molecular,0.307029,0.30702906,10,19,9.4545,0.945450,0.766500
BC,molecular,0.345511,0.34551073,10,19,9.5120,0.951200,0.757000
BC,molecular,0.388816,0.38881552,10,19,9.5425,0.954250,0.751500
BC,molecular,0.437548,0.43754794,10,19,9.5080,0.950800,0.761000
BC,molecular,0.492388,0.49238826,10,19,9.4890,0.948900,0.764500
BC,molecular,0.554102,0.55410203,11,21,9.4615,0.860136,0.922500
BC,molecular,0.623551,0.62355073,11,21,9.5560,0.868727,0.921000
BC,molecular,0.701704,0.70170383,11,21,9.6240,0.874909,0.908500
BC,molecular,0.789652,0.78965229,11,21,9.7000,0.881818,0.891000
BC,molecular,0.888624,0.88862382,11,21,9.6860,0.880545,0.907500
BC,molecular,1.000000,1.00000000,11,21,9.7565,0.886955,0.890500
BC,molecular,0.010000,0.01000000,11,20,10.0270,0.911545,0.859500
BC,molecular,0.011253,0.01125336,11,20,9.9580,0.905273,0.871500
BC,molecular,0.012664,0.01266380,11,20,9.9780,0.907091,0.873000
BC,molecular,0.014251,0.01425103,11,20,9.9615,0.905591,0.870500
BC,molecular,0.016037,0.01603719,11,20,10.0035,0.909409,0.861500
BC,molecular,0.018047,0.01804722,11,20,9.9875,0.907955,0.868000
BC,molecular,0.020309,0.02030918,11,20,9.9655,0.905955,0.859000
BC,molecular,0.022855,0.02285464,11,20,9.9395,0.903591,0.872500
BC,molecular,0.025719,0.02571914,11,20,9.9870,0.907909,0.858500
BC,molecular,0.028943,0.02894266,11,20,9.9555,0.905045,0.859000
BC,molecular,0.032570,0.03257021,11,20,10.0355,0.912318,0.843000
BC,molecular,0.036652,0.03665241,11,20,9.9875,0.907955,0.858500
BC,molecular,0.041246,0.04124626,11,20,10.0155,0.910500,0.860500
BC,molecular,0.046416,0.04641589,11,20,10.0120,0.910182,0.864500
BC,molecular,0.052233,0.05223345,11,20,10.0060,0.909636,0.866500
BC,molecular,0.058780,0.05878016,11,20,10.0250,0.911364,0.859000
BC,molecular,0.066147,0.06614741,11,20,10.0065,0.909682,0.856000
BC,molecular,0.074438,0.07443803,11,20,10.0125,0.910227,0.860500
BC,molecular,0.083768,0.08376776,11,20,9.9940,0.908545,0.865000
BC,molecular,0.094267,0.09426685,11,20,9.9910,0.908273,0.847000
BC,molecular,0.106082,0.10608184,11,20,9.9475,0.904318,0.860000
BC,molecular,0.119378,0.11937766,11,20,9.9750,0.906818,0.859500
BC,molecular,0.134340,0.13433993,11,20,10.0300,0.911818,0.854000
BC,molecular,0.151178,0.15117751,11,20,9.9975,0.908864,0.857500
BC,molecular,0.170125,0.17012543,11,20,9.9840,0.907636,0.864500
BC,molecular,0.191448,0.19144820,11,20,10.0020,0.909273,0.859000
BC,molecular,0.215443,0.21544347,11,20,9.9485,0.904409,0.863500
BC,molecular,0.242446,0.24244620,11,20,10.0210,0.911000,0.861500
BC,molecular,0.272833,0.27283334,11,20,9.9590,0.905364,0.865500
BC,molecular,0.307029,0.30702906,11,20,10.0175,0.910682,0.853000
BC,molecular,0.345511,0.34551073,11,20,9.9345,0.903136,0.866500
BC,molecular,0.388816,0.38881552,11,20,10.0070,0.909727,0.863500
BC,molecular,0.437548,0.43754794,11,20,9.9605,0.905500,0.861000
BC,molecular,0.492388,0.49238826,11,20,9.9815,0.907409,0.859000
BC,molecular,0.554102,0.55410203,11,21,10.0265,0.911500,0.858500
BC,molecular,0.623551,0.62355073,11,21,9.9995,0.909045,0.857500
BC,molecular,0.701704,0.70170383,11,21,9.9830,0.907545,0.870000
BC,molecular,0.789652,0.78965229,11,21,10.0740,0.915818,0.847000
BC,molecular,0.888624,0.88862382,11,21,10.0740,0.915818,0.849000
BC,molecular,1.000000,1.00000000,11,21,10.1010,0.918273,0.842500
BC,molecular,0.010000,0.01000000,11,20,10.0570,0.914273,0.846500
BC,molecular,0.011253,0.01125336,11,20,10.0645,0.914955,0.854000
BC,molecular,0.012664,0.01266380,11,20,10.0270,0.911545,0.859000
BC,molecular,0.014251,0.01425103,11,20,10.0090,0.909909,0.858000
BC,molecular,0.016037,0.01603719,11,20,10.0350,0.912273,0.851000
BC,molecular,0.018047,0.01804722,11,20,9.9665,0.906045,0.865500
BC,molecular,0.020309,0.02030918,11,20,10.0040,0.909455,0.848500
BC,molecular,0.022855,0.02285464,11,20,9.9750,0.906818,0.879500
BC,molecular,0.025719,0.02571914,11,20,9.9770,0.907000,0.863500
