null_index,seed,swap_attempts,swap_accepted,mobility_fraction,mobile_groups,transition_groups,graph_signature,matches_real_graph,scale_persistence,time_persistence,stitch_defect
1,20260905,87245,87115,0.9985099432632243,75,85,b0eb8253c1f40ee2415fe52bf6ad58450485a78fb8375a1b3deda665353762c3,False,0.3496422033616242,0.4950985057580661,0.9962604196286343
2,20260906,87245,87115,0.9985099432632243,75,85,3ec3e185c0a8599e990c65349e75ab4c82ae9dd287fa21ef407d9ccee3d0c6a2,False,0.34935097353969047,0.4960608271734188,0.9974057401816272
3,20260907,87245,87132,0.9987047968364949,75,85,d17627558e02ad510529a97e314da03b1facefc8d584c0d699b354d72363456e,False,0.34918455649858543,0.49471780717616826,0.9964346288777342
4,20260908,87245,87097,0.9983036277150553,75,85,392c46e005b5772645f28c654087ce0dfcafe358bb201ae8f2ff11cdbe6e7fa0,False,0.35039108004659675,0.496378075991667,0.9967292359632968
5,20260909,87245,87139,0.9987850306607828,75,85,5874588b883aee9b4be421d1e5d6b4cd3749c0939096faa5a2735451e55915e6,False,0.3488101181560992,0.49385066040629005,0.9977374595578169
6,20260910,87245,87116,0.9985214052381225,75,85,1e1d0d4e66cdb858af916ab50210976cba4c4dc2e717e86817132f8b4be58c31,False,0.35022466300549177,0.49473895709738486,0.9979055284386367
7,20260911,87245,87116,0.9985214052381225,75,85,3377adce85b16937e66d02b4bb8aa207e3ff5f68fc4e332efc42dadb70256336,False,0.35068230986853055,0.49613485189767675,0.9972935839341471
8,20260912,87245,87145,0.9988538025101725,75,85,a1b07901edbc710cf528e1c20b7a6a6d99fc6cd6398b53b4f7b9fa9a4bac0d5b,False,0.3487685138958229,0.4953628797732728,0.9975905103175016
9,20260913,87245,87113,0.9984870193134276,75,85,07023d8e7007b8d9f4ae3709fd68cd00252b827728a8ef4b574383cce612488a,False,0.349933433183558,0.494083309539672,0.9965259674320611
10,20260914,87245,87113,0.9984870193134276,75,85,39ef29ccee66c940361ecaeaf2fd6b7de8b0172123c356d908a0fade359e2f35,False,0.349767016142453,0.4970760233918129,0.996626052143768
11,20260915,87245,87132,0.9987047968364949,75,85,b60d69115c87186cbb70d0e2ed997a64b97ac3d869324e95bcad38155c2b3cd9,False,0.349767016142453,0.4972452227615452,0.9974323725437285
12,20260916,87245,87126,0.9986360249871052,75,85,5254d603f21204c040a1bb759cbf1b1a2d74102c2482cea9eba9388ed40115bc,False,0.3505158928274255,0.4955532290642218,0.9982582917637561
13,20260917,87245,87121,0.9985787151126139,75,85,9465f774a69c6ded533c4a6f29e046b8311f4323fc529cacf639b4c377ed9355,False,0.349267765019138,0.4944111333185284,0.9973627813336117
14,20260918,87245,87140,0.9987964926356812,75,85,8599c19cbb59fbbb2bf78a684594f4fd929704ad839962f4d429274e85d045a5,False,0.35147279081377936,0.49474953205799316,0.9974287936561878
15,20260919,87245,87118,0.9985443291879191,75,85,48db461e53edecb8102821dab983d28f5e6e5dc6c5f204db9c5598496adc4278,False,0.34901813945748045,0.4953523048126647,0.9960697181751188
16,20260920,87245,87141,0.9988079546105794,75,85,8f7eb12395551a8b9a911751b90ea070cb616aa28e85f6e7e761f4950308b6a6,False,0.34972541188217676,0.4957753032369955,0.9970990029372134
17,20260921,87245,87124,0.9986131010373087,75,85,de4f8a3cb119065b5d57bfd9be2bd2809aa01cb8dff60dd7f928983c917d707f,False,0.3487269096355467,0.49556380402482997,0.9974671088180318
18,20260922,87245,87127,0.9986474869620036,75,85,b1d6710b8f9cf59b91ad2b1994cbbef12b7b7e40261e8c837284cb7582470f68,False,0.35026626726576804,0.49543690449753075,0.9978164564610783
