index,energy_cm-1,raw_gap_cm-1,normalized_gap,scale
0,0.0,159855.971776,0.447877415142113,macro
1,159855.971776,6421.465859000018,0.017991379980363358,macro
2,166277.437635,2809.3262753099843,0.007871046520800427,meso
3,169086.76391031,0.07642550001037307,2.1412559703151756e-07,micro
4,169086.84033581,0.9879152000066824,2.767897259281658e-06,micro
5,169087.82825101,2047.0661899900006,0.0057353798147889035,meso
6,171134.894441,12101.894653999974,0.03390655498032149,macro
7,183236.789095,1628.0376200000173,0.0045613640385075566,meso
8,184864.826715,699.7326115100004,0.0019604799861520773,meso
9,185564.55932651,0.021988189982948825,6.160554143711604e-08,micro
10,185564.5813147,0.27069260002463125,7.584145944013564e-07,micro
11,185564.8520073,536.6915774599765,0.0015036788039307124,meso
12,186101.54358476,0.0025105700187850744,7.034004410685152e-09,micro
13,186101.54609533,0.044198079995112494,1.2383223224337053e-07,micro
14,186101.59029341,3.3738016900024377,9.452568855155188e-06,micro
15,186104.9640951,104.39823779999278,0.0002924983807096806,meso
16,186209.3623329,4088.7483210999926,0.011455674810741447,macro
17,190298.110654,642.1130950000079,0.0017990441647090386,meso
18,190940.223749,276.81461190001573,0.0007755669774105984,meso
19,191217.0383609,0.00899619999108836,2.5205156575295854e-08,micro
20,191217.0473571,0.11032629999681376,3.091073640589812e-07,micro
21,191217.1576834,227.32064573999378,0.0006368969647573086,meso
22,191444.47832914,0.001200700004119426,3.364068343719334e-09,micro
23,191444.47952984,0.018519309989642352,5.188658638289174e-08,micro
24,191444.49804915,1.9550902100163512,5.47768556847395e-06,micro
25,191446.45313936,5.418203398003243,1.5180483441759273e-05,meso
26,191451.871342758,0.007139742985600606,2.0003817171439094e-08,micro
27,191451.878482501,0.008618371997727081,2.4146574758458236e-08,micro
28,191451.887100873,0.007753937999950722,2.172464168843473e-08,micro
29,191451.894854811,40.814448689023266,0.00011435212320316077,meso
30,191492.7093035,1854.279434499971,0.00519523838145227,meso
31,193346.988738,316.52075100000366,0.0008868138876623786,meso
32,193663.509489,137.19550100000924,0.00038438830701373046,meso
33,193800.70499,0.0045203999907244,1.2665057431142132e-08,micro
34,193800.7095104,0.055446700018364936,1.55348119976296e-07,micro
35,193800.7649571,116.38372730999254,0.0003260787968887747,meso
36,193917.14868441,0.0006407100008800626,1.7951130374532938e-09,micro
37,193917.14932512,0.00945797999156639,2.6498951425001146e-08,micro
38,193917.1587831,1.1285144400026184,3.161822012174622e-06,micro
39,193918.28729754,2.8283607640187256,7.924376512208996e-06,micro
40,193921.115658304,0.0030783599941059947,8.624813334900252e-09,micro
41,193921.118736664,0.004410350986290723,1.2356726981568537e-08,micro
42,193921.123147015,0.005128017015522346,1.436745202697357e-08,micro
43,193921.128275032,0.48406765499385074,1.3562394176699738e-06,micro
44,193921.612342687,0.0027705199900083244,7.762320781254522e-09,micro
45,193921.615113207,0.0025188820145558566,7.0572925940362666e-09,micro
46,193921.617632089,0.001694959995802492,4.7488642010387475e-09,micro
47,193921.619327049,20.840360581001732,5.8389603615984466e-05,meso
48,193942.45968763,993.6574033699872,0.00278398551154402,meso
49,194936.117091,178.74900410001283,0.0005008110802874626,meso
50,195114.8660951,77.87427289999323,0.00021818470505058043,meso
51,195192.740368,0.002584800007753074,7.241978721658042e-09,micro
52,195192.7429528,0.03172229998745024,8.887814176032537e-08,micro
53,195192.7746751,67.29407863001688,0.0001885415831284388,meso
54,195260.06875373,0.00037815998075529933,1.0595119644839127e-09,micro
55,195260.06913189,0.005466150003485382,1.5314818127474174e-08,micro
56,195260.07459804,0.6933053699904121,1.9424724241804735e-06,micro
57,195260.76790341,1.6537072970240843,4.633284208053566e-06,micro
58,195262.421610707,0.0016046439995989203,4.495820824077377e-09,micro
59,195262.423215351,0.002551524987211451,7.148750235894206e-09,micro
60,195262.425766876,0.0034113570000045,9.557789667250677e-09,micro
61,195262.429178233,0.291298044990981,8.161460218034783e-07,micro
62,195262.720476278,0.001601855008630082,4.488006752121852e-09,micro
63,195262.722078133,0.0014575410168617964,4.083674171462367e-09,micro
64,195262.723535674,0.0009825699962675571,2.7529213030662593e-09,micro
65,195262.724518244,0.06592663397896104,1.847103369831712e-07,micro
66,195262.790444878,0.0010441750055179,2.925523502385484e-09,micro
67,195262.791489053,0.0009477620187681168,2.6553978460719884e-09,micro
68,195262.792436815,0.0007071959844324738,1.9813905354147785e-09,micro
69,195262.793144011,12.112715928989928,3.3936873551577836e-05,meso
70,195274.90585994,593.3285099600034,0.0016623616648077232,meso
71,195868.2343699,110.65820510001504,0.0003100372811464865,meso
72,195978.892575,48.41984550000052,0.00013566058873614478,meso
73,196027.3124205,0.0016144999826792628,4.523434883012215e-09,micro
74,196027.314035,0.01982370001496747,5.554116885728561e-08,micro
75,196027.3338587,42.33634525898378,0.00011861610592645056,meso
76,196069.670203959,0.0002408500004094094,6.748029142852355e-10,micro
77,196069.670444809,0.0034394660033285618,9.636544233696545e-09,micro
78,196069.673884275,0.4518938999972306,1.2660964091654565e-06,micro
79,196070.125778175,1.0477936539973598,2.9356620721822973e-06,micro
80,196071.173571829,0.0009455170074943453,2.649107872447039e-09,micro
81,196071.174517346,0.001606485020602122,4.50097891557046e-09,micro
82,196071.176123831,0.0023349919938482344,6.542077640037753e-09,micro
83,196071.178458823,0.1876731789961923,5.258144401267669e-07,micro
84,196071.366132002,0.001008043996989727,2.8242932353751823e-09,micro
85,196071.367140046,0.0009178099862765521,2.571479561746819e-09,micro
86,196071.368057856,0.0006195600144565105,1.7358559378002082e-09,micro
