sample_index,time,S
0,0.0,-0.0
1,0.0053191489361702135,-0.0
2,0.010638297872340427,-0.0
3,0.015957446808510637,4.612721405097716e-11
4,0.021276595744680854,3.697198095817075e-10
5,0.026595744680851068,1.5212294401958651e-09
6,0.031914893617021274,4.578021288566398e-09
7,0.037234042553191495,1.1378625284194743e-08
8,0.04255319148936171,2.4785907020362094e-08
9,0.047872340425531915,4.8974326445886174e-08
10,0.053191489361702135,8.973707694237405e-08
11,0.05851063829787234,1.5480926116065244e-07
12,0.06382978723404255,2.542035381248538e-07
13,0.06914893617021277,4.005548791496578e-07
14,0.07446808510638299,6.094712558674249e-07
15,0.0797872340425532,8.998872324479727e-07
16,0.08510638297872342,1.294417574492819e-06
17,0.09042553191489362,1.8197081113191879e-06
18,0.09574468085106383,2.5067812089076795e-06
19,0.10106382978723405,3.391373328642502e-06
20,0.10638297872340427,4.514262253713583e-06
21,0.11170212765957448,5.9215816895737794e-06
22,0.11702127659574468,7.665121041277475e-06
23,0.1223404255319149,9.802608294908022e-06
24,0.1276595744680851,1.2397974047135926e-05
25,0.13297872340425532,1.552159482914938e-05
26,0.13829787234042554,1.9250513994914116e-05
27,0.14361702127659576,2.3668638567885714e-05
28,0.14893617021276598,2.8866910545798348e-05
29,0.15425531914893617,3.494345131488022e-05
30,0.1595744680851064,4.2003677910187605e-05
31,0.1648936170212766,5.01603892998843e-05
32,0.17021276595744683,5.953382579280161e-05
33,0.17553191489361705,7.025169088860501e-05
34,0.18085106382978725,8.244914738812407e-05
35,0.18617021276595744,9.626877810657947e-05
36,0.19148936170212766,0.00011186051419206127
37,0.19680851063829788,0.00012938153013165675
38,0.2021276595744681,0.00014899610522367754
39,0.20744680851063832,0.00017087545141403554
40,0.21276595744680854,0.00019519750752763435
41,0.21808510638297873,0.00022214670004391324
42,0.22340425531914895,0.00025191367069271045
43,0.22872340425531915,0.00028469497126877845
44,0.23404255319148937,0.00032069272617872883
45,0.2393617021276596,0.0003601142633485621
46,0.2446808510638298,0.00040317171424604514
47,0.25,0.00045008158386004887
48,0.2553191489361702,0.0005010642916123755
49,0.26063829787234044,0.0005563436842564109
50,0.26595744680851063,0.0006161465219335533
51,0.2712765957446809,0.0006807019386419802
52,0.2765957446808511,0.0007502408784719106
53,0.2819148936170213,0.0008249955090391312
54,0.2872340425531915,0.0009051986136330642
55,0.29255319148936176,0.000991082963674916
56,0.29787234042553196,0.0010828806731443773
57,0.3031914893617021,0.0011808225367081781
58,0.30851063829787234,0.0012851373533289048
59,0.31382978723404253,0.0013960512372065306
60,0.3191489361702128,0.0015137869179394799
61,0.324468085106383,0.0016385630318253787
62,0.3297872340425532,0.0017705934062942305
63,0.3351063829787234,0.0019100863394464031
64,0.34042553191489366,0.0020572438767387105
65,0.34574468085106386,0.0022122610868554713
66,0.3510638297872341,0.0023753253388142954
67,0.3563829787234043,0.002546615582381373
68,0.3617021276595745,0.00272630163384187
69,0.3670212765957447,0.0029145434691974846
70,0.3723404255319149,0.0031114905268286343
71,0.3776595744680851,0.0033172810249500824
72,0.3829787234042553,0.0035320412758028216
73,0.38829787234042556,0.0037558850494558292
74,0.39361702127659576,0.003988912920368595
75,0.398936170212766,0.0042312116509037635
76,0.4042553191489362,0.004482853592480745
77,0.4095744680851064,0.0047438961097685806
78,0.41489361702127664,0.005014381029683607
79,0.42021276595744683,0.005294334116902395
80,0.4255319148936171,0.005583764577538884
81,0.4308510638297873,0.0058826645926307675
82,0.43617021276595747,0.006191008882821926
83,0.44148936170212766,0.006508754305830878
84,0.4468085106382979,0.006835839488008972
85,0.4521276595744681,0.007172184491302717
86,0.4574468085106383,0.00751769051683435
87,0.46276595744680854,0.007872239646236092
88,0.46808510638297873,0.008235694621791124
89,0.473404255319149,0.008607898666346897
90,0.4787234042553192,0.008988675343871204
91,0.4840425531914894,0.009377828461442713
92,0.4893617021276596,0.0097751420133612
93,0.49468085106382986,0.010180380168037264
94,0.5,0.010593287298040521
95,0.5053191489361702,0.011013588053895152
96,0.5106382978723404,0.011440987481830242
97,0.5159574468085106,0.011875171185760019
98,0.5212765957446809,0.012315805533637876
99,0.5265957446808511,0.012762537908223195
100,0.5319148936170213,0.013214997002225835
101,0.5372340425531915,0.01367279315769624
102,0.5425531914893618,0.014135518749435456
103,0.547872340425532,0.01460274861212042
104,0.5531914893617021,0.015074040510748767
105,0.5585106382978724,0.015548935653917075
106,0.5638297872340426,0.016026959249378973
107,0.5691489361702128,0.016507621101228807
108,0.574468085106383,0.016990416247994078
109,0.5797872340425533,0.017474825640834236
110,0.5851063829787235,0.017960316860973918
111,0.5904255319148937,0.018446344875421048
112,0.5957446808510639,0.018932352829960874
113,0.601063829787234,0.01941777287834126
114,0.6063829787234042,0.01990202704650319
115,0.6117021276595744,0.020384528130661432
116,0.6170212765957447,0.020864680627961478
117,0.6223404255319149,0.02206893873624724
118,0.6276595744680851,0.023316787710756848
119,0.6329787234042553,0.024608475418025622
120,0.6382978723404256,0.02594422436240651
121,0.6436170212765958,0.027324208597797196
122,0.648936170212766,0.02874855281160608
123,0.6542553191489362,0.03021733149163648
124,0.6595744680851064,0.0317305681762569
125,0.6648936170212766,0.03328823478796591
126,0.6702127659574468,0.0348902510503499
127,0.6755319148936171,0.03653648398837302
128,0.6808510638297873,0.038226747511832165
129,0.6861702127659575,0.039960802081733235
130,0.6914893617021277,0.04173835445923912
131,0.696808510638298,0.04355905753677114
132,0.7021276595744682,0.04542251025076999
133,0.7074468085106383,0.047328257574470574
134,0.7127659574468086,0.04927579058725726
135,0.7180851063829788,0.05126454662748998
136,0.723404255319149,0.053293909525689236
137,0.7287234042553192,0.055363209911305375
138,0.7340425531914894,0.057471725594298764
139,0.7393617021276596,0.059618682021010755
140,0.7446808510638298,0.06180325280271125
141,0.75,0.06402456031517421
142,0.7553191489361702,0.06628167636760747
143,0.7606382978723404,0.06857362293918921
144,0.7659574468085106,0.07089937298139457
145,0.7712765957446809,0.07325785128424045
146,0.7765957446808511,0.07564793540449127
147,0.7819148936170213,0.07806845665378134
148,0.7872340425531915,0.08051820114445446
149,0.7925531914893618,0.08299591089071988
150,0.797872340425532,0.08550028496320615
151,0.8031914893617021,0.08802998069750254
152,0.8085106382978724,0.09058361495660276
153,0.8138297872340426,0.09315976543618987
154,0.8191489361702128,0.09575697200768415
155,0.824468085106383,0.09837373810786405
156,0.8297872340425533,0.10100853217308997
157,0.8351063829787235,0.10365978911168254
158,0.8404255319148937,0.10632591181165285
159,0.8457446808510639,0.10900527268209151
160,0.8510638297872342,0.11169621522630888
161,0.8563829787234044,0.11439705564461876
162,0.8617021276595745,0.11710608446461657
163,0.8670212765957447,0.11982156819680956
164,0.8723404255319149,0.12254175101344719
165,0.8776595744680851,0.12526485644841964
166,0.8829787234042553,0.12798908911605283
167,0.8882978723404256,0.1307126364465909
168,0.8936170212765958,0.13343367043605078
169,0.898936170212766,0.13615034940801865
170,0.9042553191489362,0.1388608197848273
171,0.9095744680851064,0.14156321786555143
172,0.9148936170212766,0.14425567160842037
173,0.9202127659574468,0.14693630241571526
174,0.9255319148936171,0.1496032269198974
175,0.9308510638297873,0.1522545587705297
176,0.9361702127659575,0.15488841042224333
177,0.9414893617021277,0.15750289492430364
178,0.946808510638298,0.16009612771195206
179,0.9521276595744682,0.16266622839866762
180,0.9574468085106383,0.16521132256725685
181,0.9627659574468086,0.1677295435567892
182,0.9680851063829788,0.17021903424209386
183,0.973404255319149,0.17267794880285045
184,0.9787234042553192,0.1751044544798741
185,0.9840425531914895,0.17749673331679772
186,0.9893617021276597,0.17985298388582185
187,0.9946808510638299,0.182171422996459
188,1.0,0.18445028738635943
189,1.0053191489361701,0.18367629730230187
190,1.0106382978723405,0.18291864155016616
191,1.0159574468085106,0.18217763886955657
192,1.0212765957446808,0.18145359227036686
193,1.0265957446808511,0.18074678675005842
194,1.0319148936170213,0.18005748927807289
195,1.0372340425531916,0.179385948828402
196,1.0425531914893618,0.17873239642011773
197,1.047872340425532,0.17809704516528257
198,1.0531914893617023,0.17748009032364312
199,1.0585106382978724,0.1768817093635697
200,1.0638297872340425,0.17630206202870333
201,1.0691489361702127,0.17574129040983127
202,1.074468085106383,0.17519951902152647
203,1.0797872340425532,0.17467685488314172
204,1.0851063829787235,0.1741733876037683
205,1.0904255319148937,0.17368918947083747
206,1.095744680851064,0.1732243155420556
207,1.101063829787234,0.17277880374041085
208,1.1063829787234043,0.17235267495200876
209,1.1117021276595744,0.1719459331265314
210,1.1170212765957448,0.17155856538013511
211,1.122340425531915,0.17119054210063867
212,1.1276595744680853,0.17084181705490273
213,1.1329787234042554,0.17051232749834974
214,1.1382978723404256,0.17020199428661015
215,1.1436170212765957,0.1699107219893479
216,1.148936170212766,0.16963839900633995
217,1.1542553191489362,0.169384897685939
218,1.1595744680851066,0.16915007444606575
219,1.1648936170212767,0.16893376989792802
220,1.170212765957447,0.16873580897268498
