sample_index,time,m
0,0.0,1.0
1,0.002109704641350211,0.9999547753486472
2,0.004219409282700422,0.9998191106761125
3,0.006329113924050633,0.9995930338209325
4,0.008438818565400843,0.9992765911624817
5,0.010548523206751054,0.9988698475950248
6,0.012658227848101266,0.9983728864902698
7,0.014767932489451477,0.9977858096495155
8,0.016877637130801686,0.9971087372453104
9,0.018987341772151896,0.9963418077526155
10,0.02109704641350211,0.9954851778695251
11,0.02320675105485232,0.9945390224276247
12,0.02531645569620253,0.9935035342920417
13,0.02742616033755274,0.992378924251291
14,0.029535864978902954,0.9911654208969884
15,0.03164556962025316,0.9898632704935477
16,0.03375527426160337,0.9884727368379587
17,0.035864978902953586,0.9869941011097614
18,0.03797468354430379,0.9854276617113553
19,0.040084388185654005,0.9837737340987446
20,0.04219409282700422,0.9820326506029334
21,0.044303797468354424,0.9802047602419768
22,0.04641350210970464,0.9782904285240169
23,0.04852320675105485,0.9762900372413432
24,0.05063291139240506,0.9742039842557034
25,0.05274261603375527,0.9720326832750132
26,0.05485232067510548,0.9697765636216825
27,0.056962025316455694,0.9674360699927239
28,0.05907172995780591,0.9650116622118576
29,0.06118143459915611,0.9625038149738129
30,0.06329113924050632,0.9599130175810427
31,0.06540084388185653,0.9572397736730653
32,0.06751054852320675,0.954484600948673
33,0.06962025316455696,0.9516480308812083
34,0.07172995780590717,0.9487306084271752
35,0.07383966244725737,0.9457328917284621
36,0.07594936708860758,0.9426554518082801
37,0.0780590717299578,0.939498872261274
38,0.08016877637130801,0.936263748937916
39,0.08227848101265822,0.9329506896234979
40,0.08438818565400844,0.9295603137119953
41,0.08649789029535863,0.9260932518750606
42,0.08860759493670885,0.9225501457264305
43,0.09071729957805906,0.918931647482027
44,0.09282700421940927,0.9152384196160406
45,0.09493670886075949,0.9114711345132801
46,0.0970464135021097,0.9076304741180768
47,0.09915611814345991,0.9037171295800482
48,0.10126582278481013,0.899731800897008
49,0.10337552742616034,0.8956751965553217
50,0.10548523206751054,0.8915480331680516
51,0.10759493670886075,0.8873510351110809
52,0.10970464135021096,0.8830849341576776
53,0.11181434599156118,0.8787504691116876
54,0.11392405063291139,0.8743483854397109
55,0.1160337552742616,0.8698794349025637
56,0.11814345991561181,0.865344375186342
57,0.12025316455696201,0.8607439695333774
58,0.12236286919831223,0.8560789863734181
59,0.12447257383966244,0.8513501989553278
60,0.12658227848101264,0.8465583849796219
61,0.12869198312236285,0.8417043262321389
62,0.13080168776371306,0.8367888082191619
63,0.13291139240506328,0.831812619804298
64,0.1350210970464135,0.8267765528474035
65,0.1371308016877637,0.8216814018458767
66,0.13924050632911392,0.8165279635785851
67,0.14135021097046413,0.8113170367528382
68,0.14345991561181434,0.8060494216544347
69,0.14556962025316453,0.8007259198014153
70,0.14767932489451474,0.7953473336015608
71,0.14978902953586495,0.7899144660140172
72,0.15189873417721517,0.7844281202153042
73,0.15400843881856538,0.7788890992699936
74,0.1561181434599156,0.7732982058063171
75,0.1582278481012658,0.767656241696977
76,0.16033755274261602,0.7619640077454146
77,0.16244725738396623,0.7562223033777946
78,0.16455696202531644,0.7504319263409553
79,0.16666666666666666,0.7445936724065616
80,0.16877637130801687,0.738708335081733
81,0.17088607594936708,0.7327767053262833
82,0.17299578059071727,0.7267995712766293
83,0.17510548523206748,0.7207777179781192
84,0.1772151898734177,0.7147119271221873
85,0.1793248945147679,0.7086029767934302
86,0.18143459915611812,0.7024516412232675
87,0.18354430379746833,0.6962586905517105
88,0.18565400843881855,0.6900248905972375
89,0.18776371308016876,0.6837510026349193
90,0.18987341772151897,0.6774377831829739
91,0.19198312236286919,0.6710859837978865
92,0.1940928270042194,0.6646963508782618
93,0.1962025316455696,0.6582696254775177
94,0.19831223628691982,0.6518065431255899
95,0.20042194092827004,0.6453078336596424
96,0.20253164556962025,0.6387742210641364
97,0.20464135021097046,0.6322064233200715
98,0.20675105485232068,0.6256051522636765
99,0.20886075949367086,0.6189711134545576
100,0.21097046413502107,0.6123050060533596
101,0.2130801687763713,0.6056075227091572
102,0.2151898734177215,0.5988793494562237
103,0.2172995780590717,0.5921211656207471
104,0.21940928270042193,0.5853336437371265
105,0.22151898734177214,0.57851744947402
106,0.22362869198312235,0.5716732415701261
107,0.22573839662447256,0.5648016717796976
108,0.22784810126582278,0.5579033848277757
109,0.229957805907173,0.5509790183751072
110,0.2320675105485232,0.5440292029927323
111,0.23417721518987342,0.5370545621461733
112,0.23628691983122363,0.5300557121891907
113,0.23839662447257381,0.5230332623670245
114,0.24050632911392403,0.5159878148290549
115,0.24261603375527424,0.5089199646507909
116,0.24472573839662445,0.501830299865096
117,0.24683544303797467,0.49471940150253346
118,0.24894514767932488,0.48758784364075297
119,0.2510548523206751,0.48043619346265976
120,0.2531645569620253,0.4732650113235132
121,0.2552742616033755,0.4660748508264636
122,0.2573839662447257,0.45886625890661975
123,0.25949367088607594,0.4516397759233832
124,0.26160337552742613,0.44439593576089914
125,0.26371308016877637,0.4371352659364368
126,0.26582278481012656,0.42985828771651435
127,0.2679324894514768,0.42256551624034894
128,0.270042194092827,0.415257460651633
129,0.2721518987341772,0.40793462423572213
130,0.2742616033755274,0.40059750456498555
131,0.27637130801687765,0.39324659365063963
132,0.27848101265822783,0.38588237810078113
133,0.2805907172995781,0.3785053392846993
134,0.28270042194092826,0.37111595350312204
135,0.2848101265822785,0.36371469216413527
136,0.2869198312236287,0.35630202196450517
137,0.2890295358649789,0.3488784050762608
138,0.29113924050632906,0.34144429933792686
139,0.2932489451476793,0.33400015845054337
140,0.2953586497890295,0.32654643217790863
141,0.2974683544303797,0.3190835665509629
142,0.2995780590717299,0.3116120040752942
143,0.30168776371308015,0.30413218394348634
144,0.30379746835443033,0.29664454224886894
145,0.3059071729957806,0.2891495122031333
146,0.30801687763713076,0.28164752435629886
147,0.310126582278481,0.2741390068187638
148,0.3122362869198312,0.26662438548530065
149,0.3143459915611814,0.25910408426062775
150,0.3164556962025316,0.2515785252862623
151,0.31856540084388185,0.24404812916830781
152,0.32067510548523204,0.2365133152059018
153,0.3227848101265823,0.22897450161996913
154,0.32489451476793246,0.2214321057819901
155,0.3270042194092827,0.2138865444424566
156,0.3291139240506329,0.2063382339586381
157,0.33122362869198313,0.1987875905217274
158,0.3333333333333333,0.19123503038217138
159,0.33544303797468356,0.18368097007394663
160,0.33755274261603374,0.17612582663675883
161,0.339662447257384,0.16857001783610812
162,0.34177215189873417,0.16101396238088742
163,0.34388185654008435,0.15345808013821374
164,0.34599156118143454,0.1459027923452022
165,0.3481012658227848,0.1383485218173886
166,0.35021097046413496,0.1307956931535219
167,0.3523206751054852,0.12324473293643756
168,0.3544303797468354,0.11569606992975051
169,0.35654008438818563,0.10815013527007836
170,0.3586497890295358,0.10060736265454132
171,0.36075949367088606,0.09306818852328069
172,0.36286919831223624,0.08553305223673988
173,0.3649789029535865,0.0780023962474751
174,0.36708860759493667,0.07047666626624444
175,0.3691983122362869,0.06295631142215358
176,0.3713080168776371,0.05544178441662497
177,0.37341772151898733,0.04793354167097733
178,0.3755274261603375,0.04043204346742449
179,0.37763713080168776,0.0329377540832525
180,0.37974683544303794,0.025451141918032015
181,0.3818565400843882,0.017972679613642333
182,0.38396624472573837,0.010502844167021363
183,0.3860759493670886,0.003042117035210335
184,0.3881856540084388,0.00440901576705157
185,0.39029535864978904,0.011850063577565122
186,0.3924050632911392,0.019280531005058478
187,0.39451476793248946,0.02669991785543795
188,0.39662447257383965,0.034107719066204724
189,0.39873417721518983,0.04150342464976373
190,0.4008438818565401,0.048886519644184445
191,0.40295358649789026,0.05625648407305733
192,0.4050632911392405,0.06361279291328174
193,0.4071729957805907,0.07095491607398469
194,0.4092827004219409,0.07828231837970866
195,0.4113924050632911,0.08559445956623339
196,0.41350210970464135,0.09289079428348324
197,0.41561181434599154,0.10017077210755979
198,0.4177215189873417,0.10743383756160552
199,0.41983122362869196,0.1146794301455235
200,0.42194092827004215,0.12190698437453527
201,0.42405063291139233,0.12911592982658535
202,0.4261603375527426,0.13630569119849908
203,0.42827004219409276,0.14347568837103358
204,0.430379746835443,0.15062533648255405
205,0.4324894514767932,0.15775404601145146
206,0.4345991561181434,0.16486122286717386
207,0.4367088607594936,0.17194626848981223
208,0.43881856540084385,0.1790085799582109
209,0.44092827004219404,0.18604755010621493
210,0.4430379746835443,0.1930625676476776
211,0.44514767932489446,0.20005301730919292
212,0.4472573839662447,0.2070182799710757
213,0.4493670886075949,0.21395773281636787
214,0.45147679324894513,0.22087074948748764
215,0.4535864978902953,0.2277567002502426
216,0.45569620253164556,0.23461495216639539
217,0.45780590717299574,0.2414448692723728
218,0.459915611814346,0.24824581276579666
219,0.46202531645569617,0.25501714119889535
220,0.4641350210970464,0.2617582106787443
221,0.4662447257383966,0.2684683750742731
222,0.46835443037974683,0.2751469862289446
223,0.470464135021097,0.28179339418126825
224,0.47257383966244726,0.2884069473898495
225,0.47468354430379744,0.29498699296482295
226,0.47679324894514763,0.3015328769049018
227,0.47890295358649787,0.3080439443397519
228,0.48101265822784806,0.3145195397774709
229,0.4831223628691983,0.32095900735706623
230,0.4852320675105485,0.3273616911054813
231,0.4873417721518987,0.3337269351991186
232,0.4894514767932489,0.340054084229506
233,0.49156118143459915,0.3463424834728923
234,0.49367088607594933,0.35259147916349526
235,0.4957805907172996,0.3588004187701479
236,0.49789029535864976,0.36496865127606337
237,0.5,0.37109552746145813
238,0.5021097046413502,0.37718040018875465
239,0.5042194092827004,0.3832226246901001
240,0.5063291139240506,0.3892215588569245
241,0.5084388185654009,0.395176563531296
242,0.510548523206751,0.40108700279871873
243,0.5126582278481012,0.4069522442822077
244,0.5147679324894514,0.4127716594372713
245,0.5168776371308017,0.41854462384756036
246,0.5189873417721519,0.4242705175208624
247,0.5210970464135021,0.42994872518523564
248,0.5232067510548523,0.43557863658512136
249,0.5253164556962026,0.44115964677662184
250,0.5274261603375527,0.4466911564222992
251,0.5295358649789029,0.4521725720849242
252,0.5316455696202531,0.4576033065199257
253,0.5337552742616033,0.4629827789662214
254,0.5358649789029536,0.46831041543533214
255,0.5379746835443038,0.4735856489982616
256,0.540084388185654,0.4788079200700811
257,0.5421940928270041,0.48397667669185046
258,0.5443037974683544,0.48909137480961234
259,0.5464135021097046,0.4941514785503652
260,0.5485232067510548,0.4991564604944186
261,0.550632911392405,0.5041058019442277
262,0.5527426160337553,0.5089989931892563
263,0.5548523206751055,0.5138355337667464
264,0.5569620253164557,0.5186149327180162
265,0.5590717299578059,0.5233367088401868
266,0.5611814345991561,0.5280003909330264
267,0.5632911392405063,0.5326055180407178
268,0.5654008438818565,0.5371516396883229
269,0.5675105485232067,0.5416383161127231
270,0.569620253164557,0.5460651184878413
271,0.5717299578059072,0.5504316291439292
272,0.5738396624472574,0.5547374417807263
273,0.5759493670886076,0.5589821616742975
274,0.5780590717299579,0.5631654058773643
275,0.580168776371308,0.567286803412965
276,0.5822784810126581,0.5713459954611892
277,0.5843881856540084,0.5753426355389983
278,0.5864978902953586,0.5792763896727674
279,0.5886075949367089,0.5831469365635418
280,0.590717299578059,0.5869539677447276
281,0.5928270042194093,0.5906971877323115
