sample_index,time,S
0,0.0,-0.0
1,0.003184713375796178,-0.0
2,0.006369426751592356,-0.0
3,0.009554140127388535,4.612721404824443e-11
4,0.012738853503184712,3.6972003164166165e-10
5,0.01592356687898089,1.521229440210976e-09
6,0.01910828025477707,4.5780212886947884e-09
7,0.02229299363057325,1.1378625284227855e-08
8,0.025477707006369425,2.4785907020153645e-08
9,0.028662420382165602,4.897432644547992e-08
10,0.03184713375796178,8.97370767200476e-08
11,0.03503184713375796,1.5480926093901594e-07
12,0.03821656050955414,2.54203538125598e-07
13,0.041401273885350316,4.0055487915013404e-07
14,0.0445859872611465,6.094712558701554e-07
15,0.04777070063694267,8.998872324522637e-07
16,0.05095541401273885,1.2944175744970534e-06
17,0.054140127388535034,1.8197081113218653e-06
18,0.057324840764331204,2.506781209132609e-06
19,0.06050955414012739,3.391373328656089e-06
20,0.06369426751592357,4.514262253731989e-06
21,0.06687898089171974,5.9215816895967925e-06
22,0.07006369426751592,7.665121041301218e-06
23,0.0732484076433121,9.802608294936822e-06
24,0.07643312101910828,1.2397974047385364e-05
25,0.07961783439490445,1.5521594829184958e-05
26,0.08280254777070063,1.9250513994957152e-05
27,0.08598726114649682,2.3668638567700177e-05
28,0.089171974522293,2.8866910545812287e-05
29,0.09235668789808917,3.494345131466948e-05
30,0.09554140127388534,4.200367791018012e-05
31,0.09872611464968152,5.0160389300067966e-05
32,0.1019108280254777,5.953382579269538e-05
33,0.10509554140127389,7.025169088861921e-05
34,0.10828025477707007,8.244914738777311e-05
35,0.11146496815286623,9.626877810603667e-05
36,0.11464968152866241,0.00011186051419106882
37,0.11783439490445859,0.00012938153013058825
38,0.12101910828025478,0.00014899610522222702
39,0.12420382165605096,0.00017087545141282278
40,0.12738853503184713,0.0001951975075266769
41,0.1305732484076433,0.0002221467000430451
42,0.1337579617834395,0.00025191367069229753
43,0.13694267515923567,0.0002846949712691999
44,0.14012738853503184,0.00032069272617972207
45,0.14331210191082802,0.00036011426335120274
46,0.1464968152866242,0.0004031717142498738
47,0.14968152866242038,0.0004500815838655465
48,0.15286624203821655,0.0005010642916195199
49,0.15605095541401273,0.0005563436842655106
50,0.1592356687898089,0.0006161465219440324
51,0.1624203821656051,0.0006807019386541346
52,0.16560509554140126,0.0007502408784853499
53,0.16878980891719744,0.0008249955090523628
54,0.17197452229299365,0.0009051986136439389
55,0.17515923566878983,0.0009910829636806673
56,0.178343949044586,0.0010828806731402818
57,0.18152866242038215,0.0011808225366865626
58,0.18471337579617833,0.0012851373532799123
59,0.1878980891719745,0.001396051237116207
60,0.19108280254777069,0.0015137869177877664
61,0.19426751592356686,0.0016385630315852127
62,0.19745222929936304,0.0017705934059293632
63,0.20063694267515922,0.0019100863389081297
64,0.2038216560509554,0.002057243875963411
65,0.2070063694267516,0.0022122610857584946
66,0.21019108280254778,0.002375325337287129
67,0.21337579617834396,0.0025466155802839475
68,0.21656050955414013,0.0027263016309948367
69,0.21974522292993628,0.0029145434653727606
70,0.22292993630573246,0.0031114905217380535
71,0.22611464968152864,0.003317281018231481
72,0.22929936305732482,0.003532041267004104
73,0.232484076433121,0.003755885038014527
74,0.23566878980891717,0.003988912905589349
75,0.23885350318471338,0.004231211631930087
76,0.24203821656050956,0.004482853568262819
77,0.24522292993630573,0.004743896079024969
78,0.2484076433121019,0.005014380990856823
79,0.2515923566878981,0.005294334068106657
80,0.25477707006369427,0.005583764516499453
81,0.25796178343949044,0.005882664516613132
82,0.2611464968152866,0.006191008788553963
83,0.2643312101910828,0.006508754189406341
84,0.267515923566879,0.006835839344782343
85,0.27070063694267515,0.0071721843157666835
86,0.27388535031847133,0.007517690302480172
87,0.2770700636942675,0.00787223938539451
88,0.2802547770700637,0.008235694305453059
89,0.28343949044585987,0.008607898283959326
90,0.28662420382165604,0.008988674883106201
91,0.2898089171974522,0.00937782790794064
92,0.2929936305732484,0.009775141350448963
93,0.2961783439490446,0.01018037937637661
94,0.29936305732484075,0.010593286355274638
95,0.30254777070063693,0.011013586934273437
96,0.3057324840764331,0.011440986155724853
97,0.3089171974522293,0.01187516961917777
98,0.31210191082802546,0.012315803687668055
99,0.31528662420382164,0.012762535738427828
100,0.3184713375796178,0.013214994457972404
101,0.321656050955414,0.013672790181417517
102,0.3248407643312102,0.014135515275823293
103,0.32802547770700635,0.014602744567243699
104,0.33121019108280253,0.015074035811090136
105,0.3343949044585987,0.015548930205326784
106,0.3375796178343949,0.016026952945937437
107,0.34076433121019106,0.016507613824015766
108,0.3439490445859873,0.016990407863757096
109,0.3471337579617835,0.017474816000555213
110,0.35031847133757965,0.017960305798325714
111,0.35350318471337583,0.018446332205112836
112,0.356687898089172,0.01893233834596697
113,0.35987261146496813,0.019417756352008174
114,0.3630573248407643,0.019902008224537353
115,0.3662420382165605,0.020384506732989364
116,0.36942675159235666,0.020864656345463153
117,0.37261146496815284,0.021341854190521484
118,0.375796178343949,0.021815490583442742
119,0.3789808917197452,0.022284951892994415
120,0.38216560509554137,0.022749618841536094
121,0.38535031847133755,0.023208869393960736
122,0.3885350318471337,0.023662079404251107
123,0.3917197452229299,0.024108623734599627
124,0.3949044585987261,0.024547877395400187
125,0.39808917197452226,0.02497921670444338
126,0.40127388535031844,0.02540202046366485
127,0.4044585987261146,0.025815671151768346
128,0.4076433121019108,0.02621955613112415
129,0.410828025477707,0.02661306886703904
130,0.4140127388535032,0.026995610157965314
131,0.4171974522292994,0.027366589374750557
132,0.42038216560509556,0.02772542570729232
133,0.42356687898089174,0.028071549416911295
134,0.4267515923566879,0.02840440309256862
135,0.4299363057324841,0.028723442909762947
136,0.43312101910828027,0.02902813988970898
137,0.43630573248407645,0.029317981157382884
138,0.43949044585987257,0.029592471197658187
139,0.44267515923566875,0.029851133106384157
140,0.4458598726114649,0.030093509835994278
141,0.4490445859872611,0.030319165434001982
142,0.4522292993630573,0.03052768627215508
143,0.45541401273885346,0.030718682265611353
144,0.45859872611464964,0.0308917880802664
145,0.4617834394904458,0.031046664326993045
146,0.464968152866242,0.031182998741444756
147,0.46815286624203817,0.031300507348152345
148,0.47133757961783435,0.031398935607695785
149,0.4745222929936306,0.031478059545791276
150,0.47770700636942676,0.03153768686319075
151,0.48089171974522293,0.03157765802532941
152,0.4840764331210191,0.03159784733074334
153,0.4872611464968153,0.031598163957328486
154,0.49044585987261147,0.03157855298554991
155,0.49363057324840764,0.03153899639777742
156,0.4968152866242038,0.031479514052963224
157,0.5,0.031400164635902596
158,0.5031847133757962,0.031301046580407235
159,0.5063694267515924,0.031182298965638344
160,0.5095541401273885,0.03104410238494777
161,0.5127388535031847,0.03088667978649999
162,0.5159235668789809,0.030710297284935427
163,0.5191082802547771,0.030515264943255058
164,0.5222929936305732,0.030301937524018156
165,0.5254777070063694,0.030070715208787742
166,0.5286624203821656,0.02982204428457878
167,0.5318471337579618,0.029556417795808834
168,0.535031847133758,0.02927437615995219
169,0.5382165605095541,0.028976507744559347
170,0.5414012738853503,0.02866344940317521
171,0.5445859872611465,0.028335886966594247
172,0.5477707006369427,0.027994555685536465
173,0.5509554140127388,0.027640240619818852
174,0.554140127388535,0.027273776968088016
175,0.5573248407643312,0.026896050331005276
176,0.5605095541401274,0.026507996899369196
177,0.5636942675159236,0.026110603557083223
178,0.5668789808917197,0.025704907887078604
179,0.5700636942675159,0.025291998066270468
180,0.5732484076433121,0.02487301263340723
181,0.5764331210191083,0.024449140111229353
182,0.5796178343949044,0.024021618461761943
183,0.5828025477707006,0.02359173435083379
184,0.5859872611464968,0.023160822195155088
185,0.589171974522293,0.022730262963358696
186,0.5923566878980892,0.022301482694377466
187,0.5955414012738853,0.02187595071056871
188,0.5987261146496815,0.02145517747473245
189,0.6019108280254777,0.02104071206552639
190,0.6050955414012739,0.02063413923050472
191,0.60828025477707,0.020237075982571115
192,0.6114649681528662,0.01985116770860367
193,0.6146496815286624,0.01947808376275135
194,0.6178343949044586,0.019119512526399075
195,0.6210191082802548,0.019955577522412303
196,0.6242038216560509,0.020864418601873
197,0.6273885350318471,0.02184854791279726
198,0.6305732484076433,0.022910383490121512
199,0.6337579617834395,0.0240522469845784
200,0.6369426751592356,0.025276361918586156
201,0.6401273885350317,0.02658485296530335
202,0.643312101910828,0.027979746055488027
203,0.6464968152866242,0.029462969124437605
204,0.6496815286624203,0.03103635332959661
205,0.6528662420382165,0.032701634593334264
206,0.6560509554140127,0.03446045534858535
207,0.6592356687898089,0.03631436638519507
208,0.6624203821656051,0.038264828711478696
209,0.6656050955414012,0.04031321534840347
210,0.6687898089171974,0.042460812974625776
211,0.6719745222929936,0.044708823346667294
212,0.6751592356687898,0.047058364426903226
213,0.678343949044586,0.049510471166739824
