sample_index,time,F
0,0.0,1.0
1,0.003690036900369004,0.9997286821667346
2,0.007380073800738008,0.9989151451236649
3,0.01107011070110701,0.9975606372355098
4,0.014760147601476016,0.9956672357580567
5,0.01845018450184502,0.9932378418207266
6,0.02214022140221402,0.9902761734259636
7,0.02583025830258303,0.9867867564870856
8,0.029520295202952032,0.982774913933092
9,0.033210332103321034,0.9782467529151821
10,0.03690036900369004,0.9732091501557277
11,0.04059040590405904,0.9676697354886615
12,0.04428044280442804,0.9616368736351913
13,0.04797047970479705,0.955119644285095
14,0.05166051660516606,0.9481278205368449
15,0.055350553505535055,0.9406718457684566
16,0.059040590405904064,0.9327628090109888
17,0.06273062730627307,0.9244124189019233
18,0.06642066420664207,0.9156329762996882
19,0.07011070110701108,0.9064373456458523
20,0.07380073800738007,0.8968389251513985
21,0.07749077490774907,0.8868516159369021
22,0.08118081180811808,0.8764897901630634
23,0.08487084870848709,0.8657682582972459
24,0.08856088560885608,0.8547022355938
25,0.09225092250922509,0.8433073078931982
26,0.0959409594095941,0.8315993968327638
27,0.09963099630996311,0.819594724619692
28,0.10332103321033212,0.8073097783818043
29,0.1070110701107011,0.7947612742825014
30,0.11070110701107011,0.7819661214661037
31,0.11439114391143912,0.768941385938571
32,0.11808118081180813,0.7557042545129613
33,0.12177121771217712,0.7422719988717139
34,0.12546125461254615,0.7286619398874592
35,0.12915129151291513,0.714891412301302
36,0.13284132841328414,0.7009777298158004
37,0.13653136531365315,0.6869381507364312
38,0.14022140221402216,0.6727898442328334
39,0.14391143911439114,0.6585498569611233
40,0.14760147601476015,0.6442350813891945
41,0.15129151291512916,0.6298622246430116
42,0.15498154981549814,0.6154477773719477
43,0.15867158671586715,0.6010079846720668
44,0.16236162361623616,0.586558817792222
45,0.16605166051660517,0.5721159469943364
46,0.16974169741697417,0.5576947156263803
47,0.17343173431734316,0.5433101154617431
48,0.17712177121771217,0.5289767633537391
49,0.18081180811808117,0.5147088792489104
50,0.18450184501845018,0.5005202655976561
51,0.1881918819188192,0.48642428819552674
52,0.1918819188191882,0.4724338584833036
53,0.1955719557195572,0.45856141732869865
54,0.19926199261992622,0.4448189203073003
55,0.20295202952029523,0.4312178244113567
56,0.20664206642066424,0.4177690765977883
57,0.2103321033210332,0.40448310339595045
58,0.2140221402214022,0.39136980225639134
59,0.2177121771217712,0.3784385345406481
60,0.22140221402214022,0.3656981199113785
61,0.22509225092250923,0.35315683201722525
62,0.22878228782287824,0.34082239575553347
63,0.23247232472324725,0.3287019863031831
