sample_index,time,m
0,0.0,1.0
1,0.002109704641350211,0.9999547752742765
2,0.004219409282700422,0.9998191094862902
3,0.006329113924050633,0.9995930277986805
4,0.008438818565400843,0.9992765721343125
5,0.010548523206751054,0.9988698011552105
6,0.012658227848101266,0.998372790232034
7,0.014767932489451477,0.9977856314051007
8,0.016877637130801686,0.9971084333368728
9,0.018987341772151896,0.9963413212558905
10,0.02109704641350211,0.995484436892208
11,0.02320675105485232,0.9945379384043836
12,0.02531645569620253,0.993502000298082
13,0.02742616033755274,0.9923768133363723
14,0.029535864978902954,0.991162584441765
15,0.03164556962025316,0.9898595365901066
16,0.03375527426160337,0.9884679086963941
17,0.035864978902953586,0.986987955492615
18,0.03797468354430379,0.9854199473977135
19,0.040084388185654005,0.9837641703797947
20,0.04219409282700422,0.9820209258106601
21,0.044303797468354424,0.9801905303128507
22,0.04641350210970464,0.9782733155992447
23,0.04852320675105485,0.9762696283054119
24,0.05063291139240506,0.9741798298148482
25,0.05274261603375527,0.972004296077191
26,0.05485232067510548,0.9697434174196391
27,0.056962025316455694,0.9673975983516786
28,0.05907172995780591,0.9649672573633038
29,0.06118143459915611,0.96245282671689
30,0.06329113924050632,0.9598547522328973
31,0.06540084388185653,0.9571734930695733
32,0.06751054852320675,0.9544095214968752
33,0.06962025316455696,0.9515633226647138
34,0.07172995780590717,0.9486353943658189
35,0.07383966244725737,0.9456262467933637
36,0.07594936708860758,0.9425364022935225
37,0.0780590717299578,0.9393663951132415
38,0.08016877637130801,0.9361167711433706
39,0.08227848101265822,0.932788087657395
40,0.08438818565400844,0.9293809130459754
41,0.08649789029535863,0.9258958265475247
42,0.08860759493670885,0.9223334179750239
43,0.09071729957805906,0.9186942874393292
44,0.09282700421940927,0.9149790450691792
45,0.09493670886075949,0.9111883107281357
46,0.0970464135021097,0.9073227137287035
47,0.09915611814345991,0.9033828925438412
48,0.10126582278481013,0.8993694945161249
49,0.10337552742616034,0.8952831755647838
50,0.10548523206751054,0.8911245998908596
51,0.10759493670886075,0.8868944396807229
52,0.10970464135021096,0.8825933748081923
53,0.11181434599156118,0.8782220925355003
54,0.11392405063291139,0.8737812872133442
55,0.1160337552742616,0.8692716599802711
56,0.11814345991561181,0.8646939184616403
57,0.12025316455696201,0.8600487764683934
58,0.12236286919831223,0.8553369536958965
59,0.12447257383966244,0.8505591754230859
60,0.12658227848101264,0.8457161722121538
61,0.12869198312236285,0.8408086796090201
62,0.13080168776371306,0.8358374378448329
63,0.13291139240506328,0.8308031915387315
64,0.1350210970464135,0.8257066894020992
65,0.1371308016877637,0.8205486839445607
66,0.13924050632911392,0.8153299311818859
67,0.14135021097046413,0.8100511903463228
68,0.14345991561181434,0.8047132235988941
69,0.14556962025316453,0.799316795744781
70,0.14767932489451474,0.7938626739513556
71,0.14978902953586495,0.7883516274693333
72,0.15189873417721517,0.7827844273572175
73,0.15400843881856538,0.7771618462092552
74,0.1561181434599156,0.7714846578870946
75,0.1582278481012658,0.7657536372553624
76,0.16033755274261602,0.7599695599213456
77,0.16244725738396623,0.7541332019789732
78,0.16455696202531644,0.748245339757299
79,0.16666666666666666,0.7423067495736443
80,0.16877637130801687,0.7363182074916127
81,0.17088607594936708,0.7302804890840998
82,0.17299578059071727,0.724194369201526
83,0.17510548523206748,0.7180606217454107
84,0.1772151898734177,0.7118800194474515
85,0.1793248945147679,0.7056533336542787
86,0.18143459915611812,0.6993813341179966
87,0.18354430379746833,0.6930647887926898
88,0.18565400843881855,0.6867044636369822
89,0.18776371308016876,0.6803011224228092
90,0.18987341772151897,0.6738555265505024
91,0.19198312236286919,0.6673684348703062
92,0.1940928270042194,0.660840603510462
93,0.1962025316455696,0.6542727857117671
94,0.19831223628691982,0.6476657316691287
95,0.20042194092827004,0.6410201883796963
96,0.20253164556962025,0.634336899497966
97,0.20464135021097046,0.6276166051978295
98,0.20675105485232068,0.6208600420416258
99,0.20886075949367086,0.6140679428562716
100,0.21097046413502107,0.6072410366164332
101,0.2130801687763713,0.6003800483351766
102,0.2151898734177215,0.5934856989611524
103,0.2172995780590717,0.5865587052836454
104,0.21940928270042193,0.5795997798445202
105,0.22151898734177214,0.5726096308574619
106,0.22362869198312235,0.5655889621344579
107,0.22573839662447256,0.558538473019501
108,0.22784810126582278,0.5514588583295083
109,0.229957805907173,0.544350808302437
110,0.2320675105485232,0.5372150085525522
111,0.23417721518987342,0.5300521400328261
112,0.23628691983122363,0.522862879004419
113,0.23839662447257381,0.5156478970131811
114,0.24050632911392403,0.5084078608731285
115,0.24261603375527424,0.5011434326568202
116,0.24472573839662445,0.4938552696925627
117,0.24683544303797467,0.48654402456835594
118,0.24894514767932488,0.47921034514254623
119,0.2510548523206751,0.47185487456085656
120,0.2531645569620253,0.4644782512801915
121,0.2552742616033755,0.4570811090985247
122,0.2573839662447257,0.4496640771911342
123,0.25949367088607594,0.4422277801529358
124,0.26160337552742613,0.43477283804679945
125,0.26371308016877637,0.42729986645771434
126,0.26582278481012656,0.4198094765526692
127,0.2679324894514768,0.41230227514608714
