sample_index,time,S
0,0.0,-0.0
1,0.001592356687898089,-0.0
2,0.003184713375796178,-0.0
3,0.004777070063694267,4.6127214051583107e-11
4,0.006369426751592356,3.6971980961410217e-10
5,0.007961783439490446,1.521229440253171e-09
6,0.009554140127388535,4.5780212887111526e-09
7,0.011146496815286625,1.137862506231579e-08
8,0.012738853503184712,2.4785907020277732e-08
9,0.014331210191082801,4.8974326667947925e-08
10,0.01592356687898089,8.973707694286999e-08
11,0.01751592356687898,1.5480926116152713e-07
12,0.01910828025477707,2.54203538125947e-07
13,0.020700636942675158,4.005548791502962e-07
14,0.02229299363057325,6.094712556476957e-07
15,0.023885350318471336,8.998872322289601e-07
16,0.025477707006369425,1.2944175742716022e-06
17,0.027070063694267517,1.8197081113181536e-06
18,0.028662420382165602,2.5067812091279572e-06
19,0.030254777070063694,3.3913733286510038e-06
20,0.03184713375796178,4.514262253731687e-06
21,0.03343949044585987,5.9215816896009395e-06
22,0.03503184713375796,7.665121041311507e-06
23,0.03662420382165605,9.80260829494502e-06
24,0.03821656050955414,1.2397974047393248e-05
25,0.03980891719745223,1.552159482919213e-05
26,0.041401273885350316,1.9250513994969722e-05
27,0.04299363057324841,2.3668638567721193e-05
28,0.0445859872611465,2.8866910545828408e-05
29,0.04617834394904458,3.494345131490311e-05
30,0.04777070063694267,4.20036779101835e-05
31,0.04936305732484076,5.0160389299830905e-05
32,0.05095541401273885,5.9533825792675656e-05
33,0.052547770700636945,7.025169088860483e-05
34,0.054140127388535034,8.244914738775639e-05
35,0.055732484076433116,9.626877810603492e-05
36,0.057324840764331204,0.00011186051419107065
37,0.05891719745222929,0.0001293815301305867
38,0.06050955414012739,0.0001489961052224283
39,0.06210191082802548,0.00017087545141279933
40,0.06369426751592357,0.00019519750752640917
41,0.06528662420382166,0.00022214670004300986
42,0.06687898089171974,0.00025191367069224066
43,0.06847133757961783,0.0002846949712691186
44,0.07006369426751592,0.00032069272617984745
45,0.07165605095541401,0.0003601142633511158
46,0.0732484076433121,0.00040317171424956235
47,0.07484076433121019,0.00045008158386541675
48,0.07643312101910828,0.0005010642916196281
49,0.07802547770700637,0.0005563436842651744
50,0.07961783439490445,0.0006161465219439076
51,0.08121019108280254,0.0006807019386537269
52,0.08280254777070063,0.0007502408784851101
53,0.08439490445859872,0.0008249955090520929
54,0.08598726114649682,0.0009051986136434058
55,0.08757961783439491,0.0009910829636800742
56,0.089171974522293,0.0010828806731398776
57,0.09076433121019108,0.001180822536686144
58,0.09235668789808917,0.001285137353279466
59,0.09394904458598725,0.0013960512371157209
60,0.09554140127388534,0.0015137869177870153
61,0.09713375796178343,0.0016385630315846162
62,0.09872611464968152,0.0017705934059287286
63,0.10031847133757961,0.001910086338907443
64,0.1019108280254777,0.002057243875962719
65,0.1035031847133758,0.002212261085757602
66,0.10509554140127389,0.002375325337286429
67,0.10668789808917198,0.0025466155802831257
