id,source,role,variant,VD_family_contrast,VD_delta,JPR_cover_advantage,JPR_delta,JPR_best_depth,FL_best_peak_contrast,FL_delta,FL_best_depth,FC_frac_total_gain,FC_total_delta,FC_frac_mixed_gain,FC_mixed_delta,FC_best_fractional_depth
LUO_EE_DTQC_N12,LUO_2026,DTQC_POSITIVE,AFFINE_STATE,0.006735253429580257,5.724587470723463e-17,0.7932054533637992,-1.1102230246251565e-16,2,4.686334567529605,-8.881784197001252e-16,2,0.9420749658318645,0.0,0.22436103784965733,2.7755575615628914e-17,2
LUO_EE_DTQC_N12,LUO_2026,DTQC_POSITIVE,CLOCK_EXCHANGE,0.006735253429580257,5.724587470723463e-17,0.7931703858703036,-3.5067493495688495e-05,2,4.686334567529606,0.0,2,0.9420749658318657,1.2212453270876722e-15,0.22436103784965788,5.828670879282072e-16,2
LUO_EE_DTQC_N12,LUO_2026,DTQC_POSITIVE,DOWNSAMPLE_5,0.1546993945408858,0.1479641411113056,0.7342992601733647,-0.0589061931904346,2,4.687967482629855,0.0016329151002487,2,0.9420673897712732,-7.576060591318878e-06,0.2243692141180341,8.17626837679164e-06,2
LUO_EE_DTQC_N12,LUO_2026,DTQC_POSITIVE,NOISE_0.02SD,0.0067334243543312,-1.8290752490379705e-06,0.7211444000147025,-0.0720610533490968,2,4.573973110626412,-0.1123614569031943,2,0.94172626364824,-0.0003487021836245,0.2242414822458523,-0.0001195556038049,2
LUO_EE_DTQC_N12,LUO_2026,DTQC_POSITIVE,ORIGIN_SHIFT,0.006735253429580257,5.724587470723463e-17,0.7932054533637993,0.0,2,4.686334567529606,0.0,2,0.9420749658318655,9.992007221626409e-16,0.22436103784965766,3.608224830031759e-16,2
LUO_EE_DTQC_N12,LUO_2026,DTQC_POSITIVE,PREFIX_0.75,0.0066712013472062,-6.405208237403315e-05,0.7323255399599966,-0.0608799134038027,2,3.947899942147056,-0.7384346253825496,2,0.946413485913826,0.0043385200819614,0.2291353243236502,0.0047742864739929,2
LUO_EE_DTQC_N32,LUO_2026,DTQC_POSITIVE,AFFINE_STATE,0.00673518503662629,9.020562075079397e-17,0.6376699107191339,2.220446049250313e-16,2,4.686273858691519,-8.881784197001252e-16,2,0.9420749713960692,0.0,0.22436622889521185,1.3877787807814457e-16,2
LUO_EE_DTQC_N32,LUO_2026,DTQC_POSITIVE,CLOCK_EXCHANGE,0.00673518503662629,9.020562075079397e-17,0.6376699107191337,0.0,2,4.68627385869152,0.0,2,0.9420749713960702,9.992007221626409e-16,0.22436622889521196,2.498001805406602e-16,2
LUO_EE_DTQC_N32,LUO_2026,DTQC_POSITIVE,DOWNSAMPLE_5,0.1546981319712669,0.1479629469346406,0.8032527959489827,0.165582885229849,2,4.687907869913513,0.0016340112219932,2,0.9420673991688688,-7.572227200491888e-06,0.2243744038576752,8.174962463525226e-06,2
LUO_EE_DTQC_N32,LUO_2026,DTQC_POSITIVE,NOISE_0.02SD,0.0067330225251708,-2.1625114554613134e-06,0.7918739009135014,0.1542039901943677,2,4.6873442099399725,0.0010703512484528,2,0.9417044073674904,-0.0003705640285788,0.224395720442441,2.9491547229310026e-05,2
LUO_EE_DTQC_N32,LUO_2026,DTQC_POSITIVE,ORIGIN_SHIFT,0.00673518503662629,9.020562075079397e-17,0.6377167454167224,4.683469758870462e-05,2,4.68627385869152,0.0,2,0.94207497139607,7.771561172376096e-16,0.22436622889521196,2.498001805406602e-16,2
LUO_EE_DTQC_N32,LUO_2026,DTQC_POSITIVE,PREFIX_0.75,0.0066711548668515,-6.403016977474252e-05,0.7908322011734601,0.1531622904543264,2,3.9476617931196616,-0.738612065571858,2,0.9464135902229596,0.0043386188268903,0.2291397307148263,0.0047735018196145,2
LUO_EE_HIGH_N12,LUO_2026,MULTICLOCK_DECOUPLED_HIGH,AFFINE_STATE,0.014364744706424348,-5.204170427930421e-17,0.6133179969373814,0.0,2,5.455543470648753,5.329070518200751e-15,2,0.6985765111911363,0.0,0.10052629677262925,-1.5265566588595902e-16,2
LUO_EE_HIGH_N12,LUO_2026,MULTICLOCK_DECOUPLED_HIGH,CLOCK_EXCHANGE,0.01436474470642446,5.898059818321144e-17,0.6135338440657296,0.00021584712834821218,2,5.455543470648748,0.0,2,0.6985765111911443,7.993605777301127e-15,0.10052629677263447,5.065392549852277e-15,2
LUO_EE_HIGH_N12,LUO_2026,MULTICLOCK_DECOUPLED_HIGH,DOWNSAMPLE_5,0.2921574037382193,0.2777926590317948,0.6173888112961224,0.004070814358741,2,5.270559180961524,-0.1849842896872244,2,0.6986284968583276,5.198566719133435e-05,0.1005067388742275,-1.95578984019118e-05,2
LUO_EE_HIGH_N12,LUO_2026,MULTICLOCK_DECOUPLED_HIGH,NOISE_0.02SD,0.0143601336434072,-4.611063017190276e-06,0.6780192462795679,0.0647012493421864,2,4.999945383049075,-0.4555980875996726,2,0.6982734945014677,-0.0003030166896685,0.1004925539077506,-3.3742864878782974e-05,2
LUO_EE_HIGH_N12,LUO_2026,MULTICLOCK_DECOUPLED_HIGH,ORIGIN_SHIFT,0.01436474470642446,5.898059818321144e-17,0.6133179969373814,0.0,2,5.455543470648748,0.0,2,0.6985765111911397,3.4416913763379853e-15,0.10052629677263114,1.734723475976807e-15,2
LUO_EE_HIGH_N12,LUO_2026,MULTICLOCK_DECOUPLED_HIGH,PREFIX_0.75,0.0145307680274207,0.0001660233209962,0.7278647429108283,0.1145467459734468,2,5.526707942499829,0.0711644718510813,2,0.7604785305591254,0.0619020193679891,0.1479974369357661,0.0474711401631366,2
LUO_EE_HIGH_N32,LUO_2026,MULTICLOCK_DECOUPLED_HIGH,AFFINE_STATE,0.014364754362852783,8.326672684688674e-17,0.5917680559102912,0.0,2,5.455525369532135,1.687538997430238e-14,2,0.6985758294985109,-5.551115123125783e-16,0.10052618262233426,-6.38378239159465e-16,2
LUO_EE_HIGH_N32,LUO_2026,MULTICLOCK_DECOUPLED_HIGH,CLOCK_EXCHANGE,0.014364754362852783,8.326672684688674e-17,0.5917819246741312,1.3868763839908205e-05,2,5.455525369532118,0.0,2,0.6985758294985192,7.66053886991358e-15,0.10052618262233981,4.912736883966318e-15,2
LUO_EE_HIGH_N32,LUO_2026,MULTICLOCK_DECOUPLED_HIGH,DOWNSAMPLE_5,0.292157462065576,0.2777927077027232,0.6322478290045683,0.040479773094277,2,5.270597255095449,-0.1849281144366692,2,0.6986278131696053,5.1983671093824846e-05,0.10050662462847,-1.955799386488266e-05,2
LUO_EE_HIGH_N32,LUO_2026,MULTICLOCK_DECOUPLED_HIGH,NOISE_0.02SD,0.0143622410060912,-2.5133567614910035e-06,0.6194949618564095,0.0277269059461182,2,5.082463514343294,-0.3730618551888245,2,0.6984819249980411,-9.390450047042088e-05,0.1005112457375925,-1.4936884742411394e-05,2
