A,ABEAM,AMIN,BAFFLES,BENMHD,BENMHD_A,BT,CFI_A,CFI_AS,CHIEFF,COND,DELTA,DELTAL,DELTAU,DWMHDMW,DWMHDMWSTD,DWMHDMWSTD_A,DWMHDMW_A,FLUXGAS,FRINGES,GAPOUT,GASTOT,HDR,HDRSTD,HERATE,HETOT,ILH,IP,KAPPA,MDBTSM,MISSION,NEL,NEL20,NEL20STD,NELSTD,NEUTRATE,NNG,PDHEII,PDIV,PDIV150,PECH,PLH,PLMW,PLMWSTD,PMID,PNBI,PNBIMW_A,POHMSMOOTH,POHMSMOOTHMW_A,PRAD,PRADCORE,PRyter,PTOTMW,PTOTMW_A,PTOTMW_ASTD,Q95,Q95STD,RGEO,RMAG,SEEDING,SHOT,SHOTDATE,SHOTYEAR,SPLASMA,THL,TIME,VOL,WMHD,WMHD_A,WMHD_ASTD,WMHD_STD,Z,ZEFF,ZEFF_A,ZGEO,ZMAG,cH,cHe,nRyter
2.0,2.0,0.2251240636991418,0.0,0.8853283919221155,0.8621830849798663,1.414560147867633,0.06706234895392835,1.1193001733120909,1.0246814911645767,1,0.37337477958720666,0.5864997195160907,0.1602498338274334,0.04869617232764765,0.013450749425215697,0.0038261621711511186,0.055037670700000145,5.472580297618059e+20,2.026962924341205,0.03407000885839037,1.278487069413717e+21,0.06854607474664051,0.0026289352217476244,2.8666898776242676e+16,4.800651366759079e+16,1.0,0.17316658216728856,1.6399130251096643,0.02,2.0,3.5490510701665174e+19,0.35490510701665173,0.005153080312118947,5.153080312118947e+17,,0.3266655249049384,0.02979450835538557,0.014451868511334964,0.018174477350098122,0.0,0.27342808161387694,0.31007705079999964,0.01045438847115113,0.000988347273181163,416520.5805755716,0.3764199674999999,107553.85844531778,0.10285272199999998,122001.45721435544,47325.38795471191,0.3279992765373027,0.5050033125588597,0.3651147214999998,0.006628226300000012,4.827992895375128,0.0671929066063401,0.876649524854577,0.8987747171650763,0.0,66444.0,737980.0,2020.0,10.249714975771699,1.3,0.91,1.3661438796831216,8172.708984375001,9080.030448000001,0.0,0.0,1.0,1.3345801938123207,1.3300437500000002,0.007355325247930443,0.007225619300025637,0.06414325083574232,0.02517987939799708,0.3395642165529391
2.0,2.0,0.22845593636686148,0.0,1.2653259961179113,1.2032342513597805,1.4104296517612085,0.06205915011771553,0.12756263824979924,1.1176799364185617,1,0.3745895190672441,0.5760634270581332,0.17311560023914685,0.08156472202591013,0.014813092376580909,0.002933907741859268,0.11039715219999982,1.0830022498585204e+21,3.110781301744282,0.0280728781006552,1.6059068602095103e+21,0.07907410900529112,0.0035832784596137282,2.9509829942851384e+16,4.22875198256354e+16,1.0,0.1750516022232587,1.5878859975121238,0.02,2.0,5.379575451381352e+19,0.5379575451381352,0.031925614682804714,3.1925614682804716e+18,,0.5030647517174335,0.045444141653253924,0.056463524412903254,0.07405280631249248,0.0,0.36837243962961486,0.4813607002000001,0.015398316041859275,0.0037566980210275366,697553.3094924028,0.6489021164999998,98018.12831816247,0.09235777689999997,208282.45544433594,73140.9912109375,0.32865277709142593,0.7887057439398196,0.5917578523999999,0.012464408300000007,4.747442722320556,0.0308813795918319,0.8792618323456157,0.9070952886884861,0.0,66445.0,737980.0,2020.0,10.259819680994205,1.27,1.071,1.377648879181255,11707.788751775568,13211.570240000001,0.0,0.0,1.0,1.3004407247192569,1.2996499600000002,0.007137115706096995,0.005984490779651836,0.07326938764571514,0.025123617982385577,0.3339153480615446
2.0,2.0,0.22765704583037982,0.0,1.2258164622468082,1.2186662335212413,1.4139465112887575,0.05482368005571486,-0.6568479194547686,1.6350121933246444,1,0.3657871742140163,0.5504527660933406,0.18112158504399384,0.08832902700975154,0.01519517655471304,0.0027526864605673836,0.0478781219999998,2.894938050000977e+20,3.4786328703630707,0.030190035083077067,2.5016411000973044e+21,0.19758932719724764,0.021658214951449553,1.810504513395276e+16,5.1798909083611064e+16,1.0,0.17254585890858207,1.5585754188624297,0.02,2.0,6.049757473300461e+19,0.6049757473300461,0.015711578150629284,1.5711578150629284e+18,,0.5717012068134387,0.0712254027969512,0.13268764223691318,0.1405207599944374,0.0,0.3945632743465842,0.70790774255,0.02063618261056734,0.006736554905908798,916281.0213040198,0.8679536479999999,91773.93084165681,0.08149542704999999,278180.60302734375,92399.05548095703,0.3278583734779157,1.0375435769230257,0.7557858645499997,0.017883496149999956,4.590735457160256,0.020744830697299214,0.8779737637801603,0.9044249951839446,0.0,66445.0,737980.0,2020.0,10.066920974037862,2.02,1.948,1.3369485627521167,10893.381880326704,13090.456799999998,0.0,0.0,1.0,1.1584033611748545,1.1517267249999998,0.0035170452161268754,0.0024371151068655968,0.1647184574515285,0.025216077307492247,0.33417747067291
2.0,2.0,0.22497130117633124,0.0,0.854300236275134,0.8491363129553435,1.4145409786866232,0.05654685943630841,0.030376328503156608,1.2729932651654916,1,0.36906115033409814,0.5866747552698308,0.15144754472103986,0.02073132543246948,0.006583437096965663,0.0027532394175179657,-0.006497878999999964,4.629605672594743e+19,2.090791050402913,0.03424915474111374,9.435176662266874e+20,0.06488616391108509,0.0031095879404581966,6461307764230086.0,2.9838194719046972e+16,1.0,0.17237339458955228,1.6331507834521204,0.02,2.0,3.672378640623867e+19,0.36723786406238673,0.005143899605192738,5.1438996051927386e+17,,0.33933281351058114,0.030633504168272516,0.014766323653117443,0.0180507003424835,0.0,0.2793690645480604,0.35395264599999987,0.003027101317517971,0.0019676143812298002,338682.4529459482,0.3112022984999999,120687.92396070795,0.10209744199999998,130376.73950195312,49093.31130981445,0.3276043516944705,0.457098560695643,0.3474547669999999,0.0002738619000000053,4.791030406951905,0.06249830661318261,0.876647812398997,0.8981625627387655,0.0,66448.0,737980.0,2020.0,10.21609033237804,1.3,0.874,1.3588985313068738,7845.645108309661,8320.481941,0.0,0.0,1.0,1.1694185254465552,1.1770678449999994,0.005717773329127918,0.006173812180350069,0.06092449661053733,0.024992384707004805,0.33934230030837836
2.0,2.0,0.22465966912833124,0.0,0.8730683776447129,0.8664233779260528,1.4161012586558164,0.05176694625613109,-0.48027338183275436,1.1854921814775217,1,0.37549573860385194,0.5892688279802148,0.1617226431315595,0.03521375929914641,0.010945471763452218,0.004391345819303049,0.019027372600000075,3.5732057822450508e+19,2.098349644278642,0.03556179532137774,9.449417593522841e+20,0.06973693171416492,0.00336400024881448,4422292597354696.5,5.311950485640054e+16,1.0,0.17213690259639305,1.6469934528524226,0.02,2.0,3.6303409594320134e+19,0.36303409594320135,0.00448607396004465,4.4860739600446496e+17,,0.33451332455813854,0.02716516600433914,0.014552927185773277,0.017798539330243078,0.0,0.2782236602608063,0.3362392855999999,0.005308123519303003,0.0011991201140069097,343671.636722328,0.31278174099999984,110324.11348199584,0.09960590134999996,123526.35955810547,47210.0830078125,0.32745408286425454,0.47167012589723456,0.3552666582,0.0009167776999999544,4.870132511312311,0.04782503468686308,0.8755931055003948,0.8976168578321284,0.0,66450.0,737980.0,2020.0,10.252007831226695,1.3,0.89,1.3654092062603342,8059.411354758523,8486.503069,0.0,0.0,1.0,1.2565109398183039,1.263253494999999,0.008956848220391705,0.009293623448518865,0.06518147116725358,0.0252284936647466,0.33988789233022926
2.0,2.0,0.22329437326301224,0.0,0.7329865865110339,0.7572830248927558,1.4143088797652266,0.03580081678230088,-0.12485310923719048,0.9793341935426373,1,0.3703108727931976,0.6048639904369009,0.1357577476989139,0.1059086358338452,0.012963300118789576,0.00534893550394365,0.11739036580000106,4.3866187895158086e+20,2.2637988657806996,0.03622973580793891,9.740061927682832e+20,0.07379267237817902,0.004032009584074352,7928145980574668.0,2.8650473891910052e+16,1.0,0.2426864923818408,1.5948191881179805,0.02,2.0,3.96377493579199e+19,0.39637749357919905,0.012808934953512551,1.280893495351255e+18,,0.2559972427172914,0.023875493937215764,0.01975011250335783,0.023181908441031976,0.0,0.28790891976057364,0.3016160989999988,0.009631288103943661,0.0033448023852693316,261881.63524975235,0.24314161949999993,225440.45788854168,0.21915076049999993,103702.70538330078,39668.47610473633,0.3593554977289822,0.4316661813907488,0.41900646479999987,0.004282352600000011,3.182582053271207,0.010703676699491778,0.8764758909290485,0.8912028345194729,0.0,66452.0,737980.0,2020.0,9.95076678015969,1.3,0.814,1.297975485975092,9139.094615589489,8970.389951000001,0.0,0.0,1.0,1.290807436228086,1.2937581500000006,-0.008000324395569887,-0.006453618724745783,0.06870842320575174,0.02497907771691255,0.38500110792720427
2.0,2.0,0.22331973639401517,0.0,0.8327221203848303,0.7877718512494203,1.4153437718231967,0.03614370360097071,-0.6828487122684302,1.179796701561749,1,0.36882703548127954,0.5933257178826765,0.14432836527174167,0.1373462091183295,0.011093887362294629,0.0047814809138457745,0.07531168939999999,3.135905188835127e+20,2.8298535626963703,0.03599231967059038,1.3304981396992615e+21,0.2546366939306232,0.1946853369920077,2.0917753001617196e+16,3.816612822064698e+16,1.0,0.24252881716417915,1.5869534124027596,0.02,2.0,6.841349891827931e+19,0.684134989182793,0.01988602883679135,1.9886028836791352e+18,,0.4416366271274763,0.037383161869873664,0.04243085122493223,0.04362906003383101,0.0,0.4263783911454198,0.42479824249999987,0.006809909413845842,0.008125774292384666,384429.58626932563,0.3504381129999999,216228.8974457706,0.2242319909999999,136322.54028320312,46304.26788330078,0.3597230462060701,0.5990207724123815,0.5001099318999999,0.002028428500000068,3.1850122430107812,0.01120830513065834,0.8766716230999337,0.8928100087425926,0.0,66452.0,737980.0,2020.0,9.94156468998302,2.02,1.651,1.2980591221289202,10325.46906072443,10498.865472000001,0.0,0.0,1.0,1.3064764695591966,1.3058941399999995,-0.007951930165290833,-0.006525650154799223,0.18553608558388285,0.025081648883389967,0.3850659932926005
2.0,2.0,0.22308614443648944,0.0,0.8355760610202211,0.8300338410980072,1.4153398087164106,0.047489786840206945,0.9869566833966821,0.8152216025829477,1,0.36692246117375116,0.5988413935357874,0.1350035342303189,0.10690975633103246,0.01744473777831403,0.006267562919850554,0.1011909945999998,3.198029772993424e+20,2.2973926163394927,0.036914690711281416,1.0554667616378042e+21,0.0751528228866598,0.0030808940445724528,2.832295650110075e+16,3.150760863787635e+16,1.0,0.24396128210509951,1.5918932502919978,0.02,2.0,4.060346491909739e+19,0.40603464919097393,0.007004864096604712,7.004864096604712e+17,,0.26055688054068343,0.026528327052391908,0.020879852267775303,0.022586062131710365,0.0,0.2924621101932902,0.3159054998000001,0.014867390319850536,0.0032585512734090876,329207.72745756607,0.3099596694999999,210095.4382622671,0.20121310099999995,115155.32684326172,41402.63366699219,0.3599614359615265,0.504784048162704,0.4170964943999999,0.008599827399999982,3.1646406650543213,0.01235975468484104,0.875997468829155,0.8918696154247628,0.0,66456.0,737980.0,2020.0,9.927257321097633,1.3,0.868,1.2937948595393787,10430.333362926136,11266.531807,0.0,0.0,1.0,1.2406604775356247,1.2440249150000005,-0.007437705316326836,-0.005872274738397787,0.06989203132257508,0.025010823174541338,0.3862637297511388
2.0,2.0,0.22478029131889343,0.0,0.9731203561239041,0.9946414232113358,1.4144344763466037,0.023656125231021074,-0.388745059447581,0.9851348446508547,1,0.36397147855975415,0.5893768126314336,0.13856615261598065,0.09209672880965385,0.007143843878224856,0.0007098876700308565,0.08135273509999988,1.1020895605517881e+21,3.1536133337067436,0.03468068153207942,1.4447538926547472e+21,0.08223344976406873,0.0033608806588613367,1.9248254288511484e+16,4.186768209458261e+16,1.0,0.236681461909204,1.5856060385704038,0.02,2.0,5.472699261144342e+19,0.5472699261144341,0.011748451774176525,1.1748451774176525e+18,,0.3668671766222284,0.03474938526415158,0.032275966762883024,0.04122581139571291,0.0,0.3648966793703586,0.38900761120000005,0.0025529629700308254,0.002118071990094542,325962.20957381884,0.3138978924999999,210325.49218838612,0.19478072899999996,149280.57861328125,53072.73864746094,0.3568082537120305,0.5531068982477293,0.47036034629999995,0.0018430752999999689,3.3264343413439663,0.008851564762797238,0.8765233348716389,0.8947389478033239,0.0,66460.0,737980.0,2020.0,10.000059387900611,1.08,0.886,1.314594496380199,11905.095259232954,11668.361576,0.0,0.0,1.0,1.1759104466264045,1.1827467749999987,-0.005543844266371293,-0.0045714605049314815,0.07597603505681984,0.025119400694788664,0.3783615729820315
2.0,2.0,0.22556478191505777,0.0,0.7927725570515648,0.7780889270868286,1.4101503828285042,0.04960326117685394,1.005573248822479,0.9506427644708566,1,0.36459072340618476,0.5757313533262772,0.15345009009946475,0.07644325910229728,0.012012768608397577,0.004199442689498199,0.08515267679999988,5.5961976042208415e+20,2.0828125346451998,0.031135321400382197,1.152182008420003e+21,0.08157411485400949,0.0028495597746352793,4535779197490425.0,2.7186557384092664e+16,1.0,0.1737875679415423,1.6265735463662578,0.02,2.0,3.5969894489116574e+19,0.3596989448911657,0.008181532882776713,8.181532882776713e+17,,0.3300455743034332,0.025197784566672748,0.009649242563622104,0.011498894581487819,0.0,0.27758382890690175,0.2532235331,0.016386346889498186,0.0016373916527941692,325736.4453611872,0.2968731134999999,119969.06024691166,0.11654945299999997,98129.1275024414,36561.946868896484,0.328257717089293,0.41528340721788726,0.3383762098999999,0.012186904199999987,4.785836891694501,0.026856866341978283,0.8792501484805888,0.9001448669216848,0.0,66462.0,737980.0,2020.0,10.336460547013719,1.04,0.869,1.3784091093323445,7371.850363991476,8012.4308249999995,0.0,0.0,1.0,1.1539256685784771,1.164595755,-0.0017721280455589297,0.008940554181621834,0.07541524354302999,0.024962446104320298,0.3388267584668434
2.0,2.0,0.22340924089605158,0.0,0.8655585345620856,0.8743885422163069,1.41266809665215,0.04712676480564794,0.10245698808240684,1.163291916710125,1,0.36485590176148847,0.5683659938248722,0.16134580495682632,0.04642314818422127,0.009948656710354855,0.0026301748840280477,0.04515939369999999,2.7250354129619576e+20,2.2784961316501717,0.03480529316988848,1.1170212806685078e+21,0.030768600076252556,0.01890873977881374,3.886871880708481e+17,3.715606515787439e+16,1.0,0.17214522574626867,1.6429885083978826,0.02,2.0,3.901380422156804e+19,0.39013804221568044,0.005181066414065393,5.181066414065393e+17,,0.35644665486605204,0.027363798294267605,0.010066703197853185,0.012040421159846026,0.0,0.2938090486022912,0.3194171617999999,0.0074112212840280085,0.0026180042611404124,337255.9430728212,0.3118234034999999,112511.02694788115,0.10706471349999995,107580.51300048828,37827.65579223633,0.32764752543080083,0.43158739974917565,0.3645765554999999,0.004781046399999961,4.877404668114402,0.05991294328362677,0.8777112256396901,0.8997576778585258,0.0,66464.0,737980.0,2020.0,10.302341894669965,1.08,0.913,1.3650339354168284,7956.647660688919,8127.896392,0.0,0.0,1.0,1.3469627774207946,1.346842664999999,0.0015110657973722978,0.012207777578045021,0.029524771360055428,0.025071159450266063,0.34227986411858824
2.0,2.0,0.2230676101012663,0.0,0.8445021922188073,0.8618915905033939,1.4125707762784818,0.04230583682902861,0.9994646387635217,1.0446339252777794,1,0.36477734690362756,0.5705672637982803,0.15898743068630042,0.044259813520425725,0.010960612918223533,0.0019037285658652335,0.06112727039999979,2.5728654823042066e+20,2.306210975861177,0.03506766197898161,1.0841135976026529e+21,0.053680598800951516,0.01611829012397615,2.7323547999667604e+16,2.91094374707281e+16,1.0,0.17233304656405474,1.6413410305976865,0.02,2.0,3.925080111477931e+19,0.3925080111477931,0.005192294939553809,5.1922949395538086e+17,,0.35621050846117974,0.027193319878598837,0.010258360912799415,0.012371689437797132,0.0,0.29472868589261303,0.2783755686500001,0.014132388515865232,0.002384807615525682,320857.90739027143,0.3109811875,113322.3776329043,0.10923798449999998,110962.75329589844,38877.71987915039,0.3278003787253617,0.4189416321428431,0.3395028390499999,0.012228659949999998,4.854818777604536,0.050457576751266796,0.8778021322055294,0.8993963978507302,0.0,66465.0,737980.0,2020.0,10.28941431912509,1.03,0.906,1.3621582876552234,7800.047230113634,7869.378379,0.0,0.0,1.0,1.2341813608762768,1.253483899999999,-0.0005828514695167543,0.010134945015042005,0.05072237853240282,0.02498423911539748,0.3431144790434981
2.0,2.0,0.2239832657834758,0.0,0.8921834117119453,0.9073784079000115,1.4125900902552395,0.047563804573025,0.23054569361624278,1.1534898897480688,1,0.3695205424142921,0.5858488756677379,0.15319220138632733,0.03879680433772771,0.016913546314893932,0.004408141066884062,0.03221718439999994,3.3453787334971654e+20,2.235244177805725,0.034064706636511656,1.0809496600394151e+21,0.08384008222558802,0.0027937524006809897,1.3902498174835162e+16,2.7801849938358676e+16,1.0,0.17237453661380597,1.6366599228071128,0.02,2.0,3.922960779366064e+19,0.3922960779366064,0.005294715004316978,5.2947150043169786e+17,,0.35935139097282354,0.03000911949231764,0.01557735394576533,0.020277273101431587,0.0,0.292233201659608,0.33341692689999997,0.01084690086688406,0.0023545650820204584,351450.9845840409,0.3469728334999999,112716.5428753757,0.10428710299999999,124138.5231018066,45934.816360473626,0.32773795715168663,0.4764889793865346,0.3656341112999999,0.006438759799999999,4.777199682982072,0.053159170462406334,0.8778391104677449,0.8997330458267875,0.0,66468.0,737980.0,2020.0,10.2008579088294,1.3,0.893,1.3531449670376985,8160.836489470109,8588.099213,0.0,0.0,1.0,1.3101174139517764,1.3323772549999995,0.0029254918513090715,0.003087616427681338,0.07734855496747811,0.02496946840128955,0.3412588018835538
2.0,2.0,0.22462960170662924,0.0,0.8815144788939455,0.9010859721175505,1.4153452887279923,0.0528449236231083,-0.08812171904922914,1.149070142178887,1,0.37420634083125903,0.5883861417355745,0.16002654187057327,0.042773451570131404,0.01638640103700906,0.0037971862120459894,0.030935193200000058,4.329933178615517e+20,2.1453808950609528,0.03504455516649319,1.2192912166469378e+21,0.023971167274317657,0.005306849063287697,2.0508018418247325e+17,5.134757616439351e+16,1.0,0.17183962360074626,1.646730158639991,0.02,2.0,3.7186066985738715e+19,0.37186066985738714,0.00401903517433576,4.01903517433576e+17,,0.34292087725208964,0.028791181587208996,0.014021408143928885,0.01758113799251786,0.0,0.2830802882812503,0.3319894395499999,0.007568202162046001,0.0017886342026071744,344977.3828179623,0.33935351549999987,109800.25206790268,0.10652286549999997,112820.25527954099,42412.35160827635,0.32736038881278323,0.4677533922973061,0.3629246327499999,0.0037710159500000118,4.8743568917979365,0.05762142879406917,0.8761529222778652,0.8983746870704318,0.0,66527.0,737982.0,2020.0,10.256766692451809,1.3,0.894,1.3661436308985173,8127.341414741848,8644.315336999998,0.0,0.0,1.0,1.3871088468576067,1.4067906649999982,0.008688602110613947,0.008956892552542622,0.023383825122268494,0.025211812135377733,0.3397239692102478
2.0,2.0,0.22205715694210743,0.0,0.9878418158676469,0.9971487877919596,1.4155040399882592,0.01755573267883401,0.3444250827278343,0.9141618386096431,1,0.3716591637242924,0.5995032380927694,0.14381509409709411,0.0861455623084669,0.005516007650808189,0.0013703143547386318,0.09391742629999986,6.40202630772104e+20,3.5126465428038496,0.037908245953646474,1.2281227350957852e+21,0.017028641288635432,0.006595015639891912,2.7573621472870856e+16,5.0845925724646904e+16,1.0,0.24675242513992546,1.6133796193382954,0.02,2.0,6.036129132296892e+19,0.6036129132296891,0.013090555233609937,1.3090555233609938e+18,,0.37874871372373986,0.03382096657312436,0.034277692066124084,0.04361137480756149,0.0,0.3911851919316508,0.37847412450000006,0.01685714975473867,0.0019333045472608985,305898.96705108706,0.30402859699999996,237405.86899992448,0.22122279499999997,157541.56494140625,52327.491760253906,0.3612621419130463,0.5352446824337868,0.4723915507999999,0.015486835400000037,3.2069910114461724,0.015526279757272846,0.8760112049904736,0.8935698948123237,0.0,66528.0,737982.0,2020.0,9.983144109899348,1.06,0.856,1.303528466007926,12540.294167258522,12004.140214,0.0,0.0,1.0,1.1573921330973633,1.1695556099999997,-0.004767168651927601,-0.0035446529826995993,0.016702344841878453,0.02520705823328932,0.390218840740367
