name,n,verdict,giantRatio,kappa_connect,isolated,isolatedFraction,tailDominance,runStatus
"L_bkg2c14_1_bkg_hit_canonical.csv",685,FULL_PERCOLATION,1.000000,10.000000,0,0.000000,0.994186,COMPLETE
"L_bkg2c14_1_bkg_phi_canonical.csv",571,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
"L_bkg2c14_1_bkg_theta_canonical.csv",629,HARD_FRAGMENTATION,0.750397,,0,0.000000,0.993671,COMPLETE
"L_bkg2c14_1_bkgdr_hit_canonical.csv",393,HARD_FRAGMENTATION,0.750636,,0,0.000000,0.989899,COMPLETE
"L_bkg2c14_1_bkgdr_phi_canonical.csv",387,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
"L_bkg2c14_1_bkgdr_theta_canonical.csv",393,HARD_FRAGMENTATION,0.750636,,0,0.000000,0.989899,COMPLETE
"L_bkg2doubleC14_canonical.csv",110350,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
"L_bkg2fiveC14_canonical.csv",106492,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
"L_bkg2fourC14_canonical.csv",107000,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
"L_bkg2singleC14_canonical.csv",116509,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
"L_bkg2tripleC14_canonical.csv",108532,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
"L_deepL_Graph_1_canonical.csv",63,FULL_PERCOLATION,1.000000,10.000000,0,0.000000,0.941176,COMPLETE
"L_deepL_Graph_2_canonical.csv",63,HARD_FRAGMENTATION,0.746032,,0,0.000000,0.000000,COMPLETE
"L_deepL_Graph_3_canonical.csv",105,FULL_PERCOLATION,1.000000,10.000000,0,0.000000,0.962963,COMPLETE
"L_deepL_Graph_4_canonical.csv",97,FULL_PERCOLATION,1.000000,10.000000,0,0.000000,0.960000,COMPLETE
"L_deepL_h_SigSB_significance_0_1_canonical.csv",789,FULL_PERCOLATION,1.000000,2.000000,0,0.000000,0.000000,COMPLETE
"L_deepL_h_SigSB_significance_1_1_canonical.csv",789,HARD_FRAGMENTATION,0.750317,,0,0.000000,0.000000,COMPLETE
"L_deepL_h_SigSB_significance_2_1_canonical.csv",789,HARD_FRAGMENTATION,0.750317,,0,0.000000,0.994949,COMPLETE
"L_deepL_h_SigSB_significance_3_1_canonical.csv",787,FULL_PERCOLATION,1.000000,10.000000,0,0.000000,0.994949,COMPLETE
"L_deepL_hBkgeff_1_canonical.csv",555,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
"L_deepL_hBkgRejective_1_canonical.csv",547,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
"L_deepL_hSigeff_1_canonical.csv",447,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
"L_deepL_hSigeff_purity_1_canonical.csv",789,HARD_FRAGMENTATION,0.750317,,0,0.000000,0.994949,COMPLETE
"L_deepL_hSigpur_1_canonical.csv",789,FULL_PERCOLATION,1.000000,10.000000,0,0.000000,0.994949,COMPLETE
"L_deepL_hSigSB_1_canonical.csv",789,HARD_FRAGMENTATION,0.750317,,0,0.000000,0.000000,COMPLETE
"L_deepL_hSigSB_ratio_0_1_canonical.csv",789,FULL_PERCOLATION,1.000000,2.000000,0,0.000000,0.000000,COMPLETE
"L_deepL_hSigSB_ratio_1_1_canonical.csv",789,FULL_PERCOLATION,1.000000,2.000000,0,0.000000,0.000000,COMPLETE
"L_deepL_hSigSB_ratio_2_1_canonical.csv",787,FULL_PERCOLATION,1.000000,2.000000,0,0.000000,0.000000,COMPLETE
"L_deepL_hSigSB_ratio_3_1_canonical.csv",787,FULL_PERCOLATION,1.000000,2.000000,0,0.000000,0.000000,COMPLETE
"L_deepL_MVA_BDTG_rejBvsS_1_canonical.csv",291,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
"L_deepL_test_B_1_canonical.csv",86,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
"L_deepL_test_S_1_canonical.csv",197,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
"L_deepL_train_B_1_canonical.csv",179,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
"L_deepL_train_S_1_canonical.csv",270,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
"L_Fib_Phi_canonical.csv",23031,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
"L_Fib_Theta_canonical.csv",41051,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
"L_Fib_X_canonical.csv",42593,HARD_FRAGMENTATION,0.750006,,0,0.000000,0.999906,COMPLETE
"L_Fib_Y_canonical.csv",42593,HARD_FRAGMENTATION,0.750006,,0,0.000000,0.999906,COMPLETE
"L_Fib_Z_canonical.csv",21475,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
"L_sig2pp_1_sig_hit_canonical.csv",681,FULL_PERCOLATION,1.000000,10.000000,0,0.000000,0.994152,COMPLETE
"L_sig2pp_1_sig_phi_canonical.csv",491,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
"L_sig2pp_1_sig_theta_canonical.csv",589,HARD_FRAGMENTATION,0.750424,,0,0.000000,0.993243,COMPLETE
"L_sig2pp_1_sigdr_hit_canonical.csv",441,HARD_FRAGMENTATION,0.750567,,0,0.000000,0.990991,COMPLETE
"L_sig2pp_1_sigdr_phi_canonical.csv",435,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
"L_sig2pp_1_sigdr_theta_canonical.csv",441,HARD_FRAGMENTATION,0.750567,,0,0.000000,0.990991,COMPLETE
"L_sig2pp_canonical.csv",8015,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
"L_TMVA_Bkg_Test_1_canonical.csv",101,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
"L_TMVA_Bkg_Train_1_canonical.csv",133,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
"L_TMVA_h_SigSB_0_1_canonical.csv",793,FULL_PERCOLATION,1.000000,10.000000,0,0.000000,0.994975,COMPLETE
"L_TMVA_h_SigSB_1_1_canonical.csv",793,FULL_PERCOLATION,1.000000,10.000000,0,0.000000,0.994975,COMPLETE
"L_TMVA_h_SigSB_2_1_canonical.csv",793,FULL_PERCOLATION,1.000000,10.000000,0,0.000000,0.994975,COMPLETE
"L_TMVA_h_SigSB_3_1_canonical.csv",793,FULL_PERCOLATION,1.000000,10.000000,0,0.000000,0.994975,COMPLETE
"L_TMVA_hBkgrejec_1_canonical.csv",523,FULL_PERCOLATION,1.000000,0.749894,0,0.000000,0.000000,COMPLETE
"L_TMVA_hSigeff_1_canonical.csv",525,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
"L_TMVA_hSigeff_purity_1_canonical.csv",793,HARD_FRAGMENTATION,0.750315,,0,0.000000,0.994975,COMPLETE
"L_TMVA_hSigpur_1_canonical.csv",793,HARD_FRAGMENTATION,0.750315,,0,0.000000,0.000000,COMPLETE
"L_TMVA_hSigSB_0_1_canonical.csv",793,FULL_PERCOLATION,1.000000,2.000000,0,0.000000,0.000000,COMPLETE
"L_TMVA_hSigSB_1_1_canonical.csv",793,FULL_PERCOLATION,1.000000,2.000000,0,0.000000,0.000000,COMPLETE
"L_TMVA_hSigSB_1_canonical.csv",793,FULL_PERCOLATION,1.000000,10.000000,0,0.000000,0.994975,COMPLETE
"L_TMVA_hSigSB_2_1_canonical.csv",793,FULL_PERCOLATION,1.000000,2.000000,0,0.000000,0.000000,COMPLETE
"L_TMVA_hSigSB_3_1_canonical.csv",793,FULL_PERCOLATION,1.000000,2.000000,0,0.000000,0.000000,COMPLETE
"L_TMVA_MVA_BDT_rejBvsS_1_canonical.csv",271,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
"L_TMVA_MVA_BDTD_rejBvsS_1_canonical.csv",283,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
"L_TMVA_MVA_BDTG_rejBvsS_1_canonical.csv",291,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
"L_TMVA_MVA_LikelihoodD_rejBvsS_1_canonical.csv",347,FULL_PERCOLATION,1.000000,1.000000,0,0.000000,0.000000,COMPLETE
"L_TMVA_Sig_Test_1_canonical.csv",125,FULL_PERCOLATION,1.000000,0.562341,0,0.000000,0.000000,COMPLETE
"L_TMVA_Sig_Train_1_canonical.csv",149,FULL_PERCOLATION,1.000000,2.000000,0,0.000000,0.000000,COMPLETE
