ladder,domain,kappa,epsilon,nu_V,vuln_count,inv,rho,Ak
phase3C_ladder_fractional_external_count_delta,molecular,0.010000,0.01500000,23,45,22.5400,0.980000,0.683000
phase3C_ladder_fractional_external_count_delta,molecular,0.011253,0.01688003,23,45,22.5715,0.981370,0.677500
phase3C_ladder_fractional_external_count_delta,molecular,0.012664,0.01899570,23,45,22.4530,0.976217,0.692500
phase3C_ladder_fractional_external_count_delta,molecular,0.014251,0.02137654,23,45,22.4500,0.976087,0.707000
phase3C_ladder_fractional_external_count_delta,molecular,0.016037,0.02405578,23,45,22.4790,0.977348,0.686500
phase3C_ladder_fractional_external_count_delta,molecular,0.018047,0.02707083,23,45,22.5195,0.979109,0.683000
phase3C_ladder_fractional_external_count_delta,molecular,0.020309,0.03046376,23,45,22.4195,0.974761,0.711500
phase3C_ladder_fractional_external_count_delta,molecular,0.022855,0.03428196,23,45,22.3145,0.970196,0.716500
phase3C_ladder_fractional_external_count_delta,molecular,0.025719,0.03857871,23,45,22.4260,0.975043,0.689500
phase3C_ladder_fractional_external_count_delta,molecular,0.028943,0.04341399,23,45,22.5195,0.979109,0.688500
phase3C_ladder_fractional_external_count_delta,molecular,0.032570,0.04885531,23,45,22.5230,0.979261,0.691000
phase3C_ladder_fractional_external_count_delta,molecular,0.036652,0.05497862,23,45,22.4455,0.975891,0.706500
phase3C_ladder_fractional_external_count_delta,molecular,0.041246,0.06186940,23,45,22.4395,0.975630,0.710500
phase3C_ladder_fractional_external_count_delta,molecular,0.046416,0.06962383,23,45,22.5595,0.980848,0.670500
phase3C_ladder_fractional_external_count_delta,molecular,0.052233,0.07835018,23,45,22.4790,0.977348,0.707500
phase3C_ladder_fractional_external_count_delta,molecular,0.058780,0.08817024,23,45,22.5280,0.979478,0.683000
phase3C_ladder_fractional_external_count_delta,molecular,0.066147,0.09922111,23,45,22.4985,0.978196,0.691500
phase3C_ladder_fractional_external_count_delta,molecular,0.074438,0.11165705,23,45,22.4615,0.976587,0.687500
phase3C_ladder_fractional_external_count_delta,molecular,0.083768,0.12565165,23,45,22.5410,0.980043,0.673500
phase3C_ladder_fractional_external_count_delta,molecular,0.094267,0.14140027,23,45,22.5625,0.980978,0.671000
phase3C_ladder_fractional_external_count_delta,molecular,0.106082,0.15912275,23,45,22.4815,0.977457,0.688500
phase3C_ladder_fractional_external_count_delta,molecular,0.119378,0.17906650,23,45,22.4790,0.977348,0.690500
phase3C_ladder_fractional_external_count_delta,molecular,0.134340,0.20150990,23,45,22.5070,0.978565,0.694500
phase3C_ladder_fractional_external_count_delta,molecular,0.151178,0.22676626,23,45,22.5020,0.978348,0.677000
phase3C_ladder_fractional_external_count_delta,molecular,0.170125,0.25518814,23,45,22.4655,0.976761,0.695500
phase3C_ladder_fractional_external_count_delta,molecular,0.191448,0.28717230,23,45,22.5120,0.978783,0.688500
phase3C_ladder_fractional_external_count_delta,molecular,0.215443,0.32316520,23,45,22.4970,0.978130,0.691500
phase3C_ladder_fractional_external_count_delta,molecular,0.242446,0.36366930,23,45,22.4670,0.976826,0.693000
phase3C_ladder_fractional_external_count_delta,molecular,0.272833,0.40925001,23,45,22.4795,0.977370,0.687500
phase3C_ladder_fractional_external_count_delta,molecular,0.307029,0.46054359,23,45,22.4505,0.976109,0.699000
phase3C_ladder_fractional_external_count_delta,molecular,0.345511,0.51826609,24,46,22.5095,0.937896,0.837000
phase3C_ladder_fractional_external_count_delta,molecular,0.388816,0.58322328,24,46,22.5480,0.939500,0.831000
phase3C_ladder_fractional_external_count_delta,molecular,0.437548,0.65632191,24,46,22.5410,0.939208,0.830500
